"","date","hour","fullname","site","station","grounddepth","groundtemp","vwcdepth","vwc","airtemp","solar","windspeed","winddir"
"754","2022-05-19",3,"TNHA-SB","TNHA","SB",12,22.3371138817566,4,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"755","2022-05-19",3,"TNHA-SB","TNHA","SB",13,22.3383418778738,4,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"756","2022-05-19",3,"TNHA-SB","TNHA","SB",14,22.3381467626469,5,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"757","2022-05-19",3,"TNHA-SB","TNHA","SB",15,22.3395669505449,6,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"758","2022-05-19",3,"TNHA-SB","TNHA","SB",16,22.3402946585368,6,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"759","2022-05-19",3,"TNHA-SB","TNHA","SB",17,22.341245005984,6,NA,22.3336014475088,1,0.224537540805223,259.044205658324
"760","2022-05-19",3,"TNHA-SC","TNHA","SC",7,22.333734175328,1,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"761","2022-05-19",3,"TNHA-SC","TNHA","SC",8,22.3373273929217,1,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"762","2022-05-19",3,"TNHA-SC","TNHA","SC",9,22.3373672664567,2,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"763","2022-05-19",3,"TNHA-SC","TNHA","SC",10,22.340658292753,3,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"764","2022-05-19",3,"TNHA-SC","TNHA","SC",11,22.3402267058295,3,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"765","2022-05-19",3,"TNHA-SC","TNHA","SC",12,22.342574493974,4,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"766","2022-05-19",3,"TNHA-SC","TNHA","SC",13,22.3413334615361,4,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"767","2022-05-19",3,"TNHA-SC","TNHA","SC",14,22.3438605292006,5,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"768","2022-05-19",3,"TNHA-SC","TNHA","SC",15,22.3452474635599,6,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"769","2022-05-19",3,"TNHA-SC","TNHA","SC",16,22.3442915808448,6,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"770","2022-05-19",3,"TNHA-SC","TNHA","SC",17,22.3467464711153,6,NA,22.3398465665036,1,1.47489978864514,179.669411850448
"771","2022-05-19",3,"TNHA-SD","TNHA","SD",7,22.3352532298589,1,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"772","2022-05-19",3,"TNHA-SD","TNHA","SD",8,22.3341358513599,1,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"773","2022-05-19",3,"TNHA-SD","TNHA","SD",9,22.3370029052323,2,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"774","2022-05-19",3,"TNHA-SD","TNHA","SD",10,22.3435482800604,3,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"775","2022-05-19",3,"TNHA-SD","TNHA","SD",11,22.340010882148,3,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"776","2022-05-19",3,"TNHA-SD","TNHA","SD",12,22.340932753952,4,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"777","2022-05-19",3,"TNHA-SD","TNHA","SD",13,22.3416263151164,4,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"778","2022-05-19",3,"TNHA-SD","TNHA","SD",14,22.3436317818934,5,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"779","2022-05-19",3,"TNHA-SD","TNHA","SD",15,22.3439593259668,6,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"780","2022-05-19",3,"TNHA-SD","TNHA","SD",16,22.3437048297307,6,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"781","2022-05-19",3,"TNHA-SD","TNHA","SD",17,22.3461679154712,6,NA,22.3303597628433,1,1.07165453970263,182.033196332596
"782","2022-05-19",3,"TNHA-SE","TNHA","SE",7,22.3410579436016,1,NA,NA,NA,NA,NA
"783","2022-05-19",3,"TNHA-SE","TNHA","SE",8,22.3415343896473,1,NA,NA,NA,NA,NA
"784","2022-05-19",3,"TNHA-SE","TNHA","SE",9,22.3425622986,2,NA,NA,NA,NA,NA
"785","2022-05-19",3,"TNHA-SE","TNHA","SE",10,22.3439312523758,3,NA,NA,NA,NA,NA
"786","2022-05-19",3,"TNHA-SE","TNHA","SE",11,22.3458730474364,3,NA,NA,NA,NA,NA
"787","2022-05-19",3,"TNHA-SE","TNHA","SE",12,22.3489615649426,4,NA,NA,NA,NA,NA
"788","2022-05-19",3,"TNHA-SE","TNHA","SE",13,22.3453819519737,4,NA,NA,NA,NA,NA
"789","2022-05-19",3,"TNHA-SE","TNHA","SE",14,22.3474692028317,5,NA,NA,NA,NA,NA
"790","2022-05-19",3,"TNHA-SE","TNHA","SE",15,22.3473148017973,6,NA,NA,NA,NA,NA
"791","2022-05-19",3,"TNHA-SE","TNHA","SE",16,22.3491092164263,6,NA,NA,NA,NA,NA
"792","2022-05-19",3,"TNHA-SE","TNHA","SE",17,22.347116063097,6,NA,NA,NA,NA,NA
"793","2022-05-19",4,"TNHA-BASE","TNHA","BASE",7,22.2939508781711,1,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"794","2022-05-19",4,"TNHA-BASE","TNHA","BASE",8,22.294181136297,1,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"795","2022-05-19",4,"TNHA-BASE","TNHA","BASE",9,22.297305854188,2,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"796","2022-05-19",4,"TNHA-BASE","TNHA","BASE",10,22.1666666666667,3,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"797","2022-05-19",4,"TNHA-BASE","TNHA","BASE",11,22.1666666666667,3,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"798","2022-05-19",4,"TNHA-BASE","TNHA","BASE",12,22.3032955280396,4,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"799","2022-05-19",4,"TNHA-BASE","TNHA","BASE",13,22.3028263442718,4,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"800","2022-05-19",4,"TNHA-BASE","TNHA","BASE",14,22.305174699774,5,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"801","2022-05-19",4,"TNHA-BASE","TNHA","BASE",15,22.3046258421709,6,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"802","2022-05-19",4,"TNHA-BASE","TNHA","BASE",16,22.3059637215323,6,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"803","2022-05-19",4,"TNHA-BASE","TNHA","BASE",17,22.3061705410969,6,NA,22.2775740005024,1,0.882214936247723,248.264626593807
"804","2022-05-19",4,"TNHA-SA","TNHA","SA",7,22.2934820754843,1,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"805","2022-05-19",4,"TNHA-SA","TNHA","SA",8,22.2948768237708,1,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"806","2022-05-19",4,"TNHA-SA","TNHA","SA",9,22.295334631498,2,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"807","2022-05-19",4,"TNHA-SA","TNHA","SA",10,22.2964403755237,3,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"808","2022-05-19",4,"TNHA-SA","TNHA","SA",11,22.2981970169425,3,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"809","2022-05-19",4,"TNHA-SA","TNHA","SA",12,22.2982859714662,4,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"810","2022-05-19",4,"TNHA-SA","TNHA","SA",13,22.3006722688686,4,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"811","2022-05-19",4,"TNHA-SA","TNHA","SA",14,22.3032271679186,5,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"812","2022-05-19",4,"TNHA-SA","TNHA","SA",15,22.3035303588412,6,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"813","2022-05-19",4,"TNHA-SA","TNHA","SA",16,22.3067222300965,6,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"814","2022-05-19",4,"TNHA-SA","TNHA","SA",17,22.3094274988565,6,NA,22.2997805365997,1,0.408914643924484,179.098622348568
"815","2022-05-19",4,"TNHA-SB","TNHA","SB",7,22.2986098596894,1,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"816","2022-05-19",4,"TNHA-SB","TNHA","SB",8,22.2966327857435,1,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"817","2022-05-19",4,"TNHA-SB","TNHA","SB",9,22.2960237181378,2,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"818","2022-05-19",4,"TNHA-SB","TNHA","SB",10,22.2988644790735,3,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"819","2022-05-19",4,"TNHA-SB","TNHA","SB",11,22.2973188660872,3,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"820","2022-05-19",4,"TNHA-SB","TNHA","SB",12,22.2988500395747,4,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"821","2022-05-19",4,"TNHA-SB","TNHA","SB",13,22.30011034351,4,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"822","2022-05-19",4,"TNHA-SB","TNHA","SB",14,22.2999100949222,5,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"823","2022-05-19",4,"TNHA-SB","TNHA","SB",15,22.3013676470851,6,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"824","2022-05-19",4,"TNHA-SB","TNHA","SB",16,22.302114500624,6,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"825","2022-05-19",4,"TNHA-SB","TNHA","SB",17,22.3030898511246,6,NA,22.2952451953549,1,0.224537540805223,259.044205658324
"826","2022-05-19",4,"TNHA-SC","TNHA","SC",7,22.2953814151609,1,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"827","2022-05-19",4,"TNHA-SC","TNHA","SC",8,22.2990691680864,1,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"828","2022-05-19",4,"TNHA-SC","TNHA","SC",9,22.2991100906695,2,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"829","2022-05-19",4,"TNHA-SC","TNHA","SC",10,22.3024877018315,3,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"830","2022-05-19",4,"TNHA-SC","TNHA","SC",11,22.302044760123,3,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"831","2022-05-19",4,"TNHA-SC","TNHA","SC",12,22.3044543171211,4,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"832","2022-05-19",4,"TNHA-SC","TNHA","SC",13,22.3031806338876,4,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"833","2022-05-19",4,"TNHA-SC","TNHA","SC",14,22.3057741871389,5,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"834","2022-05-19",4,"TNHA-SC","TNHA","SC",15,22.307197610883,6,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"835","2022-05-19",4,"TNHA-SC","TNHA","SC",16,22.3062165794852,6,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"836","2022-05-19",4,"TNHA-SC","TNHA","SC",17,22.3087360563999,6,NA,22.3016546195667,1,1.47489978864514,179.669411850448
"837","2022-05-19",4,"TNHA-SD","TNHA","SD",7,22.2969404350767,1,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"838","2022-05-19",4,"TNHA-SD","TNHA","SD",8,22.2957936590407,1,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"839","2022-05-19",4,"TNHA-SD","TNHA","SD",9,22.2987361433267,2,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"840","2022-05-19",4,"TNHA-SD","TNHA","SD",10,22.305453722917,3,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"841","2022-05-19",4,"TNHA-SD","TNHA","SD",11,22.301823258254,3,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"842","2022-05-19",4,"TNHA-SD","TNHA","SD",12,22.3027693839348,4,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"843","2022-05-19",4,"TNHA-SD","TNHA","SD",13,22.3034811922643,4,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"844","2022-05-19",4,"TNHA-SD","TNHA","SD",14,22.3055394216316,5,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"845","2022-05-19",4,"TNHA-SD","TNHA","SD",15,22.3058755831868,6,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"846","2022-05-19",4,"TNHA-SD","TNHA","SD",16,22.3056143913123,6,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"847","2022-05-19",4,"TNHA-SD","TNHA","SD",17,22.3081422793147,6,NA,22.2919182239715,1,1.07165453970263,182.033196332596
"848","2022-05-19",4,"TNHA-SE","TNHA","SE",7,22.3028978672467,1,NA,NA,NA,NA,NA
"849","2022-05-19",4,"TNHA-SE","TNHA","SE",8,22.3033868482931,1,NA,NA,NA,NA,NA
"850","2022-05-19",4,"TNHA-SE","TNHA","SE",9,22.3044418008943,2,NA,NA,NA,NA,NA
"851","2022-05-19",4,"TNHA-SE","TNHA","SE",10,22.305846770997,3,NA,NA,NA,NA,NA
"852","2022-05-19",4,"TNHA-SE","TNHA","SE",11,22.3078396534843,3,NA,NA,NA,NA,NA
"853","2022-05-19",4,"TNHA-SE","TNHA","SE",12,22.3110094279753,4,NA,NA,NA,NA,NA
"854","2022-05-19",4,"TNHA-SE","TNHA","SE",13,22.3073356376038,4,NA,NA,NA,NA,NA
"855","2022-05-19",4,"TNHA-SE","TNHA","SE",14,22.3094778027406,5,NA,NA,NA,NA,NA
"856","2022-05-19",4,"TNHA-SE","TNHA","SE",15,22.3093193395105,6,NA,NA,NA,NA,NA
"857","2022-05-19",4,"TNHA-SE","TNHA","SE",16,22.3111609640781,6,NA,NA,NA,NA,NA
"858","2022-05-19",4,"TNHA-SE","TNHA","SE",17,22.3091153721179,6,NA,NA,NA,NA,NA
"859","2022-05-19",5,"TNHA-BASE","TNHA","BASE",7,22.2520260671246,1,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"860","2022-05-19",5,"TNHA-BASE","TNHA","BASE",8,22.2522406678913,1,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"861","2022-05-19",5,"TNHA-BASE","TNHA","BASE",9,22.2551529075898,2,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"862","2022-05-19",5,"TNHA-BASE","TNHA","BASE",10,22.1341666666667,3,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"863","2022-05-19",5,"TNHA-BASE","TNHA","BASE",11,22.1341666666667,3,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"864","2022-05-19",5,"TNHA-BASE","TNHA","BASE",12,22.2607352886496,4,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"865","2022-05-19",5,"TNHA-BASE","TNHA","BASE",13,22.260298008984,4,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"866","2022-05-19",5,"TNHA-BASE","TNHA","BASE",14,22.2624866782841,5,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"867","2022-05-19",5,"TNHA-BASE","TNHA","BASE",15,22.2619751425371,6,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"868","2022-05-19",5,"TNHA-BASE","TNHA","BASE",16,22.2632220472255,6,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"869","2022-05-19",5,"TNHA-BASE","TNHA","BASE",17,22.2634148032334,6,NA,22.2367628033843,1,0.882214936247723,248.264626593807
"870","2022-05-19",5,"TNHA-SA","TNHA","SA",7,22.2515891426269,1,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"871","2022-05-19",5,"TNHA-SA","TNHA","SA",8,22.2528890492012,1,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"872","2022-05-19",5,"TNHA-SA","TNHA","SA",9,22.2533157263874,2,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"873","2022-05-19",5,"TNHA-SA","TNHA","SA",10,22.2543462807479,3,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"874","2022-05-19",5,"TNHA-SA","TNHA","SA",11,22.2559834720254,3,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"875","2022-05-19",5,"TNHA-SA","TNHA","SA",12,22.2560663777163,4,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"876","2022-05-19",5,"TNHA-SA","TNHA","SA",13,22.2582904088992,4,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"877","2022-05-19",5,"TNHA-SA","TNHA","SA",14,22.2606715769594,5,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"878","2022-05-19",5,"TNHA-SA","TNHA","SA",15,22.2609541511538,6,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"879","2022-05-19",5,"TNHA-SA","TNHA","SA",16,22.2639289778443,6,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"880","2022-05-19",5,"TNHA-SA","TNHA","SA",17,22.2664502906005,6,NA,22.2574593136758,1,0.408914643924484,179.098622348568
"881","2022-05-19",5,"TNHA-SB","TNHA","SB",7,22.2563682418122,1,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"882","2022-05-19",5,"TNHA-SB","TNHA","SB",8,22.2545256072343,1,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"883","2022-05-19",5,"TNHA-SB","TNHA","SB",9,22.2539579557144,2,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"884","2022-05-19",5,"TNHA-SB","TNHA","SB",10,22.256605547292,3,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"885","2022-05-19",5,"TNHA-SB","TNHA","SB",11,22.2551650346908,3,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"886","2022-05-19",5,"TNHA-SB","TNHA","SB",12,22.256592089667,4,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"887","2022-05-19",5,"TNHA-SB","TNHA","SB",13,22.2577666939931,4,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"888","2022-05-19",5,"TNHA-SB","TNHA","SB",14,22.2575800621411,5,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"889","2022-05-19",5,"TNHA-SB","TNHA","SB",15,22.258938501981,6,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"890","2022-05-19",5,"TNHA-SB","TNHA","SB",16,22.2596345701064,6,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"891","2022-05-19",5,"TNHA-SB","TNHA","SB",17,22.2605435975921,6,NA,22.2532323718269,1,0.224537540805223,259.044205658324
"892","2022-05-19",5,"TNHA-SC","TNHA","SC",7,22.2533593288005,1,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"893","2022-05-19",5,"TNHA-SC","TNHA","SC",8,22.256796317624,1,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"894","2022-05-19",5,"TNHA-SC","TNHA","SC",9,22.2568344575057,2,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"895","2022-05-19",5,"TNHA-SC","TNHA","SC",10,22.2599823939452,3,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"896","2022-05-19",5,"TNHA-SC","TNHA","SC",11,22.259569571901,3,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"897","2022-05-19",5,"TNHA-SC","TNHA","SC",12,22.2618152810467,4,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"898","2022-05-19",5,"TNHA-SC","TNHA","SC",13,22.2606282072034,4,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"899","2022-05-19",5,"TNHA-SC","TNHA","SC",14,22.2630454010116,5,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"900","2022-05-19",5,"TNHA-SC","TNHA","SC",15,22.2643720331366,6,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"901","2022-05-19",5,"TNHA-SC","TNHA","SC",16,22.2634577110499,6,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"902","2022-05-19",5,"TNHA-SC","TNHA","SC",17,22.2658058656502,6,NA,22.2592059605748,1,1.47489978864514,179.669411850448
"903","2022-05-19",5,"TNHA-SD","TNHA","SD",7,22.2548123366712,1,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"904","2022-05-19",5,"TNHA-SD","TNHA","SD",8,22.2537435404427,1,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"905","2022-05-19",5,"TNHA-SD","TNHA","SD",9,22.2564859382682,2,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"906","2022-05-19",5,"TNHA-SD","TNHA","SD",10,22.2627467280877,3,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"907","2022-05-19",5,"TNHA-SD","TNHA","SD",11,22.259363131973,3,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"908","2022-05-19",5,"TNHA-SD","TNHA","SD",12,22.260244921902,4,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"909","2022-05-19",5,"TNHA-SD","TNHA","SD",13,22.2609083278629,4,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"910","2022-05-19",5,"TNHA-SD","TNHA","SD",14,22.2628265993617,5,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"911","2022-05-19",5,"TNHA-SD","TNHA","SD",15,22.2631399022135,6,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"912","2022-05-19",5,"TNHA-SD","TNHA","SD",16,22.262896471167,6,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"913","2022-05-19",5,"TNHA-SD","TNHA","SD",17,22.2652524649082,6,NA,22.2501316317035,1,1.07165453970263,182.033196332596
"914","2022-05-19",5,"TNHA-SE","TNHA","SE",7,22.2603646684566,1,NA,NA,NA,NA,NA
"915","2022-05-19",5,"TNHA-SE","TNHA","SE",8,22.2608203992025,1,NA,NA,NA,NA,NA
"916","2022-05-19",5,"TNHA-SE","TNHA","SE",9,22.2618036159128,2,NA,NA,NA,NA,NA
"917","2022-05-19",5,"TNHA-SE","TNHA","SE",10,22.2631130492284,3,NA,NA,NA,NA,NA
"918","2022-05-19",5,"TNHA-SE","TNHA","SE",11,22.2649704173801,3,NA,NA,NA,NA,NA
"919","2022-05-19",5,"TNHA-SE","TNHA","SE",12,22.2679246498677,4,NA,NA,NA,NA,NA
"920","2022-05-19",5,"TNHA-SE","TNHA","SE",13,22.2645006741562,4,NA,NA,NA,NA,NA
"921","2022-05-19",5,"TNHA-SE","TNHA","SE",14,22.2664971738627,5,NA,NA,NA,NA,NA
"922","2022-05-19",5,"TNHA-SE","TNHA","SE",15,22.2663494859992,6,NA,NA,NA,NA,NA
"923","2022-05-19",5,"TNHA-SE","TNHA","SE",16,22.2680658816428,6,NA,NA,NA,NA,NA
"924","2022-05-19",5,"TNHA-SE","TNHA","SE",17,22.2661593882179,6,NA,NA,NA,NA,NA
"925","2022-05-19",6,"TNHA-BASE","TNHA","BASE",7,22.2091918699638,1,NA,22.196343035645,1,0.882214936247723,248.264626593807
"926","2022-05-19",6,"TNHA-BASE","TNHA","BASE",8,22.209372523967,1,NA,22.196343035645,1,0.882214936247723,248.264626593807
"927","2022-05-19",6,"TNHA-BASE","TNHA","BASE",9,22.2118240891118,2,NA,22.196343035645,1,0.882214936247723,248.264626593807
"928","2022-05-19",6,"TNHA-BASE","TNHA","BASE",10,22.1616666666667,3,NA,22.196343035645,1,0.882214936247723,248.264626593807
"929","2022-05-19",6,"TNHA-BASE","TNHA","BASE",11,22.1616666666667,3,NA,22.196343035645,1,0.882214936247723,248.264626593807
"930","2022-05-19",6,"TNHA-BASE","TNHA","BASE",12,22.2165234175492,4,NA,22.196343035645,1,0.882214936247723,248.264626593807
"931","2022-05-19",6,"TNHA-BASE","TNHA","BASE",13,22.2161553092553,4,NA,22.196343035645,1,0.882214936247723,248.264626593807
"932","2022-05-19",6,"TNHA-BASE","TNHA","BASE",14,22.2179977624615,5,NA,22.196343035645,1,0.882214936247723,248.264626593807
"933","2022-05-19",6,"TNHA-BASE","TNHA","BASE",15,22.2175671443334,6,NA,22.196343035645,1,0.882214936247723,248.264626593807
"934","2022-05-19",6,"TNHA-BASE","TNHA","BASE",16,22.2186168065829,6,NA,22.196343035645,1,0.882214936247723,248.264626593807
"935","2022-05-19",6,"TNHA-BASE","TNHA","BASE",17,22.2187790713548,6,NA,22.196343035645,1,0.882214936247723,248.264626593807
"936","2022-05-19",6,"TNHA-SA","TNHA","SA",7,22.2088240606553,1,NA,22.213765654833,1,0.408914643924484,179.098622348568
"937","2022-05-19",6,"TNHA-SA","TNHA","SA",8,22.2099183406526,1,NA,22.213765654833,1,0.408914643924484,179.098622348568
"938","2022-05-19",6,"TNHA-SA","TNHA","SA",9,22.2102775236272,2,NA,22.213765654833,1,0.408914643924484,179.098622348568
"939","2022-05-19",6,"TNHA-SA","TNHA","SA",10,22.2111450590679,3,NA,22.213765654833,1,0.408914643924484,179.098622348568
"940","2022-05-19",6,"TNHA-SA","TNHA","SA",11,22.2125232701655,3,NA,22.213765654833,1,0.408914643924484,179.098622348568
"941","2022-05-19",6,"TNHA-SA","TNHA","SA",12,22.2125930613651,4,NA,22.213765654833,1,0.408914643924484,179.098622348568
"942","2022-05-19",6,"TNHA-SA","TNHA","SA",13,22.2144652827114,4,NA,22.213765654833,1,0.408914643924484,179.098622348568
"943","2022-05-19",6,"TNHA-SA","TNHA","SA",14,22.2164697841347,5,NA,22.213765654833,1,0.408914643924484,179.098622348568
"944","2022-05-19",6,"TNHA-SA","TNHA","SA",15,22.2167076591441,6,NA,22.213765654833,1,0.408914643924484,179.098622348568
"945","2022-05-19",6,"TNHA-SA","TNHA","SA",16,22.2192119109164,6,NA,22.213765654833,1,0.408914643924484,179.098622348568
"946","2022-05-19",6,"TNHA-SA","TNHA","SA",17,22.2213343881547,6,NA,22.213765654833,1,0.408914643924484,179.098622348568
"947","2022-05-19",6,"TNHA-SB","TNHA","SB",7,22.2128471748903,1,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"948","2022-05-19",6,"TNHA-SB","TNHA","SB",8,22.211296018676,1,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"949","2022-05-19",6,"TNHA-SB","TNHA","SB",9,22.2108181614853,2,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"950","2022-05-19",6,"TNHA-SB","TNHA","SB",10,22.2130469420466,3,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"951","2022-05-19",6,"TNHA-SB","TNHA","SB",11,22.2118342978794,3,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"952","2022-05-19",6,"TNHA-SB","TNHA","SB",12,22.2130356132248,4,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"953","2022-05-19",6,"TNHA-SB","TNHA","SB",13,22.2140244119924,4,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"954","2022-05-19",6,"TNHA-SB","TNHA","SB",14,22.2138673026228,5,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"955","2022-05-19",6,"TNHA-SB","TNHA","SB",15,22.2150108567624,6,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"956","2022-05-19",6,"TNHA-SB","TNHA","SB",16,22.2155968168933,6,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"957","2022-05-19",6,"TNHA-SB","TNHA","SB",17,22.2163620492678,6,NA,22.2102073545627,1,0.224537540805223,259.044205658324
"958","2022-05-19",6,"TNHA-SC","TNHA","SC",7,22.2103142287639,1,NA,22.2152360072425,1,1.47489978864514,179.669411850448
"959","2022-05-19",6,"TNHA-SC","TNHA","SC",8,22.213207535248,1,NA,22.2152360072425,1,1.47489978864514,179.669411850448
"960","2022-05-19",6,"TNHA-SC","TNHA","SC",9,22.2132396419475,2,NA,22.2152360072425,1,1.47489978864514,179.669411850448
"961","2022-05-19",6,"TNHA-SC","TNHA","SC",10,22.2158896199892,3,NA,22.2152360072425,1,1.47489978864514,179.669411850448
