"","date","hour","fullname","site","station","grounddepth","groundtemp","vwcdepth","vwc","airtemp","solar","windspeed","winddir"
"2583","2024-12-22",12,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.2,354.8
"2584","2024-12-22",12,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2,119
"2585","2024-12-22",12,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.32,230.8
"2586","2024-12-22",13,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,351
"2587","2024-12-22",13,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2588","2024-12-22",13,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.8
"2589","2024-12-22",13,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,118
"2590","2024-12-22",13,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,230.8
"2591","2024-12-22",14,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,352
"2592","2024-12-22",14,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2593","2024-12-22",14,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.8
"2594","2024-12-22",14,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,119
"2595","2024-12-22",14,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,230.8
"2596","2024-12-22",15,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,355
"2597","2024-12-22",15,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2598","2024-12-22",15,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355
"2599","2024-12-22",15,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,118
"2600","2024-12-22",15,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,230.8
"2601","2024-12-22",16,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,6
"2602","2024-12-22",16,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2603","2024-12-22",16,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2604","2024-12-22",16,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,118
"2605","2024-12-22",16,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,238.2
"2606","2024-12-22",17,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,7
"2607","2024-12-22",17,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2608","2024-12-22",17,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,356
"2609","2024-12-22",17,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,118
"2610","2024-12-22",17,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,239.6
"2611","2024-12-22",18,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,347
"2612","2024-12-22",18,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2613","2024-12-22",18,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2614","2024-12-22",18,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,117
"2615","2024-12-22",18,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.66,223.2
"2616","2024-12-22",19,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,344
"2617","2024-12-22",19,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2618","2024-12-22",19,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355
"2619","2024-12-22",19,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,115
"2620","2024-12-22",19,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.66,229
"2621","2024-12-22",20,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,345
"2622","2024-12-22",20,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2623","2024-12-22",20,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355.4
"2624","2024-12-22",20,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,117
"2625","2024-12-22",20,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,223.2
"2626","2024-12-22",21,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,348
"2627","2024-12-22",21,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2628","2024-12-22",21,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2629","2024-12-22",21,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,117
"2630","2024-12-22",21,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.66,223.2
"2631","2024-12-22",22,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,345
"2632","2024-12-22",22,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2633","2024-12-22",22,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355.4
"2634","2024-12-22",22,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,117
"2635","2024-12-22",22,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,223.2
"2636","2024-12-22",23,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,352
"2637","2024-12-22",23,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2638","2024-12-22",23,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.8
"2639","2024-12-22",23,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,118
"2640","2024-12-22",23,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,230.8
"2641","2024-12-23",0,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,3
"2642","2024-12-23",0,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2643","2024-12-23",0,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2644","2024-12-23",0,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,118
"2645","2024-12-23",0,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,238.2
"2646","2024-12-23",1,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,1
"2647","2024-12-23",1,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2648","2024-12-23",1,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2649","2024-12-23",1,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,119
"2650","2024-12-23",1,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,238.2
"2651","2024-12-23",2,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,355
"2652","2024-12-23",2,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2653","2024-12-23",2,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.2,355
"2654","2024-12-23",2,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2,119
"2655","2024-12-23",2,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.32,230.8
"2656","2024-12-23",3,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,351
"2657","2024-12-23",3,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2658","2024-12-23",3,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.2,354.8
"2659","2024-12-23",3,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2,118
"2660","2024-12-23",3,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.32,230.8
"2661","2024-12-23",4,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,3
"2662","2024-12-23",4,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2663","2024-12-23",4,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.6
"2664","2024-12-23",4,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,118
"2665","2024-12-23",4,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,238.2
"2666","2024-12-23",5,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,7
"2667","2024-12-23",5,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2668","2024-12-23",5,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,356
"2669","2024-12-23",5,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,119
"2670","2024-12-23",5,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,239.6
"2671","2024-12-23",6,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,355
"2672","2024-12-23",6,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2673","2024-12-23",6,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355
"2674","2024-12-23",6,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,117
"2675","2024-12-23",6,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1.08,230.2
"2676","2024-12-23",7,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,7
"2677","2024-12-23",7,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2678","2024-12-23",7,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,296
"2679","2024-12-23",7,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,115
"2680","2024-12-23",7,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,239.6
"2681","2024-12-23",8,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,11
"2682","2024-12-23",8,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2683","2024-12-23",8,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,356
"2684","2024-12-23",8,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,118
"2685","2024-12-23",8,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,239.6
"2686","2024-12-23",9,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,0
"2687","2024-12-23",9,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2688","2024-12-23",9,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,316.2
"2689","2024-12-23",9,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,118
"2690","2024-12-23",9,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.66,238.6
"2691","2024-12-23",10,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,7
"2692","2024-12-23",10,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2693","2024-12-23",10,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,296
"2694","2024-12-23",10,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,115
"2695","2024-12-23",10,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,239.6
"2696","2024-12-23",11,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,326
"2697","2024-12-23",11,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2698","2024-12-23",11,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,300.8
"2699","2024-12-23",11,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,112
"2700","2024-12-23",11,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,157
"2701","2024-12-23",12,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,219
"2702","2024-12-23",12,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2703","2024-12-23",12,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,225.2
"2704","2024-12-23",12,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,107
"2705","2024-12-23",12,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,288.8
"2706","2024-12-23",13,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,220
"2707","2024-12-23",13,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2708","2024-12-23",13,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,213.8
"2709","2024-12-23",13,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,101
"2710","2024-12-23",13,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,301
"2711","2024-12-23",14,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,225
"2712","2024-12-23",14,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2713","2024-12-23",14,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,358
"2714","2024-12-23",14,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,104
"2715","2024-12-23",14,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,205.4
"2716","2024-12-23",15,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,233
"2717","2024-12-23",15,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2718","2024-12-23",15,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,273
"2719","2024-12-23",15,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,104
"2720","2024-12-23",15,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,159.4
"2721","2024-12-23",16,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,347
"2722","2024-12-23",16,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2723","2024-12-23",16,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,354.2
"2724","2024-12-23",16,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,115
"2725","2024-12-23",16,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,223.2
"2726","2024-12-23",17,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,358
"2727","2024-12-23",17,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2728","2024-12-23",17,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,334.6
"2729","2024-12-23",17,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,114
"2730","2024-12-23",17,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,218.2
"2731","2024-12-23",18,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,225
"2732","2024-12-23",18,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2733","2024-12-23",18,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,177
"2734","2024-12-23",18,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,93
"2735","2024-12-23",18,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,331.6
"2736","2024-12-23",19,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,218
"2737","2024-12-23",19,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2738","2024-12-23",19,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,276.2
"2739","2024-12-23",19,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,81
"2740","2024-12-23",19,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,343.6
"2741","2024-12-23",20,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,220
"2742","2024-12-23",20,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2743","2024-12-23",20,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,213.8
"2744","2024-12-23",20,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,100
"2745","2024-12-23",20,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,301
"2746","2024-12-23",21,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,218
"2747","2024-12-23",21,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2748","2024-12-23",21,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,191
"2749","2024-12-23",21,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,105
"2750","2024-12-23",21,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,295.2
"2751","2024-12-23",22,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,354
"2752","2024-12-23",22,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2753","2024-12-23",22,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,214
"2754","2024-12-23",22,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,110
"2755","2024-12-23",22,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,223.8
"2756","2024-12-23",23,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,13
"2757","2024-12-23",23,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2758","2024-12-23",23,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,224
"2759","2024-12-23",23,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,114
"2760","2024-12-23",23,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,239.6
"2761","2024-12-24",0,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,333
"2762","2024-12-24",0,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2763","2024-12-24",0,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,269.6
"2764","2024-12-24",0,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,111
"2765","2024-12-24",0,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,178
"2766","2024-12-24",1,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,219
"2767","2024-12-24",1,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2768","2024-12-24",1,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,169.8
"2769","2024-12-24",1,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,95
"2770","2024-12-24",1,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,335.6
"2771","2024-12-24",2,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,229
"2772","2024-12-24",2,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2773","2024-12-24",2,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,316.8
"2774","2024-12-24",2,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,102
"2775","2024-12-24",2,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,192.2
"2776","2024-12-24",3,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,281
"2777","2024-12-24",3,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2778","2024-12-24",3,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,208
"2779","2024-12-24",3,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,110
"2780","2024-12-24",3,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,148.8
"2781","2024-12-24",4,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,8
"2782","2024-12-24",4,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2783","2024-12-24",4,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,297.2
"2784","2024-12-24",4,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,115
"2785","2024-12-24",4,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,239.6
"2786","2024-12-24",5,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,10
"2787","2024-12-24",5,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2788","2024-12-24",5,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,258
"2789","2024-12-24",5,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,115
"2790","2024-12-24",5,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,239.6
"2791","2024-12-24",6,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,299
"2792","2024-12-24",6,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2793","2024-12-24",6,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,211.2
"2794","2024-12-24",6,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,110
"2795","2024-12-24",6,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,44.6
"2796","2024-12-24",7,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,218
"2797","2024-12-24",7,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2798","2024-12-24",7,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,174.2
"2799","2024-12-24",7,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,100
"2800","2024-12-24",7,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,306.4
"2801","2024-12-24",8,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,3
"2802","2024-12-24",8,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2803","2024-12-24",8,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,256.4
"2804","2024-12-24",8,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,112
"2805","2024-12-24",8,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,228.2
"2806","2024-12-24",9,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,6
"2807","2024-12-24",9,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2808","2024-12-24",9,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,296
"2809","2024-12-24",9,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,114
"2810","2024-12-24",9,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,238.2
"2811","2024-12-24",10,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,344
"2812","2024-12-24",10,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2813","2024-12-24",10,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,355
"2814","2024-12-24",10,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,112
"2815","2024-12-24",10,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,233.2
"2816","2024-12-24",11,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,337
"2817","2024-12-24",11,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2818","2024-12-24",11,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,310.8
"2819","2024-12-24",11,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,111
"2820","2024-12-24",11,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,197.6
"2821","2024-12-24",12,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,267
"2822","2024-12-24",12,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2823","2024-12-24",12,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,255.4
"2824","2024-12-24",12,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,111
"2825","2024-12-24",12,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,66.6
"2826","2024-12-24",13,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,279
"2827","2024-12-24",13,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2828","2024-12-24",13,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,208
"2829","2024-12-24",13,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,110
"2830","2024-12-24",13,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,148.8
"2831","2024-12-24",14,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,305
"2832","2024-12-24",14,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2833","2024-12-24",14,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,169.2
"2834","2024-12-24",14,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,107
"2835","2024-12-24",14,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,50.6
"2836","2024-12-24",15,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,256
"2837","2024-12-24",15,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,95
"2838","2024-12-24",15,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,323.4
"2839","2024-12-24",15,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,104
"2840","2024-12-24",15,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,98.8
"2841","2024-12-24",16,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,222
