"","date","hour","fullname","site","station","grounddepth","groundtemp","vwcdepth","vwc","airtemp","solar","windspeed","winddir"
"5967","2025-01-19",17,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,115
"5968","2025-01-19",17,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.2,237.8
"5969","2025-01-19",17,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,121
"5970","2025-01-19",17,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.54,46
"5971","2025-01-19",18,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,314
"5972","2025-01-19",18,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,117
"5973","2025-01-19",18,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,217.8
"5974","2025-01-19",18,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,309
"5975","2025-01-19",18,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,45.2
"5976","2025-01-19",19,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,306
"5977","2025-01-19",19,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,121
"5978","2025-01-19",19,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,244.4
"5979","2025-01-19",19,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,112
"5980","2025-01-19",19,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.52,40.6
"5981","2025-01-19",20,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,319
"5982","2025-01-19",20,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,121
"5983","2025-01-19",20,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,158
"5984","2025-01-19",20,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,121
"5985","2025-01-19",20,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.52,43.2
"5986","2025-01-19",21,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,317
"5987","2025-01-19",21,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,117
"5988","2025-01-19",21,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,215.2
"5989","2025-01-19",21,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,124
"5990","2025-01-19",21,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.52,35.8
"5991","2025-01-19",22,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,302
"5992","2025-01-19",22,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1.3,115
"5993","2025-01-19",22,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,183.8
"5994","2025-01-19",22,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,306
"5995","2025-01-19",22,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.94,47.8
"5996","2025-01-19",23,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,303
"5997","2025-01-19",23,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1,114
"5998","2025-01-19",23,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,198
"5999","2025-01-19",23,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,126
"6000","2025-01-19",23,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.8,27.4
"6001","2025-01-20",0,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,300
"6002","2025-01-20",0,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,119
"6003","2025-01-20",0,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,206.6
"6004","2025-01-20",0,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,122
"6005","2025-01-20",0,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,37.4
"6006","2025-01-20",1,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,298
"6007","2025-01-20",1,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,117
"6008","2025-01-20",1,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,213.6
"6009","2025-01-20",1,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,112
"6010","2025-01-20",1,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,37.6
"6011","2025-01-20",2,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,305
"6012","2025-01-20",2,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,118
"6013","2025-01-20",2,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,260
"6014","2025-01-20",2,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,119
"6015","2025-01-20",2,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,35.8
"6016","2025-01-20",3,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,299
"6017","2025-01-20",3,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,119
"6018","2025-01-20",3,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,202
"6019","2025-01-20",3,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,125
"6020","2025-01-20",3,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,33
"6021","2025-01-20",4,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,302
"6022","2025-01-20",4,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,119
"6023","2025-01-20",4,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,235
"6024","2025-01-20",4,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,129
"6025","2025-01-20",4,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,34.2
"6026","2025-01-20",5,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,306
"6027","2025-01-20",5,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,119
"6028","2025-01-20",5,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,222.2
"6029","2025-01-20",5,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,124
"6030","2025-01-20",5,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.52,31
"6031","2025-01-20",6,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,316
"6032","2025-01-20",6,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,119
"6033","2025-01-20",6,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,311.8
"6034","2025-01-20",6,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,124
"6035","2025-01-20",6,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.52,40.4
"6036","2025-01-20",7,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,292
"6037","2025-01-20",7,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1,115
"6038","2025-01-20",7,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,300
"6039","2025-01-20",7,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,309
"6040","2025-01-20",7,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.8,38.2
"6041","2025-01-20",8,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,299
"6042","2025-01-20",8,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1,117
"6043","2025-01-20",8,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,144.8
"6044","2025-01-20",8,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,44
"6045","2025-01-20",8,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.94,45.4
"6046","2025-01-20",9,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,295
"6047","2025-01-20",9,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,118
"6048","2025-01-20",9,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,219.8
"6049","2025-01-20",9,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,115
"6050","2025-01-20",9,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,39.2
"6051","2025-01-20",10,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,299
"6052","2025-01-20",10,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,117
"6053","2025-01-20",10,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,211.6
"6054","2025-01-20",10,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0,119
"6055","2025-01-20",10,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.56,35.2
"6056","2025-01-20",11,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,321
"6057","2025-01-20",11,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,119
"6058","2025-01-20",11,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.2,211
"6059","2025-01-20",11,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,122
"6060","2025-01-20",11,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.54,45.2
"6061","2025-01-20",12,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,312
"6062","2025-01-20",12,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,263
"6063","2025-01-20",12,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.92,136.8
"6064","2025-01-20",12,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,128
"6065","2025-01-20",12,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.68,96.6
"6066","2025-01-20",13,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,296
"6067","2025-01-20",13,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,278
"6068","2025-01-20",13,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,261.4
"6069","2025-01-20",13,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.3,126
"6070","2025-01-20",13,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.06,98.2
"6071","2025-01-20",14,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,327
"6072","2025-01-20",14,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0,289
"6073","2025-01-20",14,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,274.6
"6074","2025-01-20",14,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,128
"6075","2025-01-20",14,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.62,83
"6076","2025-01-20",15,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,310
"6077","2025-01-20",15,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,281
"6078","2025-01-20",15,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.92,203.6
"6079","2025-01-20",15,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,126
"6080","2025-01-20",15,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.68,95.2
"6081","2025-01-20",16,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,310
"6082","2025-01-20",16,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,288
"6083","2025-01-20",16,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.92,213.8
"6084","2025-01-20",16,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,128
"6085","2025-01-20",16,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.68,83.2
"6086","2025-01-20",17,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,260
"6087","2025-01-20",17,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1.3,282
"6088","2025-01-20",17,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.22,203.2
"6089","2025-01-20",17,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,126
"6090","2025-01-20",17,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.18,91.8
"6091","2025-01-20",18,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,208
"6092","2025-01-20",18,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,3.4,299
"6093","2025-01-20",18,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,306.6
"6094","2025-01-20",18,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2,302
"6095","2025-01-20",18,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,62.2
"6096","2025-01-20",19,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,317
"6097","2025-01-20",19,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.7,316
"6098","2025-01-20",19,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,261.4
"6099","2025-01-20",19,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,5,307
"6100","2025-01-20",19,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,92
"6101","2025-01-20",20,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,316
"6102","2025-01-20",20,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,319
"6103","2025-01-20",20,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,210.8
"6104","2025-01-20",20,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,5,307
"6105","2025-01-20",20,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,89.6
"6106","2025-01-20",21,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,281
"6107","2025-01-20",21,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.7,314
"6108","2025-01-20",21,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.6,267.6
"6109","2025-01-20",21,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,4.7,309
"6110","2025-01-20",21,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,56.4
"6111","2025-01-20",22,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,298
"6112","2025-01-20",22,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,3,319
"6113","2025-01-20",22,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,264.8
"6114","2025-01-20",22,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,5.4,309
"6115","2025-01-20",22,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,151.6
"6116","2025-01-20",23,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,327
"6117","2025-01-20",23,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,314
"6118","2025-01-20",23,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,262.6
"6119","2025-01-20",23,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,5,309
"6120","2025-01-20",23,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,95
"6121","2025-01-21",0,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,28
"6122","2025-01-21",0,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,316
"6123","2025-01-21",0,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,338.2
"6124","2025-01-21",0,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,4,310
"6125","2025-01-21",0,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,77.4
"6126","2025-01-21",1,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,138
"6127","2025-01-21",1,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.7,310
"6128","2025-01-21",1,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,268.2
"6129","2025-01-21",1,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,4,310
"6130","2025-01-21",1,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,162.8
"6131","2025-01-21",2,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,187
"6132","2025-01-21",2,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,307
"6133","2025-01-21",2,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,283.4
"6134","2025-01-21",2,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,3,310
"6135","2025-01-21",2,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,70.4
"6136","2025-01-21",3,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,175
"6137","2025-01-21",3,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.7,305
"6138","2025-01-21",3,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.62,323.8
"6139","2025-01-21",3,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2,319
"6140","2025-01-21",3,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,144.4
"6141","2025-01-21",4,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,171
"6142","2025-01-21",4,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,306
"6143","2025-01-21",4,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.68,322.6
"6144","2025-01-21",4,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2.3,312
"6145","2025-01-21",4,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,77.2
"6146","2025-01-21",5,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,201
"6147","2025-01-21",5,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,305
"6148","2025-01-21",5,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.68,300.2
"6149","2025-01-21",5,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,2.7,313
"6150","2025-01-21",5,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.3,88.4
"6151","2025-01-21",6,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,187
"6152","2025-01-21",6,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,2.3,298
"6153","2025-01-21",6,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,302.4
"6154","2025-01-21",6,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,102
"6155","2025-01-21",6,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.86,123.2
"6156","2025-01-21",7,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,316
"6157","2025-01-21",7,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1,122
"6158","2025-01-21",7,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,2.02,165.4
"6159","2025-01-21",7,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,128
"6160","2025-01-21",7,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.68,36.4
"6161","2025-01-21",8,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,317
"6162","2025-01-21",8,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,122
"6163","2025-01-21",8,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.48,183
"6164","2025-01-21",8,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,128
"6165","2025-01-21",8,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.76,40.4
"6166","2025-01-21",9,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,314
"6167","2025-01-21",9,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,300
"6168","2025-01-21",9,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.8,335.8
"6169","2025-01-21",9,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,129
"6170","2025-01-21",9,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.88,83.8
"6171","2025-01-21",10,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,307
"6172","2025-01-21",10,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,299
"6173","2025-01-21",10,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.8,218.2
"6174","2025-01-21",10,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,129
"6175","2025-01-21",10,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.88,85.4
"6176","2025-01-21",11,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,312
"6177","2025-01-21",11,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,299
"6178","2025-01-21",11,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.8,343.2
"6179","2025-01-21",11,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,131
"6180","2025-01-21",11,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.88,83.8
"6181","2025-01-21",12,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,302
"6182","2025-01-21",12,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,292
"6183","2025-01-21",12,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,203.2
"6184","2025-01-21",12,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,129
"6185","2025-01-21",12,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0,91
"6186","2025-01-21",13,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,129
"6187","2025-01-21",13,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1.3,310
"6188","2025-01-21",13,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.4,229
"6189","2025-01-21",13,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.7,310
"6190","2025-01-21",13,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0,162.8
"6191","2025-01-21",14,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,121
"6192","2025-01-21",14,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,1.3,303
"6193","2025-01-21",14,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,1.22,268.6
"6194","2025-01-21",14,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,319
"6195","2025-01-21",14,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.18,176.6
"6196","2025-01-21",15,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,298
"6197","2025-01-21",15,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,295
"6198","2025-01-21",15,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,193.4
"6199","2025-01-21",15,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,0.7,128
"6200","2025-01-21",15,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.38,85.4
"6201","2025-01-21",16,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,317
"6202","2025-01-21",16,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,307
"6203","2025-01-21",16,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,2.04,264
"6204","2025-01-21",16,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,129
"6205","2025-01-21",16,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,1,83.2
"6206","2025-01-21",17,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0.5,309
"6207","2025-01-21",17,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,298
"6208","2025-01-21",17,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.8,229.2
"6209","2025-01-21",17,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1.3,129
"6210","2025-01-21",17,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.88,85.4
"6211","2025-01-21",18,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,320
"6212","2025-01-21",18,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,124
"6213","2025-01-21",18,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,173.6
"6214","2025-01-21",18,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,129
"6215","2025-01-21",18,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,48.6
"6216","2025-01-21",19,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,314
"6217","2025-01-21",19,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.3,293
"6218","2025-01-21",19,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0,343.6
"6219","2025-01-21",19,"TNHA-SC","TNHA","SC",NA,NA,NA,NA,NA,NA,1,129
"6220","2025-01-21",19,"TNHA-SD","TNHA","SD",NA,NA,NA,NA,NA,NA,0.2,83.8
"6221","2025-01-21",20,"TNHA-BASE","TNHA","BASE",NA,NA,NA,NA,NA,NA,0,310
"6222","2025-01-21",20,"TNHA-SA","TNHA","SA",NA,NA,NA,NA,NA,NA,0.7,292
"6223","2025-01-21",20,"TNHA-SB","TNHA","SB",NA,NA,NA,NA,NA,NA,0.34,227.6
