Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6"
329,06/18/22 03:20:00,,,,,,,,72,10,199,60,,303,323,358,29,,
330,06/18/22 03:25:00,,,,,,,,65,7,183,39,,303,310,286,35,,
331,06/18/22 03:30:00,,,,,,,,73,4,197,331,,316,310,296,358,,
332,06/18/22 03:35:00,,,,,,,,86,10,166,317,,310,312,326,37,,
333,06/18/22 03:40:00,,,,,,,,56,6,174,331,,303,323,338,38,,
334,06/18/22 03:45:00,,,,,,,,67,354,241,340,,303,321,331,42,,
335,06/18/22 03:50:00,,,,,,,,69,10,218,329,,305,307,331,28,,
336,06/18/22 03:55:00,,,,,,,,70,4,244,351,,302,321,333,46,,
337,06/18/22 04:00:00,,,,,,,,70,8,166,38,,303,330,345,46,,
338,06/18/22 04:05:00,,,,,,,,70,7,215,76,,302,317,337,42,,
339,06/18/22 04:10:00,,,,,,,,67,347,198,347,,305,323,320,34,,
340,06/18/22 04:15:00,,,,,,,,69,351,225,22,,309,307,334,10,,
341,06/18/22 04:20:00,,,,,,,,63,10,185,316,,307,313,265,17,,
342,06/18/22 04:25:00,,,,,,,,70,4,188,303,,331,310,285,10,,
343,06/18/22 04:30:00,,,,,,,,69,343,202,18,,313,310,334,15,,
344,06/18/22 04:35:00,,,,,,,,65,358,218,29,,306,314,324,24,,
345,06/18/22 04:40:00,,,,,,,,73,8,302,264,,306,329,348,35,,
346,06/18/22 04:45:00,,,,,,,,80,7,208,293,,303,323,22,48,,
347,06/18/22 04:50:00,,,,,,,,67,6,185,299,,305,326,321,42,,
348,06/18/22 04:55:00,,,,,,,,58,3,226,343,,302,327,53,53,,
349,06/18/22 05:00:00,,,,,,,,70,4,164,326,,303,323,29,49,,
350,06/18/22 05:05:00,,,,,,,,73,13,230,330,,303,324,17,51,,
351,06/18/22 05:10:00,,,,,,,,72,10,253,302,,302,327,62,56,,
352,06/18/22 05:15:00,,,,,,,,74,7,278,34,,303,314,343,45,,
353,06/18/22 05:20:00,,,,,,,,77,14,257,51,,305,321,11,39,,
354,06/18/22 05:25:00,,,,,,,,79,8,244,100,,305,312,7,44,,
355,06/18/22 05:30:00,,,,,,,,70,1,194,274,,302,324,63,55,,
356,06/18/22 05:35:00,,,,,,,,74,10,208,336,,303,316,358,42,,
357,06/18/22 05:40:00,,,,,,,,63,4,241,17,,303,313,344,25,,
358,06/18/22 05:45:00,,,,,,,,67,7,191,310,,305,321,354,45,,
359,06/18/22 05:50:00,,,,,,,,76,358,146,302,,303,320,4,39,,
360,06/18/22 05:55:00,,,,,,,,66,355,218,345,,312,321,347,37,,
361,06/18/22 06:00:00,,,,,,,,70,1,244,334,,306,319,309,21,,
362,06/18/22 06:05:00,,,,,,,,76,6,202,348,,303,319,354,46,,
363,06/18/22 06:10:00,,,,,,,,66,3,198,102,,306,316,340,28,,
364,06/18/22 06:15:00,,,,,,,,60,3,218,10,,305,314,334,37,,
365,06/18/22 06:20:00,,,,,,,,76,8,277,14,,306,317,323,31,,
366,06/18/22 06:25:00,,,,,,,,77,7,264,45,,309,319,326,37,,
367,06/18/22 06:30:00,,,,,,,,73,4,209,45,,307,326,320,25,,
368,06/18/22 06:35:00,,,,,,,,77,13,264,41,,307,312,324,25,,
369,06/18/22 06:40:00,,,,,,,,72,10,167,341,,302,317,351,39,,
370,06/18/22 06:45:00,,,,,,,,69,1,183,357,,313,310,347,13,,
371,06/18/22 06:50:00,,,,,,,,79,10,191,142,,307,317,352,21,,
372,06/18/22 06:55:00,,,,,,,,70,6,253,197,,320,316,333,11,,
373,06/18/22 07:00:00,,,,,,,,70,354,185,25,,313,316,312,21,,
374,06/18/22 07:05:00,,,,,,,,74,1,212,41,,46,316,330,3,,
375,06/18/22 07:10:00,,,,,,,,74,344,211,27,,272,313,341,10,,
376,06/18/22 07:15:00,,,,,,,,66,11,197,4,,355,306,330,1,,
377,06/18/22 07:20:00,,,,,,,,59,358,205,20,,25,306,312,358,,
378,06/18/22 07:25:00,,,,,,,,98,320,160,282,,95,302,348,355,,
379,06/18/22 07:30:00,,,,,,,,118,305,131,357,,65,313,250,4,,
380,06/18/22 07:35:00,,,,,,,,95,354,183,348,,79,310,251,3,,
381,06/18/22 07:40:00,,,,,,,,84,352,211,202,,94,305,316,358,,
382,06/18/22 07:45:00,,,,,,,,108,340,199,236,,125,305,178,358,,
383,06/18/22 07:50:00,,,,,,,,101,309,146,352,,329,303,211,358,,
384,06/18/22 07:55:00,,,,,,,,77,317,173,358,,292,319,229,8,,
385,06/18/22 08:00:00,,,,,,,,51,333,178,79,,340,309,251,8,,
386,06/18/22 08:05:00,,,,,,,,91,329,194,350,,309,319,285,8,,
387,06/18/22 08:10:00,,,,,,,,90,321,143,15,,312,310,299,7,,
388,06/18/22 08:15:00,,,,,,,,52,326,175,27,,62,307,344,354,,
389,06/18/22 08:20:00,,,,,,,,97,320,168,24,,314,316,293,18,,
390,06/18/22 08:25:00,,,,,,,,32,324,185,31,,313,296,248,3,,
391,06/18/22 08:30:00,,,,,,,,97,330,188,18,,39,295,234,355,,
392,06/18/22 08:35:00,,,,,,,,105,310,211,46,,79,310,45,3,,
393,06/18/22 08:40:00,,,,,,,,114,344,211,299,,102,298,313,351,,
394,06/18/22 08:45:00,,,,,,,,114,321,212,314,,101,299,201,354,,
395,06/18/22 08:50:00,,,,,,,,100,327,241,41,,115,289,146,345,,
396,06/18/22 08:55:00,,,,,,,,108,303,237,319,,98,293,229,351,,
397,06/18/22 09:00:00,,,,,,,,91,333,164,181,,98,302,175,358,,
398,06/18/22 09:05:00,,,,,,,,98,341,174,44,,35,313,248,4,,
399,06/18/22 09:10:00,,,,,,,,108,330,202,331,,35,314,253,1,,
400,06/18/22 09:15:00,,,,,,,,79,338,211,28,,307,313,277,28,,
401,06/18/22 09:20:00,,,,,,,,41,327,244,13,,79,312,277,358,,
402,06/18/22 09:25:00,,,,,,,,88,326,188,354,,94,302,112,354,,
403,06/18/22 09:30:00,,,,,,,,98,314,164,31,,338,300,253,3,,
404,06/18/22 09:35:00,,,,,,,,60,357,222,25,,323,316,256,3,,
405,06/18/22 09:40:00,,,,,,,,76,338,197,4,,10,309,271,357,,
406,06/18/22 09:45:00,,,,,,,,95,319,215,321,,55,312,281,358,,
407,06/18/22 09:50:00,,,,,,,,93,319,218,154,,115,292,121,348,,
408,06/18/22 09:55:00,,,,,,,,100,320,163,247,,119,302,122,350,,
409,06/18/22 10:00:00,,,,,,,,95,317,167,8,,306,312,247,11,,
410,06/18/22 10:05:00,,,,,,,,72,333,183,32,,319,312,284,8,,
411,06/18/22 10:10:00,,,,,,,,69,338,192,7,,314,316,292,6,,
412,06/18/22 10:15:00,,,,,,,,46,321,202,21,,52,307,336,357,,
413,06/18/22 10:20:00,,,,,,,,86,327,199,270,,90,285,20,354,,
414,06/18/22 10:25:00,,,,,,,,87,310,204,343,,340,312,329,6,,
415,06/18/22 10:30:00,,,,,,,,32,314,220,3,,81,298,350,352,,
416,06/18/22 10:35:00,,,,,,,,95,327,225,275,,104,302,69,347,,
417,06/18/22 10:40:00,,,,,,,,108,331,153,256,,323,310,299,358,,
418,06/18/22 10:45:00,,,,,,,,87,347,178,28,,87,316,244,357,,
419,06/18/22 10:50:00,,,,,,,,73,329,209,3,,73,296,32,354,,
420,06/18/22 10:55:00,,,,,,,,125,338,205,11,,334,310,307,14,,
421,06/18/22 11:00:00,,,,,,,,70,4,204,21,,314,312,298,21,,
422,06/18/22 11:05:00,,,,,,,,58,351,188,32,,79,305,323,4,,
423,06/18/22 11:10:00,,,,,,,,79,3,194,59,,310,306,312,1,,
424,06/18/22 11:15:00,,,,,,,,55,327,253,15,,18,316,302,358,,
425,06/18/22 11:20:00,,,,,,,,74,3,254,17,,357,310,298,10,,
426,06/18/22 11:25:00,,,,,,,,73,338,254,20,,343,312,279,358,,
427,06/18/22 11:30:00,,,,,,,,84,331,247,27,,307,323,307,35,,
428,06/18/22 11:35:00,,,,,,,,79,13,232,29,,303,327,309,42,,
429,06/18/22 11:40:00,,,,,,,,73,6,194,91,,303,307,316,29,,
430,06/18/22 11:45:00,,,,,,,,88,358,132,48,,306,312,312,25,,
431,06/18/22 11:50:00,,,,,,,,65,348,156,18,,316,305,310,13,,
432,06/18/22 11:55:00,,,,,,,,72,358,153,38,,340,319,289,7,,
433,06/18/22 12:00:00,,,,,,,,67,319,156,6,,124,302,271,352,,
434,06/18/22 12:05:00,,,,,,,,93,314,173,29,,310,313,264,1,,
435,06/18/22 12:10:00,,,,,,,,74,355,229,41,,306,314,268,18,,
436,06/18/22 12:15:00,,,,,,,,74,6,234,126,,303,316,239,34,,
437,06/18/22 12:20:00,,,,,,,,80,7,279,7,,303,310,247,44,,
438,06/18/22 12:25:00,,,,,,,,72,6,247,7,,302,310,321,56,,
439,06/18/22 12:30:00,,,,,,,,74,13,300,7,,303,319,42,53,,
440,06/18/22 12:35:00,,,,,,,,79,11,281,41,,305,316,10,42,,
441,06/18/22 12:40:00,,,,,,,,76,4,258,91,,312,320,343,20,,
442,06/18/22 12:45:00,,,,,,,,60,8,260,330,,309,316,336,25,,
443,06/18/22 12:50:00,,,,,,,,74,3,240,55,,305,313,326,38,,
444,06/18/22 12:55:00,,,,,,,,83,15,237,0,,306,314,324,34,,
445,06/18/22 13:00:00,,,,,,,,42,345,236,25,,305,306,333,20,,
446,06/18/22 13:05:00,,,,,,,,72,358,212,45,,305,316,316,18,,
447,06/18/22 13:10:00,,,,,,,,72,14,195,77,,303,317,352,44,,
448,06/18/22 13:15:00,,,,,,,,56,13,257,15,,303,316,49,55,,
449,06/18/22 13:20:00,,,,,,,,66,4,275,25,,303,317,352,31,,
450,06/18/22 13:25:00,,,,,,,,67,4,240,41,,303,316,302,34,,
451,06/18/22 13:30:00,,,,,,,,73,15,205,21,,305,312,323,24,,
452,06/18/22 13:35:00,,,,,,,,66,3,244,32,,306,321,298,29,,
453,06/18/22 13:40:00,,,,,,,,66,4,284,14,,303,316,352,37,,
454,06/18/22 13:45:00,,,,,,,,76,358,281,344,,305,321,312,39,,
455,06/18/22 13:50:00,,,,,,,,56,3,219,7,,305,330,27,42,,
456,06/18/22 13:55:00,,,,,,,,70,7,167,327,,303,317,348,49,,
457,06/18/22 14:00:00,,,,,,,,74,8,226,225,,302,320,18,49,,
458,06/18/22 14:05:00,,,,,,,,72,6,302,327,,305,317,34,38,,
459,06/18/22 14:10:00,,,,,,,,70,358,201,188,,302,321,28,52,,
460,06/18/22 14:15:00,,,,,,,,74,6,215,272,,306,323,319,28,,
461,06/18/22 14:20:00,,,,,,,,76,10,277,310,,303,331,347,45,,
462,06/18/22 14:25:00,,,,,,,,72,3,194,8,,303,330,39,62,,
463,06/18/22 14:30:00,,,,,,,,67,8,295,1,,303,323,358,51,,
464,06/18/22 14:35:00,,,,,,,,77,3,204,352,,302,320,51,63,,
465,06/18/22 14:40:00,,,,,,,,79,11,275,331,,303,324,73,46,,
466,06/18/22 14:45:00,,,,,,,,69,18,289,324,,302,327,55,56,,
467,06/18/22 14:50:00,,,,,,,,80,8,279,319,,303,312,65,67,,
468,06/18/22 14:55:00,,,,,,,,84,13,291,317,,303,316,41,48,,
469,06/18/22 15:00:00,,,,,,,,81,8,291,320,,303,300,39,56,,
470,06/18/22 15:05:00,,,,,,,,65,10,271,316,,303,316,55,56,,
471,06/18/22 15:10:00,,,,,,,,63,14,282,275,,305,321,18,35,,
472,06/18/22 15:15:00,,,,,,,,74,6,271,303,,303,313,41,74,,
473,06/18/22 15:20:00,,,,,,,,65,14,284,307,,303,309,66,77,,
474,06/18/22 15:25:00,,,,,,,,62,8,302,313,,305,344,67,55,,
475,06/18/22 15:30:00,,,,,,,,72,11,237,313,,303,316,51,56,,
476,06/18/22 15:35:00,,,,,,,,73,11,240,260,,303,314,344,48,,
477,06/18/22 15:40:00,,,,,,,,72,6,237,271,,305,320,32,37,,
478,06/18/22 15:45:00,,,,,,,,60,3,285,354,,303,324,44,65,,
479,06/18/22 15:50:00,,,,,,,,72,17,285,1,,305,320,46,34,,
480,06/18/22 15:55:00,,,,,,,,63,15,278,317,,303,310,35,52,,
481,06/18/22 16:00:00,,,,,,,,63,24,291,302,,305,307,48,74,,
482,06/18/22 16:05:00,,,,,,,,79,15,317,334,,303,306,67,60,,
483,06/18/22 16:10:00,,,,,,,,76,1,314,350,,303,293,67,74,,
484,06/18/22 16:15:00,,,,,,,,62,3,282,350,,303,310,66,56,,
485,06/18/22 16:20:00,,,,,,,,77,15,271,1,,305,309,66,46,,
486,06/18/22 16:25:00,,,,,,,,74,10,281,8,,305,306,15,42,,
487,06/18/22 16:30:00,,,,,,,,93,14,271,348,,305,303,11,44,,
488,06/18/22 16:35:00,,,,,,,,74,15,281,341,,303,316,8,59,,
489,06/18/22 16:40:00,,,,,,,,52,21,258,341,,305,321,46,59,,
490,06/18/22 16:45:00,,,,,,,,53,21,55,341,,302,309,63,63,,
491,06/18/22 16:50:00,,,,,,,,67,10,237,341,,303,323,63,48,,
492,06/18/22 16:55:00,,,,,,,,67,8,354,341,,303,314,63,66,,
493,06/18/22 17:00:00,,,,,,,,67,8,316,340,,299,303,66,29,,
494,06/18/22 17:05:00,,,,,,,,67,344,306,344,,272,307,55,29,,
495,06/18/22 17:10:00,,,,,,,,77,8,305,345,,303,310,56,70,,
496,06/18/22 17:15:00,,,,,,,,84,14,341,345,,303,268,60,70,,
497,06/18/22 17:20:00,,,,,,,,79,351,351,348,,303,307,66,67,,
498,06/18/22 17:25:00,,,,,,,,83,1,323,351,,303,310,27,52,,
499,06/18/22 17:30:00,,,,,,,,69,18,336,351,,303,316,13,62,,
500,06/18/22 17:35:00,,,,,,,,76,3,336,351,,305,305,337,58,,
501,06/18/22 17:40:00,,,,,,,,63,11,310,4,,306,293,42,58,,
502,06/18/22 17:45:00,,,,,,,,77,10,288,32,,303,289,73,77,,
503,06/18/22 17:50:00,,,,,,,,86,8,254,32,,306,296,73,58,,
504,06/18/22 17:55:00,,,,,,,,74,341,225,22,,295,317,70,48,,
505,06/18/22 18:00:00,,,,,,,,77,4,236,45,,306,309,11,29,,
506,06/18/22 18:05:00,,,,,,,,62,355,256,42,,305,305,4,32,,
507,06/18/22 18:10:00,,,,,,,,84,358,251,13,,305,292,14,51,,
508,06/18/22 18:15:00,,,,,,,,79,20,278,14,,302,313,333,37,,
509,06/18/22 18:20:00,,,,,,,,53,358,289,13,,316,312,358,15,,
510,06/18/22 18:25:00,,,,,,,,88,358,288,27,,306,309,296,53,,
511,06/18/22 18:30:00,,,,,,,,51,7,284,34,,305,298,27,37,,
512,06/18/22 18:35:00,,,,,,,,97,331,261,46,,327,313,42,35,,
513,06/18/22 18:40:00,,,,,,,,79,4,260,48,,303,306,44,62,,
514,06/18/22 18:45:00,,,,,,,,70,3,261,48,,305,299,42,34,,
515,06/18/22 18:50:00,,,,,,,,104,357,253,48,,314,295,27,7,,
516,06/18/22 18:55:00,,,,,,,,77,340,260,42,,310,310,34,62,,
517,06/18/22 19:00:00,,,,,,,,81,340,264,44,,307,305,34,42,,
518,06/18/22 19:05:00,,,,,,,,100,4,263,53,,310,296,24,38,,
519,06/18/22 19:10:00,,,,,,,,55,7,250,45,,314,288,15,10,,
520,06/18/22 19:15:00,,,,,,,,67,10,257,3,,289,299,292,32,,
521,06/18/22 19:20:00,,,,,,,,53,6,258,14,,305,296,270,69,,
522,06/18/22 19:25:00,,,,,,,,77,3,253,14,,305,302,274,46,,
523,06/18/22 19:30:00,,,,,,,,69,10,233,14,,303,302,31,65,,
524,06/18/22 19:35:00,,,,,,,,66,13,223,31,,307,321,39,35,,
525,06/18/22 19:40:00,,,,,,,,81,358,244,105,,305,306,13,21,,
526,06/18/22 19:45:00,,,,,,,,74,1,229,31,,337,299,74,31,,
527,06/18/22 19:50:00,,,,,,,,81,347,93,39,,305,293,80,81,,
528,06/18/22 19:55:00,,,,,,,,83,354,357,20,,305,305,80,87,,
529,06/18/22 20:00:00,,,,,,,,77,1,192,8,,305,307,80,60,,
530,06/18/22 20:05:00,,,,,,,,77,358,190,15,,307,313,80,22,,
531,06/18/22 20:10:00,,,,,,,,69,358,44,1,,307,310,77,45,,
532,06/18/22 20:15:00,,,,,,,,65,3,27,1,,305,312,53,53,,
533,06/18/22 20:20:00,,,,,,,,63,4,310,1,,303,317,21,66,,
534,06/18/22 20:25:00,,,,,,,,60,6,232,1,,303,312,38,59,,
535,06/18/22 20:30:00,,,,,,,,67,358,181,0,,306,305,41,45,,
536,06/18/22 20:35:00,,,,,,,,84,1,351,0,,303,312,41,60,,
537,06/18/22 20:40:00,,,,,,,,86,6,292,0,,303,302,31,46,,
538,06/18/22 20:45:00,,,,,,,,58,1,285,0,,303,309,1,59,,
539,06/18/22 20:50:00,,,,,,,,74,1,256,0,,305,309,358,42,,
540,06/18/22 20:55:00,,,,,,,,74,355,219,316,,307,291,178,28,,
541,06/18/22 21:00:00,,,,,,,,83,8,60,305,,310,313,59,15,,
542,06/18/22 21:05:00,,,,,,,,72,3,97,13,,306,316,22,11,,
543,06/18/22 21:10:00,,,,,,,,70,352,216,29,,305,306,347,18,,
544,06/18/22 21:15:00,,,,,,,,74,3,159,80,,306,310,340,25,,
545,06/18/22 21:20:00,,,,,,,,60,3,32,34,,317,289,56,6,,
546,06/18/22 21:25:00,,,,,,,,76,10,331,358,,306,295,69,37,,
547,06/18/22 21:30:00,,,,,,,,74,7,313,352,,329,302,39,4,,
548,06/18/22 21:35:00,,,,,,,,77,1,275,358,,303,312,29,52,,
549,06/18/22 21:40:00,,,,,,,,77,4,323,358,,303,306,42,62,,
550,06/18/22 21:45:00,,,,,,,,69,1,199,358,,305,312,58,55,,
551,06/18/22 21:50:00,,,,,,,,74,358,250,337,,303,312,72,56,,
552,06/18/22 21:55:00,,,,,,,,72,358,247,337,,305,309,20,62,,
553,06/18/22 22:00:00,,,,,,,,80,1,150,331,,305,303,32,44,,
554,06/18/22 22:05:00,,,,,,,,77,10,60,352,,303,282,38,63,,
555,06/18/22 22:10:00,,,,,,,,72,358,329,358,,303,314,44,49,,
556,06/18/22 22:15:00,,,,,,,,83,18,313,11,,305,327,44,65,,
557,06/18/22 22:20:00,,,,,,,,80,34,352,358,,303,316,44,73,,
558,06/18/22 22:25:00,,,,,,,,86,58,49,358,,303,312,44,65,,
559,06/18/22 22:30:00,,,,,,,,77,13,31,295,,305,310,45,80,,
560,06/18/22 22:35:00,,,,,,,,86,345,279,254,,303,326,46,86,,
561,06/18/22 22:40:00,,,,,,,,72,14,274,254,,305,310,46,84,,
562,06/18/22 22:45:00,,,,,,,,83,25,319,254,,305,299,46,70,,
563,06/18/22 22:50:00,,,,,,,,72,32,331,254,,306,310,46,76,,
564,06/18/22 22:55:00,,,,,,,,77,35,321,254,,305,302,46,90,,
565,06/18/22 23:00:00,,,,,,,,84,37,321,254,,316,300,46,102,,
566,06/18/22 23:05:00,,,,,,,,80,45,336,254,,305,299,46,90,,
567,06/18/22 23:10:00,,,,,,,,79,51,336,254,,307,289,48,115,,
568,06/18/22 23:15:00,,,,,,,,80,53,336,254,,336,289,51,121,,
569,06/18/22 23:20:00,,,,,,,,76,66,350,256,,317,289,53,118,,
570,06/18/22 23:25:00,,,,,,,,77,66,24,254,,319,291,59,117,,
571,06/18/22 23:30:00,,,,,,,,86,60,59,254,,312,291,62,112,,
572,06/18/22 23:35:00,,,,,,,,81,58,59,254,,312,296,65,112,,
573,06/18/22 23:40:00,,,,,,,,90,62,49,251,,313,310,69,108,,
574,06/18/22 23:45:00,,,,,,,,100,70,62,250,,320,313,73,114,,
575,06/18/22 23:50:00,,,,,,,,107,84,56,254,,316,303,76,115,,
576,06/18/22 23:55:00,,,,,,,,94,52,59,256,,317,303,81,117,,
577,06/19/22 00:00:00,,,,,,,,91,76,62,256,,312,303,83,118,,
578,06/19/22 00:05:00,,,,,,,,97,79,65,256,,316,306,80,121,,
579,06/19/22 00:10:00,,,,,,,,100,77,67,256,,324,303,80,117,,
580,06/19/22 00:15:00,,,,,,,,101,83,55,256,,344,305,86,122,,
581,06/19/22 00:20:00,,,,,,,,84,98,70,256,,340,306,98,124,,
582,06/19/22 00:25:00,,,,,,,,320,95,73,256,,310,310,101,124,,
583,06/19/22 00:30:00,,,,,,,,79,104,73,256,,66,312,102,129,,
584,06/19/22 00:35:00,,,,,,,,74,104,77,256,,45,312,102,122,,
585,06/19/22 00:40:00,,,,,,,,319,121,45,256,,4,316,104,126,,
586,06/19/22 00:45:00,,,,,,,,343,125,62,256,,338,312,104,126,,
587,06/19/22 00:50:00,,,,,,,,326,142,108,256,,340,300,104,129,,
588,06/19/22 00:55:00,,,,,,,,17,143,51,256,,320,300,104,124,,
589,06/19/22 01:00:00,,,,,,,,316,128,31,256,,305,303,110,129,,
590,06/19/22 01:05:00,,,,,,,,324,132,46,256,,70,303,112,126,,
591,06/19/22 01:10:00,,,,,,,,316,143,45,256,,69,305,114,132,,
592,06/19/22 01:15:00,,,,,,,,319,140,49,258,,62,305,117,136,,
593,06/19/22 01:20:00,,,,,,,,331,154,67,258,,101,305,125,139,,
594,06/19/22 01:25:00,,,,,,,,337,135,128,258,,110,306,135,146,,
595,06/19/22 01:30:00,,,,,,,,324,142,178,261,,112,307,142,146,,
596,06/19/22 01:35:00,,,,,,,,319,166,153,261,,114,341,157,147,,
597,06/19/22 01:40:00,,,,,,,,327,163,149,261,,112,35,171,147,,
598,06/19/22 01:45:00,,,,,,,,323,160,177,261,,112,55,209,139,,
599,06/19/22 01:50:00,,,,,,,,323,163,122,263,,111,58,230,142,,
600,06/19/22 01:55:00,,,,,,,,321,156,128,291,,112,63,223,131,,
601,06/19/22 02:00:00,,,,,,,,316,156,263,312,,112,63,223,132,,
602,06/19/22 02:05:00,,,,,,,,317,164,281,316,,115,67,234,102,,
603,06/19/22 02:10:00,,,,,,,,314,161,258,265,,115,72,254,58,,
604,06/19/22 02:15:00,,,,,,,,316,159,250,225,,115,73,260,115,,
605,06/19/22 02:20:00,,,,,,,,321,161,201,195,,115,74,265,93,,
606,06/19/22 02:25:00,,,,,,,,316,164,241,271,,117,74,248,52,,
607,06/19/22 02:30:00,,,,,,,,320,174,265,307,,115,74,244,79,,
608,06/19/22 02:35:00,,,,,,,,316,150,289,208,,117,81,277,135,,
609,06/19/22 02:40:00,,,,,,,,314,150,275,199,,117,70,263,52,,
610,06/19/22 02:45:00,,,,,,,,321,152,241,312,,117,72,258,72,,
611,06/19/22 02:50:00,,,,,,,,320,192,268,223,,117,136,264,79,,
612,06/19/22 02:55:00,,,,,,,,310,170,267,205,,117,152,270,94,,
613,06/19/22 03:00:00,,,,,,,,309,146,260,205,,117,171,272,114,,
614,06/19/22 03:05:00,,,,,,,,298,156,247,209,,118,152,271,122,,
615,06/19/22 03:10:00,,,,,,,,295,159,243,198,,118,152,267,90,,
616,06/19/22 03:15:00,,,,,,,,316,173,285,212,,117,168,258,74,,
617,06/19/22 03:20:00,,,,,,,,306,159,244,331,,117,150,253,48,,
618,06/19/22 03:25:00,,,,,,,,319,164,267,216,,117,156,256,74,,
619,06/19/22 03:30:00,,,,,,,,314,190,267,250,,117,166,261,70,,
620,06/19/22 03:35:00,,,,,,,,310,163,248,199,,117,168,263,73,,
621,06/19/22 03:40:00,,,,,,,,312,163,265,218,,118,192,258,56,,
622,06/19/22 03:45:00,,,,,,,,310,185,285,206,,117,194,270,117,,
623,06/19/22 03:50:00,,,,,,,,312,183,296,209,,117,191,278,101,,
624,06/19/22 03:55:00,,,,,,,,312,154,288,213,,117,181,265,129,,
625,06/19/22 04:00:00,,,,,,,,307,187,260,212,,118,171,271,60,,
626,06/19/22 04:05:00,,,,,,,,313,157,274,206,,117,184,274,66,,
627,06/19/22 04:10:00,,,,,,,,313,184,263,212,,118,178,279,159,,
628,06/19/22 04:15:00,,,,,,,,314,159,244,191,,117,192,264,97,,
629,06/19/22 04:20:00,,,,,,,,302,174,253,206,,118,194,265,73,,
630,06/19/22 04:25:00,,,,,,,,306,164,192,213,,117,185,270,66,,
631,06/19/22 04:30:00,,,,,,,,309,170,251,198,,115,156,272,79,,
632,06/19/22 04:35:00,,,,,,,,307,140,229,209,,118,226,267,81,,
633,06/19/22 04:40:00,,,,,,,,307,167,225,213,,117,211,258,53,,
634,06/19/22 04:45:00,,,,,,,,313,161,233,209,,117,174,261,52,,
635,06/19/22 04:50:00,,,,,,,,313,163,192,216,,117,178,258,52,,
636,06/19/22 04:55:00,,,,,,,,309,177,240,220,,117,178,263,45,,
637,06/19/22 05:00:00,,,,,,,,306,154,268,202,,117,174,263,67,,
638,06/19/22 05:05:00,,,,,,,,312,188,254,215,,115,174,275,125,,
639,06/19/22 05:10:00,,,,,,,,309,195,264,209,,118,211,275,93,,
640,06/19/22 05:15:00,,,,,,,,310,183,222,209,,117,195,274,63,,
641,06/19/22 05:20:00,,,,,,,,303,173,191,209,,118,175,275,132,,
642,06/19/22 05:25:00,,,,,,,,310,163,247,208,,118,173,272,101,,
643,06/19/22 05:30:00,,,,,,,,296,150,263,213,,117,180,270,80,,
644,06/19/22 05:35:00,,,,,,,,310,173,261,205,,117,195,277,122,,
645,06/19/22 05:40:00,,,,,,,,312,161,220,216,,117,185,278,181,,
646,06/19/22 05:45:00,,,,,,,,306,174,260,215,,118,164,282,188,,
647,06/19/22 05:50:00,,,,,,,,314,173,282,209,,117,161,289,183,,
648,06/19/22 05:55:00,,,,,,,,306,167,268,212,,117,160,270,163,,
649,06/19/22 06:00:00,,,,,,,,305,145,264,213,,118,143,274,157,,
650,06/19/22 06:05:00,,,,,,,,309,180,244,206,,118,138,275,94,,
651,06/19/22 06:10:00,,,,,,,,307,159,278,208,,118,149,277,143,,
652,06/19/22 06:15:00,,,,,,,,309,194,265,212,,118,140,278,167,,
653,06/19/22 06:20:00,,,,,,,,307,159,143,215,,117,147,274,183,,
654,06/19/22 06:25:00,,,,,,,,310,197,261,211,,117,150,274,115,,
655,06/19/22 06:30:00,,,,,,,,299,199,244,211,,117,146,267,77,,
656,06/19/22 06:35:00,,,,,,,,303,194,265,212,,118,149,267,35,,
657,06/19/22 06:40:00,,,,,,,,314,191,227,209,,117,146,275,140,,
658,06/19/22 06:45:00,,,,,,,,300,174,286,216,,118,145,279,145,,
659,06/19/22 06:50:00,,,,,,,,302,187,185,212,,115,145,275,156,,
660,06/19/22 06:55:00,,,,,,,,305,174,225,213,,119,143,274,153,,
