Line#,Date,"Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
1968,12/22/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1969,12/22/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1970,12/22/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1971,12/22/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1972,12/22/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1973,12/22/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1974,12/22/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1975,12/22/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1976,12/22/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1977,12/22/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1978,12/22/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1979,12/22/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1980,12/22/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1981,12/22/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1982,12/22/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1983,12/22/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1984,12/22/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1985,12/22/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1986,12/22/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1987,12/22/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1988,12/22/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1989,12/22/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1990,12/22/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1991,12/22/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1992,12/22/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1993,12/22/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1994,12/22/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1995,12/22/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1996,12/22/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1997,12/22/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1998,12/22/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1999,12/22/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2000,12/23/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2001,12/23/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2002,12/23/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2003,12/23/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2004,12/23/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2005,12/23/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2006,12/23/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2007,12/23/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2008,12/23/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2009,12/23/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2010,12/23/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2011,12/23/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2012,12/23/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2013,12/23/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2014,12/23/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2015,12/23/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2016,12/23/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2017,12/23/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2018,12/23/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2019,12/23/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2020,12/23/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2021,12/23/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2022,12/23/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2023,12/23/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2024,12/23/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2025,12/23/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2026,12/23/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2027,12/23/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2028,12/23/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2029,12/23/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2030,12/23/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2031,12/23/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2032,12/23/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2033,12/23/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2034,12/23/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2035,12/23/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2036,12/23/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2037,12/23/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2038,12/23/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2039,12/23/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2040,12/23/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2041,12/23/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2042,12/23/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2043,12/23/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2044,12/23/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2045,12/23/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2046,12/23/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2047,12/23/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2048,12/24/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2049,12/24/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2050,12/24/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2051,12/24/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2052,12/24/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2053,12/24/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2054,12/24/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2055,12/24/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2056,12/24/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2057,12/24/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2058,12/24/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2059,12/24/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2060,12/24/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2061,12/24/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2062,12/24/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2063,12/24/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2064,12/24/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2065,12/24/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2066,12/24/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2067,12/24/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2068,12/24/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2069,12/24/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2070,12/24/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2071,12/24/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2072,12/24/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2073,12/24/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2074,12/24/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2075,12/24/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2076,12/24/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2077,12/24/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2078,12/24/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2079,12/24/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2080,12/24/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2081,12/24/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2082,12/24/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2083,12/24/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2084,12/24/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2085,12/24/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2086,12/24/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2087,12/24/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2088,12/24/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2089,12/24/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2090,12/24/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2091,12/24/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2092,12/24/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2093,12/24/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2094,12/24/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2095,12/24/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2096,12/25/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2097,12/25/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2098,12/25/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2099,12/25/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2100,12/25/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2101,12/25/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2102,12/25/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2103,12/25/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2104,12/25/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2105,12/25/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2106,12/25/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2107,12/25/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2108,12/25/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2109,12/25/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2110,12/25/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2111,12/25/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2112,12/25/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2113,12/25/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2114,12/25/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2115,12/25/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2116,12/25/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2117,12/25/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2118,12/25/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2119,12/25/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2120,12/25/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2121,12/25/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2122,12/25/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2123,12/25/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2124,12/25/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2125,12/25/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2126,12/25/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2127,12/25/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2128,12/25/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2129,12/25/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2130,12/25/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2131,12/25/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2132,12/25/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2133,12/25/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2134,12/25/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2135,12/25/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2136,12/25/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2137,12/25/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2138,12/25/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2139,12/25/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2140,12/25/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2141,12/25/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2142,12/25/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2143,12/25/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2144,12/26/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2145,12/26/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2146,12/26/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2147,12/26/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2148,12/26/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2149,12/26/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2150,12/26/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2151,12/26/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2152,12/26/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2153,12/26/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2154,12/26/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2155,12/26/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2156,12/26/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2157,12/26/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2158,12/26/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2159,12/26/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2160,12/26/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2161,12/26/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2162,12/26/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2163,12/26/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2164,12/26/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2165,12/26/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2166,12/26/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2167,12/26/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2168,12/26/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2169,12/26/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2170,12/26/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2171,12/26/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2172,12/26/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2173,12/26/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2174,12/26/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2175,12/26/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2176,12/26/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2177,12/26/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2178,12/26/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2179,12/26/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2180,12/26/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2181,12/26/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2182,12/26/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2183,12/26/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2184,12/26/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2185,12/26/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2186,12/26/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2187,12/26/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2188,12/26/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2189,12/26/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2190,12/26/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2191,12/26/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2192,12/27/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2193,12/27/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2194,12/27/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2195,12/27/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2196,12/27/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2197,12/27/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2198,12/27/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2199,12/27/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2200,12/27/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2201,12/27/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2202,12/27/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2203,12/27/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2204,12/27/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2205,12/27/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2206,12/27/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2207,12/27/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2208,12/27/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2209,12/27/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2210,12/27/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2211,12/27/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2212,12/27/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2213,12/27/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2214,12/27/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2215,12/27/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2216,12/27/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2217,12/27/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2218,12/27/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2219,12/27/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2220,12/27/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2221,12/27/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2222,12/27/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2223,12/27/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2224,12/27/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2225,12/27/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2226,12/27/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2227,12/27/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2228,12/27/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2229,12/27/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2230,12/27/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2231,12/27/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2232,12/27/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2233,12/27/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2234,12/27/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2235,12/27/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2236,12/27/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2237,12/27/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2238,12/27/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2239,12/27/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2240,12/28/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2241,12/28/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2242,12/28/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2243,12/28/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2244,12/28/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2245,12/28/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2246,12/28/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2247,12/28/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2248,12/28/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
2249,12/28/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
2250,12/28/22 05:00:00,1,1,1,1,1,,,,,,,,,,,,,,1
2251,12/28/22 05:30:00,1,1,1,1,1,,,,,,,,,,,,,,1
2252,12/28/22 06:00:00,,,,,,,,,,,,,,,,,,,1
2253,12/28/22 06:30:00,,,,,,,,,,,,,,,,,,,1
2254,12/28/22 07:00:00,,,,,,,,,,,,,,,,,,,1
2255,12/28/22 07:30:00,,,,,,,,,,,,,,,,,,,1
2256,12/28/22 08:00:00,,,,,,,,,,,,,,,,,,,1
2257,12/28/22 08:30:00,,,,,,,,,,,,,,,,,,,1
2258,12/28/22 09:00:00,,,,,,,,,,,,,,,,,,,1
2259,12/28/22 09:30:00,,,,,,,,,,,,,,,,,,,1
2260,12/28/22 10:00:00,,,,,,,,,,,,,,,,,,,1
2261,12/28/22 10:30:00,,,,,,,,,,,,,,,,,,,1
2262,12/28/22 11:00:00,,,,,,,,,,,,,,,,,,,1
2263,12/28/22 11:30:00,,,,,,,,,,,,,,,,,,,1
2264,12/28/22 12:00:00,,,,,,,,,,,,,,,,,,,1
2265,12/28/22 12:30:00,,,,,,,,,,,,,,,,,,,1
2266,12/28/22 13:00:00,,,,,,,,,,,,,,,,,,,1
2267,12/28/22 13:30:00,,,,,,,,,,,,,,,,,,,1
2268,12/28/22 14:00:00,,,,,,,,,,,,,,,,,,,1
2269,12/28/22 14:30:00,,,,,,,,,,,,,,,,,,,1
2270,12/28/22 15:00:00,,,,,,,,,,,,,,,,,,,1
2271,12/28/22 15:30:00,,,,,,,,,,,,,,,,,,,1
2272,12/28/22 16:00:00,,,,,,,,,,,,,,,,,,,1
2273,12/28/22 16:30:00,,,,,,,,,,,,,,,,,,,1
2274,12/28/22 17:00:00,,,,,,,,,,,,,,,,,,,1
2275,12/28/22 17:30:00,,,,,,,,,,,,,,,,,,,1
2276,12/28/22 18:00:00,,,,,,,,,,,,,,,,,,,1
2277,12/28/22 18:30:00,,,,,,,,,,,,,,,,,,,1
2278,12/28/22 19:00:00,,,,,,,,,,,,,,,,,,,1
2279,12/28/22 19:30:00,,,,,,,,,,,,,,,,,,,1
2280,12/28/22 20:00:00,,,,,,,,,,,,,,,,,,,1
2281,12/28/22 20:30:00,,,,,,,,,,,,,,,,,,,1
2282,12/28/22 21:00:00,,,,,,,,,,,,,,,,,,,1
2283,12/28/22 21:30:00,,,,,,,,,,,,,,,,,,,1
2284,12/28/22 22:00:00,,,,,,,,,,,,,,,,,,,1
2285,12/28/22 22:30:00,,,,,,,,,,,,,,,,,,,1
2286,12/28/22 23:00:00,,,,,,,,,,,,,,,,,,,1
2287,12/28/22 23:30:00,,,,,,,,,,,,,,,,,,,1
2288,12/29/22 00:00:00,,,,,,,,,,,,,,,,,,,1
2289,12/29/22 00:30:00,,,,,,,,,,,,,,,,,,,1
2290,12/29/22 01:00:00,,,,,,,,,,,,,,,,,,,1
2291,12/29/22 01:30:00,,,,,,,,,,,,,,,,,,,1
2292,12/29/22 02:00:00,,,,,,,,,,,,,,,,,,,1
2293,12/29/22 02:30:00,,,,,,,,,,,,,,,,,,,1
2294,12/29/22 03:00:00,,,,,,,,,,,,,,,,,,,1
2295,12/29/22 03:30:00,,,,,,,,,,,,,,,,,,,1
2296,12/29/22 04:00:00,,,,,,,,,,,,,,,,,,,1
2297,12/29/22 04:30:00,,,,,,,,,,,,,,,,,,,1
2298,12/29/22 05:00:00,,,,,,,,,,,,,,,,,,,1
2299,12/29/22 05:30:00,,,,,,,,,,,,,,,,,,,1
2300,12/29/22 06:00:00,,,,,,,,,,,,,,,,,,,1
2301,12/29/22 06:30:00,,,,,,,,,,,,,,,,,,,1
2302,12/29/22 07:00:00,,,,,,,,,,,,,,,,,,,1
2303,12/29/22 07:30:00,,,,,,,,,,,,,,,,,,,1
