Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398618-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398624-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390411-1), W/m^2, RX3000_BRW5"
3657,07/06/22 10:00:00,26,9,11,9,11,21,16,36,17,12,13,6,16,12,26
3658,07/06/22 10:30:00,3,7,7,6,9,3,12,6,11,7,8,3,9,7,3
3659,07/06/22 11:00:00,2,1,1,1,1,2,2,3,2,1,1,1,2,1,2
3660,07/06/22 11:30:00,3,1,2,1,2,3,3,3,2,2,2,1,2,2,3
3661,07/06/22 12:00:00,11,4,4,3,4,9,6,12,7,4,4,2,6,4,11
3662,07/06/22 12:30:00,9,3,3,2,3,6,6,17,6,4,3,2,6,4,9
3663,07/06/22 13:00:00,19,12,12,11,14,19,19,33,19,13,14,7,19,14,18
3664,07/06/22 13:30:00,6,7,7,6,8,6,12,14,11,7,8,3,11,8,6
3665,07/06/22 14:00:00,16,14,12,11,13,11,22,21,19,14,17,7,19,16,16
3666,07/06/22 14:30:00,27,9,8,8,9,28,16,56,14,9,11,4,13,11,23
3667,07/06/22 15:00:00,34,24,22,18,24,21,37,26,34,24,28,14,33,27,46
3668,07/06/22 15:30:00,48,24,24,22,24,38,33,54,38,29,32,16,37,28,53
3669,07/06/22 16:00:00,97,48,46,37,46,81,64,121,69,49,58,31,68,54,103
3670,07/06/22 16:30:00,307,313,38,21,24,331,259,301,46,28,222,38,251,228,282
3671,07/06/22 17:00:00,359,443,28,21,21,468,397,358,182,27,334,27,337,337,322
3672,07/06/22 17:30:00,384,483,34,26,27,559,419,417,291,111,376,31,374,361,364
3673,07/06/22 18:00:00,257,288,76,72,72,368,273,281,226,179,227,58,249,229,263
3674,07/06/22 18:30:00,209,489,57,74,56,247,423,351,377,356,397,54,402,389,252
3675,07/06/22 19:00:00,523,348,67,92,71,861,298,434,287,257,294,53,298,277,459
3676,07/06/22 19:30:00,187,297,54,97,62,191,296,229,261,227,258,43,251,244,174
3677,07/06/22 20:00:00,707,313,108,233,134,637,311,754,323,246,306,81,308,289,569
3678,07/06/22 20:30:00,563,654,147,556,159,709,683,387,628,526,599,112,592,574,436
3679,07/06/22 21:00:00,403,341,128,311,222,356,384,702,379,329,368,97,368,349,334
3680,07/06/22 21:30:00,524,444,93,431,319,623,491,666,437,397,444,83,423,432,464
3681,07/06/22 22:00:00,171,512,69,566,392,616,532,817,553,514,533,66,473,522,607
3682,07/06/22 22:30:00,716,259,58,642,419,831,583,273,551,473,508,52,176,489,681
3683,07/06/22 23:00:00,182,158,99,483,341,577,447,384,456,447,438,77,188,391,191
3684,07/06/22 23:30:00,379,133,106,289,263,224,332,227,327,328,327,79,192,278,313
3685,07/07/22 00:00:00,376,156,108,289,268,251,353,471,327,296,303,74,208,262,353
3686,07/07/22 00:30:00,346,153,132,318,277,219,347,407,362,309,308,87,219,262,362
3687,07/07/22 01:00:00,247,136,128,244,219,208,274,301,302,258,249,79,201,204,254
3688,07/07/22 01:30:00,181,136,126,152,173,189,232,307,232,176,184,83,194,166,186
3689,07/07/22 02:00:00,133,113,101,92,127,136,176,199,164,112,131,69,154,126,141
3690,07/07/22 02:30:00,122,87,81,66,92,116,128,162,124,86,99,56,122,96,139
3691,07/07/22 03:00:00,101,71,87,77,88,68,108,96,137,102,104,56,119,88,114
3692,07/07/22 03:30:00,123,86,96,86,101,104,129,197,152,112,116,59,134,103,136
3693,07/07/22 04:00:00,106,68,69,57,74,86,99,154,106,74,78,42,96,73,121
3694,07/07/22 04:30:00,78,52,67,46,64,62,79,113,92,68,67,41,86,59,97
3695,07/07/22 05:00:00,64,44,57,39,53,62,68,122,78,56,57,36,73,52,69
3696,07/07/22 05:30:00,82,51,108,57,91,59,86,136,123,106,72,44,94,61,132
3697,07/07/22 06:00:00,58,38,116,42,84,43,66,102,108,98,52,37,83,44,94
3698,07/07/22 06:30:00,44,32,111,32,82,34,49,97,103,84,38,28,64,33,97
3699,07/07/22 07:00:00,47,28,101,29,77,34,42,94,92,76,34,24,57,29,87
3700,07/07/22 07:30:00,46,28,92,27,67,39,42,74,84,66,33,27,58,29,84
3701,07/07/22 08:00:00,41,27,71,24,51,31,39,61,68,51,31,23,52,28,63
3702,07/07/22 08:30:00,36,26,63,23,46,29,38,46,63,42,33,24,51,31,56
3703,07/07/22 09:00:00,13,12,24,11,18,8,18,14,26,17,14,11,23,14,16
3704,07/07/22 09:30:00,9,6,12,6,9,7,9,11,14,12,9,6,13,8,14
3705,07/07/22 10:00:00,14,6,14,6,9,9,9,14,16,12,8,7,14,7,22
3706,07/07/22 10:30:00,8,8,17,6,11,6,12,8,18,11,9,9,17,9,8
3707,07/07/22 11:00:00,7,2,4,2,3,6,4,6,6,4,3,2,6,3,8
3708,07/07/22 11:30:00,8,4,4,3,4,7,7,13,7,4,6,2,7,6,7
3709,07/07/22 12:00:00,13,8,8,6,7,11,12,18,11,7,8,4,12,8,16
3710,07/07/22 12:30:00,24,14,21,8,12,23,18,43,22,13,14,12,23,14,32
3711,07/07/22 13:00:00,19,34,44,13,22,49,33,27,41,17,22,18,43,27,38
3712,07/07/22 13:30:00,19,18,21,7,13,22,21,31,18,11,12,8,22,13,21
3713,07/07/22 14:00:00,21,32,44,8,12,28,23,59,26,13,14,18,43,32,32
3714,07/07/22 14:30:00,52,98,83,13,16,72,33,77,32,18,24,64,79,73,129
3715,07/07/22 15:00:00,47,68,52,12,17,67,52,68,38,21,31,41,66,52,58
3716,07/07/22 15:30:00,203,206,151,13,17,253,127,194,34,21,29,158,166,117,208
3717,07/07/22 16:00:00,251,326,129,17,22,286,244,256,38,24,94,214,246,116,238
3718,07/07/22 16:30:00,254,358,49,22,23,382,316,292,53,37,237,83,271,216,314
3719,07/07/22 17:00:00,256,361,63,31,33,423,326,342,142,66,247,67,283,261,244
3720,07/07/22 17:30:00,251,268,93,66,57,499,281,282,176,123,203,79,246,211,267
3721,07/07/22 18:00:00,123,174,77,76,68,132,257,163,156,109,148,59,172,148,137
3722,07/07/22 18:30:00,162,106,88,76,88,161,138,211,139,101,119,62,142,112,162
3723,07/07/22 19:00:00,321,299,114,143,117,602,364,592,277,219,261,89,278,249,363
3724,07/07/22 19:30:00,174,289,77,136,102,189,298,244,256,217,268,64,269,259,172
3725,07/07/22 20:00:00,256,243,124,166,152,214,278,289,274,199,242,92,259,231,256
3726,07/07/22 20:30:00,276,177,128,134,152,362,252,286,233,167,193,89,219,183,266
3727,07/07/22 21:00:00,264,207,136,172,182,242,293,237,269,231,258,99,274,241,284
3728,07/07/22 21:30:00,168,129,86,112,109,132,166,204,173,133,151,58,162,143,142
3729,07/07/22 22:00:00,122,97,82,86,103,103,147,114,146,111,127,57,136,117,147
3730,07/07/22 22:30:00,106,76,84,72,87,83,112,108,131,104,111,57,127,99,124
3731,07/07/22 23:00:00,182,88,92,91,101,143,128,163,154,118,124,59,138,111,214
3732,07/07/22 23:30:00,119,86,98,79,99,93,124,112,148,112,117,64,139,104,131
3733,07/08/22 00:00:00,117,99,109,104,124,114,152,134,178,138,144,72,163,132,138
3734,07/08/22 00:30:00,167,92,93,92,103,151,137,198,156,117,127,62,141,116,189
3735,07/08/22 01:00:00,138,92,101,84,104,129,133,159,151,116,121,64,143,108,166
3736,07/08/22 01:30:00,88,72,83,62,81,72,103,96,121,88,91,51,113,83,109
3737,07/08/22 02:00:00,138,72,66,59,76,131,106,189,107,76,86,44,101,82,146
3738,07/08/22 02:30:00,141,93,92,83,106,122,143,224,148,108,119,62,138,108,156
3739,07/08/22 03:00:00,117,86,79,71,97,108,128,162,128,88,103,53,121,97,124
3740,07/08/22 03:30:00,131,76,91,76,94,108,118,156,137,104,103,56,123,92,147
3741,07/08/22 04:00:00,107,72,92,76,101,96,118,149,138,106,104,56,124,91,124
3742,07/08/22 04:30:00,81,61,59,49,72,76,97,113,93,66,74,41,89,71,86
3743,07/08/22 05:00:00,72,47,46,39,56,64,76,94,72,49,57,29,68,53,79
3744,07/08/22 05:30:00,36,37,34,27,41,44,57,82,53,36,42,23,53,41,38
3745,07/08/22 06:00:00,27,19,18,17,22,27,33,47,31,22,24,12,29,23,28
3746,07/08/22 06:30:00,26,18,17,14,19,29,29,44,27,18,21,11,27,21,26
3747,07/08/22 07:00:00,17,16,14,11,17,18,26,24,23,16,18,9,23,18,18
3748,07/08/22 07:30:00,14,9,8,8,9,12,16,19,14,11,12,6,13,11,16
3749,07/08/22 08:00:00,16,11,11,9,12,13,16,21,18,14,14,7,17,13,17
3750,07/08/22 08:30:00,32,14,18,13,17,23,21,47,27,21,18,11,24,17,38
3751,07/08/22 09:00:00,26,18,31,16,24,22,27,33,37,24,23,17,34,21,34
3752,07/08/22 09:30:00,17,14,19,9,17,17,21,43,24,16,14,11,23,14,22
3753,07/08/22 10:00:00,14,11,16,6,13,16,18,28,19,11,11,8,18,11,17
3754,07/08/22 10:30:00,14,11,24,6,12,12,13,24,23,12,9,12,22,9,26
3755,07/08/22 11:00:00,13,12,32,7,11,11,12,17,26,13,9,14,24,9,26
3756,07/08/22 11:30:00,16,9,18,7,8,12,12,19,21,12,11,11,19,11,18
3757,07/08/22 12:00:00,17,11,13,7,9,13,14,23,18,12,13,7,17,12,19
3758,07/08/22 12:30:00,22,14,17,9,12,17,18,26,22,14,16,9,22,16,26
3759,07/08/22 13:00:00,24,16,18,11,14,21,21,32,26,17,19,11,26,18,26
3760,07/08/22 13:30:00,38,22,24,14,19,31,29,43,34,21,24,14,32,23,41
3761,07/08/22 14:00:00,28,26,28,18,23,26,34,38,41,27,31,18,39,28,32
3762,07/08/22 14:30:00,49,24,24,17,22,44,33,59,36,23,26,14,32,24,43
3763,07/08/22 15:00:00,59,37,37,27,37,59,56,92,54,37,43,23,53,42,64
3764,07/08/22 15:30:00,77,56,52,37,47,57,76,106,76,52,62,37,79,62,91
3765,07/08/22 16:00:00,96,66,59,43,54,93,89,141,88,59,73,42,92,72,88
3766,07/08/22 16:30:00,103,69,64,52,64,89,98,138,101,72,83,44,98,78,109
3767,07/08/22 17:00:00,134,87,74,63,77,132,121,158,119,83,97,49,114,92,138
3768,07/08/22 17:30:00,181,123,88,78,87,186,163,203,148,102,127,62,151,124,192
3769,07/08/22 18:00:00,192,186,102,93,91,203,193,278,188,122,161,71,188,162,172
3770,07/08/22 18:30:00,287,221,109,116,104,303,267,336,223,162,207,82,238,206,233
3771,07/08/22 19:00:00,503,434,73,107,77,658,382,352,327,302,361,66,379,358,443
3772,07/08/22 19:30:00,332,508,64,131,97,422,367,329,409,356,423,62,397,408,317
3773,07/08/22 20:00:00,371,334,111,207,156,322,347,398,329,248,303,93,316,294,274
3774,07/08/22 20:30:00,293,268,127,216,176,344,333,369,311,231,271,96,278,257,293
3775,07/08/22 21:00:00,417,354,116,297,208,459,413,511,376,283,323,98,309,308,327
3776,07/08/22 21:30:00,547,503,68,453,339,779,532,503,497,462,493,74,438,477,339
3777,07/08/22 22:00:00,596,617,39,527,502,822,637,292,587,573,601,48,547,578,506
3778,07/08/22 22:30:00,646,352,38,688,497,791,648,388,581,553,571,48,221,549,579
3779,07/08/22 23:00:00,409,158,48,584,387,387,518,467,502,491,508,53,151,476,353
3780,07/08/22 23:30:00,376,166,79,357,288,264,381,454,354,317,331,63,198,291,334
3781,07/09/22 00:00:00,587,93,73,608,503,108,591,658,514,508,504,54,121,457,587
3782,07/09/22 00:30:00,379,83,54,592,471,168,523,571,481,483,481,44,99,433,366
3783,07/09/22 01:00:00,548,98,88,652,423,122,468,496,561,546,544,69,148,361,576
3784,07/09/22 01:30:00,479,66,73,642,459,97,493,531,527,507,493,56,102,352,507
3785,07/09/22 02:00:00,313,52,67,512,369,66,388,396,434,431,403,46,81,82,387
3786,07/09/22 02:30:00,404,46,69,521,378,59,393,356,447,428,399,46,76,66,103
3787,07/09/22 03:00:00,141,34,69,281,282,54,279,177,272,247,209,34,81,53,99
3788,07/09/22 03:30:00,92,32,71,92,111,56,102,122,122,107,76,28,72,49,96
3789,07/09/22 04:00:00,144,44,111,84,98,72,92,187,151,137,88,42,103,62,166
3790,07/09/22 04:30:00,78,39,238,84,219,49,94,234,252,221,81,46,112,53,267
3791,07/09/22 05:00:00,72,28,294,63,248,33,68,216,277,247,57,33,73,37,272
3792,07/09/22 05:30:00,51,27,287,49,233,32,56,194,211,234,48,32,69,34,231
3793,07/09/22 06:00:00,39,24,248,33,189,27,41,153,121,181,33,27,53,24,184
3794,07/09/22 06:30:00,34,22,218,28,157,23,33,121,167,146,28,23,47,22,153
3795,07/09/22 07:00:00,31,21,196,24,138,22,31,92,139,118,24,22,46,19,128
3796,07/09/22 07:30:00,29,19,176,22,116,22,27,63,116,94,22,22,42,19,106
3797,07/09/22 08:00:00,26,19,157,19,87,19,26,52,97,73,21,21,42,18,87
3798,07/09/22 08:30:00,24,18,132,17,64,19,23,43,77,33,18,21,39,17,69
3799,07/09/22 09:00:00,21,18,108,16,38,17,21,38,53,26,17,21,37,16,53
3800,07/09/22 09:30:00,17,16,87,12,22,16,18,32,47,19,13,19,32,13,42
3801,07/09/22 10:00:00,17,16,72,9,17,14,16,31,36,17,12,18,29,12,37
3802,07/09/22 10:30:00,17,16,48,8,16,16,16,28,32,16,12,18,31,12,32
3803,07/09/22 11:00:00,17,16,38,8,14,16,16,29,29,14,12,17,29,12,34
3804,07/09/22 11:30:00,17,19,54,8,13,17,16,28,32,12,12,18,34,16,34
3805,07/09/22 12:00:00,18,24,61,8,13,19,17,29,34,12,12,16,36,17,37
3806,07/09/22 12:30:00,22,29,67,8,13,23,18,32,39,13,14,17,43,21,46
3807,07/09/22 13:00:00,24,46,76,11,14,46,22,38,44,14,17,18,52,27,49
3808,07/09/22 13:30:00,31,56,86,11,16,69,26,56,33,14,19,21,64,27,68
3809,07/09/22 14:00:00,36,76,111,12,17,103,32,78,36,17,23,36,88,57,91
3810,07/09/22 14:30:00,42,136,129,14,18,138,37,54,38,19,26,97,112,94,111
3811,07/09/22 15:00:00,73,169,139,16,19,162,44,118,38,21,29,118,132,114,129
3812,07/09/22 15:30:00,176,213,158,18,21,216,158,152,42,24,36,148,167,109,173
3813,07/09/22 16:00:00,227,289,118,23,24,296,216,227,51,31,92,192,224,109,214
3814,07/09/22 16:30:00,272,342,44,26,26,354,289,206,54,37,231,79,263,198,252
3815,07/09/22 17:00:00,287,411,56,42,39,466,367,339,193,64,309,48,324,312,228
3816,07/09/22 17:30:00,454,461,84,84,72,523,433,498,319,147,379,72,392,366,378
3817,07/09/22 18:00:00,289,309,102,99,98,606,333,366,266,196,258,86,283,257,259
3818,07/09/22 18:30:00,227,268,93,108,97,252,284,296,236,176,236,79,257,234,223
3819,07/09/22 19:00:00,263,216,111,129,127,286,253,324,234,172,217,86,238,209,256
3820,07/09/22 19:30:00,254,219,109,139,132,268,264,284,241,179,227,83,243,218,253
3821,07/09/22 20:00:00,291,206,118,153,148,292,257,327,249,188,227,89,242,216,277
3822,07/09/22 20:30:00,403,318,102,254,147,953,358,813,323,254,313,89,312,303,283
3823,07/09/22 21:00:00,616,548,48,422,269,823,508,686,471,434,484,51,461,473,73
3824,07/09/22 21:30:00,614,663,28,504,509,803,636,662,581,567,609,34,558,587,199
3825,07/09/22 22:00:00,607,631,24,544,538,783,643,659,588,576,611,31,551,584,586
3826,07/09/22 22:30:00,618,334,26,724,544,754,652,664,594,583,611,31,213,584,592
3827,07/09/22 23:00:00,612,52,26,748,548,667,648,664,594,586,607,31,47,583,594
3828,07/09/22 23:30:00,599,43,27,758,547,86,649,654,587,583,598,31,43,574,592
3829,07/10/22 00:00:00,583,39,28,744,539,63,634,633,572,576,583,31,41,557,583
3830,07/10/22 00:30:00,556,36,31,742,527,54,576,612,567,562,564,31,41,534,567
3831,07/10/22 01:00:00,524,34,33,713,508,47,533,584,557,541,538,31,39,337,546
3832,07/10/22 01:30:00,489,31,36,686,486,41,507,553,533,516,506,33,39,371,518
3833,07/10/22 02:00:00,446,28,38,639,461,34,473,511,504,488,472,33,39,43,486
3834,07/10/22 02:30:00,409,26,43,576,427,31,427,466,471,449,428,34,41,37,53
3835,07/10/22 03:00:00,352,24,48,488,401,29,409,421,438,418,321,29,132,32,53
3836,07/10/22 03:30:00,89,21,163,226,299,26,138,367,232,199,51,22,64,31,109
3837,07/10/22 04:00:00,257,58,153,92,156,97,93,289,194,152,102,49,137,81,134
3838,07/10/22 04:30:00,64,26,307,62,282,26,52,289,304,282,46,26,149,29,307
3839,07/10/22 05:00:00,108,48,141,77,186,54,79,114,171,153,82,37,92,64,121
3840,07/10/22 05:30:00,102,42,177,64,122,73,68,121,158,171,71,41,89,56,278
3841,07/10/22 06:00:00,51,39,249,47,217,37,64,134,124,202,52,32,68,42,221
3842,07/10/22 06:30:00,52,28,168,36,98,34,43,149,146,133,38,23,52,28,76
3843,07/10/22 07:00:00,26,22,186,24,114,22,31,114,132,114,24,18,39,19,132
3844,07/10/22 07:30:00,19,22,171,28,132,17,31,57,118,97,28,19,39,24,41
3845,07/10/22 08:00:00,18,13,84,12,32,13,17,36,54,36,13,13,26,11,68
3846,07/10/22 08:30:00,16,14,134,14,56,13,16,28,72,22,13,13,24,12,66
3847,07/10/22 09:00:00,13,13,122,14,33,12,13,23,44,17,9,11,22,9,49
3848,07/10/22 09:30:00,12,12,103,12,16,9,12,19,43,13,8,13,19,8,38
3849,07/10/22 10:00:00,11,12,92,8,12,9,9,17,31,11,7,13,21,8,31
3850,07/10/22 10:30:00,11,14,86,7,11,9,9,17,32,9,7,13,28,8,29
3851,07/10/22 11:00:00,11,18,82,7,9,11,9,17,29,9,7,17,28,11,29
3852,07/10/22 11:30:00,12,22,86,8,9,12,9,18,32,9,7,19,32,14,34
3853,07/10/22 12:00:00,13,31,99,9,11,14,12,21,39,9,8,9,41,18,41
3854,07/10/22 12:30:00,17,48,132,11,12,17,13,23,51,11,9,11,54,27,54
3855,07/10/22 13:00:00,21,76,144,11,13,76,16,32,59,12,12,12,71,33,69
3856,07/10/22 13:30:00,24,88,147,12,14,101,18,51,26,12,14,13,92,27,91
3857,07/10/22 14:00:00,29,98,158,13,17,133,22,82,27,12,18,37,116,73,116
3858,07/10/22 14:30:00,34,181,174,14,17,176,26,37,29,14,21,138,141,128,139
3859,07/10/22 15:00:00,41,228,182,16,18,213,37,146,32,17,24,171,169,156,162
3860,07/10/22 15:30:00,197,263,201,17,19,256,201,183,34,21,27,198,201,126,189
3861,07/10/22 16:00:00,234,303,123,18,21,299,234,227,37,23,87,211,232,107,218
3862,07/10/22 16:30:00,299,351,38,24,24,363,301,273,47,32,243,77,269,201,287
3863,07/10/22 17:00:00,337,422,72,33,43,431,372,321,209,52,327,62,354,333,328
3864,07/10/22 17:30:00,364,444,54,33,33,504,384,364,286,112,344,42,354,328,336
3865,07/10/22 18:00:00,273,429,73,63,53,281,351,243,351,321,371,64,381,366,371
3866,07/10/22 18:30:00,153,343,66,91,82,327,314,371,274,203,253,58,259,253,111
3867,07/10/22 19:00:00,511,439,33,56,31,787,324,202,329,346,371,38,356,322,441
3868,07/10/22 19:30:00,246,518,37,89,46,458,492,241,422,399,476,42,449,456,148
3869,07/10/22 20:00:00,648,473,33,249,53,851,353,522,369,406,526,41,481,496,562
3870,07/10/22 20:30:00,417,489,79,379,128,349,482,414,422,386,456,68,428,436,336
3871,07/10/22 21:00:00,393,418,54,358,191,444,338,272,401,433,477,59,459,467,158
3872,07/10/22 21:30:00,671,588,37,453,332,851,482,428,524,424,478,46,436,459,99
3873,07/10/22 22:00:00,631,647,28,573,517,797,638,668,591,561,611,36,554,589,582
3874,07/10/22 22:30:00,633,339,26,741,556,772,669,669,603,591,621,32,214,593,604
3875,07/10/22 23:00:00,631,48,26,769,563,681,666,669,603,599,621,31,42,596,611
3876,07/10/22 23:30:00,622,39,27,784,566,79,669,661,604,599,613,31,38,589,612
3877,07/11/22 00:00:00,608,34,31,778,562,54,656,652,587,594,601,31,36,576,613
3878,07/11/22 00:30:00,587,32,38,778,556,43,604,637,596,591,591,34,42,558,599
3879,07/11/22 01:00:00,547,26,31,748,524,33,546,612,572,556,552,28,29,346,566
3880,07/11/22 01:30:00,547,26,38,746,516,31,533,594,574,561,543,33,36,397,582
3881,07/11/22 02:00:00,413,23,37,641,488,24,506,551,504,489,472,31,32,29,422
3882,07/11/22 02:30:00,424,22,34,628,462,22,464,499,502,488,472,31,27,24,33
3883,07/11/22 03:00:00,353,19,49,499,416,22,419,438,443,422,317,28,112,21,48
3884,07/11/22 03:30:00,272,19,309,252,342,23,131,317,359,323,41,27,112,19,67
3885,07/11/22 04:00:00,196,22,293,66,269,29,51,283,294,286,42,31,178,23,69
3886,07/11/22 04:30:00,42,28,372,61,326,33,49,322,358,334,44,26,154,32,306
3887,07/11/22 05:00:00,31,26,291,33,238,26,33,199,261,241,28,18,34,22,242
3888,07/11/22 05:30:00,26,22,258,24,207,22,27,214,179,199,22,18,34,18,153
3889,07/11/22 06:00:00,22,16,118,17,83,16,22,48,53,88,17,13,28,13,47
3890,07/11/22 06:30:00,34,13,93,17,63,18,23,72,76,67,18,17,36,13,136
3891,07/11/22 07:00:00,31,19,184,26,142,23,31,77,136,117,26,22,43,22,128
3892,07/11/22 07:30:00,23,18,98,19,79,21,26,43,74,59,21,14,34,18,38
3893,07/11/22 08:00:00,17,14,28,13,23,17,19,34,32,24,16,8,24,16,21
3894,07/11/22 08:30:00,21,9,13,8,13,17,17,28,19,13,13,7,17,12,21
3895,07/11/22 09:00:00,22,14,19,12,17,17,22,28,27,18,18,11,24,17,24
3896,07/11/22 09:30:00,13,8,12,7,11,9,13,16,16,11,11,7,16,9,17
3897,07/11/22 10:00:00,12,8,11,6,9,12,13,17,14,11,9,6,14,9,13
3898,07/11/22 10:30:00,12,7,8,6,8,9,12,16,12,8,8,4,12,8,12
3899,07/11/22 11:00:00,16,8,8,6,9,13,13,19,13,9,9,6,13,9,17
3900,07/11/22 11:30:00,13,7,8,6,9,11,13,14,12,8,9,4,12,9,14
3901,07/11/22 12:00:00,11,8,8,6,9,9,12,16,13,8,9,4,12,9,11
3902,07/11/22 12:30:00,17,8,8,7,9,14,13,23,14,11,11,6,13,11,17
3903,07/11/22 13:00:00,39,18,19,14,17,34,26,38,27,19,21,13,28,21,43
3904,07/11/22 13:30:00,29,19,21,16,23,27,32,38,31,22,24,13,31,23,32
3905,07/11/22 14:00:00,42,24,24,18,26,38,37,44,36,26,29,17,36,28,51
3906,07/11/22 14:30:00,68,57,59,32,41,66,64,93,69,44,54,41,77,56,78
3907,07/11/22 15:00:00,89,58,59,37,47,77,69,87,76,52,59,41,81,59,104
3908,07/11/22 15:30:00,104,84,66,44,52,93,93,106,87,61,76,52,102,81,111
3909,07/11/22 16:00:00,103,88,67,52,62,101,107,138,102,71,87,49,108,86,109
3910,07/11/22 16:30:00,116,82,59,57,61,109,101,146,101,72,84,42,99,82,118
3911,07/11/22 17:00:00,77,76,68,56,67,64,99,129,106,76,87,48,106,83,86
3912,07/11/22 17:30:00,123,66,63,53,67,98,92,141,98,69,78,42,93,73,134
3913,07/11/22 18:00:00,99,79,71,66,82,106,116,189,117,82,93,48,108,86,114
3914,07/11/22 18:30:00,191,123,101,94,111,258,167,238,168,122,143,71,166,134,198
3915,07/11/22 19:00:00,161,106,98,87,109,153,156,153,156,114,129,67,152,121,191
3916,07/11/22 19:30:00,203,163,131,129,144,164,213,198,224,164,189,91,216,178,193
3917,07/11/22 20:00:00,182,122,103,103,116,162,168,242,177,126,144,69,162,134,198
3918,07/11/22 20:30:00,149,122,107,102,122,122,172,251,181,129,146,71,164,136,184
3919,07/11/22 21:00:00,186,117,111,99,128,192,177,214,179,128,146,76,169,134,231
3920,07/11/22 21:30:00,221,139,119,118,133,186,187,229,204,149,168,81,191,156,228
3921,07/11/22 22:00:00,209,178,132,168,169,249,242,294,257,198,222,89,233,204,218
3922,07/11/22 22:30:00,221,154,134,143,168,249,236,257,237,177,196,89,214,181,244
3923,07/11/22 23:00:00,263,153,133,159,178,249,244,328,247,186,202,88,212,184,239
3924,07/11/22 23:30:00,229,153,141,153,178,267,241,269,247,188,202,93,217,182,258
3925,07/12/22 00:00:00,143,133,126,124,147,132,201,176,212,156,169,83,191,154,167
3926,07/12/22 00:30:00,161,103,102,94,106,127,142,172,166,124,134,68,151,121,173
3927,07/12/22 01:00:00,134,98,97,87,103,126,139,149,156,112,124,64,143,114,149
3928,07/12/22 01:30:00,138,92,92,79,99,134,134,168,146,106,116,61,134,106,149
3929,07/12/22 02:00:00,126,84,86,76,92,112,124,158,136,97,106,56,124,97,144
3930,07/12/22 02:30:00,116,84,87,76,92,118,122,147,137,102,111,58,128,101,127
3931,07/12/22 03:00:00,159,94,99,88,108,121,142,211,158,119,127,66,146,114,179
3932,07/12/22 03:30:00,84,79,83,76,106,77,133,124,133,97,102,52,117,92,99
3933,07/12/22 04:00:00,194,93,124,104,132,164,151,157,187,156,144,77,171,122,207
3934,07/12/22 04:30:00,111,87,99,86,134,128,157,206,154,121,122,64,142,108,146
3935,07/12/22 05:00:00,92,53,63,53,89,86,103,121,94,73,71,37,83,63,103
3936,07/12/22 05:30:00,67,56,62,53,81,82,101,123,97,73,74,38,87,66,69
3937,07/12/22 06:00:00,57,41,47,37,51,46,64,78,69,49,51,28,62,46,66
3938,07/12/22 06:30:00,26,24,26,22,31,28,41,44,41,29,32,17,38,28,29
3939,07/12/22 07:00:00,23,16,17,14,18,18,26,23,27,18,21,11,24,19,22
3940,07/12/22 07:30:00,19,13,14,12,16,19,21,23,22,16,17,8,21,16,22
3941,07/12/22 08:00:00,24,16,17,13,17,23,23,28,26,18,19,9,23,18,27
3942,07/12/22 08:30:00,21,14,16,12,17,18,23,28,24,18,19,9,23,18,22
3943,07/12/22 09:00:00,12,9,11,8,11,9,16,16,17,12,12,6,16,12,13
3944,07/12/22 09:30:00,12,7,8,6,7,9,11,14,12,8,9,4,12,9,13
3945,07/12/22 10:00:00,9,7,8,6,7,8,11,11,12,8,8,4,12,8,12
3946,07/12/22 10:30:00,12,6,8,4,7,9,9,13,11,8,8,4,12,7,16
3947,07/12/22 11:00:00,13,9,13,6,9,12,13,19,17,11,11,7,16,9,16
3948,07/12/22 11:30:00,16,9,11,7,9,13,13,19,14,9,11,6,14,11,17
3949,07/12/22 12:00:00,17,9,11,7,9,16,14,21,16,11,12,7,16,11,18
3950,07/12/22 12:30:00,23,11,14,8,12,19,16,32,19,12,13,9,18,13,28
3951,07/12/22 13:00:00,28,18,21,11,14,27,23,42,26,16,18,12,26,18,34
3952,07/12/22 13:30:00,38,19,23,14,19,29,27,42,32,21,23,14,31,22,42
3953,07/12/22 14:00:00,28,21,22,17,22,27,31,39,34,23,26,13,32,24,31
