Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO"
497,12/06/23 22:00:00,227,104,125,300,,,,,
498,12/06/23 23:00:00,226,104,124,299,,,,,
499,12/07/23 00:00:00,226,102,122,300,,,,,
500,12/07/23 01:00:00,227,102,125,300,,,,,
501,12/07/23 02:00:00,227,105,125,300,,,,,
502,12/07/23 03:00:00,229,104,126,300,,,,,
503,12/07/23 04:00:00,230,104,128,302,,,,,
504,12/07/23 05:00:00,232,104,125,302,,,,,
505,12/07/23 06:00:00,223,115,128,291,,,,,
506,12/07/23 07:00:00,257,110,118,302,,,,,
507,12/07/23 08:00:00,232,111,124,305,,,,,
508,12/07/23 09:00:00,302,108,117,312,,,,,
509,12/07/23 10:00:00,225,101,122,299,,,,,
510,12/07/23 11:00:00,220,114,111,305,,,,,
511,12/07/23 12:00:00,298,110,114,306,,,,,
512,12/07/23 13:00:00,240,105,114,306,,,,,
513,12/07/23 14:00:00,213,110,117,310,,,,,
514,12/07/23 15:00:00,220,114,108,324,,,,,
515,12/07/23 16:00:00,220,119,107,320,,,,,
516,12/07/23 17:00:00,220,135,108,317,,,,,
517,12/07/23 18:00:00,223,101,114,312,,,,,
518,12/07/23 19:00:00,309,108,118,309,,,,,
519,12/07/23 20:00:00,306,135,117,307,,,,,
520,12/07/23 21:00:00,292,121,112,299,,,,,
521,12/07/23 22:00:00,258,125,122,302,,,,,
522,12/07/23 23:00:00,312,122,115,299,,,,,
523,12/08/23 00:00:00,341,119,167,133,,,,,
524,12/08/23 01:00:00,321,117,277,138,,,,,
525,12/08/23 02:00:00,321,104,284,138,,,,,
526,12/08/23 03:00:00,321,104,284,138,,,,,
527,12/08/23 04:00:00,321,102,284,112,,,,,
528,12/08/23 05:00:00,314,108,80,107,,,,,
529,12/08/23 06:00:00,316,146,86,111,,,,,
530,12/08/23 07:00:00,227,108,114,102,,,,,
531,12/08/23 08:00:00,264,107,119,209,,,,,
532,12/08/23 09:00:00,319,112,122,211,,,,,
533,12/08/23 10:00:00,309,105,124,195,,,,,
534,12/08/23 11:00:00,330,107,122,125,,,,,
535,12/08/23 12:00:00,340,121,133,58,,,,,
536,12/08/23 13:00:00,345,119,131,62,,,,,
537,12/08/23 14:00:00,357,119,161,13,,,,,
538,12/08/23 15:00:00,357,119,170,6,,,,,
539,12/08/23 16:00:00,351,119,205,102,,,,,
540,12/08/23 17:00:00,337,119,161,95,,,,,
541,12/08/23 18:00:00,355,122,167,112,,,,,
542,12/08/23 19:00:00,345,117,128,115,,,,,
543,12/08/23 20:00:00,323,112,125,121,,,,,
544,12/08/23 21:00:00,329,112,125,122,,,,,
545,12/08/23 22:00:00,329,122,125,124,,,,,
546,12/08/23 23:00:00,306,119,125,114,,,,,
547,12/09/23 00:00:00,319,119,70,72,,,,,
548,12/09/23 01:00:00,319,,39,326,,,,,
549,12/09/23 02:00:00,291,,15,91,,,,,
550,12/09/23 03:00:00,215,,32,323,,,,,
551,12/09/23 04:00:00,320,,291,326,,,,,
552,12/09/23 05:00:00,319,,303,326,,,,,
553,12/09/23 06:00:00,324,,313,320,,,,,
554,12/09/23 07:00:00,341,,296,320,,,,,
555,12/09/23 08:00:00,350,,296,326,,,,,
556,12/09/23 09:00:00,330,,292,15,,,,,
557,12/09/23 10:00:00,333,,306,324,,,,,
558,12/09/23 11:00:00,11,,305,312,,,,,
559,12/09/23 12:00:00,6,,300,310,,,,,
560,12/09/23 13:00:00,350,,281,312,,,,,
561,12/09/23 14:00:00,345,,310,44,,,,,
562,12/09/23 15:00:00,330,,1,104,,,,,
563,12/09/23 16:00:00,248,,37,118,,,,,
564,12/09/23 17:00:00,278,,76,128,,,,,
565,12/09/23 18:00:00,298,,122,279,,,,,
566,12/09/23 19:00:00,313,,121,216,,,,,
567,12/09/23 20:00:00,298,,124,132,,,,,
568,12/09/23 21:00:00,295,,125,132,,,,,
569,12/09/23 22:00:00,306,,122,132,,,,,
570,12/09/23 23:00:00,300,,121,132,,,,,
571,12/10/23 00:00:00,305,,121,111,,,,,
572,12/10/23 01:00:00,314,,117,83,,,,,
573,12/10/23 02:00:00,305,,124,51,,,,,
574,12/10/23 03:00:00,296,,121,59,,,,,
575,12/10/23 04:00:00,316,,101,100,,,,,
576,12/10/23 05:00:00,323,,94,108,,,,,
577,12/10/23 06:00:00,13,,118,124,,,,,
578,12/10/23 07:00:00,326,,118,117,,,,,
579,12/10/23 08:00:00,340,,77,93,,,,,
580,12/10/23 09:00:00,310,,101,115,,,,,
581,12/10/23 10:00:00,194,,90,118,,,,,
582,12/10/23 11:00:00,272,,108,124,,,,,
583,12/10/23 12:00:00,317,,117,124,,,,,
584,12/10/23 13:00:00,317,,124,124,,,,,
585,12/10/23 14:00:00,1,,128,124,,,,,
586,12/10/23 15:00:00,285,,115,124,,,,,
587,12/10/23 16:00:00,277,,121,121,,,,,
588,12/10/23 17:00:00,213,,119,118,,,,,
589,12/10/23 18:00:00,237,,112,14,,,,,
590,12/10/23 19:00:00,302,,115,309,,,,,
591,12/10/23 20:00:00,336,,119,299,,,,,
592,12/10/23 21:00:00,320,,118,299,,,,,
593,12/10/23 22:00:00,324,,124,306,,,,,
594,12/10/23 23:00:00,334,,133,295,,,,,
595,12/11/23 00:00:00,347,,178,168,,,,,
596,12/11/23 01:00:00,306,,213,122,,,,,
597,12/11/23 02:00:00,312,,128,345,,,,,
598,12/11/23 03:00:00,331,,118,105,,,,,
599,12/11/23 04:00:00,215,,94,125,,,,,
600,12/11/23 05:00:00,317,,105,121,,,,,
601,12/11/23 06:00:00,341,,108,121,,,,,
602,12/11/23 07:00:00,358,,104,124,,,,,
603,12/11/23 08:00:00,327,,90,118,,,,,
604,12/11/23 09:00:00,216,,119,119,,,,,
605,12/11/23 10:00:00,201,,125,128,,,,,
606,12/11/23 11:00:00,208,,156,128,,,,,
607,12/11/23 12:00:00,212,,150,122,,,,,
608,12/11/23 13:00:00,219,,139,124,,,,,
609,12/11/23 14:00:00,211,,135,112,,,,,
610,12/11/23 15:00:00,206,,135,124,,,,,
611,12/11/23 16:00:00,208,,133,124,,,,,
612,12/11/23 17:00:00,205,,135,122,,,,,
613,12/11/23 18:00:00,204,,135,125,,,,,
614,12/11/23 19:00:00,201,,135,125,,,,,
615,12/11/23 20:00:00,206,,135,125,,,,,
616,12/11/23 21:00:00,25,,146,125,,,,,
617,12/11/23 22:00:00,6,,122,124,,,,,
618,12/11/23 23:00:00,1,,129,125,,,,,
619,12/12/23 00:00:00,201,,147,125,,,,,
620,12/12/23 01:00:00,156,,178,125,,,,,
621,12/12/23 02:00:00,281,,177,124,,,,,
622,12/12/23 03:00:00,201,,177,125,,,,,
623,12/12/23 04:00:00,206,,177,124,,,,,
624,12/12/23 05:00:00,206,,177,124,,,,,
625,12/12/23 06:00:00,197,,177,125,,,,,
626,12/12/23 07:00:00,202,,177,126,,,,,
627,12/12/23 08:00:00,205,,177,126,,,,,
628,12/12/23 09:00:00,204,,177,126,,,,,
629,12/12/23 10:00:00,204,,177,128,,,,,
630,12/12/23 11:00:00,188,,170,126,,,,,
631,12/12/23 12:00:00,201,,166,128,,,,,
632,12/12/23 13:00:00,201,,163,128,,,,,
633,12/12/23 14:00:00,3,,117,124,,,,,
634,12/12/23 15:00:00,329,,105,121,,,,,
635,12/12/23 16:00:00,323,,98,121,,,,,
636,12/12/23 17:00:00,329,,100,118,,,,,
637,12/12/23 18:00:00,327,,102,118,,,,,
638,12/12/23 19:00:00,3,,122,124,,,,,
639,12/12/23 20:00:00,44,,152,125,,,,,
640,12/12/23 21:00:00,24,,159,125,,,,,
641,12/12/23 22:00:00,18,,152,125,,,,,
642,12/12/23 23:00:00,14,,129,124,,,,,
643,12/13/23 00:00:00,15,,132,124,,,,,
644,12/13/23 01:00:00,330,,114,121,,,,,
645,12/13/23 02:00:00,331,,112,119,,,,,
646,12/13/23 03:00:00,329,,114,119,,,,,
647,12/13/23 04:00:00,323,,108,121,,,,,
648,12/13/23 05:00:00,264,,146,125,,,,,
649,12/13/23 06:00:00,15,,143,124,,,,,
650,12/13/23 07:00:00,10,,160,125,,,,,
651,12/13/23 08:00:00,8,,142,124,,,,,
652,12/13/23 09:00:00,341,,111,122,,,,,
653,12/13/23 10:00:00,11,,128,124,,,,,
654,12/13/23 11:00:00,6,,125,124,,,,,
655,12/13/23 12:00:00,321,,93,119,,,,,
656,12/13/23 13:00:00,323,,94,119,,,,,
657,12/13/23 14:00:00,334,,102,121,,,,,
658,12/13/23 15:00:00,326,,102,121,,,,,
659,12/13/23 16:00:00,331,,101,122,,,,,
660,12/13/23 17:00:00,326,,97,119,,,,,
661,12/13/23 18:00:00,331,,108,114,,,,,
662,12/13/23 19:00:00,331,,101,111,,,,,
663,12/13/23 20:00:00,333,,102,115,,,,,
664,12/13/23 21:00:00,331,,11,76,,,,,
665,12/13/23 22:00:00,324,,340,73,,,,,
666,12/13/23 23:00:00,327,,83,101,,,,,
667,12/14/23 00:00:00,333,,72,97,,,,,
668,12/14/23 01:00:00,327,,337,66,,,,,
669,12/14/23 02:00:00,324,,329,51,,,,,
670,12/14/23 03:00:00,333,,352,74,,,,,
671,12/14/23 04:00:00,327,,29,73,,,,,
672,12/14/23 05:00:00,319,,343,7,,,,,
673,12/14/23 06:00:00,338,,306,333,,,,,
674,12/14/23 07:00:00,337,,303,326,,,,,
675,12/14/23 08:00:00,327,,302,350,,,,,
676,12/14/23 09:00:00,327,,309,7,,,,,
677,12/14/23 10:00:00,326,,303,358,,,,,
678,12/14/23 11:00:00,330,,307,51,,,,,
679,12/14/23 12:00:00,330,,299,336,,,,,
680,12/14/23 13:00:00,340,,289,330,,,,,
681,12/14/23 14:00:00,338,,291,320,,,,,
682,12/14/23 15:00:00,326,,292,333,,,,,
683,12/14/23 16:00:00,337,,285,319,,,,,
684,12/14/23 17:00:00,334,,288,329,,,,,
685,12/14/23 18:00:00,321,,296,354,,,,,
686,12/14/23 19:00:00,326,,289,338,,,,,
687,12/14/23 20:00:00,324,,331,60,,,,,
688,12/14/23 21:00:00,320,,319,48,,,,,
689,12/14/23 22:00:00,316,,320,79,,,,,
690,12/14/23 23:00:00,329,,101,115,,,,,
691,12/15/23 00:00:00,313,,101,117,,,,,
692,12/15/23 01:00:00,321,,107,108,,,,,
693,12/15/23 02:00:00,327,,105,115,,,,,
694,12/15/23 03:00:00,323,,94,117,,,,,
695,12/15/23 04:00:00,309,,95,119,,,,,
696,12/15/23 05:00:00,247,,98,115,,,,,
697,12/15/23 06:00:00,198,,110,121,,,,,
698,12/15/23 07:00:00,198,,112,126,,,,,
699,12/15/23 08:00:00,171,,117,126,,,,,
700,12/15/23 09:00:00,183,,118,126,,,,,
701,12/15/23 10:00:00,194,,124,126,,,,,
702,12/15/23 11:00:00,345,,124,124,,,,,
703,12/15/23 12:00:00,24,,118,125,,,,,
704,12/15/23 13:00:00,330,,118,121,,,,,
705,12/15/23 14:00:00,321,,108,115,,,,,
706,12/15/23 15:00:00,329,,104,121,,,,,
707,12/15/23 16:00:00,354,,121,125,,,,,
708,12/15/23 17:00:00,184,,135,125,,,,,
709,12/15/23 18:00:00,215,,142,111,,,,,
710,12/15/23 19:00:00,213,,145,121,,,,,
711,12/15/23 20:00:00,211,,143,122,,,,,
712,12/15/23 21:00:00,218,,126,117,,,,,
713,12/15/23 22:00:00,213,,125,119,,,,,
714,12/15/23 23:00:00,209,,119,121,,,,,
715,12/16/23 00:00:00,220,,119,111,,,,,
716,12/16/23 01:00:00,225,,119,97,,,,,
717,12/16/23 02:00:00,234,,119,310,,,,,
718,12/16/23 03:00:00,232,,119,312,,,,,
719,12/16/23 04:00:00,232,,119,312,,,,,
720,12/16/23 05:00:00,227,,119,15,,,,,
721,12/16/23 06:00:00,201,,119,124,,,,,
722,12/16/23 07:00:00,201,,119,124,,,,,
723,12/16/23 08:00:00,205,,119,122,,,,,
724,12/16/23 09:00:00,198,,119,125,,,,,
725,12/16/23 10:00:00,208,,129,122,,,,,
726,12/16/23 11:00:00,216,,129,119,,,,,
727,12/16/23 12:00:00,211,,111,115,,,,,
728,12/16/23 13:00:00,206,,105,112,,,,,
729,12/16/23 14:00:00,211,,119,118,,,,,
730,12/16/23 15:00:00,0,,128,125,,,,,
731,12/16/23 16:00:00,316,,132,122,,,,,
732,12/16/23 17:00:00,314,,132,122,,,,,
733,12/16/23 18:00:00,320,,132,122,,,,,
734,12/16/23 19:00:00,285,,129,121,,,,,
735,12/16/23 20:00:00,333,,104,117,,,,,
736,12/16/23 21:00:00,313,,122,124,,,,,
737,12/16/23 22:00:00,17,,135,124,,,,,
738,12/16/23 23:00:00,194,,153,126,,,,,
739,12/17/23 00:00:00,195,,154,126,,,,,
740,12/17/23 01:00:00,185,,150,126,,,,,
741,12/17/23 02:00:00,25,,145,125,,,,,
742,12/17/23 03:00:00,20,,154,125,,,,,
743,12/17/23 04:00:00,17,,152,125,,,,,
744,12/17/23 05:00:00,18,,143,125,,,,,
745,12/17/23 06:00:00,14,,128,124,,,,,
746,12/17/23 07:00:00,10,,111,124,,,,,
747,12/17/23 08:00:00,11,,149,125,,,,,
748,12/17/23 09:00:00,307,,147,124,,,,,
749,12/17/23 10:00:00,324,,107,111,,,,,
750,12/17/23 11:00:00,324,,104,111,,,,,
751,12/17/23 12:00:00,321,,90,100,,,,,
752,12/17/23 13:00:00,323,,70,94,,,,,
753,12/17/23 14:00:00,314,,102,117,,,,,
754,12/17/23 15:00:00,317,,102,121,,,,,
755,12/17/23 16:00:00,341,,102,122,,,,,
756,12/17/23 17:00:00,268,,102,124,,,,,
757,12/17/23 18:00:00,13,,102,124,,,,,
758,12/17/23 19:00:00,350,,102,122,,,,,
759,12/17/23 20:00:00,337,,97,122,,,,,
760,12/17/23 21:00:00,204,,97,122,,,,,
761,12/17/23 22:00:00,209,,97,122,,,,,
762,12/17/23 23:00:00,187,,95,124,,,,,
763,12/18/23 00:00:00,190,,95,125,,,,,
764,12/18/23 01:00:00,201,,98,124,,,,,
765,12/18/23 02:00:00,211,,100,124,,,,,
766,12/18/23 03:00:00,220,,108,118,,,,,
767,12/18/23 04:00:00,222,,108,305,,,,,
768,12/18/23 05:00:00,239,,111,303,,,,,
769,12/18/23 06:00:00,271,,117,303,,,,,
770,12/18/23 07:00:00,208,,117,131,,,,,
771,12/18/23 08:00:00,215,,121,117,,,,,
772,12/18/23 09:00:00,218,,126,115,,,,,
773,12/18/23 10:00:00,216,,129,122,,,,,
774,12/18/23 11:00:00,211,,146,122,,,,,
775,12/18/23 12:00:00,216,,146,115,,,,,
776,12/18/23 13:00:00,219,,136,330,,,,,
777,12/18/23 14:00:00,218,,126,119,,,,,
778,12/18/23 15:00:00,222,,131,300,,,,,
779,12/18/23 16:00:00,229,,129,300,,,,,
780,12/18/23 17:00:00,260,,111,305,,,,,
781,12/18/23 18:00:00,232,,117,303,,,,,
782,12/18/23 19:00:00,226,,119,303,,,,,
783,12/18/23 20:00:00,225,,122,303,,,,,
784,12/18/23 21:00:00,227,,118,305,,,,,
785,12/18/23 22:00:00,226,,124,309,,,,,
786,12/18/23 23:00:00,227,,119,303,,,,,
787,12/19/23 00:00:00,218,,112,306,,,,,
788,12/19/23 01:00:00,219,,115,319,,,,,
789,12/19/23 02:00:00,220,,104,316,,,,,
790,12/19/23 03:00:00,223,,121,302,,,,,
791,12/19/23 04:00:00,220,,121,302,,,,,
792,12/19/23 05:00:00,270,,115,248,,,,,
793,12/19/23 06:00:00,296,,121,251,,,,,
794,12/19/23 07:00:00,295,,115,256,,,,,
795,12/19/23 08:00:00,291,,128,263,,,,,
796,12/19/23 09:00:00,317,,117,263,,,,,
797,12/19/23 10:00:00,309,,118,263,,,,,
798,12/19/23 11:00:00,316,,136,258,,,,,
799,12/19/23 12:00:00,277,,122,256,,,,,
800,12/19/23 13:00:00,263,,125,256,,,,,
801,12/19/23 14:00:00,251,,125,240,,,,,
802,12/19/23 15:00:00,223,,117,219,,,,,
803,12/19/23 16:00:00,241,,110,282,,,,,
804,12/19/23 17:00:00,293,,112,282,,,,,
805,12/19/23 18:00:00,302,,112,282,,,,,
806,12/19/23 19:00:00,303,,112,281,,,,,
807,12/19/23 20:00:00,337,,119,281,,,,,
808,12/19/23 21:00:00,324,,125,281,,,,,
809,12/19/23 22:00:00,312,,112,295,,,,,
810,12/19/23 23:00:00,307,,119,298,,,,,
811,12/20/23 00:00:00,307,,115,300,,,,,
812,12/20/23 01:00:00,230,,117,303,,,,,
813,12/20/23 02:00:00,229,,121,302,,,,,
814,12/20/23 03:00:00,227,,122,300,,,,,
815,12/20/23 04:00:00,227,,119,302,,,,,
816,12/20/23 05:00:00,226,,118,302,,,,,
817,12/20/23 06:00:00,226,,115,302,,,,,
818,12/20/23 07:00:00,226,,118,302,,,,,
819,12/20/23 08:00:00,227,,118,302,,,,,
820,12/20/23 08:50:00,,,,,,,,,197
821,12/20/23 09:00:00,223,,118,302,,,,,
822,12/20/23 09:55:00,,,,,,,,,192
823,12/20/23 10:00:00,225,,118,302,,,,,
824,12/20/23 10:25:00,,,,,,,,,195
825,12/20/23 11:00:00,225,,117,305,,,,,
826,12/20/23 12:00:00,270,,111,307,,,,,
827,12/20/23 12:30:00,,,,,,,,,201
828,12/20/23 13:00:00,300,,108,303,,,,,
829,12/20/23 14:00:00,226,,110,305,,,,,
830,12/20/23 15:00:00,225,,107,307,,,,,
831,12/20/23 16:00:00,222,,115,309,,,,,
832,12/20/23 17:00:00,218,,118,309,,,,,
833,12/20/23 18:00:00,275,,110,307,,,,,
834,12/20/23 19:00:00,225,,119,305,,,,,
835,12/20/23 20:00:00,209,,139,119,,,,,
836,12/20/23 21:00:00,211,,146,124,,,,,
837,12/20/23 22:00:00,212,,146,115,,,,,
838,12/20/23 23:00:00,215,,145,118,,,,,
839,12/21/23 00:00:00,215,,140,119,,,,,
840,12/21/23 01:00:00,215,,142,119,,,,,
841,12/21/23 02:00:00,215,,142,119,,,,,
842,12/21/23 03:00:00,215,,142,119,,,,,
843,12/21/23 04:00:00,215,,142,119,,,,,
844,12/21/23 05:00:00,215,,142,119,,,,,
845,12/21/23 06:00:00,215,,142,115,,,,,
846,12/21/23 07:00:00,215,,142,114,,,,,
847,12/21/23 08:00:00,215,,142,114,,,,,
848,12/21/23 09:00:00,215,,142,114,,,,,
849,12/21/23 10:00:00,215,,142,114,,,,,
850,12/21/23 11:00:00,219,,142,114,,,,,
851,12/21/23 12:00:00,222,,142,104,,,,,
852,12/21/23 13:00:00,220,,115,65,,,,,
853,12/21/23 14:00:00,223,,101,4,,,,,
854,12/21/23 15:00:00,227,,104,6,,,,,
855,12/21/23 16:00:00,205,,111,112,,,,,
856,12/21/23 17:00:00,190,,111,125,,,,,
857,12/21/23 18:00:00,187,,111,125,,,,,
858,12/21/23 19:00:00,190,,111,126,,,,,
859,12/21/23 20:00:00,291,,111,125,,,,,
860,12/21/23 21:00:00,300,,111,108,,,,,
861,12/21/23 22:00:00,286,,105,10,,,,,
862,12/21/23 23:00:00,229,,105,105,,,,,
863,12/22/23 00:00:00,232,,108,121,,,,,
864,12/22/23 01:00:00,213,,102,122,,,,,
865,12/22/23 01:30:00,,,,,,,,,122
866,12/22/23 02:00:00,211,,101,125,,,,,
867,12/22/23 03:00:00,271,,102,115,,,,,
868,12/22/23 04:00:00,314,,329,326,,,,,
869,12/22/23 05:00:00,340,,302,312,,,,,
870,12/22/23 06:00:00,306,,303,330,,,,,
871,12/22/23 07:00:00,313,,302,15,,,,,
872,12/22/23 08:00:00,323,,305,310,,,,,
873,12/22/23 09:00:00,336,,309,343,,,,,
874,12/22/23 09:25:00,,,,,,,,,17
875,12/22/23 10:00:00,333,,312,331,,,,,
876,12/22/23 10:55:00,,,,,,,,,125
877,12/22/23 11:00:00,326,,313,70,,,,,
878,12/22/23 12:00:00,205,,313,125,,,,,
879,12/22/23 13:00:00,205,,314,125,,,,,
880,12/22/23 13:05:00,,,,,,,,,138
881,12/22/23 14:00:00,202,,314,126,,,,,
882,12/22/23 14:15:00,,,,,,,,,142
883,12/22/23 14:35:00,,,,,,,,,159
884,12/22/23 15:00:00,216,,8,110,,,,,
885,12/22/23 15:30:00,,,,,,,,,145
886,12/22/23 15:50:00,,,,,,,,,149
887,12/22/23 16:00:00,220,,110,100,,,,,
888,12/22/23 17:00:00,212,,117,118,,,,,
889,12/22/23 17:55:00,,,,,,,,,140
890,12/22/23 18:00:00,212,,115,119,,,,,
891,12/22/23 19:00:00,211,,118,122,,,,,
892,12/22/23 19:20:00,,,,,,,,,117
893,12/22/23 19:45:00,,,,,,,,,112
894,12/22/23 20:00:00,208,,119,125,,,,,
895,12/22/23 21:00:00,313,,118,124,,,,,
896,12/22/23 21:05:00,,,,,,,,,145
897,12/22/23 22:00:00,202,,118,126,,,,,
898,12/22/23 23:00:00,198,,118,126,,,,,
899,12/23/23 00:00:00,195,,118,126,,,,,
900,12/23/23 01:00:00,209,,118,117,,,,,
901,12/23/23 02:00:00,201,,118,126,,,,,
902,12/23/23 02:45:00,,,,,,,,,122
903,12/23/23 03:00:00,194,,118,126,,,,,
904,12/23/23 04:00:00,195,,118,125,,,,,
905,12/23/23 05:00:00,197,,118,124,,,,,
906,12/23/23 06:00:00,181,,118,124,,,,,
907,12/23/23 07:00:00,142,,118,125,,,,,
908,12/23/23 08:00:00,197,,115,105,,,,,
909,12/23/23 09:00:00,285,,104,307,,,,,
910,12/23/23 10:00:00,225,,107,305,,,,,
911,12/23/23 11:00:00,218,,110,303,,,,,
912,12/23/23 12:00:00,218,,108,310,,,,,
913,12/23/23 13:00:00,222,,100,309,,,,,
914,12/23/23 14:00:00,305,,111,307,,,,,
915,12/23/23 15:00:00,314,,114,216,,,,,
916,12/23/23 16:00:00,319,,112,327,,,,,
917,12/23/23 17:00:00,208,,112,307,,,,,
918,12/23/23 18:00:00,253,,112,112,,,,,
919,12/23/23 19:00:00,211,,139,118,,,,,
920,12/23/23 20:00:00,204,,145,126,,,,,
921,12/23/23 21:00:00,209,,145,122,,,,,
922,12/23/23 22:00:00,211,,156,124,,,,,
923,12/23/23 23:00:00,211,,150,125,,,,,
924,12/24/23 00:00:00,206,,133,128,,,,,
925,12/24/23 01:00:00,204,,133,128,,,,,
926,12/24/23 02:00:00,204,,133,126,,,,,
927,12/24/23 03:00:00,202,,131,128,,,,,
928,12/24/23 04:00:00,201,,132,128,,,,,
929,12/24/23 05:00:00,204,,124,128,,,,,
930,12/24/23 06:00:00,202,,125,128,,,,,
931,12/24/23 07:00:00,201,,131,128,,,,,
932,12/24/23 08:00:00,204,,128,128,,,,,
933,12/24/23 09:00:00,204,,131,128,,,,,
934,12/24/23 10:00:00,204,,131,128,,,,,
935,12/24/23 11:00:00,204,,135,126,,,,,
936,12/24/23 12:00:00,201,,142,126,,,,,
937,12/24/23 13:00:00,201,,136,128,,,,,
938,12/24/23 14:00:00,199,,140,126,,,,,
939,12/24/23 15:00:00,201,,140,126,,,,,
940,12/24/23 16:00:00,195,,142,126,,,,,
941,12/24/23 17:00:00,184,,149,126,,,,,
942,12/24/23 18:00:00,31,,153,125,,,,,
943,12/24/23 19:00:00,187,,149,126,,,,,
944,12/24/23 20:00:00,21,,159,125,,,,,
945,12/24/23 21:00:00,192,,147,126,,,,,
946,12/24/23 21:55:00,,,,,,,,,126
947,12/24/23 22:00:00,149,,150,125,,,,,
948,12/24/23 22:55:00,,,,,,,,,129
949,12/24/23 23:00:00,198,,142,126,,,,,
950,12/24/23 23:55:00,,,,,,,,,129
951,12/25/23 00:00:00,202,,132,126,,,,,
952,12/25/23 00:55:00,,,,,,,,,131
953,12/25/23 01:00:00,197,,136,126,,,,,
954,12/25/23 01:55:00,,,,,,,,,135
955,12/25/23 02:00:00,202,,136,126,,,,,
956,12/25/23 02:55:00,,,,,,,,,133
957,12/25/23 03:00:00,202,,132,128,,,,,
958,12/25/23 03:55:00,,,,,,,,,132
959,12/25/23 04:00:00,199,,136,126,,,,,
960,12/25/23 04:55:00,,,,,,,,,124
961,12/25/23 05:00:00,22,,159,125,,,,,
962,12/25/23 05:55:00,,,,,,,,,121
963,12/25/23 06:00:00,13,,157,125,,,,,
964,12/25/23 06:55:00,,,,,,,,,118
965,12/25/23 07:00:00,22,,159,125,,,,,
966,12/25/23 07:55:00,,,,,,,,,115
967,12/25/23 08:00:00,20,,150,125,,,,,
968,12/25/23 08:55:00,,,,,,,,,118
969,12/25/23 09:00:00,18,,153,125,,,,,
970,12/25/23 09:55:00,,,,,,,,,124
971,12/25/23 10:00:00,15,,161,125,,,,,
972,12/25/23 10:55:00,,,,,,,,,121
973,12/25/23 11:00:00,147,,170,125,,,,,
974,12/25/23 11:55:00,,,,,,,,,118
975,12/25/23 12:00:00,194,,170,124,,,,,
976,12/25/23 12:55:00,,,,,,,,,119
977,12/25/23 13:00:00,199,,170,124,,,,,
978,12/25/23 13:55:00,,,,,,,,,118
979,12/25/23 14:00:00,202,,170,124,,,,,
980,12/25/23 14:55:00,,,,,,,,,119
981,12/25/23 15:00:00,327,,139,124,,,,,
982,12/25/23 15:55:00,,,,,,,,,265
983,12/25/23 16:00:00,331,,128,129,,,,,
984,12/25/23 16:55:00,,,,,,,,,264
985,12/25/23 17:00:00,329,,126,129,,,,,
986,12/25/23 17:55:00,,,,,,,,,281
987,12/25/23 18:00:00,324,,264,128,,,,,
988,12/25/23 18:55:00,,,,,,,,,284
989,12/25/23 19:00:00,320,,284,128,,,,,
990,12/25/23 19:55:00,,,,,,,,,282
991,12/25/23 20:00:00,321,,281,128,,,,,
992,12/25/23 20:55:00,,,,,,,,,292
993,12/25/23 21:00:00,334,,274,128,,,,,
994,12/25/23 21:55:00,,,,,,,,,288
995,12/25/23 22:00:00,341,,303,310,,,,,
996,12/25/23 22:55:00,,,,,,,,,355
997,12/25/23 23:00:00,333,,296,314,,,,,
998,12/25/23 23:55:00,,,,,,,,,351
999,12/26/23 00:00:00,331,,298,313,,,,,
1000,12/26/23 00:55:00,,,,,,,,,251
1001,12/26/23 01:00:00,324,,324,317,,,,,
1002,12/26/23 01:55:00,,,,,,,,,286
1003,12/26/23 02:00:00,350,,167,125,,,,,
1004,12/26/23 02:55:00,,,,,,,,,288
1005,12/26/23 03:00:00,21,,284,125,,,,,
1006,12/26/23 03:55:00,,,,,,,,,270
1007,12/26/23 04:00:00,21,,282,125,,,,,
1008,12/26/23 04:55:00,,,,,,,,,274
1009,12/26/23 05:00:00,21,,282,125,,,,,
1010,12/26/23 05:55:00,,,,,,,,,312
1011,12/26/23 06:00:00,8,,282,6,,,,,
1012,12/26/23 06:55:00,,,,,,,,,32
1013,12/26/23 07:00:00,330,,272,79,,,,,
1014,12/26/23 07:55:00,,,,,,,,,49
1015,12/26/23 08:00:00,331,,302,63,,,,,
1016,12/26/23 08:55:00,,,,,,,,,52
1017,12/26/23 09:00:00,323,,313,65,,,,,
1018,12/26/23 09:55:00,,,,,,,,,77
1019,12/26/23 10:00:00,320,,49,102,,,,,
1020,12/26/23 10:55:00,,,,,,,,,60
1021,12/26/23 11:00:00,329,,53,93,,,,,
