Line#,Date,"Water Content (RXW-GP6 21198259:21398577-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21401801:21393043-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401803:21393045-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-6), m^3/m^3, RX3000_BRW6_BEO"
2584,02/06/24 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2585,02/06/24 17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2586,02/06/24 18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2587,02/06/24 19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2588,02/06/24 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2589,02/06/24 21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2590,02/06/24 22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2591,02/06/24 23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2592,02/07/24 00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2593,02/07/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2594,02/07/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2595,02/07/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2596,02/07/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2597,02/07/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2598,02/07/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2599,02/07/24 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2600,02/07/24 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2601,02/07/24 09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2602,02/07/24 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2603,02/07/24 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2604,02/07/24 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2605,02/07/24 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2606,02/07/24 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2607,02/07/24 15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2608,02/07/24 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2609,02/07/24 17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2610,02/07/24 18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2611,02/07/24 19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2612,02/07/24 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2613,02/07/24 21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2614,02/07/24 22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2615,02/07/24 23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2616,02/08/24 00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2617,02/08/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2618,02/08/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2619,02/08/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2620,02/08/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2621,02/08/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2622,02/08/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2623,02/08/24 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2624,02/08/24 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2625,02/08/24 09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2626,02/08/24 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2627,02/08/24 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2628,02/08/24 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2629,02/08/24 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2630,02/08/24 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2631,02/08/24 15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2632,02/08/24 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2633,02/08/24 17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2634,02/08/24 18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2635,02/08/24 19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2636,02/08/24 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2637,02/08/24 21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.084,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2638,02/08/24 22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2639,02/08/24 23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2640,02/09/24 00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.084,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2641,02/09/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2642,02/09/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2643,02/09/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2644,02/09/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2645,02/09/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.084,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2646,02/09/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.084,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
