Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
942,07/10/24 05:00:00,2.08,1.215,1.63,1.13,1.26,2.76,1.67,1.22,1.54,0.850,
943,07/10/24 06:00:00,1.43,0.979,1.31,0.94,1.07,1.73,0.92,0.47,1.07,0.421,
944,07/10/24 07:00:00,1.16,0.636,0.92,0.60,0.73,1.20,0.77,0.49,0.83,0.357,
945,07/10/24 08:00:00,0.92,0.593,0.83,0.51,0.64,0.88,0.53,0.43,0.66,0.250,
946,07/10/24 09:00:00,1.03,0.807,1.07,0.77,0.98,1.56,0.64,0.55,0.62,0.400,
947,07/10/24 10:00:00,1.13,1.043,1.56,1.09,1.37,2.03,0.96,0.88,0.83,0.721,
948,07/10/24 11:00:00,1.18,1.150,1.71,1.22,1.52,0.79,1.37,0.98,0.92,0.764,
949,07/10/24 12:00:00,1.16,1.043,1.63,1.07,1.46,0.64,1.28,0.86,0.75,0.636,
950,07/10/24 13:00:00,1.16,1.022,1.20,1.11,1.39,0.60,1.43,0.90,0.79,0.764,
951,07/10/24 14:00:00,1.13,0.957,1.11,1.05,1.39,0.64,1.26,0.94,0.81,1.043,
952,07/10/24 15:00:00,1.22,1.365,0.94,0.94,1.28,1.26,0.92,0.96,0.86,1.043,
953,07/10/24 16:00:00,1.65,1.644,1.28,1.48,1.16,2.70,1.31,1.56,2.70,1.751,
954,07/10/24 17:00:00,1.86,1.644,1.50,1.46,1.22,3.49,1.80,1.73,3.39,2.073,
955,07/10/24 18:00:00,2.31,2.502,1.95,2.08,1.50,3.19,1.71,2.23,3.19,2.266,
956,07/10/24 19:00:00,2.96,2.909,2.72,2.44,1.91,4.09,2.23,2.44,4.65,3.081,
957,07/10/24 20:00:00,4.12,3.424,3.49,2.91,2.44,4.12,2.38,2.76,4.76,2.909,
958,07/10/24 21:00:00,5.85,3.488,3.60,3.06,2.46,4.67,2.85,3.24,5.10,3.081,
959,07/10/24 22:00:00,6.58,3.553,4.03,3.26,2.98,7.70,3.79,3.82,5.87,3.617,
960,07/10/24 23:00:00,7.20,3.853,4.46,3.21,3.15,8.88,4.09,3.92,6.30,3.338,
961,07/11/24 00:00:00,6.58,3.746,4.39,3.30,3.21,8.79,4.14,4.18,5.64,3.360,
962,07/11/24 01:00:00,6.69,3.789,4.65,3.32,3.30,7.83,4.33,3.58,5.15,3.081,
963,07/11/24 02:00:00,5.00,3.274,3.90,3.09,3.36,7.74,4.22,4.29,4.89,3.167,
964,07/11/24 03:00:00,5.10,3.510,4.31,3.26,3.45,7.46,4.59,3.62,4.54,3.231,
965,07/11/24 04:00:00,4.16,3.209,4.31,3.15,3.75,7.03,4.78,3.77,3.77,3.102,
966,07/11/24 05:00:00,3.73,3.145,4.29,3.09,3.86,6.56,4.67,3.43,3.45,3.124,
967,07/11/24 06:00:00,3.36,3.124,4.12,3.06,3.69,6.07,4.37,3.24,3.21,2.909,
968,07/11/24 07:00:00,2.98,2.759,3.60,2.72,3.43,4.52,3.77,2.83,2.89,2.609,
969,07/11/24 08:00:00,2.87,2.673,3.82,2.68,3.47,4.72,3.79,2.64,2.64,2.437,
970,07/11/24 09:00:00,2.61,2.480,2.94,2.42,2.81,2.79,2.61,2.27,2.38,2.223,
971,07/11/24 10:00:00,2.46,2.394,2.70,2.31,2.55,2.64,2.42,2.23,2.29,2.137,
972,07/11/24 11:00:00,2.38,2.266,2.51,2.23,2.40,2.25,2.34,2.06,2.23,2.094,
973,07/11/24 12:00:00,2.08,2.030,2.36,2.01,2.23,1.88,2.14,1.78,1.91,1.772,
974,07/11/24 13:00:00,2.16,2.094,2.38,2.12,2.79,1.93,2.42,2.03,1.91,1.987,
975,07/11/24 14:00:00,2.46,2.309,2.46,2.31,3.34,2.34,2.79,2.51,2.21,2.759,
976,07/11/24 15:00:00,2.76,3.124,2.72,2.76,4.03,3.54,2.89,3.02,2.66,3.252,
977,07/11/24 16:00:00,3.13,3.467,3.09,3.45,3.26,3.94,3.02,3.19,3.64,3.660,
978,07/11/24 17:00:00,3.79,3.767,3.45,3.71,3.39,4.48,3.52,4.01,4.84,4.196,
979,07/11/24 18:00:00,3.94,4.046,3.62,3.77,3.56,5.51,3.21,4.22,5.68,4.217,
980,07/11/24 19:00:00,4.44,4.153,4.33,4.14,4.07,5.47,3.58,4.35,5.92,4.453,
981,07/11/24 20:00:00,5.79,4.689,5.30,4.57,4.42,6.35,4.31,4.84,6.48,4.775,
982,07/11/24 21:00:00,7.87,5.998,6.37,5.72,5.64,7.16,5.21,5.68,7.12,5.419,
983,07/11/24 22:00:00,9.41,5.612,6.37,5.49,5.34,9.56,6.07,6.02,7.53,5.569,
984,07/11/24 23:00:00,10.01,6.276,7.16,5.94,6.15,13.02,6.58,6.35,7.98,5.676,
985,07/12/24 00:00:00,11.00,6.941,7.78,6.41,6.45,14.78,7.14,6.65,8.28,6.019,
986,07/12/24 01:00:00,10.27,6.169,7.10,5.68,5.79,13.17,7.08,6.69,7.91,5.333,
987,07/12/24 02:00:00,9.69,5.805,7.01,5.45,5.47,12.57,6.99,5.79,7.57,5.054,
988,07/12/24 03:00:00,8.23,5.633,6.56,5.32,5.51,11.39,6.82,5.53,6.82,4.925,
989,07/12/24 04:00:00,6.75,5.183,6.28,5.04,5.42,9.16,6.82,5.66,5.68,4.625,
990,07/12/24 05:00:00,5.30,4.582,5.45,4.54,5.02,8.81,5.87,4.80,4.93,4.217,
991,07/12/24 06:00:00,5.02,4.196,5.36,4.16,4.67,8.08,5.81,4.33,4.33,3.767,
992,07/12/24 07:00:00,4.54,3.831,4.80,3.84,4.22,6.45,4.95,3.92,4.05,3.617,
993,07/12/24 08:00:00,3.82,3.381,3.88,3.32,3.56,4.39,3.88,3.28,3.62,3.231,
994,07/12/24 09:00:00,3.26,3.016,3.32,3.00,3.13,3.30,3.13,2.94,3.13,2.823,
995,07/12/24 10:00:00,3.00,2.888,3.24,2.87,3.04,3.30,2.89,2.70,2.91,2.673,
996,07/12/24 11:00:00,3.09,2.909,3.79,3.04,3.54,3.13,3.56,2.98,2.94,2.695,
997,07/12/24 12:00:00,3.24,3.059,3.58,3.11,3.45,2.91,3.09,2.83,2.70,2.566,
998,07/12/24 13:00:00,2.94,2.823,3.11,2.85,3.04,2.94,3.02,2.70,2.66,2.545,
999,07/12/24 14:00:00,3.06,2.802,3.00,2.76,2.94,3.00,2.94,2.72,2.68,2.673,
1000,07/12/24 15:00:00,3.39,3.703,3.26,3.26,3.49,3.71,3.21,3.36,3.04,3.553,
1001,07/12/24 16:00:00,4.09,4.239,3.88,4.14,3.69,4.82,3.77,3.99,4.52,4.153,
1002,07/12/24 17:00:00,4.44,4.217,4.12,4.07,3.79,5.45,3.97,3.92,5.08,4.024,
1003,07/12/24 18:00:00,4.82,4.196,4.48,4.09,4.14,5.68,4.24,4.05,4.91,4.132,
1004,07/12/24 19:00:00,6.50,5.783,5.92,5.57,5.32,7.57,5.25,5.83,7.03,5.483,
1005,07/12/24 20:00:00,6.45,5.140,5.55,5.02,5.08,7.87,5.17,5.32,6.69,5.097,
1006,07/12/24 21:00:00,7.48,5.461,5.96,5.32,5.32,8.38,5.36,5.55,6.63,5.204,
1007,07/12/24 22:00:00,8.23,5.762,6.15,5.47,5.19,9.71,6.15,5.85,7.27,5.697,
1008,07/12/24 23:00:00,10.83,7.220,7.81,6.56,6.56,14.78,7.38,6.82,9.26,6.298,
1009,07/13/24 00:00:00,10.72,6.641,7.72,5.94,5.57,11.52,6.67,6.11,8.04,5.719,
1010,07/13/24 01:00:00,6.88,4.990,5.66,4.78,4.74,7.40,5.45,5.06,5.79,4.604,
1011,07/13/24 02:00:00,5.62,4.282,4.76,4.12,4.05,5.81,4.52,4.24,4.76,3.874,
1012,07/13/24 03:00:00,5.90,4.282,5.02,4.14,4.16,8.00,4.76,4.39,4.63,3.896,
1013,07/13/24 04:00:00,5.90,4.368,5.32,4.29,4.44,7.72,4.97,4.50,4.61,3.939,
1014,07/13/24 05:00:00,5.53,4.260,5.30,4.20,4.42,8.92,5.30,4.50,4.54,3.939,
1015,07/13/24 06:00:00,4.20,3.338,3.92,3.24,3.47,5.79,4.09,3.26,3.32,2.952,
1016,07/13/24 07:00:00,3.79,3.124,3.45,2.98,3.06,3.88,3.15,2.98,3.15,2.802,
1017,07/13/24 08:00:00,3.19,2.566,2.89,2.51,2.59,3.09,2.51,2.44,2.61,2.309,
1018,07/13/24 09:00:00,3.02,2.523,2.70,2.51,2.51,2.74,2.46,2.27,2.40,2.158,
1019,07/13/24 10:00:00,3.00,2.566,2.76,2.55,2.57,2.66,2.38,2.31,2.38,2.094,
1020,07/13/24 11:00:00,2.83,2.437,2.64,2.36,2.42,2.42,2.21,2.12,2.12,1.944,
1021,07/13/24 12:00:00,2.61,2.223,2.44,2.19,2.27,2.44,2.12,2.06,2.10,1.923,
1022,07/13/24 13:00:00,2.44,2.137,2.46,2.21,2.40,2.25,2.36,2.21,1.86,1.965,
1023,07/13/24 14:00:00,2.44,2.158,2.27,2.14,2.21,2.83,2.06,2.08,2.01,1.944,
1024,07/13/24 15:00:00,2.68,2.180,2.40,2.08,2.08,3.13,2.01,2.08,2.21,1.987,
1025,07/13/24 16:00:00,2.46,1.901,2.12,1.93,1.88,2.85,1.80,1.88,2.01,1.665,
1026,07/13/24 17:00:00,2.98,2.266,2.66,2.25,2.16,3.79,2.14,2.21,2.38,1.772,
1027,07/13/24 18:00:00,3.54,2.480,2.81,2.34,2.36,4.14,2.81,2.42,3.11,2.287,
1028,07/13/24 19:00:00,3.67,3.081,3.71,2.89,3.02,5.85,3.24,3.06,3.39,2.995,
1029,07/13/24 20:00:00,4.50,3.531,4.12,3.43,3.41,5.53,3.60,3.43,3.75,3.252,
1030,07/13/24 21:00:00,4.20,3.188,3.73,3.13,3.13,5.19,3.41,3.15,3.45,2.931,
1031,07/13/24 22:00:00,4.20,3.360,3.86,3.21,3.21,4.59,3.32,3.26,3.58,3.274,
1032,07/13/24 23:00:00,4.12,3.317,3.71,3.21,3.24,4.65,3.58,3.28,3.69,3.295,
1033,07/14/24 00:00:00,4.14,3.810,4.22,3.67,4.01,4.87,3.90,3.73,3.82,3.531,
1034,07/14/24 01:00:00,5.17,5.226,5.32,5.10,5.21,5.70,5.06,5.40,5.36,5.268,
1035,07/14/24 02:00:00,6.50,5.933,6.41,5.66,5.72,7.16,5.77,5.57,5.55,5.333,
1036,07/14/24 03:00:00,5.57,4.389,4.97,4.27,4.24,6.15,4.29,4.33,4.57,4.260,
1037,07/14/24 04:00:00,5.47,4.432,5.08,4.35,4.35,5.87,4.61,4.31,4.48,4.217,
1038,07/14/24 05:00:00,5.75,4.282,5.96,4.12,4.76,8.34,5.17,4.67,4.65,4.153,
1039,07/14/24 06:00:00,4.42,3.574,3.92,3.52,3.52,4.63,3.86,3.49,3.94,3.360,
1040,07/14/24 07:00:00,3.84,3.167,3.49,3.09,3.15,3.73,3.41,3.02,3.26,2.909,
1041,07/14/24 08:00:00,3.47,2.909,3.17,2.91,2.94,3.28,2.83,2.87,2.83,2.652,
1042,07/14/24 09:00:00,3.19,2.845,3.06,2.81,2.91,3.19,2.66,2.70,2.74,2.566,
1043,07/14/24 10:00:00,2.89,2.609,2.72,2.64,2.68,2.53,2.40,2.40,2.42,2.266,
1044,07/14/24 11:00:00,2.72,2.480,2.55,2.51,2.55,2.14,2.14,2.16,2.08,1.965,
1045,07/14/24 12:00:00,2.57,2.223,2.34,2.23,2.25,2.08,2.10,1.99,2.03,1.858,
1046,07/14/24 13:00:00,2.51,2.158,2.27,2.16,2.19,2.06,1.91,1.88,1.93,1.665,
1047,07/14/24 14:00:00,2.14,1.858,1.93,1.84,1.82,1.65,1.54,1.48,1.58,1.301,
1048,07/14/24 15:00:00,2.23,1.987,2.12,1.97,1.95,1.86,1.65,1.63,1.65,1.451,
1049,07/14/24 16:00:00,2.44,2.094,2.14,2.08,2.06,2.10,1.91,1.82,1.88,1.665,
1050,07/14/24 17:00:00,2.83,2.609,2.76,2.61,2.57,2.66,2.34,2.21,2.36,2.094,
1051,07/14/24 18:00:00,3.77,3.209,3.39,3.09,2.98,3.88,3.17,2.98,3.13,2.823,
1052,07/14/24 19:00:00,4.63,4.196,4.12,3.88,3.45,5.02,3.73,3.79,4.89,3.853,
1053,07/14/24 20:00:00,4.65,3.703,3.99,3.60,3.41,5.15,3.79,3.67,4.24,3.488,
1054,07/14/24 21:00:00,4.01,3.338,3.60,3.26,3.21,4.33,3.56,3.36,3.54,3.059,
1055,07/14/24 22:00:00,4.18,3.574,3.79,3.52,3.43,4.29,3.56,3.45,3.67,3.209,
1056,07/14/24 23:00:00,3.77,3.274,3.43,3.19,3.17,3.58,3.19,3.09,3.30,2.802,
1057,07/15/24 00:00:00,3.43,2.952,3.09,2.87,2.87,2.61,2.70,2.68,2.72,2.437,
1058,07/15/24 01:00:00,3.21,2.695,2.85,2.64,2.59,2.36,2.36,2.34,2.36,2.223,
1059,07/15/24 02:00:00,2.89,2.437,2.61,2.38,2.38,2.34,2.23,2.27,2.29,2.116,
1060,07/15/24 03:00:00,2.81,2.394,2.53,2.38,2.36,2.64,2.25,2.16,2.21,2.030,
1061,07/15/24 04:00:00,2.72,2.266,2.42,2.25,2.21,2.40,2.12,2.10,2.10,1.880,
1062,07/15/24 05:00:00,2.46,2.073,2.23,2.01,1.99,2.01,1.86,1.78,1.76,1.665,
1063,07/15/24 06:00:00,2.23,1.880,1.95,1.86,1.78,1.56,1.61,1.56,1.58,1.472,
1064,07/15/24 07:00:00,1.91,1.579,1.69,1.61,1.56,1.22,1.26,1.22,1.28,1.150,
1065,07/15/24 08:00:00,1.80,1.515,1.61,1.46,1.46,1.07,1.13,1.11,1.18,1.065,
1066,07/15/24 09:00:00,1.67,1.343,1.43,1.33,1.33,0.96,1.07,1.07,1.07,0.979,
1067,07/15/24 10:00:00,1.58,1.343,1.37,1.33,1.35,0.92,1.05,1.01,0.98,0.893,
1068,07/15/24 11:00:00,1.43,1.215,1.28,1.18,1.20,0.75,0.88,0.86,0.88,0.764,
1069,07/15/24 12:00:00,1.33,1.129,1.20,1.20,1.11,0.79,0.83,0.77,0.83,0.743,
1070,07/15/24 13:00:00,1.22,1.065,1.20,1.13,1.07,0.73,0.71,0.68,0.75,0.636,
1071,07/15/24 14:00:00,1.20,1.043,1.20,1.05,1.09,0.75,0.75,0.71,0.73,0.657,
1072,07/15/24 15:00:00,1.22,0.957,1.09,1.01,1.03,0.73,0.73,0.75,0.75,0.636,
1073,07/15/24 16:00:00,1.11,0.829,1.07,0.88,0.86,0.71,0.66,0.66,0.71,0.593,
1074,07/15/24 17:00:00,1.16,0.872,1.09,0.90,0.86,0.75,0.62,0.60,0.73,0.571,
1075,07/15/24 18:00:00,1.24,0.893,1.18,0.88,0.88,1.01,0.75,0.71,0.79,0.614,
1076,07/15/24 19:00:00,1.41,1.065,1.46,1.03,1.01,1.54,0.90,0.92,1.05,0.829,
1077,07/15/24 20:00:00,1.18,0.914,1.28,0.90,0.94,1.46,0.90,0.88,0.96,0.786,
1078,07/15/24 21:00:00,1.26,1.043,1.46,0.98,0.88,1.35,0.86,0.83,1.09,0.893,
1079,07/15/24 22:00:00,1.13,0.829,1.22,0.81,0.71,1.31,0.77,0.86,0.98,0.786,
1080,07/15/24 23:00:00,1.24,0.979,1.37,0.96,0.79,1.28,0.81,0.83,1.13,0.850,
1081,07/16/24 00:00:00,1.20,1.000,1.33,0.96,1.01,1.18,0.75,0.75,1.11,0.786,
1082,07/16/24 01:00:00,1.26,1.043,1.26,0.98,0.83,1.01,0.94,0.77,1.33,0.979,
1083,07/16/24 02:00:00,1.24,1.150,1.28,0.94,0.92,0.81,0.83,0.83,1.71,1.386,
1084,07/16/24 03:00:00,1.18,1.108,0.96,0.92,0.98,0.81,0.83,0.98,1.61,1.386,
1085,07/16/24 04:00:00,1.33,1.215,1.11,1.03,1.01,0.86,0.96,0.75,1.82,1.494,
1086,07/16/24 05:00:00,1.33,1.172,1.22,1.01,1.09,0.88,0.86,0.79,1.80,1.451,
1087,07/16/24 06:00:00,1.24,1.193,1.22,1.01,1.03,0.81,0.83,0.75,1.61,1.322,
1088,07/16/24 07:00:00,1.18,1.065,1.24,1.01,1.18,0.64,0.66,0.64,1.43,1.150,
1089,07/16/24 08:00:00,1.09,1.086,1.16,1.03,1.07,0.45,0.73,0.55,1.65,1.129,
1090,07/16/24 09:00:00,0.81,0.850,0.77,0.86,0.83,0.04,0.43,0.32,1.13,0.893,
1091,07/16/24 10:00:00,0.90,0.893,0.77,0.83,0.88,0.08,0.40,0.30,1.03,0.893,
1092,07/16/24 11:00:00,0.94,0.872,0.88,0.79,0.83,0.23,0.49,0.30,0.96,0.957,
1093,07/16/24 12:00:00,1.05,1.000,1.03,0.92,1.03,0.43,0.60,0.43,0.98,1.108,
1094,07/16/24 13:00:00,1.22,1.129,1.11,0.96,1.01,0.58,0.73,0.55,1.16,1.172,
1095,07/16/24 14:00:00,1.24,1.150,1.18,1.09,1.26,0.53,0.81,0.62,1.18,1.150,
1096,07/16/24 15:00:00,1.26,1.236,1.24,1.11,1.26,0.68,1.01,0.83,1.22,1.343,
1097,07/16/24 16:00:00,1.82,1.730,1.56,1.43,1.50,1.20,1.33,1.41,1.67,1.515,
1098,07/16/24 17:00:00,2.19,2.116,1.93,1.73,1.84,1.86,1.76,1.80,2.40,2.223,
1099,07/16/24 18:00:00,2.83,2.545,1.93,1.93,1.80,2.53,1.99,2.23,3.02,2.373,
1100,07/16/24 19:00:00,3.58,4.346,2.34,2.61,2.31,3.92,2.23,2.49,4.05,3.252,
1101,07/16/24 20:00:00,3.52,3.638,2.29,2.49,2.27,3.56,2.44,2.59,4.07,2.823,
1102,07/16/24 21:00:00,4.50,4.003,2.68,2.70,2.51,3.60,2.76,3.06,4.20,3.038,
1103,07/16/24 22:00:00,6.30,5.783,3.79,3.99,3.41,5.04,3.34,3.49,5.77,4.132,
1104,07/16/24 23:00:00,5.23,4.410,4.48,3.69,3.28,5.15,3.92,3.86,5.47,4.260,
1105,07/17/24 00:00:00,4.87,4.110,4.82,3.75,3.54,6.60,4.59,4.54,5.23,4.346,
1106,07/17/24 01:00:00,8.77,5.397,6.28,4.67,4.67,11.60,5.96,5.38,6.39,4.539,
1107,07/17/24 02:00:00,7.46,5.998,6.93,5.62,5.79,9.26,6.13,5.77,6.43,5.097,
1108,07/17/24 03:00:00,8.88,6.191,7.33,5.83,5.83,9.91,6.80,6.26,6.50,5.419,
1109,07/17/24 04:00:00,6.78,6.491,6.99,6.33,6.45,8.41,6.78,6.07,6.35,5.676,
1110,07/17/24 05:00:00,6.41,6.169,6.58,6.07,6.39,7.27,6.37,6.20,6.02,5.976,
1111,07/17/24 06:00:00,6.11,5.890,6.13,5.90,6.02,6.22,5.90,5.72,5.79,5.633,
1112,07/17/24 07:00:00,5.38,5.290,5.40,5.17,5.47,5.51,5.25,5.10,5.15,4.990,
1113,07/17/24 08:00:00,5.34,5.311,5.32,5.19,5.27,5.10,5.21,5.08,5.32,5.075,
1114,07/17/24 09:00:00,5.02,5.032,5.06,5.02,5.04,4.69,4.91,4.72,4.91,4.668,
1115,07/17/24 10:00:00,5.02,5.032,5.10,4.97,4.97,4.80,4.95,4.78,4.89,4.775,
1116,07/17/24 11:00:00,5.06,5.075,5.12,5.04,5.00,4.80,4.87,4.89,5.00,4.839,
1117,07/17/24 12:00:00,5.36,5.311,5.32,5.23,5.21,5.21,5.23,5.32,5.40,5.054,
1118,07/17/24 13:00:00,5.23,4.990,5.04,4.93,4.97,5.02,5.17,5.10,5.68,5.118,
1119,07/17/24 14:00:00,3.52,3.274,3.15,3.06,3.04,3.09,3.06,3.15,4.63,3.617,
1120,07/17/24 15:00:00,3.34,3.295,3.11,3.04,2.96,3.21,2.91,2.98,4.48,3.467,
1121,07/17/24 16:00:00,3.54,3.617,3.45,3.43,3.41,3.47,3.13,3.43,3.84,3.553,
1122,07/17/24 17:00:00,4.44,4.604,4.50,4.57,4.27,4.57,4.14,4.44,4.63,4.754,
1123,07/17/24 18:00:00,5.27,5.376,5.21,5.27,4.93,5.64,5.12,5.36,5.57,5.268,
1124,07/17/24 19:00:00,5.51,5.483,5.49,5.34,5.12,5.79,5.32,5.53,5.70,5.204,
1125,07/17/24 20:00:00,6.07,6.105,6.20,5.98,5.85,5.90,5.75,6.13,6.33,5.762,
1126,07/17/24 21:00:00,7.46,7.392,7.46,7.23,6.93,7.35,6.93,7.25,7.40,7.027,
1127,07/17/24 22:00:00,8.00,7.949,7.98,7.76,7.44,8.15,7.53,7.72,7.87,7.435,
1128,07/17/24 23:00:00,8.75,8.829,8.58,8.71,8.30,9.24,8.64,8.98,9.14,8.657,
1129,07/18/24 00:00:00,8.04,8.164,8.15,8.15,7.87,7.96,8.19,8.34,8.58,7.864,
1130,07/18/24 01:00:00,8.02,7.992,8.17,7.89,7.44,7.55,7.59,7.83,8.11,7.349,
1131,07/18/24 02:00:00,8.56,8.593,8.49,8.49,7.93,7.83,8.32,8.47,8.68,7.885,
1132,07/18/24 03:00:00,7.59,7.756,7.72,7.70,7.35,6.95,7.63,7.74,7.98,7.306,
1133,07/18/24 04:00:00,7.48,7.628,7.65,7.57,7.14,6.71,7.38,7.42,7.59,7.134,
1134,07/18/24 05:00:00,8.30,8.443,8.45,8.34,7.81,7.57,7.93,8.23,8.30,7.949,
1135,07/18/24 06:00:00,7.70,7.778,7.83,7.76,7.46,7.25,7.59,7.68,7.81,7.327,
1136,07/18/24 07:00:00,7.10,7.156,7.14,7.10,6.99,6.97,7.18,7.20,7.61,6.941,
1137,07/18/24 08:00:00,7.68,7.778,7.81,7.72,7.46,7.40,7.72,7.81,8.08,7.285,
1138,07/18/24 09:00:00,7.55,7.542,7.55,7.48,7.18,7.23,7.55,7.57,7.83,7.156,
1139,07/18/24 10:00:00,7.68,7.671,7.68,7.59,7.35,7.38,7.68,7.72,8.08,7.392,
1140,07/18/24 11:00:00,7.91,7.907,7.89,7.87,7.53,7.57,7.76,7.76,8.08,7.478,
1141,07/18/24 12:00:00,8.02,8.100,8.04,8.02,7.63,7.57,7.68,7.81,8.06,7.692,
1142,07/18/24 13:00:00,8.56,8.614,8.58,8.53,8.04,7.89,7.87,8.23,8.43,8.185,
1143,07/18/24 14:00:00,8.75,8.807,8.77,8.68,8.13,8.17,8.00,8.47,8.64,8.314,
1144,07/18/24 15:00:00,9.01,8.957,8.94,8.88,8.36,8.64,8.34,8.62,8.88,8.829,
1145,07/18/24 16:00:00,9.33,9.301,9.35,9.26,8.71,9.11,8.56,9.05,9.26,8.936,
1146,07/18/24 17:00:00,9.97,10.352,9.95,10.21,9.24,9.78,9.11,9.71,10.06,10.459,
1147,07/18/24 18:00:00,11.37,11.617,11.30,11.43,10.31,11.54,10.57,11.04,11.49,11.231,
1148,07/18/24 19:00:00,8.71,9.000,8.73,9.09,8.68,9.24,8.86,9.01,9.74,9.108,
1149,07/18/24 20:00:00,8.32,8.657,8.36,8.64,8.26,9.33,8.21,8.66,8.98,8.700,
1150,07/18/24 21:00:00,7.96,8.357,7.87,8.49,7.98,9.07,7.96,8.30,8.79,8.443,
1151,07/18/24 22:00:00,8.15,8.400,8.02,8.41,7.83,9.31,7.89,8.49,8.86,8.464,
1152,07/18/24 23:00:00,7.57,8.035,7.55,8.02,7.59,8.53,7.40,7.87,8.41,7.864,
1153,07/19/24 00:00:00,6.43,6.813,6.41,6.99,6.63,7.01,6.20,6.65,7.23,7.006,
1154,07/19/24 01:00:00,5.45,5.912,5.27,5.75,5.34,5.77,5.00,5.25,6.15,5.869,
1155,07/19/24 02:00:00,3.88,4.410,3.73,4.09,3.75,4.05,3.56,3.79,4.93,4.668,
1156,07/19/24 03:00:00,3.47,3.939,3.32,3.88,3.49,4.54,3.21,3.84,4.27,4.282,
1157,07/19/24 03:40:00,,,,,,,,,,,3.746
1158,07/19/24 04:00:00,3.26,3.681,3.04,3.52,3.17,3.97,3.06,3.39,3.86,3.874,
1159,07/19/24 04:40:00,,,,,,,,,,,3.681
1160,07/19/24 05:00:00,3.19,3.660,3.26,3.52,3.30,3.88,3.15,3.30,4.01,4.024,
1161,07/19/24 05:40:00,,,,,,,,,,,3.445
1162,07/19/24 06:00:00,2.98,3.231,2.91,3.11,2.89,3.54,2.76,3.09,3.62,3.531,
1163,07/19/24 06:40:00,,,,,,,,,,,5.140
1164,07/19/24 07:00:00,4.07,4.217,4.05,4.20,4.16,4.89,4.14,4.24,4.50,4.518,
1165,07/19/24 07:40:00,,,,,,,,,,,6.577
1166,07/19/24 08:00:00,6.33,6.298,5.98,6.20,5.96,6.56,6.13,6.26,6.43,6.341,
1167,07/19/24 08:40:00,,,,,,,,,,,7.435
1168,07/19/24 09:00:00,7.55,7.520,7.63,7.50,6.97,7.18,6.50,7.05,7.96,6.705,
1169,07/19/24 09:40:00,,,,,,,,,,,6.813
1170,07/19/24 10:00:00,7.85,7.821,7.91,7.74,7.29,6.56,6.54,6.54,7.20,6.920,
1171,07/19/24 10:40:00,,,,,,,,,,,7.928
1172,07/19/24 11:00:00,8.41,8.786,8.75,8.71,8.23,7.81,7.55,7.81,8.08,8.207,
1173,07/19/24 11:40:00,,,,,,,,,,,8.657
1174,07/19/24 12:00:00,9.05,9.086,9.35,9.14,9.59,8.68,8.75,9.14,9.24,9.108,
1175,07/19/24 12:40:00,,,,,,,,,,,10.502
1176,07/19/24 13:00:00,11.00,11.038,10.98,11.11,10.81,10.51,10.29,10.83,10.66,10.437,
1177,07/19/24 13:40:00,,,,,,,,,,,11.295
1178,07/19/24 14:00:00,11.52,11.445,11.34,11.45,10.72,10.87,10.38,10.92,11.19,11.038,
1179,07/19/24 14:40:00,,,,,,,,,,,12.239
1180,07/19/24 15:00:00,12.42,12.646,12.33,12.44,11.84,11.94,11.73,12.12,12.03,12.025,
1181,07/19/24 15:40:00,,,,,,,,,,,13.483
1182,07/19/24 16:00:00,13.55,14.448,13.53,14.09,12.65,13.51,13.04,14.07,13.83,13.697,
1183,07/19/24 16:40:00,,,,,,,,,,,14.427
1184,07/19/24 17:00:00,13.55,14.470,13.62,14.52,12.72,13.90,13.34,14.30,14.41,14.470,
1185,07/19/24 17:40:00,,,,,,,,,,,14.512
1186,07/19/24 18:00:00,11.88,13.376,11.92,13.75,11.60,13.17,12.57,13.43,14.00,13.976,
1187,07/19/24 18:40:00,,,,,,,,,,,11.145
1188,07/19/24 19:00:00,7.93,9.687,7.98,9.65,7.65,8.62,7.89,8.90,10.06,10.266,
1189,07/19/24 19:40:00,,,,,,,,,,,11.059
1190,07/19/24 20:00:00,7.87,9.987,8.26,9.69,7.35,8.66,7.63,8.90,10.29,11.102,
1191,07/19/24 20:40:00,,,,,,,,,,,9.665
1192,07/19/24 21:00:00,8.13,9.301,7.70,7.93,6.90,8.26,6.56,7.33,8.36,8.464,
1193,07/19/24 21:40:00,,,,,,,,,,,8.872
