Line#,Date,"Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21181033-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21206909-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398709-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398712-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21401801:21206911-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206911-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206912-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21398711-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21398711-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21198259:21398716-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398716-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398716-3), *, RX3000_BRW1_TNHA"
162,06/07/24 17:00:00,0.0,0.0,358,0.0,1.0,124,0.0,1.7,110,,,,0.3,1.7,320,0.0,0.7,161,0.3,0.7,108,,,
163,06/07/24 18:00:00,0.0,0.0,358,0.0,0.7,124,0.0,1.3,105,,,,0.3,1.7,46,0.0,0.7,101,0.3,0.3,128,,,
164,06/07/24 19:00:00,0.0,0.0,358,0.3,2.3,122,0.0,1.0,41,,,,0.0,1.3,93,0.0,1.3,60,0.3,0.3,152,,,
165,06/07/24 20:00:00,0.0,0.0,358,0.7,3.0,314,0.0,1.7,309,,,,0.0,0.7,101,0.7,1.3,6,0.3,0.3,265,,,
166,06/07/24 21:00:00,0.0,0.0,358,1.3,3.7,310,0.0,1.3,309,,,,0.0,1.0,86,0.7,1.7,22,1.3,5.0,264,,,
167,06/07/24 22:00:00,0.0,0.0,358,1.3,3.7,312,0.3,1.7,310,,,,0.0,1.0,73,0.7,2.0,3,2.7,5.0,258,,,
168,06/07/24 23:00:00,0.0,0.0,357,1.3,3.7,313,0.3,1.7,309,,,,0.3,1.3,67,0.7,2.3,13,2.0,5.4,265,,,
169,06/08/24 00:00:00,0.0,0.0,358,1.7,4.0,309,0.3,2.0,306,,,,0.3,1.3,67,0.7,2.3,11,2.3,5.7,271,,,
170,06/08/24 01:00:00,0.0,0.0,358,1.3,4.0,309,0.3,2.0,310,,,,0.3,1.3,72,0.7,2.3,13,2.3,5.0,268,,,
171,06/08/24 02:00:00,0.0,0.0,358,1.3,3.7,309,0.3,2.0,309,,,,0.0,1.3,79,1.0,2.3,13,2.3,5.4,261,,,
172,06/08/24 03:00:00,0.0,0.0,358,1.7,4.0,313,0.7,2.3,312,,,,0.3,1.3,67,1.0,2.7,6,3.4,6.0,256,,,
173,06/08/24 04:00:00,0.0,0.0,357,2.0,3.7,310,0.3,2.0,310,,,,0.3,1.3,76,1.0,2.3,17,3.0,6.4,260,,,
174,06/08/24 05:00:00,0.0,0.0,357,2.0,4.0,309,0.3,1.7,307,,,,0.3,1.3,67,1.0,2.7,24,2.7,5.0,264,,,
175,06/08/24 06:00:00,0.0,0.0,357,2.0,3.7,310,0.0,1.3,307,,,,0.3,1.3,66,1.0,2.3,15,2.3,5.7,263,,,
176,06/08/24 07:00:00,0.0,0.0,352,1.7,3.7,309,0.3,1.3,310,,,,0.0,1.3,67,0.7,2.0,15,2.3,5.0,257,,,
177,06/08/24 08:00:00,0.0,0.0,347,1.0,3.0,310,0.0,1.7,313,,,,0.0,0.7,76,0.7,1.7,45,1.3,3.0,286,,,
178,06/08/24 09:00:00,0.0,0.0,338,0.7,2.7,321,0.0,1.3,305,,,,0.0,0.7,77,0.3,1.7,53,1.3,3.4,282,,,
179,06/08/24 10:00:00,0.0,0.0,324,1.3,3.4,314,0.0,1.0,306,,,,0.0,1.0,70,0.7,1.7,31,1.7,4.0,267,,,
180,06/08/24 11:00:00,0.0,0.0,316,1.0,3.4,316,0.0,1.0,303,,,,0.0,1.0,59,0.3,1.7,45,1.3,3.0,282,,,
181,06/08/24 12:00:00,0.0,0.0,307,1.0,3.0,317,0.0,0.3,310,,,,0.0,0.7,60,0.3,1.7,56,1.3,3.0,282,,,
182,06/08/24 13:00:00,0.0,0.0,320,1.0,3.0,323,0.0,0.3,310,,,,0.0,0.3,63,0.3,1.7,69,1.3,2.3,293,,,
183,06/08/24 14:00:00,0.0,0.0,336,0.7,2.7,321,0.0,0.3,310,,,,0.0,0.3,63,0.3,1.7,73,1.3,2.3,292,,,
184,06/08/24 15:00:00,0.0,0.0,340,0.7,2.7,321,0.0,0.3,312,,,,0.0,0.3,63,0.3,1.7,76,1.0,2.3,288,,,
185,06/08/24 16:00:00,0.0,0.0,345,0.3,2.7,319,0.0,0.3,313,,,,0.0,0.3,63,0.3,1.3,93,1.0,2.7,289,,,
186,06/08/24 17:00:00,0.0,0.0,351,0.0,1.3,314,0.0,0.3,313,,,,0.0,0.7,63,0.0,1.3,112,1.0,2.0,298,,,
187,06/08/24 18:00:00,0.0,0.0,352,0.3,1.7,313,0.0,0.7,313,,,,0.0,0.7,63,0.3,1.3,62,1.0,3.0,292,,,
188,06/08/24 19:00:00,0.0,0.0,354,0.3,1.7,324,0.0,0.3,313,,,,,,,,,,,,,,,
189,06/08/24 20:00:00,0.0,0.0,354,0.3,2.3,326,0.0,0.7,309,,,,0.0,1.3,62,,,,1.3,3.0,284,,,
190,06/08/24 21:00:00,0.0,0.0,351,0.7,3.0,324,0.0,1.7,299,,,,0.0,1.0,60,0.7,1.7,44,1.7,4.4,279,,,
191,06/08/24 22:00:00,0.0,0.0,350,0.7,2.7,327,0.0,2.0,313,,,,0.0,1.0,55,0.7,2.0,56,1.7,4.0,279,,,
192,06/08/24 23:00:00,0.0,0.0,348,0.7,2.3,341,0.0,0.7,303,,,,0.0,4.4,52,0.7,3.0,70,1.7,4.0,293,,,
193,06/09/24 00:00:00,0.0,0.0,348,0.3,2.3,345,0.0,1.0,293,,,,0.0,1.0,358,0.3,1.7,112,2.0,4.0,309,,,
194,06/09/24 01:00:00,0.0,0.0,348,0.3,1.3,338,0.0,0.7,293,,,,0.0,1.3,351,0.3,1.7,132,1.3,3.0,314,,,
195,06/09/24 02:00:00,0.0,0.0,347,0.3,1.7,326,0.0,0.7,293,,,,0.0,1.0,358,0.3,1.3,114,1.3,3.0,309,,,
196,06/09/24 03:00:00,0.0,0.0,347,0.3,2.3,343,0.0,0.7,293,,,,0.0,1.3,358,0.3,1.3,124,1.3,3.7,320,,,
197,06/09/24 04:00:00,0.0,0.0,348,0.7,3.0,79,0.0,1.0,293,,,,0.0,1.3,352,0.3,1.3,135,1.7,3.4,327,,,
198,06/09/24 05:00:00,0.0,0.0,351,1.3,3.0,115,0.3,1.3,90,,,,0.3,1.7,344,0.3,1.3,145,1.7,3.4,337,,,
199,06/09/24 06:00:00,0.0,0.0,354,1.7,3.4,121,0.0,1.3,66,,,,0.3,2.0,337,0.3,1.3,163,1.7,3.0,357,,,
200,06/09/24 07:00:00,0.0,0.0,357,1.3,3.4,124,0.0,1.0,66,,,,0.7,2.3,323,0.0,0.7,177,1.3,3.4,27,,,
201,06/09/24 08:00:00,0.0,0.0,355,1.0,4.0,124,0.0,0.7,66,,,,0.7,3.0,319,0.0,1.0,168,1.7,3.4,48,,,
202,06/09/24 09:00:00,0.0,0.0,354,1.0,3.4,125,0.0,0.7,66,,,,0.3,2.0,319,0.0,1.0,185,1.3,3.0,41,,,
203,06/09/24 10:00:00,0.0,0.0,354,1.3,3.0,125,0.0,0.7,66,,,,0.7,2.0,317,0.0,0.7,183,1.3,3.0,39,,,
204,06/09/24 11:00:00,0.0,0.0,350,0.7,2.3,125,0.0,0.7,66,,,,0.7,2.3,314,0.0,0.7,174,0.3,3.0,55,,,
205,06/09/24 12:00:00,0.0,0.0,343,1.0,2.3,125,0.0,0.7,66,,,,0.3,1.7,312,0.0,0.7,178,0.0,0.0,41,,,
206,06/09/24 13:00:00,0.0,0.0,337,1.3,3.4,125,0.0,0.7,66,,,,0.7,2.0,314,0.0,1.0,183,0.0,0.0,37,,,
207,06/09/24 14:00:00,0.0,0.0,323,1.7,3.0,125,0.0,0.7,66,,,,0.3,2.0,310,0.0,1.0,191,0.0,0.0,38,,,
208,06/09/24 15:00:00,0.0,0.0,333,1.7,4.0,125,0.0,0.7,66,,,,0.7,2.7,310,0.0,1.3,192,0.0,0.0,42,,,
209,06/09/24 16:00:00,0.0,0.0,345,2.0,4.4,126,0.3,1.3,98,,,,1.0,3.7,309,0.3,1.7,209,0.0,0.0,44,,,
210,06/09/24 17:00:00,0.0,0.0,348,1.3,3.4,122,0.3,1.7,122,,,,2.0,5.0,310,0.3,1.3,168,0.0,0.0,65,,,
211,06/09/24 18:00:00,0.0,0.0,352,1.0,2.7,121,0.3,1.7,117,,,,2.3,5.7,312,0.3,1.7,126,0.0,0.0,72,,,
212,06/09/24 19:00:00,0.0,0.0,352,1.0,2.7,121,0.3,1.3,118,,,,2.0,5.0,312,0.3,1.7,119,0.0,0.0,73,,,
213,06/09/24 20:00:00,0.0,0.0,354,1.0,3.4,119,0.7,1.7,122,,,,2.3,5.7,312,0.3,2.0,128,0.0,0.0,76,,,
214,06/09/24 21:00:00,0.0,0.0,354,1.3,3.4,118,0.7,1.7,131,,,,2.0,5.0,309,0.3,1.7,161,0.0,0.0,70,,,
215,06/09/24 22:00:00,0.0,0.0,350,1.7,4.0,124,0.7,2.0,132,,,,2.3,5.7,312,0.3,1.7,154,0.0,0.0,63,,,
216,06/09/24 23:00:00,0.0,0.0,350,1.7,4.7,124,0.3,1.7,122,,,,1.7,5.0,305,0.3,1.7,190,0.0,3.0,58,,,
217,06/10/24 00:00:00,0.0,0.0,352,1.7,5.0,124,,,,,,,,,,,,,,,,,,
218,06/10/24 01:00:00,0.0,0.0,352,2.7,5.7,126,0.3,1.7,129,,,,,,,,,,,,,,,
219,06/10/24 02:00:00,0.0,0.0,352,3.0,6.0,126,0.3,1.3,124,,,,1.3,4.7,302,0.7,2.0,206,0.0,5.0,48,,,
220,06/10/24 03:00:00,0.0,0.0,351,3.4,5.7,126,0.3,1.3,129,,,,1.3,4.0,309,0.7,2.0,201,0.0,0.0,51,,,
221,06/10/24 04:00:00,0.0,0.0,347,3.0,5.4,126,0.3,1.3,128,,,,1.3,4.0,303,0.7,2.0,209,0.0,0.0,53,,,
222,06/10/24 05:00:00,0.0,0.0,333,2.7,4.7,126,0.3,1.3,129,,,,1.3,4.0,303,0.7,2.0,213,0.0,5.0,56,,,
223,06/10/24 06:00:00,0.0,0.0,313,2.3,4.7,126,0.3,1.3,128,,,,1.3,4.0,306,0.3,2.0,212,0.0,6.0,59,,,
224,06/10/24 07:00:00,0.0,0.0,275,1.7,3.7,126,0.3,1.7,124,,,,1.3,3.7,306,0.3,1.7,216,0.0,0.0,56,,,
225,06/10/24 08:00:00,0.0,0.0,268,2.3,4.4,126,0.3,1.3,125,,,,1.0,4.0,307,0.3,1.7,204,0.0,0.0,45,,,
226,06/10/24 09:00:00,0.0,0.0,247,3.0,5.7,126,0.3,1.3,126,,,,1.3,4.0,303,0.3,2.0,204,0.0,0.0,37,,,
227,06/10/24 10:00:00,0.0,0.0,248,3.4,5.4,125,0.3,1.7,124,,,,1.0,3.4,307,0.3,2.0,202,0.0,0.0,38,,,
228,06/10/24 11:00:00,0.0,0.0,313,3.0,5.0,125,0.3,1.3,125,,,,1.0,3.4,306,0.3,1.7,202,0.0,0.0,38,,,
229,06/10/24 12:00:00,0.0,0.0,351,2.7,4.4,126,0.0,1.0,124,,,,1.0,3.7,309,0.3,1.7,204,0.0,2.3,41,,,
230,06/10/24 13:00:00,0.0,0.0,352,2.0,3.7,126,0.0,1.0,118,,,,1.0,3.7,309,0.3,1.7,204,0.0,3.7,46,,,
231,06/10/24 14:00:00,0.0,0.0,354,2.3,4.0,126,0.3,1.0,119,,,,1.0,3.7,307,0.3,1.3,204,0.0,4.4,52,,,
232,06/10/24 15:00:00,0.0,0.0,354,2.0,4.4,126,0.3,1.3,129,,,,1.0,3.4,316,0.3,1.7,206,0.0,3.4,53,,,
233,06/10/24 16:00:00,0.0,0.0,351,1.7,3.7,126,0.3,1.3,126,,,,1.0,4.0,309,0.3,1.3,204,0.0,0.0,56,,,
234,06/10/24 17:00:00,0.0,0.0,348,2.0,4.0,126,0.3,1.3,131,,,,1.0,4.0,313,0.3,1.3,201,0.0,0.0,55,,,
235,06/10/24 18:00:00,0.0,0.0,348,2.3,4.7,126,0.3,1.3,128,,,,1.0,3.4,314,0.3,1.7,206,0.0,4.4,52,,,
236,06/10/24 19:00:00,0.0,0.0,350,2.7,4.7,125,0.0,1.0,129,,,,1.0,3.4,312,0.3,1.3,198,0.3,4.4,45,,,
237,06/10/24 20:00:00,0.0,0.0,350,3.0,5.4,125,0.0,1.0,128,,,,1.0,3.7,317,0.3,1.3,188,0.0,4.4,29,,,
238,06/10/24 21:00:00,0.0,0.0,351,3.7,5.7,125,0.3,1.3,117,,,,1.0,3.4,320,0.3,1.7,180,0.0,4.4,13,,,
239,06/10/24 22:00:00,0.0,0.0,352,3.7,5.7,124,0.3,1.7,110,,,,1.0,2.3,330,0.7,1.7,173,0.0,5.0,358,,,
240,06/10/24 23:00:00,0.0,0.0,352,4.0,6.4,122,0.7,2.0,102,,,,0.7,2.0,333,0.7,2.0,153,0.0,5.0,344,,,
241,06/11/24 00:00:00,0.0,0.0,350,4.0,6.7,121,0.7,2.3,98,,,,0.7,2.3,336,1.0,2.3,157,0.0,5.0,340,,,
242,06/11/24 01:00:00,0.0,0.0,350,4.4,7.4,122,0.7,2.7,98,,,,0.7,2.7,334,1.0,2.0,157,0.0,5.0,343,,,
243,06/11/24 02:00:00,0.0,0.0,352,4.7,7.7,124,0.7,2.0,110,,,,1.0,3.4,333,1.0,2.7,171,0.0,5.0,358,,,
244,06/11/24 03:00:00,0.0,0.0,351,5.0,7.4,125,0.3,2.3,115,,,,1.3,4.4,321,0.7,2.3,185,0.0,4.7,20,,,
245,06/11/24 04:00:00,0.0,0.0,340,4.0,7.4,125,0.3,1.7,125,,,,1.3,4.4,319,0.7,2.3,194,0.0,4.7,31,,,
246,06/11/24 05:00:00,0.0,0.0,314,2.7,6.0,125,0.3,1.3,133,,,,1.3,4.0,306,0.7,2.0,199,0.3,5.0,51,,,
247,06/11/24 06:00:00,0.0,0.0,300,3.0,5.7,126,0.3,1.3,131,,,,1.3,4.0,305,0.7,2.0,206,0.0,5.0,46,,,
248,06/11/24 07:00:00,0.0,0.0,306,3.4,5.7,125,0.3,1.3,126,,,,1.0,3.7,313,0.7,2.0,198,0.0,4.0,37,,,
249,06/11/24 08:00:00,0.0,0.0,326,2.7,4.7,125,0.0,1.0,129,,,,1.0,3.4,310,0.3,1.7,195,0.0,4.4,37,,,
250,06/11/24 09:00:00,0.0,0.0,321,2.3,4.7,126,0.0,1.3,132,,,,0.7,2.7,310,0.3,1.3,202,0.0,0.0,42,,,
251,06/11/24 10:00:00,0.0,0.0,321,2.0,4.0,125,0.0,1.0,143,,,,0.7,2.7,314,0.0,1.3,192,0.0,3.4,37,,,
252,06/11/24 11:00:00,0.0,0.0,324,2.3,4.0,125,0.0,1.0,126,,,,0.7,2.7,313,0.3,1.3,197,0.0,0.0,34,,,
253,06/11/24 12:00:00,0.0,0.0,330,2.7,4.4,125,0.0,1.0,125,,,,0.7,3.0,317,0.3,1.3,195,0.0,4.0,34,,,
254,06/11/24 13:00:00,0.0,0.0,331,2.7,4.4,125,0.0,1.3,117,2.0,0.0,267,0.7,2.7,310,0.3,1.3,197,0.0,0.0,37,,,
255,06/11/24 14:00:00,0.0,0.0,321,2.3,4.7,126,0.0,1.0,125,2.7,5.0,272,0.7,3.0,309,0.3,1.7,202,0.0,0.0,45,,,
256,06/11/24 15:00:00,0.0,0.0,326,2.7,4.7,126,0.3,1.3,126,2.7,5.0,272,1.0,3.7,310,0.3,1.7,198,0.0,0.0,42,,,
257,06/11/24 16:00:00,0.0,0.0,330,2.3,4.4,126,0.3,1.3,126,3.0,5.0,278,1.0,3.7,312,0.3,1.7,199,0.0,0.0,49,,,
258,06/11/24 17:00:00,0.0,0.0,334,2.3,4.7,126,0.3,1.3,125,3.0,5.4,279,1.0,3.4,310,0.3,2.0,198,0.0,0.0,48,,,
259,06/11/24 18:00:00,0.0,0.0,343,2.3,5.0,126,0.3,1.3,129,3.0,5.4,279,1.3,4.0,307,0.3,1.7,199,0.0,3.4,46,,,
260,06/11/24 19:00:00,0.0,0.0,348,2.0,4.4,126,0.3,1.3,128,3.0,5.7,284,1.3,4.0,305,0.3,1.7,205,0.0,0.0,58,,,
261,06/11/24 20:00:00,0.0,0.0,351,2.0,4.7,125,0.3,1.7,131,3.0,5.7,288,1.7,5.0,300,0.3,1.7,187,0.0,2.0,60,,,
262,06/11/24 21:00:00,0.0,0.0,350,2.3,5.4,126,0.3,1.7,131,3.0,5.7,281,1.3,4.0,295,0.3,1.7,202,0.0,3.7,52,,,
263,06/11/24 22:00:00,0.0,0.0,350,3.0,6.0,126,0.3,1.7,124,3.4,6.4,277,1.7,4.4,300,0.3,1.7,199,0.0,5.7,52,,,
264,06/11/24 23:00:00,0.0,0.0,348,2.7,6.4,125,0.3,2.0,132,3.4,6.7,281,1.3,5.4,300,0.3,2.0,199,0.0,5.4,55,,,
265,06/12/24 00:00:00,0.0,0.0,347,2.7,5.4,125,0.3,2.0,125,3.7,7.0,282,1.7,4.7,300,0.3,2.0,206,0.0,0.0,56,,,
266,06/12/24 01:00:00,0.0,0.0,350,3.4,6.4,126,0.3,1.3,126,3.4,6.0,272,1.7,4.7,302,0.7,2.0,204,0.0,5.7,49,,,
267,06/12/24 02:00:00,0.0,0.0,350,2.7,5.4,126,0.3,1.7,129,3.7,6.7,281,1.7,5.0,296,0.7,2.0,204,0.0,0.0,58,,,
268,06/12/24 03:00:00,0.0,0.0,350,2.7,5.4,126,0.3,1.7,126,3.4,7.0,285,1.7,5.4,296,0.7,2.0,198,0.0,5.0,59,,,
269,06/12/24 04:00:00,0.0,0.0,352,2.3,5.0,126,0.3,1.7,131,3.4,5.7,285,2.0,5.7,296,0.3,1.3,197,0.0,4.4,62,,,
270,06/12/24 05:00:00,0.0,0.0,354,2.7,5.0,126,0.3,2.0,131,3.4,6.4,284,1.7,5.7,295,0.3,1.7,199,0.0,5.0,62,,,
271,06/12/24 06:00:00,0.0,0.0,354,2.0,4.4,126,0.7,1.7,132,,,,2.0,6.7,298,0.3,1.7,204,0.0,2.7,67,,,
272,06/12/24 07:00:00,0.0,0.0,343,2.0,4.7,125,0.3,1.7,132,,,,2.0,5.4,298,0.3,1.3,177,0.0,0.0,72,,,
273,06/12/24 08:00:00,0.0,0.0,331,1.7,4.0,125,0.3,1.7,132,,,,2.0,4.7,299,0.3,1.3,183,0.0,5.4,67,,,
274,06/12/24 09:00:00,0.0,0.0,309,1.3,3.4,122,0.7,2.0,129,,,,2.0,5.7,299,0.3,1.3,152,0.0,0.0,67,,,
275,06/12/24 10:00:00,0.0,0.0,295,1.7,4.0,124,0.3,1.7,139,,,,1.7,4.7,296,0.3,1.3,168,1.0,5.0,62,,,
276,06/12/24 11:00:00,0.0,0.0,286,2.3,4.0,126,0.3,1.7,129,,,,1.7,5.0,296,0.3,1.7,206,1.7,5.7,52,,,
277,06/12/24 12:00:00,0.0,0.0,316,1.7,3.7,126,0.3,1.3,139,,,,1.7,4.4,298,0.3,1.7,198,2.7,5.7,55,,,
278,06/12/24 13:00:00,0.0,0.0,324,1.3,2.7,125,0.3,1.7,135,,,,1.7,5.0,298,0.3,1.7,192,0.0,0.0,62,,,
279,06/12/24 14:00:00,0.0,0.0,337,1.3,3.7,125,0.3,1.7,132,,,,1.7,5.0,299,0.3,1.7,178,0.0,0.0,70,,,
280,06/12/24 15:00:00,0.0,0.0,338,1.3,3.4,124,0.3,2.0,138,,,,2.0,4.7,299,0.3,1.7,177,0.0,0.0,77,,,
281,06/12/24 16:00:00,0.0,0.0,343,1.0,3.7,121,0.7,2.0,128,,,,2.0,5.0,300,0.3,2.0,122,0.0,0.0,81,,,
282,06/12/24 17:00:00,0.0,0.0,345,0.7,2.7,117,0.7,2.0,119,,,,2.0,4.7,305,0.3,1.7,107,0.0,0.0,90,,,
283,06/12/24 18:00:00,0.0,0.0,348,1.0,2.7,119,0.7,2.0,122,,,,2.3,5.0,302,0.3,2.0,110,0.0,0.0,81,,,
284,06/12/24 19:00:00,0.0,0.0,350,1.0,3.0,119,0.7,2.0,125,,,,2.7,5.7,305,0.3,2.3,112,0.0,0.0,86,,,
285,06/12/24 20:00:00,0.0,0.0,352,1.0,3.0,119,0.7,2.3,128,,,,2.7,5.7,303,0.3,2.3,110,0.0,0.0,86,,,
286,06/12/24 21:00:00,0.0,0.0,351,1.3,3.4,118,0.7,2.0,131,,,,2.7,6.0,302,0.3,2.0,129,0.0,6.0,84,,,
287,06/12/24 22:00:00,0.0,0.0,350,1.7,3.7,122,0.7,2.0,129,,,,2.7,6.4,303,0.3,2.7,149,0.0,0.0,79,,,
288,06/12/24 23:00:00,0.0,0.0,348,1.7,4.0,122,0.7,2.7,139,,,,2.3,5.7,302,0.3,2.0,140,0.0,4.7,77,,,
289,06/13/24 00:00:00,0.0,0.0,347,1.7,3.4,119,0.7,2.3,136,,,,2.3,5.4,303,0.3,2.3,157,0.0,5.0,77,,,
290,06/13/24 01:00:00,0.0,0.0,344,1.7,3.7,122,0.7,2.0,135,,,,2.3,5.7,303,0.3,1.7,145,0.0,0.0,80,,,
291,06/13/24 02:00:00,0.0,0.0,343,1.3,3.0,121,0.7,2.0,131,,,,2.3,5.4,309,0.3,2.0,153,0.0,0.0,77,,,
292,06/13/24 03:00:00,0.0,0.0,345,1.3,3.0,121,0.7,1.7,135,,,,2.0,5.7,307,0.3,1.7,160,0.0,0.0,74,,,
293,06/13/24 04:00:00,0.0,0.0,348,1.3,3.7,122,0.7,1.7,131,,,,1.7,5.0,307,0.3,1.7,190,0.0,0.0,70,,,
294,06/13/24 05:00:00,0.0,0.0,350,1.3,3.0,121,0.7,1.7,132,,,,2.0,5.0,307,0.3,1.7,177,0.0,2.3,77,,,
295,06/13/24 06:00:00,0.0,0.0,352,1.0,2.7,122,0.7,1.7,132,,,,1.7,4.7,307,0.3,1.7,164,0.0,0.0,74,,,
296,06/13/24 07:00:00,0.0,0.0,354,1.0,2.7,122,0.3,1.7,135,,,,1.7,4.7,310,0.3,1.3,163,0.0,0.0,70,,,
297,06/13/24 08:00:00,0.0,0.0,354,1.0,2.3,122,0.3,1.7,136,,,,1.7,4.0,312,0.3,1.3,149,0.0,0.0,73,,,
298,06/13/24 09:00:00,0.0,0.0,354,1.0,2.7,121,0.3,1.7,136,,,,1.7,4.0,310,0.3,1.3,142,0.0,0.0,72,,,
299,06/13/24 10:00:00,0.0,0.0,354,1.0,2.3,121,0.3,1.3,136,,,,1.7,4.0,310,0.3,1.3,164,0.0,0.0,70,,,
300,06/13/24 11:00:00,0.0,0.0,354,1.0,2.3,118,0.3,1.7,125,,,,2.0,4.4,307,0.3,1.3,142,0.0,4.0,76,,,
301,06/13/24 12:00:00,0.0,0.0,355,1.0,2.3,117,0.7,2.0,129,,,,1.7,4.7,310,0.3,1.3,202,0.0,0.0,73,,,
302,06/13/24 13:00:00,0.0,0.0,357,0.3,2.0,121,0.3,2.0,119,,,,2.3,5.4,310,0.3,1.7,94,0.0,0.0,83,,,
303,06/13/24 14:00:00,0.0,0.0,355,0.7,2.0,117,0.3,1.3,119,,,,2.0,4.0,310,0.3,1.3,117,0.0,3.7,76,,,
304,06/13/24 15:00:00,0.0,0.0,355,0.7,2.7,117,0.3,2.0,117,,,,2.0,4.7,310,0.3,1.7,114,0.0,2.7,76,,,
305,06/13/24 16:00:00,0.0,0.0,355,1.0,2.7,114,0.7,2.0,119,,,,2.3,5.0,309,0.3,2.0,115,0.0,0.3,76,,,
306,06/13/24 17:00:00,0.0,0.0,355,1.0,2.3,114,0.7,2.0,126,,,,2.7,5.4,309,0.3,2.7,110,0.7,6.7,76,,,
307,06/13/24 18:00:00,0.0,0.0,357,1.0,2.7,117,0.7,2.0,126,,,,2.7,6.4,303,0.3,1.7,115,1.3,7.0,73,,,
308,06/13/24 19:00:00,0.0,0.0,357,0.7,2.3,126,0.7,2.7,122,,,,2.7,5.7,313,0.3,2.0,110,0.0,0.0,74,,,
309,06/13/24 20:00:00,0.0,0.0,357,0.7,2.3,119,0.7,2.3,124,,,,2.7,5.4,309,0.3,2.0,114,0.0,6.4,76,,,
310,06/13/24 21:00:00,0.0,0.0,354,1.0,2.7,114,0.7,2.3,125,,,,3.0,5.7,305,0.3,2.3,110,1.0,6.7,79,,,
311,06/13/24 22:00:00,0.0,0.0,352,0.7,2.3,124,0.7,2.0,129,,,,3.0,7.0,306,0.7,3.0,107,0.0,0.0,81,,,
312,06/13/24 23:00:00,0.0,0.0,351,0.7,2.3,118,0.7,2.0,125,,,,2.7,6.4,302,0.3,2.0,112,0.0,6.0,90,,,
313,06/14/24 00:00:00,0.0,0.0,351,0.7,2.7,118,0.7,2.0,126,,,,2.7,5.4,306,0.3,1.7,114,0.0,4.4,84,,,
314,06/14/24 01:00:00,0.0,0.0,350,1.0,2.7,117,0.7,2.0,126,,,,3.0,6.0,310,0.3,2.0,122,0.0,5.0,87,,,
315,06/14/24 02:00:00,0.0,0.0,350,1.0,2.7,115,0.7,2.3,135,,,,3.0,6.0,313,0.7,2.0,118,0.0,0.0,91,,,
316,06/14/24 03:00:00,0.0,0.0,350,0.7,2.7,122,0.7,2.0,131,,,,2.7,5.7,310,0.7,2.7,112,0.0,4.7,91,,,
317,06/14/24 04:00:00,0.0,0.0,351,0.7,2.0,118,0.3,1.7,119,,,,2.7,5.7,309,0.3,2.0,117,0.0,0.0,88,,,
318,06/14/24 05:00:00,0.0,0.0,352,0.3,2.3,122,0.3,1.7,124,,,,2.7,5.7,309,0.3,2.3,112,0.0,5.0,88,,,
319,06/14/24 06:00:00,0.0,0.0,355,0.3,2.0,119,0.3,1.7,121,,,,1.7,4.7,309,0.3,1.7,115,0.3,5.4,87,,,
320,06/14/24 07:00:00,0.0,0.0,357,0.7,2.0,117,0.3,2.0,121,,,,2.0,4.7,307,0.3,2.0,114,0.0,5.0,86,,,
321,06/14/24 08:00:00,0.0,0.0,357,0.3,1.7,119,0.3,1.7,118,,,,2.0,4.4,312,0.3,1.7,117,0.7,5.4,81,,,
322,06/14/24 09:00:00,0.0,0.0,357,0.3,1.7,117,0.3,1.7,114,,,,2.0,4.4,312,0.3,1.7,114,2.0,5.4,84,,,
