Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401800:21187245-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401800:21397542-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398659-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398660-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398661-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398668-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6_BEO","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH"
12889,08/19/23 04:05:00,,,,,4.14,,,,,,,,,,5.19,4.947,4.44
12890,08/19/23 04:10:00,,,,,4.29,,,,,,,,,,5.00,5.161,4.46
12891,08/19/23 04:15:00,,,,,4.20,,,,,,,,,,4.59,5.226,4.27
12892,08/19/23 04:20:00,,,,,3.90,,,,,,,,,,4.12,4.797,4.01
12893,08/19/23 04:25:00,,,,,3.97,,,,,,,,,,3.92,4.711,3.88
12894,08/19/23 04:30:00,,,,,3.82,,,,,,,,,,3.71,4.754,3.75
12895,08/19/23 04:35:00,,,,,3.79,,,,,,,,,,3.62,4.754,3.69
12896,08/19/23 04:40:00,,,,,3.75,,,,,,,,,,3.52,4.732,3.58
12897,08/19/23 04:45:00,,,,,3.69,,,,,,,,,,3.67,4.732,3.56
12898,08/19/23 04:50:00,,,,,3.73,,,,,,,,,,3.58,4.754,3.56
12899,08/19/23 04:55:00,,,,,3.75,,,,,,,,,,3.62,4.775,3.58
12900,08/19/23 05:00:00,,,,,3.69,,,,,,,,,,3.56,4.968,3.56
12901,08/19/23 05:05:00,,,,,3.71,,,,,,,,,,3.62,5.140,3.58
12902,08/19/23 05:10:00,,,,,3.73,,,,,,,,,,3.43,5.054,3.39
12903,08/19/23 05:15:00,,,,,3.77,,,,,,,,,,3.54,4.968,3.52
12904,08/19/23 05:20:00,,,,,3.86,,,,,,,,,,3.45,4.668,3.52
12905,08/19/23 05:25:00,,,,,3.73,,,,,,,,,,3.54,4.539,3.45
12906,08/19/23 05:30:00,,,,,3.75,,,,,,,,,,3.45,4.410,3.52
12907,08/19/23 05:35:00,,,,,3.77,,,,,,,,,,3.45,4.389,3.47
12908,08/19/23 05:40:00,,,,,3.79,,,,,,,,,,3.39,4.346,3.45
12909,08/19/23 05:45:00,,,,,3.75,,,,,,,,,,3.49,4.282,3.43
12910,08/19/23 05:50:00,,,,,3.75,,,,,,,,,,3.43,4.325,3.45
12911,08/19/23 05:55:00,,,,,3.71,,,,,,,,,,3.43,4.282,3.58
12912,08/19/23 06:00:00,,,,,3.79,,,,,,,,,,3.54,4.325,3.49
12913,08/19/23 06:05:00,,,,,3.79,,,,,,,,,,3.52,4.325,3.49
12914,08/19/23 06:10:00,,,,,3.86,,,,,,,,,,3.62,4.153,3.54
12915,08/19/23 06:15:00,,,,,3.92,,,,,,,,,,3.49,4.175,3.52
12916,08/19/23 06:20:00,,,,,3.94,,,,,,,,,,3.56,4.175,3.54
12917,08/19/23 06:25:00,,,,,3.88,,,,,,,,,,3.52,4.132,3.58
12918,08/19/23 06:30:00,,,,,3.88,,,,,,,,,,3.49,4.089,3.54
12919,08/19/23 06:35:00,,,,,3.86,,,,,,,,,,3.52,3.982,3.56
12920,08/19/23 06:40:00,,,,,3.97,,,,,,,,,,3.54,3.982,3.58
12921,08/19/23 06:45:00,,,,,4.09,,,,,,,,,,3.52,3.853,3.56
12922,08/19/23 06:50:00,,,,,4.07,,,,,,,,,,3.56,3.789,3.49
12923,08/19/23 06:55:00,,,,,4.01,,,,,,,,,,3.54,3.767,3.47
12924,08/19/23 07:00:00,,,,,4.03,,,,,,,,,,3.60,3.767,3.49
12925,08/19/23 07:05:00,,,,,3.99,,,,,,,,,,3.60,3.767,3.49
12926,08/19/23 07:10:00,,,,,4.01,,,,,,,,,,3.47,3.789,3.45
12927,08/19/23 07:15:00,,,,,4.01,,,,,,,,,,3.45,3.724,3.45
12928,08/19/23 07:20:00,,,,,4.03,,,,,,,,,,3.47,3.724,3.45
12929,08/19/23 07:25:00,,,,,4.07,,,,,,,,,,3.36,3.853,3.45
12930,08/19/23 07:30:00,,,,,4.01,,,,,,,,,,3.45,3.789,3.43
12931,08/19/23 07:35:00,,,,,4.05,,,,,,,,,,3.49,3.917,3.47
12932,08/19/23 07:40:00,,,,,4.05,,,,,,,,,,3.47,3.874,3.52
12933,08/19/23 07:45:00,,,,,4.03,,,,,,,,,,3.56,3.917,3.54
12934,08/19/23 07:50:00,,,,,4.01,,,,,,,,,,3.43,3.831,3.45
12935,08/19/23 07:55:00,,,,,4.01,,,,,,,,,,3.49,3.853,3.39
12936,08/19/23 08:00:00,,,,,4.03,,,,,,,,,,3.54,3.853,3.39
12937,08/19/23 08:05:00,,,,,4.05,,,,,,,,,,3.58,3.874,3.47
12938,08/19/23 08:10:00,,,,,4.05,,,,,,,,,,3.54,3.810,3.52
12939,08/19/23 08:15:00,,,,,3.99,,,,,,,,,,3.56,3.789,3.56
12940,08/19/23 08:20:00,,,,,3.88,,,,,,,,,,3.69,3.724,3.56
12941,08/19/23 08:25:00,,,,,3.90,,,,,,,,,,3.79,3.767,3.54
12942,08/19/23 08:30:00,,,,,3.94,,,,,,,,,,3.82,3.789,3.56
12943,08/19/23 08:35:00,,,,,3.92,,,,,,,,,,3.82,3.789,3.58
12944,08/19/23 08:40:00,,,,,3.94,,,,,,,,,,3.86,3.789,3.58
12945,08/19/23 08:45:00,,,,,3.97,,,,,,,,,,3.82,3.810,3.58
12946,08/19/23 08:50:00,,,,,3.94,,,,,,,,,,3.79,3.810,3.62
12947,08/19/23 08:55:00,,,,,3.90,,,,,,,,,,3.75,3.789,3.58
12948,08/19/23 09:00:00,,,,,3.94,,,,,,,,,,3.75,3.810,3.60
12949,08/19/23 09:05:00,,,,,3.97,,,,,,,,,,3.64,3.831,3.54
12950,08/19/23 09:10:00,,,,,4.01,,,,,,,,,,3.71,3.810,3.58
12951,08/19/23 09:15:00,,,,,4.07,,,,,,,,,,3.69,3.853,3.60
12952,08/19/23 09:20:00,,,,,4.27,,,,,,,,,,3.94,4.089,3.84
12953,08/19/23 09:25:00,,,,,4.44,,,,,,,,,,4.14,4.410,4.03
12954,08/19/23 09:30:00,,,,,4.74,,,,,,,,,,4.78,4.754,5.12
12955,08/19/23 09:35:00,,,,,5.23,,,,,,,,,,5.08,5.183,5.45
12956,08/19/23 09:40:00,,,,,5.27,,,,,,,,,,4.97,5.204,5.53
12957,08/19/23 09:45:00,,,,,5.27,,,,,,,,,,4.97,5.226,5.57
12958,08/19/23 09:50:00,,,,,5.30,,,,,,,,,,5.02,5.311,5.57
12959,08/19/23 09:55:00,,,,,5.36,,,,,,,,,,5.02,5.333,5.68
12960,08/19/23 10:00:00,,,,,5.34,,,,,,,,,,5.10,5.397,5.66
12961,08/19/23 10:05:00,,,,,5.36,,,,,,,,,,5.06,5.440,5.60
12962,08/19/23 10:10:00,,,,,5.38,,,,,,,,,,5.08,5.397,5.60
12963,08/19/23 10:15:00,,,,,5.36,,,,,,,,,,5.02,5.397,5.64
12964,08/19/23 10:20:00,,,,,5.34,,,,,,,,,,5.00,5.376,5.60
12965,08/19/23 10:25:00,,,,,5.32,,,,,,,,,,4.95,5.354,5.53
12966,08/19/23 10:30:00,,,,,5.32,,,,,,,,,,4.95,5.333,5.55
12967,08/19/23 10:35:00,,,,,5.34,,,,,,,,,,5.06,5.397,5.53
12968,08/19/23 10:40:00,,,,,5.40,,,,,,,,,,5.02,5.419,5.45
12969,08/19/23 10:45:00,,,,,5.45,,,,,,,,,,4.97,5.461,5.53
12970,08/19/23 10:50:00,,,,,5.36,,,,,,,,,,4.91,5.461,5.51
12971,08/19/23 10:55:00,,,,,5.40,,,,,,,,,,4.95,5.440,5.42
12972,08/19/23 11:00:00,,,,,5.36,,,,,,,,,,4.95,5.419,5.51
12973,08/19/23 11:05:00,,,,,5.34,,,,,,,,,,4.93,5.419,5.38
12974,08/19/23 11:10:00,,,,,5.34,,,,,,,,,,4.93,5.397,5.38
12975,08/19/23 11:15:00,,,,,5.34,,,,,,,,,,4.95,5.376,5.42
12976,08/19/23 11:20:00,,,,,5.34,,,,,,,,,,4.95,5.419,5.38
12977,08/19/23 11:25:00,,,,,5.30,,,,,,,,,,4.95,5.419,5.38
12978,08/19/23 11:30:00,,,,,5.32,,,,,,,,,,5.00,5.440,5.40
12979,08/19/23 11:35:00,,,,,5.34,,,,,,,,,,4.95,5.419,5.38
12980,08/19/23 11:40:00,,,,,5.34,,,,,,,,,,5.00,5.440,5.36
12981,08/19/23 11:45:00,,,,,5.34,,,,,,,,,,5.00,5.397,5.38
12982,08/19/23 11:50:00,,,,,5.36,,,,,,,,,,5.10,5.440,5.42
12983,08/19/23 11:55:00,,,,,5.42,,,,,,,,,,5.06,5.461,5.38
12984,08/19/23 12:00:00,,,,,5.45,,,,,,,,,,5.04,5.440,5.49
12985,08/19/23 12:05:00,,,,,5.42,,,,,,,,,,5.02,5.333,5.45
12986,08/19/23 12:10:00,,,,,5.45,,,,,,,,,,5.15,5.419,5.62
12987,08/19/23 12:15:00,,,,,5.53,,,,,,,,,,5.17,5.461,5.51
12988,08/19/23 12:20:00,,,,,5.49,,,,,,,,,,5.15,5.483,5.60
12989,08/19/23 12:25:00,,,,,5.55,,,,,,,,,,5.06,5.483,5.49
12990,08/19/23 12:30:00,,,,,5.51,,,,,,,,,,5.00,5.419,5.51
12991,08/19/23 12:35:00,,,,,5.51,,,,,,,,,,5.02,5.440,5.40
12992,08/19/23 12:40:00,,,,,5.47,,,,,,,,,,5.00,5.376,5.42
12993,08/19/23 12:45:00,,,,,5.36,,,,,,,,,,4.91,5.311,5.36
12994,08/19/23 12:50:00,,,,,5.30,,,,,,,,,,4.82,5.268,5.30
12995,08/19/23 12:55:00,,,,,5.21,,,,,,,,,,4.76,5.247,5.34
12996,08/19/23 13:00:00,,,,,5.19,,,,,,,,,,4.72,5.268,5.34
12997,08/19/23 13:05:00,,,,,5.17,,,,,,,,,,4.67,5.226,5.27
12998,08/19/23 13:10:00,,,,,5.17,,,,,,,,,,4.63,5.204,5.30
12999,08/19/23 13:15:00,,,,,5.17,,,,,,,,,,4.65,5.226,5.30
13000,08/19/23 13:20:00,,,,,5.17,,,,,,,,,,4.65,5.268,5.19
13001,08/19/23 13:25:00,,,,,5.10,,,,,,,,,,4.57,5.226,5.15
13002,08/19/23 13:30:00,,,,,5.02,,,,,,,,,,4.54,5.290,5.04
13003,08/19/23 13:35:00,,,,,5.06,,,,,,,,,,4.61,5.268,5.04
13004,08/19/23 13:40:00,,,,,5.06,,,,,,,,,,4.63,5.354,5.00
13005,08/19/23 13:45:00,,,,,5.00,,,,,,,,,,4.57,5.354,5.00
13006,08/19/23 13:50:00,,,,,5.00,,,,,,,,,,4.59,5.354,5.06
13007,08/19/23 13:55:00,,,,,5.06,,,,,,,,,,4.69,5.483,5.19
13008,08/19/23 14:00:00,,,,,5.10,,,,,,,,,,4.69,5.526,5.15
13009,08/19/23 14:05:00,,,,,4.61,,,,,,,,,,4.22,5.268,4.57
13010,08/19/23 14:10:00,,,,,4.37,,,,,,,,,,4.14,5.032,4.44
13011,08/19/23 14:15:00,,,,,4.35,,,,,,,,,,4.16,4.797,4.39
13012,08/19/23 14:20:00,,,,,4.29,,,,,,,,,,4.24,4.689,4.37
13013,08/19/23 14:25:00,,,,,4.27,,,,,,,,,,4.22,4.561,4.33
13014,08/19/23 14:30:00,,,,,4.24,,,,,,,,,,4.16,4.732,4.33
13015,08/19/23 14:35:00,,,,,4.22,,,,,,,,,,4.14,4.539,4.33
13016,08/19/23 14:40:00,,,,,4.20,,,,,,,,,,4.14,4.453,4.27
13017,08/19/23 14:45:00,,,,,4.16,,,,,,,,,,4.09,4.496,4.27
13018,08/19/23 14:50:00,,,,,4.09,,,,,,,,,,4.01,4.410,4.22
13019,08/19/23 14:55:00,,,,,4.05,,,,,,,,,,4.03,4.582,4.18
13020,08/19/23 15:00:00,,,,,4.05,,,,,,,,,,4.12,4.539,4.18
13021,08/19/23 15:05:00,,,,,4.05,,,,,,,,,,4.20,4.518,4.22
13022,08/19/23 15:10:00,,,,,4.12,,,,,,,,,,4.33,4.453,4.20
13023,08/19/23 15:15:00,,,,,4.24,,,,,,,,,,4.24,4.582,4.24
13024,08/19/23 15:20:00,,,,,4.29,,,,,,,,,,4.29,4.775,4.24
13025,08/19/23 15:25:00,,,,,4.24,,,,,,,,,,4.09,4.797,4.27
13026,08/19/23 15:30:00,,,,,4.33,,,,,,,,,,4.27,4.904,4.22
13027,08/19/23 15:35:00,,,,,4.35,,,,,,,,,,4.42,5.311,4.35
13028,08/19/23 15:40:00,,,,,4.37,,,,,,,,,,4.42,5.011,4.42
13029,08/19/23 15:45:00,,,,,4.33,,,,,,,,,,4.24,5.054,4.42
13030,08/19/23 15:50:00,,,,,4.46,,,,,,,,,,4.35,5.054,4.48
13031,08/19/23 15:55:00,,,,,4.42,,,,,,,,,,4.24,5.483,4.42
13032,08/19/23 16:00:00,,,,,4.37,,,,,,,,,,4.27,5.333,4.35
13033,08/19/23 16:05:00,,,,,4.37,,,,,,,,,,4.27,5.376,4.39
13034,08/19/23 16:10:00,,,,,4.39,,,,,,,,,,4.24,5.247,4.44
13035,08/19/23 16:15:00,,,,,4.39,,,,,,,,,,4.27,5.354,4.39
13036,08/19/23 16:20:00,,,,,4.35,,,,,,,,,,4.35,5.547,4.37
13037,08/19/23 16:25:00,,,,,4.37,,,,,,,,,,4.22,5.526,4.42
13038,08/19/23 16:30:00,,,,,4.37,,,,,,,,,,4.29,5.569,4.44
13039,08/19/23 16:35:00,,,,,4.46,,,,,,,,,,4.54,5.504,4.54
13040,08/19/23 16:40:00,,,,,4.46,,,,,,,,,,4.65,5.526,4.59
13041,08/19/23 16:45:00,,,,,4.54,,,,,,,,,,4.69,5.333,4.61
13042,08/19/23 16:50:00,,,,,4.57,,,,,,,,,,4.80,5.397,4.67
13043,08/19/23 16:55:00,,,,,4.59,,,,,,,,,,4.87,5.376,4.65
13044,08/19/23 17:00:00,,,,,4.63,,,,,,,,,,5.21,5.569,4.93
13045,08/19/23 17:05:00,,,,,4.74,,,,,,,,,,5.34,5.805,5.02
13046,08/19/23 17:10:00,,,,,4.72,,,,,,,,,,5.32,5.676,4.91
13047,08/19/23 17:15:00,,,,,4.80,,,,,,,,,,5.60,5.740,5.12
13048,08/19/23 17:20:00,,,,,5.02,,,,,,,,,,5.49,5.869,5.25
13049,08/19/23 17:25:00,,,,,4.78,,,,,,,,,,4.93,5.590,5.08
13050,08/19/23 17:30:00,,,,,4.65,,,,,,,,,,4.61,5.483,4.76
13051,08/19/23 17:35:00,,,,,4.67,,,,,,,,,,4.97,5.783,4.87
13052,08/19/23 17:40:00,,,,,4.76,,,,,,,,,,5.30,6.169,5.38
13053,08/19/23 17:45:00,,,,,4.80,,,,,,,,,,5.72,7.113,6.11
13054,08/19/23 17:50:00,,,,,4.93,,,,,,,,,,5.72,7.263,5.96
13055,08/19/23 17:55:00,,,,,5.06,,,,,,,,,,5.36,7.928,5.92
13056,08/19/23 18:00:00,,,,,4.87,,,,,,,,,,5.72,7.799,6.20
13057,08/19/23 18:05:00,,,,,4.95,,,,,,,,,,6.35,8.314,6.17
13058,08/19/23 18:10:00,,,,,4.84,,,,,,,,,,4.87,7.177,5.19
13059,08/19/23 18:15:00,,,,,4.78,,,,,,,,,,4.72,6.384,4.97
13060,08/19/23 18:20:00,,,,,4.67,,,,,,,,,,4.72,6.126,4.84
13061,08/19/23 18:25:00,,,,,4.84,,,,,,,,,,4.67,6.041,4.95
13062,08/19/23 18:30:00,,,,,4.69,,,,,,,,,,4.50,6.019,4.89
13063,08/19/23 18:35:00,,,,,4.74,,,,,,,,,,4.39,5.912,4.80
13064,08/19/23 18:40:00,,,,,4.72,,,,,,,,,,4.59,5.783,4.89
13065,08/19/23 18:45:00,,,,,4.78,,,,,,,,,,5.49,6.555,5.83
13066,08/19/23 18:50:00,,,,,4.95,,,,,,,,,,4.95,7.263,5.57
13067,08/19/23 18:55:00,,,,,4.84,,,,,,,,,,4.67,6.384,5.02
13068,08/19/23 19:00:00,,,,,4.82,,,,,,,,,,4.65,6.212,4.95
13069,08/19/23 19:05:00,,,,,4.87,,,,,,,,,,4.61,5.826,5.02
13070,08/19/23 19:10:00,,,,,4.87,,,,,,,,,,4.69,5.697,5.08
13071,08/19/23 19:15:00,,,,,4.74,,,,,,,,,,4.54,5.504,4.91
13072,08/19/23 19:20:00,,,,,4.57,,,,,,,,,,4.33,5.247,4.84
13073,08/19/23 19:25:00,,,,,4.42,,,,,,,,,,4.80,5.118,4.80
13074,08/19/23 19:30:00,,,,,4.29,,,,,,,,,,4.46,5.183,4.65
13075,08/19/23 19:35:00,,,,,4.27,,,,,,,,,,4.65,5.226,4.74
13076,08/19/23 19:40:00,,,,,4.27,,,,,,,,,,5.25,5.762,5.10
13077,08/19/23 19:45:00,,,,,4.37,,,,,,,,,,4.82,5.526,4.67
13078,08/19/23 19:50:00,,,,,3.62,,,,,,,,,,4.01,5.011,3.73
13079,08/19/23 19:55:00,,,,,3.36,,,,,,,,,,4.14,4.646,3.62
13080,08/19/23 20:00:00,,,,,3.30,,,,,,,,,,3.92,4.604,3.45
13081,08/19/23 20:05:00,,,,,3.26,,,,,,,,,,4.48,4.818,3.64
13082,08/19/23 20:10:00,,,,,3.43,,,,,,,,,,4.44,5.440,3.67
13083,08/19/23 20:15:00,,,,,3.13,,,,,,,,,,3.73,4.882,3.30
13084,08/19/23 20:20:00,,,,,3.13,,,,,,,,,,4.05,4.904,3.47
13085,08/19/23 20:25:00,,,,,3.06,,,,,,,,,,4.52,4.668,3.52
13086,08/19/23 20:30:00,,,,,3.09,,,,,,,,,,4.16,4.925,3.82
13087,08/19/23 20:35:00,,,,,3.21,,,,,,,,,,5.79,5.461,3.90
13088,08/19/23 20:40:00,,,,,3.19,,,,,,,,,,4.63,5.461,3.67
13089,08/19/23 20:45:00,,,,,3.28,,,,,,,,,,5.68,5.826,3.97
13090,08/19/23 20:50:00,,,,,3.43,,,,,,,,,,6.90,6.083,4.37
13091,08/19/23 20:55:00,,,,,3.43,,,,,,,,,,6.99,6.212,4.37
13092,08/19/23 21:00:00,,,,,3.36,,,,,,,,,,5.32,5.676,3.94
13093,08/19/23 21:05:00,,,,,3.45,,,,,,,,,,5.53,5.955,4.03
13094,08/19/23 21:10:00,,,,,3.34,,,,,,,,,,7.23,6.083,4.20
13095,08/19/23 21:15:00,,,,,3.47,,,,,,,,,,7.46,6.255,4.09
13096,08/19/23 21:20:00,,,,,3.52,,,,,,,,,,7.91,6.191,4.57
13097,08/19/23 21:25:00,,,,,3.49,,,,,,,,,,7.23,6.169,4.39
13098,08/19/23 21:30:00,,,,,3.43,,,,,,,,,,7.44,5.933,4.54
13099,08/19/23 21:35:00,,,,,3.77,,,,,,,,,,7.85,6.234,4.63
13100,08/19/23 21:40:00,,,,,3.75,,,,,,,,,,8.36,6.427,4.84
13101,08/19/23 21:45:00,,,,,3.86,,,,,,,,,,8.04,6.341,4.65
13102,08/19/23 21:50:00,,,,,3.97,,,,,,,,,,7.70,6.083,4.54
13103,08/19/23 21:55:00,,,,,4.09,,,,,,,,,,8.11,6.148,4.63
13104,08/19/23 22:00:00,,,,,4.03,,,,,,,,,,8.04,6.169,4.59
13105,08/19/23 22:05:00,,,,,4.14,,,,,,,,,,8.41,6.298,4.89
13106,08/19/23 22:10:00,,,,,4.03,,,,,,,,,,8.19,6.126,4.78
13107,08/19/23 22:15:00,,,,,4.24,,,,,,,,,,8.47,5.998,4.80
13108,08/19/23 22:20:00,,,,,4.31,,,,,,,,,,8.49,5.783,4.76
13109,08/19/23 22:25:00,,,,,4.31,,,,,,,,,,8.86,5.483,5.02
13110,08/19/23 22:30:00,,,,,4.16,,,,,,,,,,8.83,5.440,4.82
13111,08/19/23 22:35:00,,,,,4.33,,,,,,,,,,8.53,5.226,4.44
13112,08/19/23 22:40:00,,,,,4.18,,,,,,,,,,8.83,5.247,4.76
13113,08/19/23 22:45:00,,,,,4.27,,,,,,,,,,8.47,5.290,4.61
13114,08/19/23 22:50:00,,,,,4.14,,,,,,,,,,8.66,4.947,4.65
13115,08/19/23 22:55:00,,,,,4.14,,,,,,,,,,8.34,4.968,4.67
13116,08/19/23 23:00:00,,,,,4.31,,,,,,,,,,8.75,5.032,4.65
13117,08/19/23 23:05:00,,,,,4.22,,,,,,,,,,8.60,5.097,4.69
13118,08/19/23 23:10:00,,,,,4.12,,,,,,,,,,9.48,5.075,4.72
13119,08/19/23 23:15:00,,,,,4.27,,,,,,,,,,9.48,5.032,4.87
13120,08/19/23 23:20:00,,,,,4.29,,,,,,,,,,9.71,5.075,4.76
13121,08/19/23 23:25:00,,,,,3.92,,,,,,,,,,7.14,4.947,4.52
13122,08/19/23 23:30:00,,,,,4.03,,,,,,,,,,6.78,5.011,4.39
13123,08/19/23 23:35:00,,,,,4.18,,,,,,,,,,7.85,5.140,4.63
13124,08/19/23 23:40:00,,,,,3.97,,,,,,,,,,7.61,5.097,4.61
13125,08/19/23 23:45:00,,,,,3.90,,,,,,,,,,6.28,5.268,4.35
13126,08/19/23 23:50:00,,,,,3.67,,,,,,,,,,5.70,5.011,4.27
13127,08/19/23 23:55:00,,,,,3.84,,,,,,,,,,6.15,4.947,4.27
13128,08/20/23 00:00:00,,,,,4.09,,,,,,,,,,7.91,4.925,4.61
13129,08/20/23 00:05:00,,,,,4.07,,,,,,,,,,6.90,4.947,4.46
13130,08/20/23 00:10:00,,,,,3.77,,,,,,,,,,6.07,4.818,4.22
13131,08/20/23 00:15:00,,,,,3.75,,,,,,,,,,6.11,4.839,4.22
13132,08/20/23 00:20:00,,,,,3.82,,,,,,,,,,6.02,4.882,4.29
13133,08/20/23 00:25:00,,,,,3.99,,,,,,,,,,6.39,4.925,4.42
13134,08/20/23 00:30:00,,,,,3.92,,,,,,,,,,6.26,4.861,4.18
13135,08/20/23 00:35:00,,,,,4.07,,,,,,,,,,8.68,4.797,4.72
13136,08/20/23 00:40:00,,,,,4.69,,,,,,,,,,10.59,4.904,4.97
13137,08/20/23 00:45:00,,,,,4.61,,,,,,,,,,8.43,4.968,4.74
13138,08/20/23 00:50:00,,,,,4.31,,,,,,,,,,8.71,4.925,4.87
13139,08/20/23 00:55:00,,,,,4.46,,,,,,,,,,10.53,5.032,5.15
13140,08/20/23 01:00:00,,,,,4.57,,,,,,,,,,9.86,4.990,4.93
13141,08/20/23 01:05:00,,,,,4.84,,,,,,,,,,10.10,4.861,5.38
13142,08/20/23 01:10:00,,,,,4.69,,,,,,,,,,10.57,4.839,5.06
13143,08/20/23 01:15:00,,,,,4.87,,,,,,,,,,10.04,4.839,4.95
13144,08/20/23 01:20:00,,,,,3.97,,,,,,,,,,5.92,4.625,4.24
13145,08/20/23 01:25:00,,,,,3.92,,,,,,,,,,6.73,4.646,4.12
13146,08/20/23 01:30:00,,,,,4.05,,,,,,,,,,6.65,4.882,4.35
13147,08/20/23 01:35:00,,,,,4.12,,,,,,,,,,6.95,5.054,4.72
13148,08/20/23 01:40:00,,,,,4.09,,,,,,,,,,6.86,5.268,4.67
13149,08/20/23 01:45:00,,,,,4.20,,,,,,,,,,7.42,5.140,4.61
13150,08/20/23 01:50:00,,,,,4.33,,,,,,,,,,7.05,5.247,4.63
13151,08/20/23 01:55:00,,,,,4.54,,,,,,,,,,7.10,5.397,4.74
13152,08/20/23 02:00:00,,,,,4.61,,,,,,,,,,7.20,5.419,4.95
13153,08/20/23 02:05:00,,,,,4.72,,,,,,,,,,6.97,5.590,4.61
13154,08/20/23 02:10:00,,,,,4.93,,,,,,,,,,7.44,5.697,4.84
13155,08/20/23 02:15:00,,,,,4.95,,,,,,,,,,6.75,5.569,4.78
13156,08/20/23 02:20:00,,,,,5.06,,,,,,,,,,6.58,5.440,4.80
13157,08/20/23 02:25:00,,,,,5.42,,,,,,,,,,7.44,5.354,5.15
13158,08/20/23 02:30:00,,,,,5.85,,,,,,,,,,8.96,5.612,5.40
13159,08/20/23 02:35:00,,,,,6.41,,,,,,,,,,8.64,5.697,5.77
13160,08/20/23 02:40:00,,,,,6.60,,,,,,,,,,9.61,5.569,5.94
13161,08/20/23 02:45:00,,,,,6.15,,,,,,,,,,6.20,5.654,5.62
13162,08/20/23 02:50:00,,,,,5.68,,,,,,,,,,6.24,5.697,5.49
13163,08/20/23 02:55:00,,,,,6.13,,,,,,,,,,9.59,5.633,6.13
13164,08/20/23 03:00:00,,,,,6.22,,,,,,,,,,7.87,5.869,5.94
13165,08/20/23 03:05:00,,,,,6.35,,,,,,,,,,8.23,5.869,6.22
13166,08/20/23 03:10:00,,,,,7.12,,,,,,,,,,10.66,6.019,6.52
13167,08/20/23 03:15:00,,,,,7.59,,,,,,,,,,11.77,6.276,6.73
13168,08/20/23 03:20:00,,,,,7.55,,,,,,,,,,11.47,6.384,6.65
13169,08/20/23 03:25:00,,,,,7.55,,,,,,,,,,11.71,6.448,6.63
13170,08/20/23 03:30:00,,,,,7.40,,,,,,,,,,9.03,6.298,6.28
13171,08/20/23 03:35:00,,,,,6.45,,,,,,,,,,7.46,6.041,5.83
13172,08/20/23 03:40:00,,,,,6.95,,,,,,,,,,8.21,6.041,6.22
13173,08/20/23 03:45:00,,,,,6.86,,,,,,,,,,8.11,5.848,6.20
