Line#,Date,"Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1","Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4"
1610,12/17/22 18:05:00,,,,,128.830,-21.62,
1611,12/17/22 18:30:00,-21.41,-21.649,-21.60,-22.078,,,
1612,12/17/22 18:35:00,,,,,128.830,-21.47,
1613,12/17/22 19:00:00,-20.87,-21.091,-21.11,-21.499,,,
1614,12/17/22 19:05:00,,,,,128.830,-20.92,
1615,12/17/22 19:30:00,-20.55,-20.726,-20.70,-21.027,,,
1616,12/17/22 19:35:00,,,,,128.830,-20.57,
1617,12/17/22 20:00:00,-20.19,-20.383,-20.42,-20.791,,,
1618,12/17/22 20:05:00,,,,,128.830,-20.10,
1619,12/17/22 20:30:00,-20.02,-20.255,-20.23,-20.598,,,
1620,12/17/22 20:35:00,,,,,128.830,-20.08,
1621,12/17/22 21:00:00,-19.84,-20.062,-20.12,-20.448,,,
1622,12/17/22 21:05:00,,,,,128.830,-19.93,
1623,12/17/22 21:30:00,-19.89,-20.190,-20.14,-20.469,,,
1624,12/17/22 21:35:00,,,,,128.830,-19.93,
1625,12/17/22 22:00:00,-19.65,-19.954,-19.91,-20.233,,,
1626,12/17/22 22:05:00,,,,,128.830,-19.61,
1627,12/17/22 22:30:00,-19.48,-19.654,-19.65,-19.890,,,
1628,12/17/22 22:35:00,,,,,128.830,-19.33,
1629,12/17/22 23:00:00,-19.27,-19.440,-19.46,-19.697,,,
1630,12/17/22 23:05:00,,,,,128.830,-19.18,
1631,12/17/22 23:30:00,-19.05,-19.268,-19.33,-19.525,,,
1632,12/17/22 23:35:00,,,,,128.830,-19.05,
1633,12/18/22 00:00:00,-19.14,-19.375,-19.37,-19.697,,,
1634,12/18/22 00:05:00,,,,,128.830,-19.14,
1635,12/18/22 00:30:00,-19.37,-19.654,-19.61,-19.954,,,
1636,12/18/22 00:35:00,,,,,128.830,-19.50,
1637,12/18/22 01:00:00,-19.99,-20.340,-20.25,-21.348,,,
1638,12/18/22 01:05:00,,,,,128.830,-20.36,
1639,12/18/22 01:30:00,-20.59,-20.962,-20.83,-22.249,,,
1640,12/18/22 01:35:00,,,,,128.830,-20.98,
1641,12/18/22 02:00:00,-20.87,-21.327,-21.15,-22.657,,,
1642,12/18/22 02:05:00,,,,,128.830,-21.43,
1643,12/18/22 02:30:00,-21.26,-22.013,-21.62,-23.515,,,
1644,12/18/22 02:35:00,,,,,128.830,-22.74,
1645,12/18/22 03:00:00,-21.30,-21.949,-21.67,-22.785,,,
1646,12/18/22 03:05:00,,,,,128.830,-21.99,
1647,12/18/22 03:30:00,-21.52,-22.035,-21.92,-22.871,,,
1648,12/18/22 03:35:00,,,,,128.830,-22.01,
1649,12/18/22 04:00:00,-21.92,-22.356,-22.27,-23.493,,,
1650,12/18/22 04:05:00,,,,,128.830,-22.29,
1651,12/18/22 04:30:00,-22.25,-22.657,-22.63,-24.115,,,
1652,12/18/22 04:35:00,,,,,128.830,-22.72,
1653,12/18/22 05:00:00,-22.44,-23.257,-23.17,-24.780,,,
1654,12/18/22 05:05:00,,,,,128.830,-23.28,
1655,12/18/22 05:30:00,-23.30,-23.879,-23.45,-25.381,,,
1656,12/18/22 05:35:00,,,,,128.830,-23.92,
1657,12/18/22 06:00:00,-23.28,-23.794,-23.51,-25.681,,,
1658,12/18/22 06:05:00,,,,,128.830,-23.96,
1659,12/18/22 06:30:00,-23.28,-23.751,-23.81,-26.410,,,
1660,12/18/22 06:35:00,,,,,128.830,-23.73,
1661,12/18/22 07:00:00,-23.30,-23.665,-23.68,-25.509,,,
1662,12/18/22 07:05:00,,,,,128.830,-24.18,
1663,12/18/22 07:30:00,-23.02,-23.472,-23.40,-24.415,,,
1664,12/18/22 07:35:00,,,,,128.830,-23.08,
1665,12/18/22 08:00:00,-22.78,-23.150,-23.10,-23.536,,,
1666,12/18/22 08:05:00,,,,,128.830,-22.46,
1667,12/18/22 08:30:00,-22.72,-23.107,-22.98,-23.686,,,
1668,12/18/22 08:35:00,,,,,128.830,-22.85,
1669,12/18/22 09:00:00,-22.38,-22.914,-22.78,-23.965,,,
1670,12/18/22 09:05:00,,,,,128.830,-22.57,
1671,12/18/22 09:30:00,-21.73,-22.550,-22.38,-22.914,,,
1672,12/18/22 09:35:00,,,,,128.830,-22.12,
1673,12/18/22 10:00:00,-21.41,-22.228,-22.08,-22.550,,,
1674,12/18/22 10:05:00,,,,,128.830,-21.80,
1675,12/18/22 10:30:00,-21.32,-22.228,-22.12,-22.700,,,
1676,12/18/22 10:35:00,,,,,128.830,-22.27,
1677,12/18/22 11:00:00,-21.28,-22.485,-22.25,-23.665,,,
1678,12/18/22 11:05:00,,,,,128.830,-22.57,
1679,12/18/22 11:30:00,-22.14,-22.871,-22.63,-24.265,,,
1680,12/18/22 11:35:00,,,,,128.830,-22.70,
1681,12/18/22 12:00:00,-21.99,-23.000,-22.89,-24.909,,,
1682,12/18/22 12:05:00,,,,,128.830,-23.64,
1683,12/18/22 12:30:00,-22.65,-23.858,-23.43,-25.316,,,
1684,12/18/22 12:35:00,,,,,128.830,-23.92,
1685,12/18/22 13:00:00,-22.57,-23.708,-23.58,-24.866,,,
1686,12/18/22 13:05:00,,,,,128.830,-24.13,
1687,12/18/22 13:30:00,-22.31,-23.021,-23.13,-24.995,,,
1688,12/18/22 13:35:00,,,,,128.830,-24.22,
1689,12/18/22 14:00:00,-22.46,-23.043,-23.10,-23.965,,,
1690,12/18/22 14:05:00,,,,,128.830,-23.98,
1691,12/18/22 14:30:00,-22.46,-23.000,-23.02,-24.373,,,
1692,12/18/22 14:35:00,,,,,128.830,-23.60,
1693,12/18/22 15:00:00,-22.87,-23.493,-23.45,-24.587,,,
1694,12/18/22 15:05:00,,,,,128.830,-23.79,
1695,12/18/22 15:30:00,-22.91,-23.472,-23.49,-25.080,,,
1696,12/18/22 15:35:00,,,,,128.830,-24.11,
1697,12/18/22 16:00:00,-22.08,-22.678,-22.72,-25.188,,,
1698,12/18/22 16:05:00,,,,,128.830,-23.47,
1699,12/18/22 16:30:00,-22.01,-22.700,-22.61,-25.209,,,
1700,12/18/22 16:35:00,,,,,128.830,-23.21,
1701,12/18/22 17:00:00,-22.65,-23.343,-23.19,-25.810,,,
1702,12/18/22 17:05:00,,,,,128.830,-23.66,
1703,12/18/22 17:30:00,-22.72,-23.493,-23.49,-25.659,,,
1704,12/18/22 17:35:00,,,,,128.830,-24.05,
1705,12/18/22 18:00:00,-21.75,-22.078,-22.08,-25.874,,,
1706,12/18/22 18:05:00,,,,,128.830,-23.34,
1707,12/18/22 18:30:00,-21.02,-21.198,-21.30,-25.767,,,
1708,12/18/22 18:35:00,,,,,128.830,-22.53,
1709,12/18/22 19:00:00,-19.33,-19.375,-19.33,-25.617,,,
1710,12/18/22 19:05:00,,,,,128.830,-21.52,
1711,12/18/22 19:30:00,-18.04,-18.024,-18.04,-25.767,,,
1712,12/18/22 19:35:00,,,,,128.830,-18.69,
1713,12/18/22 20:00:00,-16.78,-16.501,-16.52,-25.745,,,
1714,12/18/22 20:05:00,,,,,128.830,-17.94,
1715,12/18/22 20:30:00,-16.35,-16.008,-15.75,-23.836,,,
1716,12/18/22 20:35:00,,,,,128.830,-18.21,
1717,12/18/22 21:00:00,-16.05,-15.986,-15.68,-22.635,,,
1718,12/18/22 21:05:00,,,,,128.830,-15.70,
1719,12/18/22 21:30:00,-15.02,-14.785,-14.76,-23.879,,,
1720,12/18/22 21:35:00,,,,,128.830,-15.62,
1721,12/18/22 22:00:00,-13.39,-14.614,-14.29,-21.820,,,
1722,12/18/22 22:05:00,,,,,128.830,-13.58,
1723,12/18/22 22:30:00,-12.14,-12.812,-12.44,-22.035,,,
1724,12/18/22 22:35:00,,,,,128.830,-12.32,
1725,12/18/22 23:00:00,-12.51,-13.520,-13.13,-21.713,,,
1726,12/18/22 23:05:00,,,,,128.830,-12.74,
1727,12/18/22 23:30:00,-13.02,-13.799,-13.26,-18.860,,,
1728,12/18/22 23:35:00,,,,,128.830,-13.17,
1729,12/19/22 00:00:00,-11.41,-12.469,-12.55,-18.732,,,
1730,12/19/22 00:05:00,,,,,128.830,-12.25,
1731,12/19/22 00:30:00,-11.09,-11.311,-11.39,-16.651,,,
1732,12/19/22 00:35:00,,,,,128.830,-11.33,
1733,12/19/22 01:00:00,-11.18,-11.354,-11.39,-15.021,,,
1734,12/19/22 01:05:00,,,,,128.830,-11.14,
1735,12/19/22 01:30:00,-11.20,-11.332,-11.39,-13.005,,,
1736,12/19/22 01:35:00,,,,,128.830,-11.54,
1737,12/19/22 02:00:00,-11.41,-11.525,-11.63,-12.448,,,
1738,12/19/22 02:05:00,,,,,128.830,-11.46,
1739,12/19/22 02:30:00,-11.78,-11.804,-11.93,-12.405,,,
1740,12/19/22 02:35:00,,,,,128.830,-11.91,
1741,12/19/22 03:00:00,-11.93,-11.911,-11.95,-12.619,,,
1742,12/19/22 03:05:00,,,,,128.830,-12.08,
1743,12/19/22 03:30:00,-12.32,-12.340,-12.36,-12.962,,,
1744,12/19/22 03:35:00,,,,,128.830,-12.44,
1745,12/19/22 04:00:00,-12.19,-12.383,-12.44,-13.048,,,
1746,12/19/22 04:05:00,,,,,128.830,-12.38,
1747,12/19/22 04:30:00,-11.67,-11.933,-12.08,-12.962,,,
1748,12/19/22 04:35:00,,,,,128.830,-12.10,
1749,12/19/22 05:00:00,-12.21,-12.340,-12.38,-14.421,,,
1750,12/19/22 05:05:00,,,,,128.830,-12.66,
1751,12/19/22 05:30:00,-12.51,-12.533,-12.64,-14.871,,,
1752,12/19/22 05:35:00,,,,,128.830,-12.85,
1753,12/19/22 06:00:00,-12.32,-12.598,-12.62,-15.000,,,
1754,12/19/22 06:05:00,,,,,128.830,-12.68,
1755,12/19/22 06:30:00,-12.01,-12.083,-12.08,-13.820,,,
1756,12/19/22 06:35:00,,,,,128.830,-12.10,
1757,12/19/22 07:00:00,-11.67,-11.804,-11.84,-12.834,,,
1758,12/19/22 07:05:00,,,,,128.830,-11.91,
1759,12/19/22 07:30:00,-11.78,-11.847,-11.91,-12.490,,,
1760,12/19/22 07:35:00,,,,,128.830,-11.91,
1761,12/19/22 08:00:00,-11.91,-11.911,-11.89,-12.448,,,
1762,12/19/22 08:05:00,,,,,128.830,-12.01,
1763,12/19/22 08:30:00,-12.40,-12.405,-12.42,-12.619,,,
1764,12/19/22 08:35:00,,,,,128.830,-12.51,
1765,12/19/22 09:00:00,-12.47,-12.490,-12.55,-13.112,,,
1766,12/19/22 09:05:00,,,,,128.830,-12.81,
1767,12/19/22 09:30:00,-12.77,-12.855,-12.85,-13.327,,,
1768,12/19/22 09:35:00,,,,,128.830,-12.79,
1769,12/19/22 10:00:00,-12.89,-12.834,-12.92,-13.541,,,
1770,12/19/22 10:05:00,,,,,128.830,-13.17,
1771,12/19/22 10:30:00,-13.19,-13.198,-13.28,-13.970,,,
1772,12/19/22 10:35:00,,,,,128.830,-13.34,
1773,12/19/22 11:00:00,-13.26,-13.434,-13.45,-13.842,,,
1774,12/19/22 11:05:00,,,,,128.830,-13.47,
1775,12/19/22 11:30:00,-13.26,-13.520,-13.54,-14.700,,,
1776,12/19/22 11:35:00,,,,,128.830,-13.52,
1777,12/19/22 12:00:00,-13.41,-13.434,-13.39,-15.386,,,
1778,12/19/22 12:05:00,,,,,128.830,-13.34,
1779,12/19/22 12:30:00,-13.43,-13.434,-13.39,-14.936,,,
1780,12/19/22 12:35:00,,,,,128.830,-13.43,
1781,12/19/22 13:00:00,-13.80,-13.863,-13.86,-15.000,,,
1782,12/19/22 13:05:00,,,,,128.830,-13.88,
1783,12/19/22 13:30:00,-13.84,-13.799,-13.71,-14.978,,,
1784,12/19/22 13:35:00,,,,,128.830,-13.97,
1785,12/19/22 14:00:00,-14.40,-14.271,-14.12,-15.536,,,
1786,12/19/22 14:05:00,,,,,128.830,-14.44,
1787,12/19/22 14:30:00,-14.72,-14.936,-14.59,-15.515,,,
1788,12/19/22 14:35:00,,,,,128.830,-14.65,
1789,12/19/22 15:00:00,-14.52,-14.485,-14.44,-15.000,,,
1790,12/19/22 15:05:00,,,,,128.830,-14.67,
1791,12/19/22 15:30:00,-14.67,-14.635,-14.46,-15.429,,,
1792,12/19/22 15:35:00,,,,,128.830,-14.85,
1793,12/19/22 16:00:00,-14.87,-14.764,-14.67,-15.944,,,
1794,12/19/22 16:05:00,,,,,128.830,-14.78,
1795,12/19/22 16:30:00,-15.10,-15.000,-14.91,-15.858,,,
1796,12/19/22 16:35:00,,,,,128.830,-15.19,
1797,12/19/22 17:00:00,-14.93,-14.828,-14.76,-16.330,,,
1798,12/19/22 17:05:00,,,,,128.830,-15.36,
1799,12/19/22 17:30:00,-15.19,-15.086,-14.98,-16.737,,,
1800,12/19/22 17:35:00,,,,,128.830,-15.58,
1801,12/19/22 18:00:00,-15.06,-14.957,-14.89,-16.523,,,
1802,12/19/22 18:05:00,,,,,128.830,-15.23,
1803,12/19/22 18:30:00,-14.98,-14.828,-14.80,-16.330,,,
1804,12/19/22 18:35:00,,,,,128.830,-15.28,
1805,12/19/22 19:00:00,-14.70,-14.592,-14.52,-15.536,,,
1806,12/19/22 19:05:00,,,,,128.830,-15.13,
1807,12/19/22 19:30:00,-14.91,-14.893,-14.87,-15.643,,,
1808,12/19/22 19:35:00,,,,,128.830,-15.30,
1809,12/19/22 20:00:00,-15.45,-15.429,-15.47,-15.793,,,
1810,12/19/22 20:05:00,,,,,128.830,-15.38,
1811,12/19/22 20:30:00,-15.15,-15.086,-15.19,-15.450,,,
1812,12/19/22 20:35:00,,,,,128.830,-15.15,
1813,12/19/22 21:00:00,-15.06,-14.957,-15.06,-15.429,,,
1814,12/19/22 21:05:00,,,,,128.830,-15.10,
1815,12/19/22 21:30:00,-15.23,-15.193,-15.21,-15.643,,,
1816,12/19/22 21:35:00,,,,,128.830,-15.28,
1817,12/19/22 22:00:00,-15.30,-15.193,-15.23,-15.558,,,
1818,12/19/22 22:05:00,,,,,128.830,-15.28,
1819,12/19/22 22:30:00,-14.80,-14.785,-14.87,-15.472,,,
1820,12/19/22 22:35:00,,,,,128.830,-14.82,
1821,12/19/22 23:00:00,-14.40,-14.399,-14.46,-14.936,,,
1822,12/19/22 23:05:00,,,,,128.830,-14.42,
1823,12/19/22 23:30:00,-14.50,-14.378,-14.52,-14.871,,,
1824,12/19/22 23:35:00,,,,,128.830,-14.50,
1825,12/20/22 00:00:00,-14.72,-14.592,-14.67,-15.021,,,
1826,12/20/22 00:05:00,,,,,128.830,-14.87,
1827,12/20/22 00:30:00,-14.91,-14.807,-14.85,-15.236,,,
1828,12/20/22 00:35:00,,,,,128.830,-14.98,
1829,12/20/22 01:00:00,-15.08,-15.000,-15.10,-15.236,,,
1830,12/20/22 01:05:00,,,,,128.830,-15.15,
1831,12/20/22 01:30:00,-15.17,-15.086,-15.08,-15.407,,,
1832,12/20/22 01:35:00,,,,,128.830,-15.19,
1833,12/20/22 02:00:00,-15.23,-15.193,-15.25,-15.600,,,
1834,12/20/22 02:05:00,,,,,128.830,-15.30,
1835,12/20/22 02:30:00,-15.23,-15.214,-15.10,-15.600,,,
1836,12/20/22 02:35:00,,,,,128.830,-15.21,
1837,12/20/22 03:00:00,-15.13,-15.086,-15.00,-15.386,,,
1838,12/20/22 03:05:00,,,,,128.830,-15.13,
1839,12/20/22 03:30:00,-14.82,-14.785,-14.67,-15.236,,,
1840,12/20/22 03:35:00,,,,,128.830,-14.74,
1841,12/20/22 04:00:00,-14.59,-14.507,-14.44,-14.764,,,
1842,12/20/22 04:05:00,,,,,128.830,-14.57,
1843,12/20/22 04:30:00,-14.25,-14.163,-14.27,-14.742,,,
1844,12/20/22 04:35:00,,,,,128.830,-14.37,
1845,12/20/22 05:00:00,-13.52,-13.499,-13.65,-14.785,,,
1846,12/20/22 05:05:00,,,,,128.830,-13.65,
1847,12/20/22 05:30:00,-13.39,-13.348,-13.39,-13.713,,,
1848,12/20/22 05:35:00,,,,,128.830,-13.45,
1849,12/20/22 06:00:00,-13.28,-13.284,-13.34,-13.649,,,
1850,12/20/22 06:05:00,,,,,128.830,-13.34,
1851,12/20/22 06:30:00,-13.07,-13.048,-13.09,-13.327,,,
1852,12/20/22 06:35:00,,,,,128.830,-13.15,
1853,12/20/22 07:00:00,-13.04,-13.070,-13.11,-13.348,,,
1854,12/20/22 07:05:00,,,,,128.830,-13.07,
1855,12/20/22 07:30:00,-12.98,-12.962,-13.00,-13.220,,,
1856,12/20/22 07:35:00,,,,,128.830,-13.09,
1857,12/20/22 08:00:00,-13.00,-13.027,-13.04,-13.241,,,
1858,12/20/22 08:05:00,,,,,128.830,-13.09,
1859,12/20/22 08:30:00,-13.07,-13.134,-13.07,-13.413,,,
1860,12/20/22 08:35:00,,,,,128.830,-13.19,
1861,12/20/22 09:00:00,-13.13,-13.198,-13.17,-13.391,,,
1862,12/20/22 09:05:00,,,,,128.830,-13.28,
1863,12/20/22 09:30:00,-13.15,-13.198,-13.22,-13.305,,,
1864,12/20/22 09:35:00,,,,,128.830,-13.19,
1865,12/20/22 10:00:00,-13.09,-13.112,-13.13,-13.391,,,
1866,12/20/22 10:05:00,,,,,128.830,-13.26,
1867,12/20/22 10:30:00,-13.17,-13.241,-13.19,-13.370,,,
1868,12/20/22 10:35:00,,,,,128.830,-13.26,
1869,12/20/22 11:00:00,-13.26,-13.284,-13.19,-13.348,,,
1870,12/20/22 11:05:00,,,,,128.830,-13.34,
1871,12/20/22 11:30:00,-13.32,-13.348,-13.28,-13.434,,,
1872,12/20/22 11:35:00,,,,,128.830,-13.37,
1873,12/20/22 12:00:00,-13.24,-13.220,-13.22,-13.391,,,
1874,12/20/22 12:05:00,,,,,128.830,-13.30,
1875,12/20/22 12:30:00,-13.34,-13.348,-13.32,-13.477,,,
1876,12/20/22 12:35:00,,,,,128.830,-13.45,
1877,12/20/22 13:00:00,-13.45,-13.413,-13.32,-13.649,,,
1878,12/20/22 13:05:00,,,,,128.830,-13.54,
1879,12/20/22 13:30:00,-13.60,-13.584,-13.52,-13.906,,,
1880,12/20/22 13:35:00,,,,,128.830,-13.67,
1881,12/20/22 14:00:00,-13.69,-13.649,-13.65,-14.099,,,
1882,12/20/22 14:05:00,,,,,128.830,-13.84,
1883,12/20/22 14:30:00,-14.18,-14.163,-14.01,-14.721,,,
1884,12/20/22 14:35:00,,,,,128.830,-14.59,
1885,12/20/22 15:00:00,-14.76,-14.721,-14.67,-15.214,,,
1886,12/20/22 15:05:00,,,,,128.830,-14.95,
1887,12/20/22 15:30:00,-15.23,-15.300,-15.15,-15.729,,,
1888,12/20/22 16:00:00,-15.75,-15.815,-15.62,-16.801,,,
1889,12/20/22 16:30:00,-16.50,-16.523,-16.41,-17.102,,,
1890,12/20/22 17:00:00,-17.21,-17.316,-17.08,-18.496,,,
1891,12/20/22 17:30:00,-18.11,-18.131,-17.94,-20.576,,,
1892,12/20/22 18:00:00,-18.94,-19.139,-18.96,-22.635,,,
1893,12/20/22 18:30:00,-19.37,-19.482,-19.42,-22.292,,,
1894,12/20/22 19:00:00,-19.95,-19.997,-19.97,-23.450,,,
1895,12/20/22 19:30:00,-20.12,-20.255,-20.23,-24.566,,,
1896,12/20/22 20:00:00,-20.47,-20.641,-20.79,-25.424,,,
1897,12/20/22 20:30:00,-20.36,-20.533,-20.75,-25.595,,,
1898,12/20/22 21:00:00,-20.38,-20.405,-20.49,-25.316,,,
1899,12/20/22 21:30:00,-20.32,-20.576,-20.49,-24.351,,,
1900,12/20/22 22:00:00,-20.92,-21.048,-20.90,-24.415,,,
1901,12/20/22 22:30:00,-20.92,-20.877,-20.85,-24.222,,,
1902,12/20/22 23:00:00,-20.62,-20.962,-20.85,-22.957,,,
1903,12/20/22 23:30:00,-20.36,-20.276,-20.40,-24.458,,,
1904,12/21/22 00:00:00,-21.20,-21.584,-21.09,-25.231,,,
1905,12/21/22 00:30:00,-22.31,-23.386,-22.42,-24.415,,,
1906,12/21/22 01:00:00,-22.53,-23.086,-22.46,-25.895,,,
1907,12/21/22 01:30:00,-23.08,-23.836,-22.89,-25.402,,,
1908,12/21/22 02:00:00,-23.58,-24.501,-23.30,-26.861,,,
1909,12/21/22 02:30:00,-23.00,-23.472,-23.21,-26.153,,,
1910,12/21/22 03:00:00,-23.04,-23.515,-23.43,-26.496,,,
1911,12/21/22 03:30:00,-22.93,-23.429,-23.19,-26.668,,,
1912,12/21/22 04:00:00,-22.91,-23.665,-23.08,-26.389,,,
1913,12/21/22 04:30:00,-22.70,-23.043,-22.78,-24.995,,,
1914,12/21/22 05:00:00,-22.85,-23.107,-22.89,-25.466,,,
1915,12/21/22 05:30:00,-22.83,-23.279,-23.10,-24.737,,,
1916,12/21/22 06:00:00,-23.15,-23.879,-23.64,-25.767,,,
1917,12/21/22 06:30:00,-23.49,-24.180,-23.90,-25.917,,,
1918,12/21/22 07:00:00,-23.34,-23.772,-23.68,-26.517,,,
1919,12/21/22 07:30:00,-26.04,-24.437,-25.01,-27.375,,,
1920,12/21/22 08:00:00,-26.82,-24.694,-24.31,-28.641,,,
1921,12/21/22 08:30:00,-25.21,-25.424,-25.25,-28.533,,,
1922,12/21/22 09:00:00,-27.76,-27.118,-24.63,-29.263,,,
1923,12/21/22 09:30:00,-23.96,-24.952,-24.91,-28.362,,,
1924,12/21/22 10:00:00,-24.07,-24.844,-24.76,-28.555,,,
1925,12/21/22 10:30:00,-23.90,-24.716,-24.67,-29.155,,,
1926,12/21/22 11:00:00,-23.81,-24.673,-24.63,-29.434,,,
1927,12/21/22 11:30:00,-24.16,-25.059,-24.99,-29.649,,,
1928,12/21/22 12:00:00,-24.39,-25.316,-25.38,-29.177,,,
1929,12/21/22 12:30:00,-24.50,-25.552,-25.51,-29.391,,,
1930,12/21/22 13:00:00,-25.14,-26.046,-26.11,-29.456,,,
1931,12/21/22 13:30:00,-25.21,-26.131,-26.15,-30.013,,,
1932,12/21/22 14:00:00,-24.56,-25.702,-25.64,-30.271,,,
1933,12/21/22 14:30:00,-24.01,-24.995,-25.08,-29.584,,,
1934,12/21/22 15:00:00,-24.84,-26.067,-26.11,-29.263,,,
1935,12/21/22 15:30:00,-24.41,-25.209,-25.31,-26.625,,,
1936,12/21/22 16:00:00,-24.86,-25.831,-25.85,-26.088,,,
1937,12/21/22 16:30:00,-25.06,-26.003,-26.02,-27.139,,,
1938,12/21/22 17:00:00,-24.71,-25.402,-25.44,-26.668,,,
1939,12/21/22 17:30:00,-24.26,-25.209,-25.19,-26.174,,,
1940,12/21/22 18:00:00,-24.18,-24.995,-25.06,-26.474,,,
1941,12/21/22 18:30:00,-24.28,-25.102,-25.10,-26.732,,,
1942,12/21/22 19:00:00,-24.28,-24.995,-24.99,-27.054,,,
1943,12/21/22 19:30:00,-24.71,-25.509,-25.49,-27.375,,,
1944,12/21/22 20:00:00,-24.82,-25.531,-25.51,-27.118,,,
1945,12/21/22 20:30:00,-24.37,-25.037,-25.06,-26.925,,,
1946,12/21/22 21:00:00,-23.19,-24.180,-24.24,-26.067,,,
1947,12/21/22 21:30:00,-22.08,-23.000,-23.04,-24.887,,,
1948,12/21/22 22:00:00,-21.82,-22.099,-22.18,-23.622,,,
1949,12/21/22 22:30:00,-21.00,-21.220,-21.26,-23.322,,,
1950,12/21/22 23:00:00,-19.16,-19.096,-19.14,-22.206,,,
1951,12/21/22 23:30:00,-18.71,-18.667,-18.77,-21.584,,,
1952,12/22/22 00:00:00,-18.64,-18.689,-18.73,-21.949,,,
1953,12/22/22 00:30:00,-18.47,-18.539,-18.56,-19.482,,,
1954,12/22/22 01:00:00,-18.26,-18.367,-18.32,-19.525,,,
1955,12/22/22 01:30:00,-18.09,-18.110,-18.11,-19.311,,,
1956,12/22/22 02:00:00,-17.25,-17.273,-17.23,-18.003,,,
1957,12/22/22 02:30:00,-16.73,-16.673,-16.67,-16.995,,,
1958,12/22/22 03:00:00,-16.09,-16.051,-16.07,-16.566,,,
1959,12/22/22 03:30:00,-15.66,-15.600,-15.62,-15.901,,,
1960,12/22/22 04:00:00,-15.21,-15.193,-15.15,-15.708,,,
1961,12/22/22 04:30:00,-14.52,-14.549,-14.50,-15.043,,,
1962,12/22/22 05:00:00,-13.82,-13.863,-13.71,-14.678,,,
1963,12/22/22 05:30:00,-13.45,-13.563,-13.39,-13.734,,,
1964,12/22/22 06:00:00,-13.07,-13.177,-12.98,-13.434,,,
1965,12/22/22 06:30:00,-12.68,-12.941,-12.59,-13.134,,,
1966,12/22/22 07:00:00,-12.27,-12.683,-12.25,-12.919,,,
1967,12/22/22 07:30:00,-12.04,-12.598,-12.01,-13.048,,,
1968,12/22/22 08:00:00,-11.91,-12.555,-11.71,-12.683,,,
1969,12/22/22 08:30:00,-11.86,-12.448,-11.56,-12.533,,,
1970,12/22/22 09:00:00,-11.89,-12.576,-11.78,-12.919,,,
1971,12/22/22 09:30:00,-11.78,-12.340,-11.61,-12.705,,,
1972,12/22/22 10:00:00,-11.18,-11.654,-10.94,-12.019,,,
1973,12/22/22 10:30:00,-10.71,-11.118,-10.43,-11.504,,,
1974,12/22/22 11:00:00,-10.47,-10.925,-10.41,-11.204,,,
1975,12/22/22 11:30:00,-10.60,-10.968,-10.51,-11.075,,,
1976,12/22/22 12:00:00,-10.45,-10.624,-10.19,-10.753,,,
1977,12/22/22 12:30:00,-10.47,-10.624,-10.26,-10.667,,,
1978,12/22/22 13:00:00,-10.32,-10.431,-10.23,-10.517,,,
1979,12/22/22 13:30:00,-10.23,-10.281,-10.15,-10.303,,,
1980,12/22/22 14:00:00,-9.93,-10.088,-10.13,-10.131,,,
1981,12/22/22 14:30:00,-9.78,-9.895,-9.89,-9.981,,,
1982,12/22/22 15:00:00,-9.66,-9.788,-9.81,-9.852,,,
1983,12/22/22 15:30:00,-9.44,-9.509,-9.57,-9.659,,,
1984,12/22/22 16:00:00,-9.20,-9.316,-9.36,-9.574,,,
1985,12/22/22 16:30:00,-9.12,-9.123,-9.12,-9.295,,,
1986,12/22/22 17:00:00,-9.12,-9.080,-8.97,-9.166,,,
1987,12/22/22 17:30:00,-9.03,-9.016,-8.95,-9.123,,,
1988,12/22/22 18:00:00,-9.14,-9.123,-9.05,-9.252,,,
1989,12/22/22 18:30:00,-9.23,-9.209,-9.16,-9.445,,,
1990,12/22/22 19:00:00,-9.51,-9.509,-9.46,-9.552,,,
1991,12/22/22 19:30:00,-9.63,-9.616,-9.57,-9.767,,,
1992,12/22/22 20:00:00,-9.91,-9.895,-9.87,-10.067,,,
1993,12/22/22 20:30:00,-9.93,-9.960,-9.96,-9.981,,,
1994,12/22/22 21:00:00,-10.04,-10.024,-10.00,-10.110,,,
1995,12/22/22 21:30:00,-10.06,-10.067,-10.00,-10.346,,,
1996,12/22/22 22:00:00,-10.32,-10.367,-10.30,-10.367,,,
1997,12/22/22 22:30:00,-10.41,-10.431,-10.38,-10.517,,,
1998,12/22/22 23:00:00,-10.51,-10.582,-10.49,-10.710,,,
1999,12/22/22 23:30:00,-10.92,-11.011,-10.96,-11.161,,,
2000,12/23/22 00:00:00,-10.99,-11.053,-10.99,-11.204,,,
2001,12/23/22 00:30:00,-11.11,-11.139,-11.09,-11.268,,,
2002,12/23/22 01:00:00,-11.07,-11.096,-11.05,-11.311,,,
2003,12/23/22 01:30:00,-11.20,-11.246,-11.18,-11.375,,,
