Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
832,07/05/24 15:00:00,53,149,,71,23,24,257,156,67,
833,07/05/24 16:00:00,162,238,,86,31,31,217,228,189,
834,07/05/24 17:00:00,221,196,,157,58,62,472,259,256,
835,07/05/24 18:00:00,323,293,,193,91,84,538,331,329,
836,07/05/24 19:00:00,478,416,,258,119,86,449,392,402,
837,07/05/24 20:00:00,757,589,,433,216,79,613,457,501,
838,07/05/24 21:00:00,669,493,,452,403,191,297,398,459,
839,07/05/24 22:00:00,476,449,,476,483,311,393,351,527,
840,07/05/24 23:00:00,548,233,,459,471,363,337,282,516,
841,07/06/24 00:00:00,368,183,,376,343,311,274,242,419,
842,07/06/24 01:00:00,239,143,,327,284,258,232,222,332,
843,07/06/24 02:00:00,231,99,,281,232,248,157,174,307,
844,07/06/24 03:00:00,209,96,,254,189,248,124,156,266,
845,07/06/24 04:00:00,172,87,,203,121,154,112,144,176,
846,07/06/24 05:00:00,158,58,,127,68,94,66,94,109,
847,07/06/24 06:00:00,102,53,,123,64,89,66,89,103,
848,07/06/24 07:00:00,62,32,,81,34,56,24,56,59,
849,07/06/24 08:00:00,24,22,,47,23,42,23,48,47,
850,07/06/24 09:00:00,18,11,,22,12,14,14,18,19,
851,07/06/24 10:00:00,8,6,,13,6,7,9,11,12,
852,07/06/24 11:00:00,8,3,,7,3,4,7,6,6,
853,07/06/24 12:00:00,26,12,,21,11,14,32,18,22,
854,07/06/24 13:00:00,28,23,,38,17,19,28,29,31,
855,07/06/24 14:00:00,48,27,,43,19,24,44,37,39,
856,07/06/24 15:00:00,84,48,,69,27,38,89,61,61,
857,07/06/24 16:00:00,107,91,,103,46,59,136,106,111,
858,07/06/24 17:00:00,104,104,,134,68,79,106,121,133,
859,07/06/24 18:00:00,149,88,,133,72,83,129,117,131,
860,07/06/24 19:00:00,99,96,,149,79,97,93,127,142,
861,07/06/24 20:00:00,338,186,,219,139,121,344,176,211,
862,07/06/24 21:00:00,414,408,,383,352,214,541,354,437,
863,07/06/24 22:00:00,702,347,,428,377,293,707,373,488,
864,07/06/24 23:00:00,226,196,,314,208,211,198,254,311,
865,07/07/24 00:00:00,233,146,,251,146,168,218,207,236,
866,07/07/24 01:00:00,278,153,,309,223,224,248,223,293,
867,07/07/24 02:00:00,171,136,,258,162,182,161,197,239,
868,07/07/24 03:00:00,177,106,,209,123,144,149,159,187,
869,07/07/24 04:00:00,98,82,,162,92,112,91,124,144,
870,07/07/24 05:00:00,96,49,,87,47,59,76,74,82,
871,07/07/24 06:00:00,68,46,,79,43,56,56,67,74,
872,07/07/24 07:00:00,47,32,,67,33,46,34,52,54,
873,07/07/24 08:00:00,22,19,,39,19,26,16,31,32,
874,07/07/24 09:00:00,13,6,,14,6,8,12,11,12,
875,07/07/24 10:00:00,14,8,,16,8,9,12,13,14,
876,07/07/24 11:00:00,12,6,,9,4,7,9,9,11,
877,07/07/24 12:00:00,14,7,,13,6,9,13,12,13,
878,07/07/24 13:00:00,27,13,,23,11,16,23,22,23,
879,07/07/24 14:00:00,18,16,,28,14,17,18,23,26,
880,07/07/24 15:00:00,51,22,,38,21,27,44,34,39,
881,07/07/24 16:00:00,92,39,,67,36,41,64,53,58,
882,07/07/24 17:00:00,66,49,,83,46,54,69,72,79,
883,07/07/24 18:00:00,219,89,,142,76,89,193,119,131,
884,07/07/24 19:00:00,164,137,,206,111,122,153,176,187,
885,07/07/24 20:00:00,196,143,,219,124,139,191,198,216,
886,07/07/24 21:00:00,299,163,,253,152,166,313,227,257,
887,07/07/24 22:00:00,316,266,,362,277,218,284,283,347,
888,07/07/24 23:00:00,219,161,,268,153,173,209,222,248,
889,07/08/24 00:00:00,226,146,,246,139,164,201,207,234,
890,07/08/24 01:00:00,167,109,,193,104,124,138,159,173,
891,07/08/24 02:00:00,181,101,,181,98,112,152,142,154,
892,07/08/24 03:00:00,311,117,,292,198,207,203,182,247,
893,07/08/24 04:00:00,149,79,,243,154,208,117,154,207,
894,07/08/24 05:00:00,109,58,,154,78,118,86,102,116,
895,07/08/24 06:00:00,73,47,,122,64,78,43,72,81,
896,07/08/24 07:00:00,63,34,,107,46,84,49,74,68,
897,07/08/24 08:00:00,39,28,,69,28,51,36,53,47,
898,07/08/24 09:00:00,16,16,,56,14,33,13,37,23,
899,07/08/24 10:00:00,17,9,,28,8,17,13,23,17,
900,07/08/24 11:00:00,21,9,,24,8,13,17,21,16,
901,07/08/24 12:00:00,22,23,,49,14,19,18,43,26,
902,07/08/24 13:00:00,28,41,,77,14,12,38,49,18,
903,07/08/24 14:00:00,34,46,,57,17,19,32,56,31,
904,07/08/24 15:00:00,68,76,,71,22,26,132,103,67,
905,07/08/24 16:00:00,102,117,,114,39,44,224,201,164,
906,07/08/24 17:00:00,143,103,,123,58,74,116,167,154,
907,07/08/24 18:00:00,181,138,,172,87,88,138,136,142,
908,07/08/24 19:00:00,199,147,,203,111,121,197,189,202,
909,07/08/24 20:00:00,206,153,,227,127,152,318,242,273,
910,07/08/24 21:00:00,232,171,,258,156,162,182,218,248,
911,07/08/24 22:00:00,222,146,,243,139,147,158,191,208,
912,07/08/24 23:00:00,247,152,,257,158,142,163,179,193,
913,07/09/24 00:00:00,196,136,,239,138,132,121,168,183,
914,07/09/24 01:00:00,211,122,,213,121,138,163,171,187,
915,07/09/24 02:00:00,302,126,,291,217,196,201,186,244,
916,07/09/24 03:00:00,183,93,,282,222,222,103,148,249,
917,07/09/24 04:00:00,168,68,,223,142,228,124,136,182,
918,07/09/24 05:00:00,39,46,,209,79,193,17,133,106,
919,07/09/24 06:00:00,39,31,,122,47,114,19,68,58,
920,07/09/24 07:00:00,13,16,,108,21,79,9,48,26,
921,07/09/24 08:00:00,26,12,,148,17,118,17,42,17,
922,07/09/24 09:00:00,19,26,,87,16,58,17,39,23,
923,07/09/24 10:00:00,9,8,,22,6,11,8,22,13,
924,07/09/24 11:00:00,14,11,,39,6,11,12,29,11,
925,07/09/24 12:00:00,28,33,,108,16,18,32,77,19,
926,07/09/24 13:00:00,47,41,,84,18,24,133,86,33,
927,07/09/24 14:00:00,68,129,,83,31,39,229,228,61,
928,07/09/24 15:00:00,68,241,,89,34,46,294,284,79,
929,07/09/24 16:00:00,308,338,,58,36,32,366,297,274,
930,07/09/24 17:00:00,389,453,,281,43,43,513,384,412,
931,07/09/24 18:00:00,448,519,,77,46,42,724,434,456,
932,07/09/24 19:00:00,427,557,,168,64,43,772,474,509,
933,07/09/24 20:00:00,597,688,,507,184,38,856,534,584,
934,07/09/24 21:00:00,582,738,,549,623,181,812,596,669,
935,07/09/24 22:00:00,687,633,,513,556,479,846,269,608,
936,07/09/24 23:00:00,656,146,,524,709,573,734,221,688,
937,07/10/24 00:00:00,662,39,,549,807,586,56,57,717,
938,07/10/24 01:00:00,417,33,,517,764,549,89,419,588,
939,07/10/24 02:00:00,347,42,,442,577,433,97,109,466,
940,07/10/24 03:00:00,316,49,,378,409,334,119,108,346,
941,07/10/24 04:00:00,108,47,,298,183,253,81,146,173,
942,07/10/24 05:00:00,103,42,,231,88,186,69,111,113,
943,07/10/24 06:00:00,71,41,,138,57,104,52,87,86,
944,07/10/24 07:00:00,47,29,,94,37,59,34,61,57,
945,07/10/24 08:00:00,23,21,,61,21,36,29,41,33,
946,07/10/24 09:00:00,11,14,,49,12,28,12,37,18,
947,07/10/24 10:00:00,8,11,,83,11,14,8,63,9,
948,07/10/24 11:00:00,8,22,,93,8,11,8,61,8,
949,07/10/24 12:00:00,11,26,,102,11,9,11,73,8,
950,07/10/24 13:00:00,16,43,,124,11,12,93,106,11,
951,07/10/24 14:00:00,24,82,,24,14,14,161,152,16,
952,07/10/24 15:00:00,43,183,,28,22,19,259,212,28,
953,07/10/24 16:00:00,298,366,,77,38,36,428,326,312,
954,07/10/24 17:00:00,249,342,,233,62,64,621,387,424,
955,07/10/24 18:00:00,473,322,,113,49,48,703,294,316,
956,07/10/24 19:00:00,508,607,,146,27,19,807,497,526,
957,07/10/24 20:00:00,572,678,,486,153,16,808,543,587,
958,07/10/24 21:00:00,612,721,,522,627,176,841,573,637,
959,07/10/24 22:00:00,664,698,,546,583,551,846,264,673,
960,07/10/24 23:00:00,629,181,,552,761,584,704,226,694,
961,07/11/24 00:00:00,513,56,,507,736,529,171,63,652,
962,07/11/24 01:00:00,532,77,,417,542,431,132,283,496,
963,07/11/24 02:00:00,278,74,,373,433,359,98,138,398,
964,07/11/24 03:00:00,443,49,,333,339,334,49,92,339,
965,07/11/24 04:00:00,333,24,,357,192,364,19,186,93,
966,07/11/24 05:00:00,38,16,,338,41,303,22,158,27,
967,07/11/24 06:00:00,19,19,,177,24,243,18,153,28,
968,07/11/24 07:00:00,17,14,,197,16,162,16,91,17,
969,07/11/24 08:00:00,23,17,,169,18,124,19,46,19,
970,07/11/24 09:00:00,21,29,,99,17,62,17,44,23,
971,07/11/24 10:00:00,21,13,,48,11,19,21,36,17,
972,07/11/24 11:00:00,7,14,,47,6,14,8,36,13,
973,07/11/24 12:00:00,8,8,,27,4,6,9,23,7,
974,07/11/24 13:00:00,13,21,,52,6,7,74,48,9,
975,07/11/24 14:00:00,21,69,,23,11,12,136,124,13,
976,07/11/24 15:00:00,31,176,,23,12,14,244,194,23,
977,07/11/24 16:00:00,242,284,,26,13,16,321,249,228,
978,07/11/24 17:00:00,337,404,,223,16,17,463,343,366,
979,07/11/24 18:00:00,421,503,,32,18,17,649,418,439,
980,07/11/24 19:00:00,501,594,,138,27,14,794,484,516,
981,07/11/24 20:00:00,564,668,,479,153,14,803,536,582,
982,07/11/24 21:00:00,612,708,,516,551,187,848,564,628,
983,07/11/24 22:00:00,703,697,,543,656,552,842,268,671,
984,07/11/24 23:00:00,626,179,,549,702,579,709,221,687,
985,07/12/24 00:00:00,599,22,,533,789,573,44,28,679,
986,07/12/24 01:00:00,521,21,,523,758,542,33,438,589,
987,07/12/24 02:00:00,418,21,,483,682,489,29,57,518,
988,07/12/24 03:00:00,326,34,,427,514,413,52,57,433,
989,07/12/24 04:00:00,237,28,,368,194,339,33,152,111,
990,07/12/24 05:00:00,68,28,,223,56,199,42,121,59,
991,07/12/24 06:00:00,37,26,,168,42,191,27,126,49,
992,07/12/24 07:00:00,36,26,,154,31,129,29,88,39,
993,07/12/24 08:00:00,18,16,,83,17,61,13,43,26,
994,07/12/24 09:00:00,11,8,,32,7,18,9,22,12,
995,07/12/24 10:00:00,14,8,,29,6,12,13,24,12,
996,07/12/24 11:00:00,19,18,,58,8,14,18,43,13,
997,07/12/24 12:00:00,22,31,,87,12,17,23,69,19,
998,07/12/24 13:00:00,36,39,,83,14,19,52,78,28,
999,07/12/24 14:00:00,44,53,,56,19,26,81,86,41,
1000,07/12/24 15:00:00,56,122,,56,21,24,177,137,49,
1001,07/12/24 16:00:00,182,241,,72,33,34,243,229,209,
1002,07/12/24 17:00:00,194,213,,148,46,46,294,213,211,
1003,07/12/24 18:00:00,157,169,,144,74,77,168,191,193,
1004,07/12/24 19:00:00,363,293,,223,107,103,531,292,306,
1005,07/12/24 20:00:00,256,398,,338,127,92,263,374,409,
1006,07/12/24 21:00:00,391,229,,287,201,179,452,267,301,
1007,07/12/24 22:00:00,374,328,,348,353,282,513,259,421,
1008,07/12/24 23:00:00,771,193,,507,647,443,737,182,559,
1009,07/13/24 00:00:00,432,146,,449,553,413,246,177,541,
1010,07/13/24 01:00:00,189,124,,314,268,281,164,209,354,
1011,07/13/24 02:00:00,104,76,,141,77,97,94,119,131,
1012,07/13/24 03:00:00,182,69,,169,117,132,26,106,156,
1013,07/13/24 04:00:00,163,22,,336,217,344,33,122,104,
1014,07/13/24 05:00:00,91,39,,184,78,172,51,99,98,
1015,07/13/24 06:00:00,34,18,,141,34,152,22,81,36,
1016,07/13/24 07:00:00,34,26,,77,29,81,31,69,48,
1017,07/13/24 08:00:00,19,16,,29,16,19,16,26,27,
1018,07/13/24 09:00:00,16,8,,16,8,11,12,14,16,
1019,07/13/24 10:00:00,13,7,,14,6,9,12,13,13,
1020,07/13/24 11:00:00,13,8,,18,7,9,12,16,13,
1021,07/13/24 12:00:00,17,9,,19,7,9,16,17,14,
1022,07/13/24 13:00:00,18,18,,39,8,12,58,66,16,
1023,07/13/24 14:00:00,44,26,,34,11,14,59,42,26,
1024,07/13/24 15:00:00,88,53,,72,27,33,87,68,61,
1025,07/13/24 16:00:00,82,47,,77,39,47,76,68,71,
1026,07/13/24 17:00:00,128,63,,101,53,64,111,93,96,
1027,07/13/24 18:00:00,91,114,,159,84,92,88,146,149,
1028,07/13/24 19:00:00,117,84,,136,74,89,122,123,133,
1029,07/13/24 20:00:00,103,91,,146,79,94,96,127,137,
1030,07/13/24 21:00:00,159,93,,144,84,97,162,129,143,
1031,07/13/24 22:00:00,114,74,,122,69,84,111,103,116,
1032,07/13/24 23:00:00,171,84,,134,79,92,153,112,132,
1033,07/14/24 00:00:00,53,82,,146,86,94,37,104,123,
1034,07/14/24 01:00:00,44,46,,78,44,49,48,57,68,
1035,07/14/24 02:00:00,114,56,,91,57,63,98,77,92,
1036,07/14/24 03:00:00,112,72,,123,72,87,106,99,118,
1037,07/14/24 04:00:00,128,72,,136,84,101,87,104,134,
1038,07/14/24 05:00:00,131,69,,192,89,146,81,134,141,
1039,07/14/24 06:00:00,52,36,,91,42,72,41,69,64,
1040,07/14/24 07:00:00,33,22,,59,23,44,28,44,41,
1041,07/14/24 08:00:00,16,14,,28,13,18,13,24,26,
1042,07/14/24 09:00:00,13,6,,13,6,8,12,12,12,
1043,07/14/24 10:00:00,16,8,,23,8,13,12,18,16,
1044,07/14/24 11:00:00,9,8,,22,6,9,9,21,12,
1045,07/14/24 12:00:00,6,8,,23,4,7,6,17,8,
1046,07/14/24 13:00:00,26,12,,21,11,14,19,19,21,
1047,07/14/24 14:00:00,28,14,,26,13,17,23,22,23,
1048,07/14/24 15:00:00,36,23,,39,21,24,37,33,36,
1049,07/14/24 16:00:00,59,32,,56,29,37,52,47,53,
1050,07/14/24 17:00:00,87,42,,71,39,44,72,54,62,
1051,07/14/24 18:00:00,176,99,,148,79,97,153,134,148,
1052,07/14/24 19:00:00,358,347,,229,118,101,492,321,342,
1053,07/14/24 20:00:00,287,394,,328,141,101,288,339,377,
1054,07/14/24 21:00:00,176,134,,202,121,128,146,174,191,
1055,07/14/24 22:00:00,154,93,,161,91,103,149,129,144,
1056,07/14/24 23:00:00,102,77,,129,73,83,93,106,117,
1057,07/15/24 00:00:00,82,59,,98,54,67,81,83,93,
1058,07/15/24 01:00:00,88,66,,104,62,69,91,86,102,
1059,07/15/24 02:00:00,104,67,,99,58,69,92,88,106,
1060,07/15/24 03:00:00,111,62,,97,49,67,103,87,98,
1061,07/15/24 04:00:00,93,58,,98,52,68,84,83,94,
1062,07/15/24 05:00:00,61,43,,76,41,51,46,59,69,
1063,07/15/24 06:00:00,38,29,,51,27,34,37,43,48,
1064,07/15/24 07:00:00,23,22,,38,21,26,22,31,36,
1065,07/15/24 08:00:00,14,12,,21,11,14,12,17,19,
1066,07/15/24 09:00:00,7,4,,9,4,6,6,7,9,
1067,07/15/24 10:00:00,4,2,,4,2,2,3,3,4,
1068,07/15/24 11:00:00,2,1,,2,1,2,2,2,3,
1069,07/15/24 12:00:00,6,1,,3,1,2,6,2,3,
1070,07/15/24 13:00:00,14,6,,9,4,6,12,8,9,
1071,07/15/24 14:00:00,13,8,,14,7,9,12,12,14,
1072,07/15/24 15:00:00,23,9,,16,8,11,16,14,16,
1073,07/15/24 16:00:00,29,14,,23,12,16,26,19,22,
1074,07/15/24 17:00:00,37,19,,32,17,22,37,27,31,
1075,07/15/24 18:00:00,66,32,,53,28,37,63,47,53,
1076,07/15/24 19:00:00,123,61,,99,56,69,112,86,99,
1077,07/15/24 20:00:00,109,72,,117,64,79,101,98,112,
1078,07/15/24 21:00:00,138,78,,127,72,84,132,103,119,
1079,07/15/24 22:00:00,96,72,,119,66,82,89,98,113,
1080,07/15/24 23:00:00,137,71,,116,66,77,118,94,108,
1081,07/16/24 00:00:00,97,74,,127,72,77,83,93,107,
1082,07/16/24 01:00:00,102,69,,113,63,76,92,93,107,
1083,07/16/24 02:00:00,116,69,,112,63,76,108,93,107,
1084,07/16/24 03:00:00,74,57,,91,49,64,71,81,94,
1085,07/16/24 04:00:00,61,49,,79,46,54,56,67,78,
1086,07/16/24 05:00:00,43,33,,56,31,37,41,46,53,
1087,07/16/24 06:00:00,28,22,,38,21,24,23,31,36,
1088,07/16/24 07:00:00,17,13,,23,12,16,13,19,22,
1089,07/16/24 08:00:00,12,7,,13,6,8,9,11,12,
1090,07/16/24 09:00:00,7,4,,7,3,4,4,6,8,
1091,07/16/24 10:00:00,7,2,,6,2,3,6,4,6,
1092,07/16/24 11:00:00,3,2,,4,1,2,3,3,4,
1093,07/16/24 12:00:00,4,2,,3,1,2,4,3,4,
1094,07/16/24 13:00:00,14,4,,9,4,7,11,8,9,
1095,07/16/24 14:00:00,14,8,,16,8,9,12,13,14,
1096,07/16/24 15:00:00,23,12,,19,11,14,23,19,23,
1097,07/16/24 16:00:00,62,24,,42,23,27,52,32,37,
1098,07/16/24 17:00:00,88,49,,77,43,52,87,66,76,
1099,07/16/24 18:00:00,151,71,,113,63,76,143,94,111,
1100,07/16/24 19:00:00,211,176,,221,123,132,171,179,208,
1101,07/16/24 20:00:00,208,156,,207,117,122,193,173,193,
1102,07/16/24 21:00:00,238,149,,218,133,133,192,179,199,
1103,07/16/24 22:00:00,438,224,,306,234,183,389,211,266,
1104,07/16/24 23:00:00,266,228,,366,302,236,242,251,331,
1105,07/17/24 00:00:00,206,141,,259,174,162,203,187,217,
1106,07/17/24 01:00:00,429,124,,361,367,328,114,286,397,
1107,07/17/24 02:00:00,254,79,,347,383,332,86,158,366,
1108,07/17/24 03:00:00,362,68,,268,238,228,91,116,239,
1109,07/17/24 04:00:00,152,57,,283,197,262,93,118,162,
1110,07/17/24 05:00:00,118,57,,138,68,104,81,98,103,
1111,07/17/24 06:00:00,97,59,,144,72,108,83,104,113,
1112,07/17/24 07:00:00,78,41,,83,43,58,66,67,69,
1113,07/17/24 08:00:00,19,26,,38,21,24,18,37,39,
1114,07/17/24 09:00:00,3,4,,7,3,4,2,7,8,
1115,07/17/24 10:00:00,2,1,,2,1,1,2,1,2,
1116,07/17/24 11:00:00,3,1,,3,1,2,2,3,3,
1117,07/17/24 12:00:00,6,2,,6,2,3,6,4,6,
1118,07/17/24 13:00:00,3,2,,3,1,2,2,3,4,
1119,07/17/24 14:00:00,28,9,,17,8,11,26,14,16,
1120,07/17/24 15:00:00,83,37,,56,31,37,82,51,54,
1121,07/17/24 16:00:00,86,62,,86,46,54,94,83,89,
1122,07/17/24 17:00:00,86,69,,93,49,56,81,88,92,
1123,07/17/24 18:00:00,108,83,,123,68,77,93,111,118,
1124,07/17/24 19:00:00,111,49,,84,46,56,93,71,77,
1125,07/17/24 20:00:00,78,41,,66,36,43,51,58,64,
1126,07/17/24 21:00:00,161,124,,181,108,116,168,157,173,
1127,07/17/24 22:00:00,179,129,,194,116,129,154,172,193,
1128,07/17/24 23:00:00,119,107,,179,102,121,124,149,169,
1129,07/18/24 00:00:00,123,96,,168,111,132,129,136,173,
1130,07/18/24 01:00:00,72,48,,79,42,53,56,72,77,
1131,07/18/24 02:00:00,61,61,,98,56,67,66,84,96,
1132,07/18/24 03:00:00,66,44,,73,41,48,59,62,68,
1133,07/18/24 04:00:00,28,22,,37,19,26,19,33,37,
1134,07/18/24 05:00:00,22,23,,38,22,26,24,33,37,
1135,07/18/24 06:00:00,28,7,,12,6,9,23,11,13,
1136,07/18/24 07:00:00,12,8,,14,8,9,12,12,16,
1137,07/18/24 08:00:00,7,4,,8,4,6,7,8,9,
1138,07/18/24 09:00:00,2,1,,2,1,1,2,2,2,
1139,07/18/24 10:00:00,1,1,,2,1,1,1,1,2,
1140,07/18/24 11:00:00,4,1,,2,1,1,3,2,2,
1141,07/18/24 12:00:00,3,2,,4,2,2,2,3,4,
1142,07/18/24 13:00:00,14,4,,8,4,6,12,7,8,
1143,07/18/24 14:00:00,31,13,,22,11,14,29,19,21,
1144,07/18/24 15:00:00,26,24,,37,18,23,26,34,36,
1145,07/18/24 16:00:00,32,38,,52,27,33,26,49,54,
1146,07/18/24 17:00:00,59,127,,83,34,33,72,108,112,
1147,07/18/24 18:00:00,189,322,,101,57,52,209,296,318,
1148,07/18/24 19:00:00,106,62,,93,52,63,86,89,101,
1149,07/18/24 20:00:00,161,83,,138,77,92,141,117,128,
1150,07/18/24 21:00:00,158,119,,196,111,128,157,163,181,
1151,07/18/24 22:00:00,217,126,,211,121,138,223,173,194,
1152,07/18/24 23:00:00,196,123,,207,117,141,179,176,196,
1153,07/19/24 00:00:00,176,112,,192,106,127,157,163,183,
1154,07/19/24 01:00:00,169,102,,178,98,112,149,143,157,
1155,07/19/24 02:00:00,99,99,,176,102,122,93,147,164,
1156,07/19/24 03:00:00,159,79,,158,96,98,143,113,131,
1157,07/19/24 03:40:00,,,,,,,,,,116
1158,07/19/24 04:00:00,113,61,,153,91,109,89,109,128,
1159,07/19/24 04:40:00,,,,,,,,,,94
1160,07/19/24 05:00:00,94,57,,133,74,101,76,97,111,
1161,07/19/24 05:40:00,,,,,,,,,,48
1162,07/19/24 06:00:00,94,38,,84,44,66,74,66,74,
1163,07/19/24 06:40:00,,,,,,,,,,106
1164,07/19/24 07:00:00,39,38,,122,41,94,36,82,64,
1165,07/19/24 07:40:00,,,,,,,,,,38
1166,07/19/24 08:00:00,17,14,,63,16,43,13,38,26,
1167,07/19/24 08:40:00,,,,,,,,,,28
1168,07/19/24 09:00:00,12,8,,31,8,18,9,22,13,
1169,07/19/24 09:40:00,,,,,,,,,,17
1170,07/19/24 10:00:00,8,6,,19,4,9,7,16,9,
1171,07/19/24 10:40:00,,,,,,,,,,11
1172,07/19/24 11:00:00,7,4,,16,3,6,7,12,7,
1173,07/19/24 11:40:00,,,,,,,,,,16
1174,07/19/24 12:00:00,9,14,,46,6,7,11,33,8,
1175,07/19/24 12:40:00,,,,,,,,,,39
1176,07/19/24 13:00:00,18,29,,66,11,12,52,56,14,
1177,07/19/24 13:40:00,,,,,,,,,,48
1178,07/19/24 14:00:00,26,56,,43,17,19,33,88,31,
1179,07/19/24 14:40:00,,,,,,,,,,151
1180,07/19/24 15:00:00,38,123,,46,18,22,97,139,41,
1181,07/19/24 15:40:00,,,,,,,,,,211
1182,07/19/24 16:00:00,221,257,,51,21,24,303,231,209,
1183,07/19/24 16:40:00,,,,,,,,,,307
1184,07/19/24 17:00:00,306,346,,187,28,27,418,294,314,
1185,07/19/24 17:40:00,,,,,,,,,,373
1186,07/19/24 18:00:00,419,441,,78,39,38,602,377,392,
1187,07/19/24 18:40:00,,,,,,,,,,377
1188,07/19/24 19:00:00,478,449,,162,68,47,642,381,409,
1189,07/19/24 19:40:00,,,,,,,,,,593
1190,07/19/24 20:00:00,518,613,,436,153,37,734,493,541,
1191,07/19/24 20:40:00,,,,,,,,,,527
1192,07/19/24 21:00:00,574,601,,472,531,176,659,488,566,
1193,07/19/24 21:40:00,,,,,,,,,,374
1194,07/19/24 22:00:00,232,309,,347,319,262,392,282,392,
1195,07/19/24 22:40:00,,,,,,,,,,637
1196,07/19/24 23:00:00,411,156,,388,477,357,348,193,487,
1197,07/19/24 23:40:00,,,,,,,,,,537
1198,07/20/24 00:00:00,293,171,,351,326,309,232,212,412,
1199,07/20/24 00:40:00,,,,,,,,,,362
1200,07/20/24 01:00:00,472,136,,266,197,218,126,213,287,
1201,07/20/24 01:40:00,,,,,,,,,,468
1202,07/20/24 02:00:00,126,94,,281,252,243,103,163,292,
1203,07/20/24 02:40:00,,,,,,,,,,514
1204,07/20/24 03:00:00,121,69,,209,164,196,119,119,216,
1205,07/20/24 03:40:00,,,,,,,,,,249
1206,07/20/24 04:00:00,102,58,,124,72,106,94,97,123,
1207,07/20/24 04:40:00,,,,,,,,,,217
1208,07/20/24 05:00:00,66,52,,132,69,104,56,88,103,
1209,07/20/24 05:40:00,,,,,,,,,,86
1210,07/20/24 06:00:00,43,31,,66,33,51,33,53,59,
1211,07/20/24 06:40:00,,,,,,,,,,32
1212,07/20/24 07:00:00,13,16,,28,14,19,19,24,26,
1213,07/20/24 07:40:00,,,,,,,,,,42
1214,07/20/24 08:00:00,12,9,,19,9,12,12,16,17,
1215,07/20/24 08:40:00,,,,,,,,,,21
1216,07/20/24 09:00:00,4,6,,12,6,7,4,11,12,
1217,07/20/24 09:40:00,,,,,,,,,,7
1218,07/20/24 10:00:00,3,2,,4,2,2,2,3,4,
1219,07/20/24 10:40:00,,,,,,,,,,12
1220,07/20/24 11:00:00,4,4,,8,4,4,4,7,8,
1221,07/20/24 11:40:00,,,,,,,,,,6
1222,07/20/24 12:00:00,3,2,,3,1,2,2,3,4,
1223,07/20/24 12:40:00,,,,,,,,,,7
1224,07/20/24 13:00:00,6,2,,4,2,2,6,3,4,
1225,07/20/24 13:40:00,,,,,,,,,,19
1226,07/20/24 14:00:00,7,4,,9,4,6,6,7,8,
1227,07/20/24 14:40:00,,,,,,,,,,12
1228,07/20/24 15:00:00,17,6,,9,4,7,17,8,9,
1229,07/20/24 15:40:00,,,,,,,,,,28
1230,07/20/24 16:00:00,19,12,,22,11,14,21,19,22,
1231,07/20/24 16:40:00,,,,,,,,,,92
1232,07/20/24 17:00:00,42,26,,42,23,28,33,36,41,
1233,07/20/24 17:40:00,,,,,,,,,,62
1234,07/20/24 18:00:00,72,32,,53,28,36,64,44,51,
1235,07/20/24 18:40:00,,,,,,,,,,103
1236,07/20/24 19:00:00,68,49,,79,44,53,72,69,76,
1237,07/20/24 19:40:00,,,,,,,,,,183
1238,07/20/24 20:00:00,138,83,,138,77,87,143,113,124,
1239,07/20/24 20:40:00,,,,,,,,,,142
1240,07/20/24 21:00:00,88,88,,147,79,97,81,127,139,
1241,07/20/24 21:40:00,,,,,,,,,,287
1242,07/20/24 22:00:00,154,118,,189,111,133,163,171,193,
1243,07/20/24 22:40:00,,,,,,,,,,442
1244,07/20/24 23:00:00,174,168,,263,194,171,178,199,252,
1245,07/20/24 23:40:00,,,,,,,,,,194
1246,07/21/24 00:00:00,119,82,,136,77,91,109,117,127,
1247,07/21/24 00:40:00,,,,,,,,,,92
1248,07/21/24 01:00:00,53,64,,108,56,78,52,97,106,
1249,07/21/24 01:40:00,,,,,,,,,,68
1250,07/21/24 02:00:00,128,46,,81,44,56,103,67,76,
1251,07/21/24 02:40:00,,,,,,,,,,107
1252,07/21/24 03:00:00,113,77,,154,101,112,114,116,146,
1253,07/21/24 03:40:00,,,,,,,,,,247
1254,07/21/24 04:00:00,277,53,,248,107,209,56,168,113,
1255,07/21/24 04:40:00,,,,,,,,,,149
1256,07/21/24 05:00:00,67,44,,136,63,112,62,88,88,
