Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5"
6364,11/05/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6365,11/05/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6366,11/05/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6367,11/05/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6368,11/05/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6369,11/05/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6370,11/05/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6371,11/05/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6372,11/05/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6373,11/05/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6374,11/05/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6375,11/05/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6376,11/05/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6377,11/05/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6378,11/05/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6379,11/05/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6380,11/05/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6381,11/05/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6382,11/05/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6383,11/05/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6384,11/05/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6385,11/05/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6386,11/05/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6387,11/05/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6388,11/05/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6389,11/05/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6390,11/05/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6391,11/05/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6392,11/05/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6393,11/05/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6394,11/05/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6395,11/05/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6396,11/05/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6397,11/05/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6398,11/05/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6399,11/05/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6400,11/05/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6401,11/05/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6402,11/05/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6403,11/05/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6404,11/05/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6405,11/05/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6406,11/05/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6407,11/05/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6408,11/05/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6409,11/05/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6410,11/05/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6411,11/05/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6412,11/05/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6413,11/05/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6414,11/05/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6415,11/05/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6416,11/05/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6417,11/05/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6418,11/05/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6419,11/05/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6420,11/05/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6421,11/05/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6422,11/05/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6423,11/05/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6424,11/05/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6425,11/05/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6426,11/05/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6427,11/05/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6428,11/05/22 19:30:00,2,1,1,1,1,,,,1,1,1,1,2,1,3,,
6429,11/05/22 19:40:00,,,,,,1,3,2,,,,,,,,,
6430,11/05/22 20:00:00,6,2,2,4,1,,,,2,3,3,1,6,3,8,,
6431,11/05/22 20:10:00,,,,,,1,9,6,,,,,,,,,
6432,11/05/22 20:30:00,12,11,4,9,2,,,,8,9,8,3,12,7,24,,
6433,11/05/22 20:40:00,,,,,,2,21,18,,,,,,,,,
6434,11/05/22 21:00:00,14,11,7,13,4,,,,9,9,11,6,13,12,17,,
6435,11/05/22 21:10:00,,,,,,3,18,18,,,,,,,,,
6436,11/05/22 21:30:00,13,12,8,16,6,,,,12,11,13,6,13,12,19,,
6437,11/05/22 21:40:00,,,,,,3,12,13,,,,,,,,,
6438,11/05/22 22:00:00,21,16,11,19,6,,,,17,16,18,7,17,16,18,,
6439,11/05/22 22:10:00,,,,,,6,23,21,,,,,,,,,
6440,11/05/22 22:30:00,29,18,11,23,9,,,,19,18,23,9,23,17,21,,
6441,11/05/22 22:40:00,,,,,,7,22,27,,,,,,,,,
6442,11/05/22 23:00:00,21,14,11,21,8,,,,17,16,21,7,18,16,19,,
6443,11/05/22 23:10:00,,,,,,4,8,18,,,,,,,,,
6444,11/05/22 23:30:00,12,9,7,16,6,,,,13,11,17,6,9,11,13,,
6445,11/05/22 23:40:00,,,,,,2,6,9,,,,,,,,,
6446,11/06/22 00:00:00,7,6,4,11,4,,,,7,6,11,3,8,8,8,,
6447,11/06/22 00:10:00,,,,,,2,4,7,,,,,,,,,
6448,11/06/22 00:30:00,3,2,2,4,1,,,,3,3,4,2,4,4,6,,
6449,11/06/22 00:40:00,,,,,,1,2,3,,,,,,,,,
6450,11/06/22 01:00:00,1,1,1,2,1,,,,1,1,2,1,1,2,1,,
6451,11/06/22 01:10:00,,,,,,1,1,1,,,,,,,,,
6452,11/06/22 01:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6453,11/06/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6454,11/06/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6455,11/06/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6456,11/06/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6457,11/06/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6458,11/06/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6459,11/06/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6460,11/06/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6461,11/06/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6462,11/06/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6463,11/06/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6464,11/06/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6465,11/06/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6466,11/06/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6467,11/06/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6468,11/06/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6469,11/06/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6470,11/06/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6471,11/06/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6472,11/06/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6473,11/06/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6474,11/06/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6475,11/06/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6476,11/06/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6477,11/06/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6478,11/06/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6479,11/06/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6480,11/06/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6481,11/06/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6482,11/06/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6483,11/06/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6484,11/06/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6485,11/06/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6486,11/06/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6487,11/06/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6488,11/06/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6489,11/06/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6490,11/06/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6491,11/06/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6492,11/06/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6493,11/06/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6494,11/06/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6495,11/06/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6496,11/06/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6497,11/06/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6498,11/06/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6499,11/06/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6500,11/06/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6501,11/06/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6502,11/06/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6503,11/06/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6504,11/06/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6505,11/06/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6506,11/06/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6507,11/06/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6508,11/06/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6509,11/06/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6510,11/06/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6511,11/06/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6512,11/06/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6513,11/06/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6514,11/06/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6515,11/06/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6516,11/06/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6517,11/06/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6518,11/06/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6519,11/06/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6520,11/06/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6521,11/06/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6522,11/06/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6523,11/06/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6524,11/06/22 19:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6525,11/06/22 19:40:00,,,,,,1,1,1,,,,,,,,,
6526,11/06/22 20:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6527,11/06/22 20:10:00,,,,,,1,1,1,,,,,,,,,
6528,11/06/22 20:30:00,2,1,1,1,1,,,,1,1,1,1,2,1,3,,
6529,11/06/22 20:40:00,,,,,,1,4,2,,,,,,,,,
6530,11/06/22 21:00:00,6,2,2,4,1,,,,3,2,3,1,6,3,7,,
6531,11/06/22 21:10:00,,,,,,1,6,4,,,,,,,,,
6532,11/06/22 21:30:00,6,3,3,6,1,,,,4,3,4,2,6,6,9,,
6533,11/06/22 21:40:00,,,,,,1,6,6,,,,,,,,,
6534,11/06/22 22:00:00,6,4,4,7,1,,,,4,4,4,2,6,7,8,,
6535,11/06/22 22:10:00,,,,,,1,4,7,,,,,,,,,
6536,11/06/22 22:30:00,6,3,1,6,1,,,,4,3,3,2,6,4,8,,
6537,11/06/22 22:40:00,,,,,,1,4,6,,,,,,,,,
6538,11/06/22 23:00:00,4,2,2,4,2,,,,3,3,3,2,4,3,7,,
6539,11/06/22 23:10:00,,,,,,1,4,4,,,,,,,,,
6540,11/06/22 23:30:00,2,2,1,4,1,,,,2,2,2,1,2,2,4,,
6541,11/06/22 23:40:00,,,,,,1,2,2,,,,,,,,,
6542,11/07/22 00:00:00,2,1,1,2,1,,,,1,1,1,1,2,1,3,,
6543,11/07/22 00:10:00,,,,,,1,1,2,,,,,,,,,
6544,11/07/22 00:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
6545,11/07/22 00:40:00,,,,,,1,1,1,,,,,,,,,
6546,11/07/22 01:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6547,11/07/22 01:10:00,,,,,,1,1,1,,,,,,,,,
6548,11/07/22 01:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6549,11/07/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6550,11/07/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6551,11/07/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6552,11/07/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6553,11/07/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6554,11/07/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6555,11/07/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6556,11/07/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6557,11/07/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6558,11/07/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6559,11/07/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6560,11/07/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6561,11/07/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6562,11/07/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6563,11/07/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6564,11/07/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6565,11/07/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6566,11/07/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6567,11/07/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6568,11/07/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6569,11/07/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6570,11/07/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6571,11/07/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6572,11/07/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6573,11/07/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6574,11/07/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6575,11/07/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6576,11/07/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6577,11/07/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6578,11/07/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6579,11/07/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6580,11/07/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6581,11/07/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6582,11/07/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6583,11/07/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6584,11/07/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6585,11/07/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6586,11/07/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6587,11/07/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6588,11/07/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6589,11/07/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6590,11/07/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6591,11/07/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6592,11/07/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6593,11/07/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6594,11/07/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6595,11/07/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6596,11/07/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6597,11/07/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6598,11/07/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6599,11/07/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6600,11/07/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6601,11/07/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6602,11/07/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6603,11/07/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6604,11/07/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6605,11/07/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6606,11/07/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6607,11/07/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6608,11/07/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6609,11/07/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6610,11/07/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6611,11/07/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6612,11/07/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6613,11/07/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6614,11/07/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6615,11/07/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6616,11/07/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6617,11/07/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6618,11/07/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6619,11/07/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6620,11/07/22 19:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6621,11/07/22 19:40:00,,,,,,1,1,1,,,,,,,,,
6622,11/07/22 20:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
6623,11/07/22 20:10:00,,,,,,1,1,1,,,,,,,,,
6624,11/07/22 20:30:00,4,1,1,1,1,,,,1,1,1,1,4,1,6,,
6625,11/07/22 20:40:00,,,,,,1,4,3,,,,,,,,,
6626,11/07/22 21:00:00,6,2,2,3,2,,,,3,2,3,1,6,3,8,,
6627,11/07/22 21:10:00,,,,,,1,6,6,,,,,,,,,
6628,11/07/22 21:30:00,11,4,3,7,4,,,,6,6,6,2,9,6,12,,
6629,11/07/22 21:40:00,,,,,,2,12,9,,,,,,,,,
6630,11/07/22 22:00:00,12,9,7,12,7,,,,9,9,8,4,13,11,14,,
6631,11/07/22 22:10:00,,,,,,3,9,12,,,,,,,,,
6632,11/07/22 22:30:00,6,6,4,8,4,,,,6,6,6,2,6,7,7,,
6633,11/07/22 22:40:00,,,,,,2,6,6,,,,,,,,,
6634,11/07/22 23:00:00,7,4,3,6,4,,,,4,3,4,2,7,4,9,,
6635,11/07/22 23:10:00,,,,,,2,4,7,,,,,,,,,
6636,11/07/22 23:30:00,2,2,2,4,3,,,,3,3,3,1,2,3,3,,
6637,11/07/22 23:40:00,,,,,,1,2,3,,,,,,,,,
6638,11/08/22 00:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
6639,11/08/22 00:10:00,,,,,,1,1,1,,,,,,,,,
6640,11/08/22 00:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6641,11/08/22 00:40:00,,,,,,1,1,1,,,,,,,,,
6642,11/08/22 01:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6643,11/08/22 01:10:00,,,,,,1,1,1,,,,,,,,,
6644,11/08/22 01:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6645,11/08/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6646,11/08/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6647,11/08/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6648,11/08/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6649,11/08/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6650,11/08/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6651,11/08/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6652,11/08/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6653,11/08/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6654,11/08/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6655,11/08/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6656,11/08/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6657,11/08/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6658,11/08/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6659,11/08/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6660,11/08/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6661,11/08/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6662,11/08/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6663,11/08/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6664,11/08/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6665,11/08/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6666,11/08/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6667,11/08/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6668,11/08/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6669,11/08/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6670,11/08/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6671,11/08/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6672,11/08/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6673,11/08/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6674,11/08/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6675,11/08/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6676,11/08/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6677,11/08/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6678,11/08/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6679,11/08/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6680,11/08/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6681,11/08/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6682,11/08/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6683,11/08/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6684,11/08/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6685,11/08/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6686,11/08/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6687,11/08/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6688,11/08/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6689,11/08/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6690,11/08/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6691,11/08/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6692,11/08/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6693,11/08/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6694,11/08/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6695,11/08/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6696,11/08/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6697,11/08/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6698,11/08/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6699,11/08/22 15:10:00,,,,,,1,1,1,,,,,,,,,
