Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Speed (S-WSB 21198259:21176861-1), m/s, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398715-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Speed (S-WSB 21401801:21350910-1), m/s, RX3000_BRW4","Wind Speed (RXW-WCF 21401800:21206910-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21206910-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398719-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398719-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398724-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398724-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398729-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398729-3), *, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398733-3), *, RX3000_BRW5","Wind Direction (S-WDA 21401800:21350825-1), *, RX3000_BRW5","Wind Speed (S-WSB 21401800:21350894-1), m/s, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398733-1), m/s, RX3000_BRW5","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6","Wind Speed (S-WSB 21401803:21350915-1), m/s, RX3000_BRW6"
4444,07/22/22 19:30:00,251,0.5,,,2.3,117,0.3,142,2.0,260,0.7,24,0.0,187,237,1.0,1.0,260,2.0,282,1.0,257,2.0,309,59,15,3.5,2.7,132,3.5
4445,07/22/22 20:00:00,226,0.5,,,1.7,117,0.3,135,1.7,267,0.7,44,0.0,188,258,0.5,1.0,251,1.7,274,1.0,254,1.7,313,60,22,3.5,2.0,132,3.5
4446,07/22/22 20:30:00,289,0.5,,,2.0,117,0.3,139,1.7,257,0.3,27,0.0,188,226,1.0,0.7,256,1.7,282,1.0,263,1.7,305,58,14,2.5,2.3,128,3.0
4447,07/22/22 21:00:00,256,0.5,,,2.0,117,0.3,136,2.0,261,0.7,24,0.0,188,237,1.0,0.7,254,1.7,278,1.0,253,1.7,310,62,18,3.0,2.3,129,3.5
4448,07/22/22 21:30:00,237,0.5,,,2.3,118,0.3,138,2.0,261,0.7,27,0.0,184,244,1.0,0.7,258,1.7,286,1.0,256,2.0,306,62,11,3.0,2.7,129,3.5
4449,07/22/22 22:00:00,239,1.0,,,2.3,118,0.3,136,2.0,261,0.7,32,0.3,184,271,1.0,1.0,256,2.0,282,1.0,258,2.0,305,59,15,3.5,2.7,129,3.5
4450,07/22/22 22:30:00,355,0.5,,,3.0,117,0.3,133,2.0,246,0.7,17,0.3,178,175,1.0,1.0,261,0.7,272,1.0,272,2.0,298,77,3,2.5,2.7,124,4.0
4451,07/22/22 23:00:00,355,0.5,,,3.0,115,0.3,126,1.7,234,0.3,14,0.3,164,133,0.5,0.7,254,1.0,272,1.0,265,2.0,302,76,0,2.5,2.3,117,3.5
4452,07/22/22 23:30:00,358,0.5,,,3.0,115,0.3,125,1.7,236,0.3,7,0.3,167,170,1.0,1.0,248,1.7,257,1.0,270,2.0,306,84,351,2.5,2.0,114,3.5
4453,07/23/22 00:00:00,355,1.0,,,3.0,115,0.3,139,2.0,246,0.7,7,0.3,171,135,1.0,0.7,254,1.7,268,1.0,265,2.3,302,76,358,2.5,2.7,121,4.0
4454,07/23/22 00:30:00,354,1.0,,,3.4,117,0.7,135,2.0,240,0.7,8,0.3,171,184,1.0,0.7,258,0.7,292,1.0,272,2.0,299,74,4,3.0,3.0,121,4.0
4455,07/23/22 01:00:00,343,1.0,,,3.0,117,0.3,139,2.0,246,0.7,10,0.3,173,126,1.0,1.0,260,1.0,274,1.0,268,2.0,300,72,6,3.0,3.0,122,4.0
4456,07/23/22 01:30:00,358,1.0,,,3.4,115,0.3,131,1.7,233,0.3,6,0.3,171,166,1.0,0.7,260,1.0,272,1.0,270,2.0,299,76,3,2.5,2.7,112,4.0
4457,07/23/22 02:00:00,352,1.0,,,3.4,115,0.3,126,1.7,233,0.7,4,0.3,167,145,1.0,1.0,246,1.7,254,1.0,267,2.3,307,90,351,2.5,1.7,115,4.0
4458,07/23/22 02:30:00,343,0.5,,,3.4,114,0.3,108,1.3,223,0.3,355,0.3,161,111,0.5,0.7,243,2.3,251,1.0,265,2.3,310,95,343,2.0,1.3,114,4.5
4459,07/23/22 03:00:00,354,0.5,,,3.4,115,0.3,115,1.7,226,0.7,4,0.3,163,129,1.0,1.0,250,1.7,250,1.0,268,2.3,305,88,352,2.5,2.3,115,4.5
4460,07/23/22 03:30:00,350,0.5,,,3.4,117,0.3,126,2.0,237,0.7,11,0.3,181,161,1.0,0.7,256,1.0,265,1.0,268,2.3,302,76,4,3.0,2.7,118,4.5
4461,07/23/22 04:00:00,358,1.0,,,3.4,117,0.3,138,2.0,239,0.7,10,0.3,174,170,1.0,0.7,263,1.3,286,1.0,268,2.3,300,70,7,3.0,3.0,114,4.0
4462,07/23/22 04:30:00,354,1.0,,,3.4,115,0.3,131,2.0,236,0.7,7,0.3,183,208,1.5,1.0,251,1.0,250,1.0,268,2.3,302,81,355,3.0,2.7,114,5.0
4463,07/23/22 05:00:00,352,1.0,,,3.7,117,0.7,139,2.7,246,0.7,10,0.3,188,202,1.5,0.7,268,1.7,291,1.0,263,2.7,303,65,8,3.5,3.7,119,4.5
4464,07/23/22 05:30:00,357,1.0,,,3.7,117,0.7,138,2.7,246,1.0,7,0.3,181,183,1.5,1.0,258,1.0,286,1.0,265,2.7,300,74,3,3.5,3.4,117,5.0
4465,07/23/22 06:00:00,358,1.0,,,3.4,117,0.7,139,2.7,248,1.0,11,0.3,191,199,1.5,1.0,261,0.7,274,1.0,263,2.3,302,74,1,3.0,3.4,119,4.5
4466,07/23/22 06:30:00,338,1.0,,,3.4,117,0.7,140,3.0,254,1.0,10,0.3,192,204,1.5,0.7,265,2.3,286,1.0,260,2.7,303,63,10,4.0,3.7,118,5.0
4467,07/23/22 07:00:00,355,1.0,,,4.0,117,0.7,138,3.0,244,1.0,6,0.3,188,191,1.5,1.0,261,1.7,289,1.3,270,2.7,300,70,7,4.0,3.7,118,5.0
4468,07/23/22 07:30:00,0,1.0,,,4.0,117,0.7,140,3.0,248,1.0,8,0.3,187,218,2.0,1.0,264,1.7,293,1.3,264,2.7,302,62,8,4.0,3.7,118,5.0
4469,07/23/22 08:00:00,352,1.0,,,3.7,117,0.7,136,2.7,248,1.0,13,0.7,192,192,1.5,1.0,267,1.7,289,1.3,267,2.7,300,66,8,4.0,3.7,121,5.0
4470,07/23/22 08:30:00,0,1.0,,,4.0,117,0.7,135,2.7,243,0.7,6,0.3,183,208,1.5,0.7,265,1.7,275,1.0,263,2.7,303,66,7,3.5,3.4,117,5.0
4471,07/23/22 09:00:00,1,1.0,,,4.0,117,0.7,136,2.3,234,0.7,4,0.3,173,139,1.0,0.7,260,0.7,264,1.3,267,2.3,300,77,1,3.0,3.0,118,4.5
4472,07/23/22 09:30:00,0,1.0,,,3.7,115,0.3,133,2.0,233,0.7,10,0.3,173,150,1.0,1.0,254,0.7,248,1.0,267,2.3,302,83,357,2.5,2.3,115,4.5
4473,07/23/22 10:00:00,357,1.0,,,4.0,115,0.3,115,1.7,225,0.7,3,0.3,170,145,1.0,0.7,251,1.3,248,1.3,267,2.3,303,83,355,2.5,2.3,111,4.5
4474,07/23/22 10:30:00,354,0.5,,,3.4,115,0.3,125,1.7,229,0.7,6,0.3,170,126,1.0,0.7,253,1.3,246,1.0,263,2.3,305,86,352,2.5,2.3,110,4.5
4475,07/23/22 11:00:00,351,0.5,,,3.4,115,0.3,112,1.3,225,0.3,3,0.3,166,119,0.5,1.0,251,1.7,246,1.0,263,2.3,306,86,350,2.5,2.0,107,4.0
4476,07/23/22 11:30:00,338,0.5,,,3.7,114,0.3,104,1.3,220,0.7,355,0.7,161,94,1.0,0.7,250,2.0,250,1.0,263,2.3,306,86,350,2.5,2.0,107,4.0
4477,07/23/22 12:00:00,336,0.5,,,3.7,114,0.3,104,1.3,219,0.3,331,0.7,159,59,0.5,0.7,250,1.7,251,1.0,265,2.3,306,84,350,2.5,2.0,101,4.0
4478,07/23/22 12:30:00,341,0.5,,,4.0,114,0.7,108,1.7,220,0.7,352,0.7,159,83,1.0,1.0,248,2.0,250,1.0,263,2.7,309,80,348,2.5,2.0,101,4.5
4479,07/23/22 13:00:00,348,0.5,,,3.7,114,0.3,112,1.3,225,0.7,354,0.3,166,114,1.0,0.7,248,1.7,247,1.0,264,2.3,306,80,351,2.0,2.0,107,4.0
4480,07/23/22 13:30:00,343,0.5,,,3.7,114,0.7,112,1.7,223,0.7,358,0.3,167,119,1.0,0.7,248,1.7,248,1.0,267,2.3,306,81,351,2.5,2.0,107,4.0
4481,07/23/22 14:00:00,354,0.5,,,3.7,115,0.3,115,1.7,226,0.7,4,0.3,168,142,1.0,0.7,251,1.0,240,1.0,265,2.3,305,81,357,2.5,2.3,108,4.0
4482,07/23/22 14:30:00,351,0.5,,,3.7,115,0.3,115,1.7,227,0.7,1,0.3,166,135,1.0,0.7,253,1.0,247,1.0,270,2.3,302,86,354,2.5,2.3,108,4.0
4483,07/23/22 15:00:00,347,0.5,,,3.7,115,0.3,110,1.7,223,0.7,354,0.3,166,119,1.0,0.7,251,1.7,248,1.0,265,2.3,305,81,350,2.5,2.3,108,4.5
4484,07/23/22 15:30:00,347,0.5,,,3.4,114,0.3,118,1.3,226,0.7,8,0.3,161,118,1.0,0.7,254,1.0,246,1.0,264,2.0,303,83,355,2.5,2.3,112,4.0
4485,07/23/22 16:00:00,348,0.5,,,3.4,114,0.3,112,1.3,225,0.3,344,0.3,166,135,0.5,0.7,250,2.0,251,1.0,263,2.0,309,88,347,2.0,1.7,108,3.5
4486,07/23/22 16:30:00,321,0.0,,,3.0,112,0.3,102,1.0,222,0.7,289,0.3,156,108,0.5,0.7,241,2.0,253,1.0,264,2.0,312,90,344,1.5,1.3,105,3.5
4487,07/23/22 17:00:00,330,0.0,,,3.0,112,0.3,111,1.0,220,0.7,244,0.3,157,72,0.5,0.7,234,3.0,253,1.0,265,2.3,314,114,336,2.0,1.0,102,3.5
4488,07/23/22 17:30:00,337,0.0,,,3.0,114,0.3,100,1.0,223,0.3,331,0.3,161,73,0.5,0.7,227,3.0,254,1.0,264,2.0,313,111,337,1.5,1.0,101,3.5
4489,07/23/22 18:00:00,320,0.0,,,2.7,111,0.3,98,1.0,220,0.7,219,0.7,156,49,0.5,0.7,227,3.0,251,1.0,263,2.3,314,97,338,2.0,1.0,101,3.5
4490,07/23/22 18:30:00,329,0.5,,,3.0,112,0.3,104,1.0,220,0.7,213,0.7,153,48,0.5,0.7,234,2.7,251,1.0,261,2.3,310,84,344,2.0,1.7,98,4.0
4491,07/23/22 19:00:00,326,0.5,,,3.0,112,0.7,102,1.0,219,0.7,227,0.7,152,25,0.5,0.7,227,3.4,253,1.0,264,2.3,312,107,337,2.0,1.3,95,3.5
4492,07/23/22 19:30:00,330,0.5,,,3.0,112,0.3,97,1.0,222,0.7,268,0.7,152,62,0.5,0.7,208,3.4,253,1.0,257,2.0,307,95,331,2.0,1.3,88,3.5
4493,07/23/22 20:00:00,320,0.5,,,3.0,112,0.7,98,1.0,220,0.7,219,0.7,153,28,0.5,0.3,202,3.7,253,1.0,258,2.0,309,101,330,2.0,1.3,94,3.5
4494,07/23/22 20:30:00,314,0.5,,,3.0,110,0.7,95,0.7,226,1.3,188,1.0,150,37,1.0,0.3,181,4.0,254,1.0,253,1.7,320,260,330,2.0,1.3,86,4.0
4495,07/23/22 21:00:00,317,0.5,,,3.0,110,0.7,87,0.7,225,1.3,197,1.0,152,316,0.5,0.3,220,4.0,253,1.0,257,2.0,326,212,331,2.5,1.3,93,4.0
4496,07/23/22 21:30:00,324,0.5,,,3.0,111,0.7,101,0.7,223,1.0,205,1.0,150,17,0.5,0.3,147,3.4,254,0.7,256,1.3,324,267,327,2.0,1.0,88,4.0
4497,07/23/22 22:00:00,312,0.5,,,2.7,110,0.7,93,0.7,227,1.7,181,1.0,147,338,0.0,0.0,160,3.7,253,1.0,263,1.0,321,274,329,2.0,1.0,84,4.0
4498,07/23/22 22:30:00,313,0.5,,,2.7,108,0.7,100,0.7,229,1.7,180,1.0,153,355,0.0,0.3,140,4.4,253,1.0,258,1.3,326,263,326,2.0,1.3,84,4.0
4499,07/23/22 23:00:00,319,0.5,,,2.7,107,0.7,93,0.7,234,2.3,167,1.0,146,345,0.5,0.3,150,4.4,256,1.0,256,1.3,326,270,327,2.0,1.3,77,4.5
4500,07/23/22 23:30:00,316,0.5,,,2.3,107,0.7,101,0.7,232,2.3,168,1.0,152,344,0.5,0.3,194,4.4,254,1.0,256,1.3,323,274,329,2.0,1.3,84,3.5
4501,07/24/22 00:00:00,319,0.5,,,2.7,110,0.7,94,0.7,225,1.7,177,1.0,146,355,0.5,0.3,170,4.0,254,0.7,253,1.3,323,271,327,2.0,1.3,88,4.0
4502,07/24/22 00:30:00,314,0.5,,,2.7,108,0.7,100,0.7,226,2.0,173,1.0,150,51,0.0,0.3,168,4.4,254,1.0,256,1.3,327,263,327,2.0,1.3,83,4.0
4503,07/24/22 01:00:00,313,0.5,,,2.7,108,0.7,83,0.7,227,1.7,184,1.0,152,24,0.5,0.3,156,3.7,253,1.0,267,1.3,327,250,330,2.0,1.0,84,4.0
4504,07/24/22 01:30:00,316,0.5,,,2.7,110,0.7,100,0.7,230,1.7,181,1.0,152,28,0.0,0.3,159,4.0,253,1.0,260,1.3,324,264,329,2.0,1.3,87,4.0
4505,07/24/22 02:00:00,314,0.5,,,2.7,108,0.7,104,0.7,225,1.3,185,1.0,145,312,0.0,0.3,204,3.7,254,1.0,261,1.3,324,270,329,2.0,1.3,83,3.5
4506,07/24/22 02:30:00,313,0.0,,,2.7,108,0.7,97,0.7,229,1.7,180,1.0,150,305,0.0,0.3,153,4.0,254,1.0,261,1.3,324,264,327,2.0,1.3,80,4.0
4507,07/24/22 03:00:00,313,0.5,,,2.7,110,0.7,98,0.7,223,1.3,185,1.0,149,343,0.0,0.0,150,4.0,254,0.7,265,1.3,324,260,327,2.0,1.0,83,4.0
4508,07/24/22 03:30:00,314,0.5,,,2.7,111,0.7,101,0.7,222,1.0,204,1.0,146,340,0.0,0.3,198,3.7,253,0.7,265,1.7,330,246,329,2.0,1.0,84,3.5
4509,07/24/22 04:00:00,313,0.5,,,2.7,111,0.3,95,0.7,222,1.0,208,1.0,156,11,0.0,0.3,226,3.7,253,1.0,265,1.7,330,243,331,2.0,1.0,87,3.5
4510,07/24/22 04:30:00,319,0.0,,,2.7,111,0.3,100,0.7,220,0.7,209,0.7,157,17,0.5,0.3,230,3.4,253,1.0,257,2.0,330,111,333,2.0,1.0,84,3.5
4511,07/24/22 05:00:00,307,0.0,,,2.3,110,0.3,97,0.3,222,0.7,195,0.7,154,6,0.0,0.3,168,3.0,253,1.0,270,1.7,330,145,331,1.5,0.7,83,3.0
4512,07/24/22 05:30:00,309,0.0,,,2.3,110,0.3,97,0.3,223,0.7,187,0.7,152,41,0.0,0.3,163,3.0,253,1.0,264,1.7,329,191,329,1.5,0.7,84,3.0
4513,07/24/22 06:00:00,320,0.0,,,2.0,111,0.3,104,0.3,222,0.3,205,0.7,153,25,0.0,0.3,173,2.3,256,1.0,271,1.3,330,278,333,1.0,0.7,81,2.5
4514,07/24/22 06:30:00,317,0.0,,,2.0,112,0.3,105,0.3,220,0.3,233,0.3,153,39,0.0,0.3,227,2.0,254,1.0,265,1.7,327,88,343,1.0,0.7,79,2.0
4515,07/24/22 07:00:00,303,0.0,,,1.7,110,0.3,94,0.0,223,0.7,187,0.3,156,25,0.0,0.3,213,2.3,251,1.0,267,1.3,327,87,337,0.5,0.7,77,2.0
4516,07/24/22 07:30:00,300,0.0,,,1.7,110,0.0,80,0.0,225,0.7,177,0.3,157,39,0.0,0.0,139,2.3,254,1.0,265,1.3,329,46,329,0.5,0.7,73,1.5
4517,07/24/22 08:00:00,319,0.0,,,1.7,110,0.3,93,0.3,222,0.3,199,0.3,163,51,0.0,0.0,199,2.0,253,1.0,263,1.3,327,81,336,0.5,0.7,73,2.0
4518,07/24/22 08:30:00,317,0.0,,,2.0,114,0.3,100,0.3,222,0.0,321,0.3,160,48,0.0,0.3,246,1.3,256,1.0,264,1.3,321,83,347,1.0,1.3,83,1.5
4519,07/24/22 09:00:00,307,0.0,,,1.7,111,0.0,101,0.0,222,0.3,198,0.0,161,70,0.0,0.3,225,1.7,254,1.0,267,1.3,324,80,341,0.5,0.7,90,1.0
4520,07/24/22 09:30:00,282,0.0,,,1.3,111,0.0,93,0.0,223,0.3,197,0.0,163,72,0.0,0.0,178,2.0,254,0.7,265,1.0,326,83,331,0.5,0.7,83,1.0
4521,07/24/22 10:00:00,299,0.0,,,1.7,111,0.0,93,0.0,223,0.3,198,0.0,163,69,0.0,0.3,233,1.7,253,1.0,270,1.3,326,86,344,0.5,0.7,81,1.0
4522,07/24/22 10:30:00,306,0.0,,,1.7,111,0.0,100,0.0,220,0.3,212,0.0,166,63,0.0,0.3,227,1.7,254,1.0,268,1.3,327,79,340,0.5,0.7,84,1.0
4523,07/24/22 11:00:00,310,0.0,,,1.7,112,0.0,100,0.0,220,0.0,191,0.0,164,67,0.0,0.3,233,1.3,253,1.0,268,1.3,326,80,343,0.5,0.7,91,1.0
4524,07/24/22 11:30:00,271,0.0,,,1.3,112,0.0,79,0.0,222,0.0,190,0.0,167,79,0.0,0.3,229,1.3,256,1.0,274,1.0,329,83,347,0.5,0.7,95,0.5
4525,07/24/22 12:00:00,240,0.0,,,1.0,111,0.0,74,0.0,225,0.3,171,0.0,173,209,0.0,0.0,227,1.7,254,0.7,270,1.0,329,83,336,0.0,0.3,111,0.0
4526,07/24/22 12:30:00,257,0.0,,,1.0,110,0.0,59,0.0,225,0.3,168,0.0,166,244,0.0,0.0,190,2.0,253,0.7,271,0.7,327,66,327,0.0,0.3,118,0.0
4527,07/24/22 13:00:00,285,0.0,,,1.3,111,0.0,83,0.0,222,0.0,195,0.0,163,227,0.0,0.0,174,2.0,254,1.0,270,1.0,329,107,327,0.5,0.3,117,0.0
4528,07/24/22 13:30:00,237,0.0,,,0.7,117,0.0,90,0.3,260,0.0,329,0.0,164,233,0.0,0.0,233,1.3,261,0.7,271,1.0,326,80,345,0.5,0.7,117,0.0
4529,07/24/22 14:00:00,199,0.0,,,0.7,117,0.0,90,0.0,258,0.0,244,0.0,167,190,0.0,0.0,254,0.7,277,0.7,274,0.7,316,59,20,0.0,1.0,117,0.0
4530,07/24/22 14:30:00,192,0.0,,,0.7,117,0.0,90,0.3,267,0.0,278,0.0,168,253,0.0,0.3,256,0.3,270,0.7,271,0.7,314,62,17,0.5,0.7,118,0.0
4531,07/24/22 15:00:00,197,0.0,,,0.0,121,0.0,95,0.0,14,0.0,291,0.0,168,317,0.0,0.7,260,0.7,49,1.0,279,0.0,51,111,27,0.0,0.7,118,0.0
4532,07/24/22 15:30:00,223,0.0,,,0.0,121,0.0,111,0.0,42,0.3,293,0.0,168,28,0.0,0.7,263,0.7,52,1.0,279,0.3,65,118,29,0.0,0.7,118,0.0
4533,07/24/22 16:00:00,230,0.0,,,0.0,121,0.0,114,0.0,31,0.0,274,0.0,168,15,0.0,0.7,263,0.7,49,1.0,278,0.0,46,107,32,0.0,0.7,118,0.0
4534,07/24/22 16:30:00,225,0.0,,,0.0,119,0.0,98,0.0,330,0.0,236,0.0,168,285,0.0,0.7,261,0.7,41,1.0,279,0.3,15,88,29,0.5,0.7,118,0.0
4535,07/24/22 17:00:00,215,0.0,,,0.0,117,0.0,104,0.0,319,0.0,219,0.0,164,227,0.0,0.7,268,0.3,41,1.3,274,0.3,354,83,29,0.5,1.0,118,0.0
4536,07/24/22 17:30:00,216,0.0,,,0.0,100,0.0,81,0.0,334,0.0,227,0.0,150,253,0.0,1.0,261,0.7,48,1.0,279,0.3,14,91,32,1.0,1.0,118,0.0
4537,07/24/22 18:00:00,250,0.0,,,0.0,307,0.0,114,0.0,15,0.3,281,0.0,150,67,0.0,1.0,258,0.7,49,1.0,282,0.3,46,107,52,0.0,1.0,119,0.0
4538,07/24/22 18:30:00,247,0.0,,,0.0,307,0.0,105,0.0,344,0.3,274,0.0,125,8,0.0,1.0,264,1.0,55,1.0,286,0.3,63,117,29,0.0,1.0,183,0.0
4539,07/24/22 19:00:00,230,0.0,,,0.0,317,0.0,102,0.0,309,0.0,209,0.0,117,260,0.0,0.3,265,0.3,271,0.7,271,0.0,24,80,29,0.0,0.3,212,0.5
4540,07/24/22 19:30:00,222,0.0,,,0.0,111,0.0,121,0.0,329,0.3,253,0.0,107,288,0.0,1.0,258,1.0,35,1.0,275,0.3,20,87,22,0.5,1.0,199,1.0
4541,07/24/22 20:00:00,222,0.5,,,0.0,97,0.0,114,0.3,338,0.3,206,0.0,90,321,0.0,1.3,256,1.0,53,1.3,275,0.7,25,97,29,1.5,1.7,160,2.0
4542,07/24/22 20:30:00,219,1.5,,,0.0,114,0.0,101,1.0,330,0.3,184,0.0,132,271,0.0,1.7,254,0.7,83,1.3,263,1.0,358,87,32,3.0,2.0,161,2.5
4543,07/24/22 21:00:00,216,1.0,,,0.0,112,0.0,112,0.7,317,0.3,213,0.0,110,272,0.0,1.7,256,0.7,73,1.3,267,0.7,7,88,29,3.0,2.0,152,2.5
4544,07/24/22 21:30:00,216,1.5,,,0.3,108,0.0,112,1.0,321,0.7,190,0.0,126,272,0.0,1.3,260,0.7,42,1.3,261,1.0,350,81,31,3.5,2.0,150,2.5
4545,07/24/22 22:00:00,213,1.5,,,0.3,110,0.0,112,1.0,310,0.7,178,0.0,132,267,0.0,1.3,260,0.7,357,1.3,264,1.0,348,79,29,3.5,2.0,147,2.5
4546,07/24/22 22:30:00,212,1.5,,,0.3,114,0.0,118,1.0,309,0.7,181,0.0,128,274,0.0,1.3,256,0.7,357,1.3,263,1.0,347,76,28,3.0,2.0,157,2.5
4547,07/24/22 23:00:00,216,1.0,,,0.3,112,0.0,112,1.0,319,0.3,194,0.0,150,277,0.5,1.7,257,0.7,55,1.3,264,0.7,3,84,28,2.5,1.7,150,2.5
4548,07/24/22 23:30:00,211,1.0,,,1.3,118,0.0,133,1.3,278,0.7,95,0.0,167,274,0.5,1.0,254,1.3,275,1.0,261,1.3,334,65,24,3.0,2.0,150,3.0
4549,07/25/22 00:00:00,212,1.5,,,1.0,117,0.3,133,1.3,292,0.7,154,0.0,173,271,0.5,1.3,254,1.0,271,1.0,258,1.7,337,69,27,4.0,2.3,143,3.0
4550,07/25/22 00:30:00,213,1.0,,,1.7,118,0.3,131,1.7,272,0.7,72,0.0,184,271,1.0,1.0,254,1.7,272,1.0,248,1.7,331,63,22,3.5,2.3,142,4.0
4551,07/25/22 01:00:00,213,2.0,,,0.7,114,0.3,124,1.3,302,1.0,177,0.0,149,267,0.5,1.3,253,0.7,250,1.0,254,1.7,341,76,29,4.0,2.3,142,3.5
4552,07/25/22 01:30:00,211,1.5,,,1.0,117,0.3,115,1.3,291,0.7,171,0.0,157,271,0.5,1.3,253,1.0,261,1.0,256,1.7,337,69,28,4.0,2.3,152,3.5
4553,07/25/22 02:00:00,212,2.0,,,1.0,117,0.3,131,1.7,293,1.0,163,0.0,149,272,1.0,1.7,254,0.7,244,1.3,256,1.7,343,77,31,4.5,2.7,150,3.5
4554,07/25/22 02:30:00,213,2.5,,,0.7,112,0.3,129,1.3,303,1.0,177,0.0,121,268,0.5,1.7,256,0.7,239,1.3,254,1.7,343,77,32,5.0,2.7,154,3.5
4555,07/25/22 03:00:00,213,2.0,,,1.0,115,0.3,133,1.3,300,1.0,173,0.0,164,268,0.5,1.3,253,1.0,256,1.3,257,1.7,341,74,29,4.5,2.7,147,4.0
4556,07/25/22 03:30:00,213,2.5,,,1.0,115,0.3,132,1.7,302,1.3,164,0.0,185,272,1.0,1.7,254,1.0,209,1.7,258,1.7,345,79,32,5.0,3.0,150,4.5
4557,07/25/22 04:00:00,216,3.0,,,0.7,110,0.3,136,1.7,312,1.3,174,0.3,115,272,1.0,2.3,253,1.0,77,2.0,257,1.7,357,86,32,5.5,3.4,157,4.5
4558,07/25/22 04:30:00,215,3.0,,,1.0,112,0.3,133,1.7,307,1.7,173,0.3,184,271,1.0,2.0,254,1.0,132,2.0,254,1.7,351,80,32,6.0,3.4,152,4.5
4559,07/25/22 05:00:00,212,2.5,,,1.3,115,0.3,132,2.0,293,1.3,157,0.3,197,271,1.0,1.7,250,1.3,256,1.3,251,2.3,338,70,29,5.5,3.4,143,4.5
4560,07/25/22 05:30:00,215,2.5,,,1.3,117,0.3,128,1.7,296,1.3,164,0.3,216,278,1.0,1.3,251,1.3,265,1.3,248,2.0,337,69,27,5.0,2.7,147,5.0
4561,07/25/22 06:00:00,215,3.0,,,1.0,111,0.3,135,2.0,303,1.7,183,0.3,110,267,1.0,2.0,253,1.0,248,1.7,251,2.0,341,76,32,6.0,3.4,153,4.5
4562,07/25/22 06:30:00,213,2.5,,,1.0,114,0.3,126,1.7,302,1.3,178,0.0,184,271,1.0,1.7,253,1.0,250,1.3,251,2.0,338,73,29,5.5,3.0,150,4.5
4563,07/25/22 07:00:00,212,2.5,,,1.3,117,0.3,128,2.0,289,1.3,163,0.3,159,271,1.0,1.7,250,1.3,260,1.3,248,2.3,337,70,27,5.5,3.4,140,4.5
4564,07/25/22 07:30:00,211,2.5,,,1.3,118,0.3,124,2.0,291,1.0,168,0.3,206,272,1.0,1.3,251,1.3,264,1.3,246,2.3,331,65,27,5.5,3.0,136,3.5
4565,07/25/22 08:00:00,212,2.0,,,1.0,117,0.3,126,1.7,293,1.0,174,0.0,218,272,1.0,1.0,254,1.3,264,1.0,248,2.0,333,63,25,4.5,2.3,143,3.5
4566,07/25/22 08:30:00,213,2.0,,,1.0,117,0.3,131,1.7,296,1.0,177,0.0,220,271,0.5,1.3,256,1.0,258,1.3,251,1.7,340,70,28,5.0,2.7,143,3.0
4567,07/25/22 09:00:00,213,1.5,,,0.7,114,0.0,136,1.0,302,1.0,181,0.0,145,267,0.0,1.3,254,0.7,237,1.3,260,1.3,344,77,31,4.5,2.3,150,2.5
4568,07/25/22 09:30:00,213,2.0,,,1.0,114,0.3,133,1.3,298,1.0,180,0.0,177,267,0.5,1.3,254,1.3,264,1.3,251,2.0,336,69,27,4.5,2.7,143,3.0
4569,07/25/22 10:00:00,212,1.5,,,1.3,115,0.3,139,1.7,289,1.0,150,0.0,199,275,1.0,0.7,254,2.0,270,1.0,247,2.0,331,62,24,4.5,2.7,143,3.0
4570,07/25/22 10:30:00,212,2.0,,,1.3,117,0.3,125,1.7,291,1.0,167,0.0,205,271,0.5,1.3,250,1.7,264,1.3,248,2.0,336,69,28,5.0,2.7,145,3.5
