Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Speed (S-WSB 21198259:21176861-1), m/s, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398715-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Speed (S-WSB 21401801:21350910-1), m/s, RX3000_BRW4","Wind Speed (RXW-WCF 21401800:21206910-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21206910-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398719-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398719-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398724-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398724-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398729-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398729-3), *, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398733-3), *, RX3000_BRW5","Wind Direction (S-WDA 21401800:21350825-1), *, RX3000_BRW5","Wind Speed (S-WSB 21401800:21350894-1), m/s, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398733-1), m/s, RX3000_BRW5","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6","Wind Speed (S-WSB 21401803:21350915-1), m/s, RX3000_BRW6"
1,06/19/22 00:00:00,256,0.0,,,1.0,312,0.0,303,0.0,83,2.0,118,0.7,76,62,0.0,,,,,,,,,,,,,,
2,06/19/22 00:05:00,256,0.0,,,1.0,316,0.0,306,0.0,80,2.0,121,0.3,79,65,0.0,,,,,,,,,,,,,,
3,06/19/22 00:10:00,256,0.0,,,0.7,324,0.0,303,0.0,80,1.7,117,0.7,77,67,0.0,,,,,,,,,,,,,,
4,06/19/22 00:15:00,256,0.0,,,0.7,344,0.0,305,0.0,86,2.0,122,0.7,83,55,0.0,,,,,,,,,,,,,,
5,06/19/22 00:20:00,256,0.0,,,0.3,340,0.0,306,0.0,98,2.0,124,0.3,98,70,0.0,,,,,,,,,,,,,,
6,06/19/22 00:25:00,256,0.0,,,0.7,310,0.0,310,0.0,101,1.7,124,0.3,95,73,0.0,,,,,,,,,,,,,,
7,06/19/22 00:30:00,256,0.0,,,0.0,66,0.0,312,0.0,102,2.0,129,0.3,104,73,0.0,,,,,,,,,,,,,,
8,06/19/22 00:35:00,256,0.0,,,0.0,45,0.0,312,0.0,102,1.7,122,0.3,104,77,0.0,,,,,,,,,,,,,,
9,06/19/22 00:40:00,256,0.0,,,0.0,4,0.0,316,0.0,104,1.7,126,0.3,121,45,0.0,,,,,,,,,,,,,,
10,06/19/22 00:45:00,256,0.0,,,0.0,338,0.0,312,0.0,104,1.3,126,0.3,125,62,0.0,,,,,,,,,,,,,,
11,06/19/22 00:50:00,256,0.0,,,0.0,340,0.0,300,0.0,104,1.3,129,0.3,142,108,0.0,,,,,,,,,,,,,,
12,06/19/22 00:55:00,256,0.0,,,0.0,320,0.0,300,0.0,104,1.3,124,0.3,143,51,0.5,,,,,,,,,,,,,,
13,06/19/22 01:00:00,256,0.0,,,0.0,305,0.0,303,0.0,110,1.3,129,0.0,128,31,0.0,,,,,,,,,,,,,,
14,06/19/22 01:05:00,256,0.0,,,0.0,70,0.0,303,0.0,112,1.3,126,0.3,132,46,0.0,,,,,,,,,,,,,,
15,06/19/22 01:10:00,256,0.0,,,0.0,69,0.0,305,0.0,114,1.7,132,0.3,143,45,0.0,,,,,,,,,,,,,,
16,06/19/22 01:15:00,258,0.0,,,0.0,62,0.0,305,0.0,117,1.7,136,0.3,140,49,0.0,,,,,,,,,,,,,,
17,06/19/22 01:20:00,258,0.0,,,0.3,101,0.0,305,0.0,125,1.7,139,0.3,154,67,0.0,,,,,,,,,,,,,,
18,06/19/22 01:25:00,258,0.0,,,0.3,110,0.0,306,0.0,135,1.0,146,0.3,135,128,0.5,,,,,,,,,,,,,,
19,06/19/22 01:30:00,261,0.0,,,0.7,112,0.0,307,0.0,142,0.0,146,0.0,142,178,0.0,,,,,,,,,,,,,,
20,06/19/22 01:35:00,261,0.0,,,1.0,114,0.0,341,0.0,157,0.0,147,0.0,166,153,0.0,,,,,,,,,,,,,,
21,06/19/22 01:40:00,261,0.0,,,0.7,112,0.0,35,0.0,171,0.7,147,0.0,163,149,0.0,,,,,,,,,,,,,,
22,06/19/22 01:45:00,261,0.0,,,1.0,112,0.0,55,0.0,209,0.0,139,0.0,160,177,0.5,,,,,,,,,,,,,,
23,06/19/22 01:50:00,263,0.0,,,1.0,111,0.0,58,0.0,230,0.0,142,0.3,163,122,0.5,,,,,,,,,,,,,,
24,06/19/22 01:55:00,291,0.0,,,1.3,112,0.0,63,0.0,223,0.0,131,0.0,156,128,0.5,,,,,,,,,,,,,,
25,06/19/22 02:00:00,312,0.0,,,1.0,112,0.0,63,0.0,223,0.0,132,0.0,156,263,0.5,,,,,,,,,,,,,,
26,06/19/22 02:05:00,316,0.0,,,1.3,115,0.0,67,0.7,234,0.0,102,0.0,164,281,0.5,,,,,,,,,,,,,,
27,06/19/22 02:10:00,265,0.0,,,1.0,115,0.0,72,0.7,254,0.0,58,0.0,161,258,0.5,,,,,,,,,,,,,,
28,06/19/22 02:15:00,225,0.0,,,1.0,115,0.0,73,0.3,260,0.0,115,0.0,159,250,0.5,,,,,,,,,,,,,,
29,06/19/22 02:20:00,195,0.0,,,1.0,115,0.0,74,0.7,265,0.0,93,0.0,161,201,0.5,,,,,,,,,,,,,,
30,06/19/22 02:25:00,271,0.0,,,1.0,117,0.0,74,0.7,248,0.0,52,0.0,164,241,0.5,,,,,,,,,,,,,,
31,06/19/22 02:30:00,307,0.0,,,1.0,115,0.0,74,0.3,244,0.0,79,0.0,174,265,0.5,,,,,,,,,,,,,,
32,06/19/22 02:35:00,208,0.5,,,0.7,117,0.0,81,1.0,277,0.3,135,0.0,150,289,0.5,,,,,,,,,,,,,,
33,06/19/22 02:40:00,199,0.0,,,1.0,117,0.0,70,0.7,263,0.0,52,0.0,150,275,0.5,,,,,,,,,,,,,,
34,06/19/22 02:45:00,312,0.0,,,1.0,117,0.0,72,0.7,258,0.0,72,0.0,152,241,0.5,,,,,,,,,,,,,,
35,06/19/22 02:50:00,223,0.0,,,1.0,117,0.0,136,0.7,264,0.0,79,0.0,192,268,0.5,,,,,,,,,,,,,,
36,06/19/22 02:55:00,205,0.5,,,1.3,117,0.0,152,1.0,270,0.3,94,0.0,170,267,0.5,,,,,,,,,,,,,,
37,06/19/22 03:00:00,205,0.5,,,1.3,117,0.0,171,1.0,272,0.3,114,0.0,146,260,0.5,,,,,,,,,,,,,,
38,06/19/22 03:05:00,209,0.5,,,1.0,118,0.0,152,1.0,271,0.3,122,0.0,156,247,0.5,,,,,,,,,,,,,,
39,06/19/22 03:10:00,198,0.5,,,1.3,118,0.0,152,1.0,267,0.0,90,0.0,159,243,0.5,,,,,,,,,,,,,,
40,06/19/22 03:15:00,212,0.5,,,1.3,117,0.0,168,0.7,258,0.0,74,0.0,173,285,0.5,,,,,,,,,,,,,,
41,06/19/22 03:20:00,331,0.0,,,1.7,117,0.0,150,1.3,253,0.3,48,0.0,159,244,0.5,,,,,,,,,,,,,,
42,06/19/22 03:25:00,216,0.0,,,1.3,117,0.0,156,0.7,256,0.0,74,0.0,164,267,0.5,,,,,,,,,,,,,,
43,06/19/22 03:30:00,250,0.0,,,1.3,117,0.0,166,0.7,261,0.0,70,0.0,190,267,0.5,,,,,,,,,,,,,,
44,06/19/22 03:35:00,199,0.0,,,1.3,117,0.0,168,0.7,263,0.0,73,0.0,163,248,0.5,,,,,,,,,,,,,,
45,06/19/22 03:40:00,218,0.0,,,1.3,118,0.0,192,1.0,258,0.3,56,0.0,163,265,1.0,,,,,,,,,,,,,,
46,06/19/22 03:45:00,206,0.5,,,1.3,117,0.0,194,1.0,270,0.3,117,0.0,185,285,0.5,,,,,,,,,,,,,,
47,06/19/22 03:50:00,209,0.5,,,1.3,117,0.0,191,1.0,278,0.3,101,0.0,183,296,0.5,,,,,,,,,,,,,,
48,06/19/22 03:55:00,213,0.5,,,1.0,117,0.0,181,1.0,265,0.3,129,0.0,154,288,1.0,,,,,,,,,,,,,,
49,06/19/22 04:00:00,212,0.5,,,1.3,118,0.0,171,1.3,271,0.3,60,0.0,187,260,0.5,,,,,,,,,,,,,,
50,06/19/22 04:05:00,206,0.5,,,1.3,117,0.0,184,1.3,274,0.3,66,0.0,157,274,1.0,,,,,,,,,,,,,,
51,06/19/22 04:10:00,212,1.0,,,1.0,118,0.0,178,1.0,279,0.3,159,0.0,184,263,1.0,,,,,,,,,,,,,,
52,06/19/22 04:15:00,191,0.0,,,1.3,117,0.0,192,1.0,264,0.3,97,0.0,159,244,1.0,,,,,,,,,,,,,,
53,06/19/22 04:20:00,206,0.5,,,1.3,118,0.0,194,1.3,265,0.3,73,0.0,174,253,0.5,,,,,,,,,,,,,,
54,06/19/22 04:25:00,213,0.5,,,1.3,117,0.0,185,1.3,270,0.3,66,0.0,164,192,0.5,,,,,,,,,,,,,,
55,06/19/22 04:30:00,198,0.5,,,1.3,115,0.0,156,1.0,272,0.3,79,0.0,170,251,1.0,,,,,,,,,,,,,,
56,06/19/22 04:35:00,209,0.5,,,1.3,118,0.0,226,0.7,267,0.0,81,0.0,140,229,1.0,,,,,,,,,,,,,,
57,06/19/22 04:40:00,213,0.0,,,1.3,117,0.0,211,1.0,258,0.0,53,0.0,167,225,0.5,,,,,,,,,,,,,,
58,06/19/22 04:45:00,209,0.0,,,1.3,117,0.0,174,1.0,261,0.3,52,0.0,161,233,0.5,,,,,,,,,,,,,,
59,06/19/22 04:50:00,216,0.0,,,1.3,117,0.0,178,1.0,258,0.3,52,0.0,163,192,0.5,,,,,,,,,,,,,,
60,06/19/22 04:55:00,220,0.5,,,1.3,117,0.0,178,1.0,263,0.0,45,0.0,177,240,1.0,,,,,,,,,,,,,,
61,06/19/22 05:00:00,202,0.5,,,1.3,117,0.0,174,1.0,263,0.0,67,0.0,154,268,0.5,,,,,,,,,,,,,,
62,06/19/22 05:05:00,215,0.5,,,1.0,115,0.0,174,1.0,275,0.3,125,0.0,188,254,0.5,,,,,,,,,,,,,,
63,06/19/22 05:10:00,209,0.5,,,1.0,118,0.0,211,0.7,275,0.3,93,0.0,195,264,0.5,,,,,,,,,,,,,,
64,06/19/22 05:15:00,209,0.5,,,1.0,117,0.0,195,1.0,274,0.3,63,0.0,183,222,0.5,,,,,,,,,,,,,,
65,06/19/22 05:20:00,209,1.0,,,0.7,118,0.0,175,1.0,275,0.0,132,0.0,173,191,0.5,,,,,,,,,,,,,,
66,06/19/22 05:25:00,208,0.5,,,1.0,118,0.0,173,1.0,272,0.0,101,0.0,163,247,0.5,,,,,,,,,,,,,,
67,06/19/22 05:30:00,213,0.5,,,1.0,117,0.0,180,1.0,270,0.0,80,0.0,150,263,0.5,,,,,,,,,,,,,,
68,06/19/22 05:35:00,205,0.5,,,1.0,117,0.0,195,1.0,277,0.0,122,0.0,173,261,0.5,,,,,,,,,,,,,,
69,06/19/22 05:40:00,216,1.0,,,0.7,117,0.0,185,0.7,278,0.0,181,0.0,161,220,0.5,,,,,,,,,,,,,,
70,06/19/22 05:45:00,215,1.5,,,0.3,118,0.0,164,0.7,282,0.3,188,0.0,174,260,0.5,,,,,,,,,,,,,,
71,06/19/22 05:50:00,209,1.0,,,0.7,117,0.0,161,0.7,289,0.3,183,0.0,173,282,0.5,,,,,,,,,,,,,,
72,06/19/22 05:55:00,212,0.5,,,1.0,117,0.0,160,0.7,270,0.0,163,0.0,167,268,0.5,,,,,,,,,,,,,,
73,06/19/22 06:00:00,213,1.0,,,0.7,118,0.0,143,1.0,274,0.3,157,0.0,145,264,0.5,,,,,,,,,,,,,,
74,06/19/22 06:05:00,206,0.5,,,1.0,118,0.0,138,1.0,275,0.3,94,0.0,180,244,1.0,,,,,,,,,,,,,,
75,06/19/22 06:10:00,208,1.0,,,1.0,118,0.0,149,1.0,277,0.3,143,0.0,159,278,1.0,,,,,,,,,,,,,,
76,06/19/22 06:15:00,212,1.0,,,1.0,118,0.0,140,1.0,278,0.3,167,0.0,194,265,1.0,,,,,,,,,,,,,,
77,06/19/22 06:20:00,215,0.5,,,1.0,117,0.0,147,1.0,274,0.3,183,0.0,159,143,1.0,,,,,,,,,,,,,,
78,06/19/22 06:25:00,211,0.5,,,1.0,117,0.0,150,1.0,274,0.3,115,0.0,197,261,1.0,,,,,,,,,,,,,,
79,06/19/22 06:30:00,211,0.0,,,1.0,117,0.0,146,1.0,267,0.0,77,0.0,199,244,1.0,,,,,,,,,,,,,,
80,06/19/22 06:35:00,212,0.5,,,1.0,118,0.0,149,0.7,267,0.0,35,0.0,194,265,0.5,,,,,,,,,,,,,,
81,06/19/22 06:40:00,209,0.5,,,0.7,117,0.0,146,1.0,275,0.0,140,0.0,191,227,0.5,,,,,,,,,,,,,,
82,06/19/22 06:45:00,216,0.5,,,0.7,118,0.0,145,1.0,279,0.0,145,0.0,174,286,1.0,,,,,,,,,,,,,,
83,06/19/22 06:50:00,212,0.5,,,1.0,115,0.0,145,0.7,275,0.0,156,0.0,187,185,0.5,,,,,,,,,,,,,,
84,06/19/22 06:55:00,213,1.0,,,0.7,119,0.0,143,0.7,274,0.3,153,0.0,174,225,0.5,,,,,,,,,,,,,,
85,06/19/22 07:00:00,212,1.0,,,1.0,119,0.0,143,1.0,278,0.3,177,0.0,190,282,0.5,,,,,,,,,,,,,,
86,06/19/22 07:05:00,212,1.5,,,0.7,117,0.0,145,0.7,278,0.3,171,0.0,190,279,0.5,,,,,,,,,,,,,,
87,06/19/22 07:10:00,218,1.5,,,0.3,114,0.0,143,0.7,277,0.3,192,0.0,166,250,0.5,,,,,,,,,,,,,,
88,06/19/22 07:15:00,216,1.5,,,0.3,115,0.0,139,0.7,285,0.3,194,0.0,160,256,0.5,,,,,,,,,,,,,,
89,06/19/22 07:20:00,216,2.0,,,0.3,117,0.0,138,1.0,288,0.7,195,0.0,156,275,0.5,,,,,,,,,,,,,,
90,06/19/22 07:25:00,215,2.0,,,0.7,117,0.0,138,0.7,295,0.7,192,0.0,152,277,0.5,,,,,,,,,,,,,,
91,06/19/22 07:30:00,218,1.5,,,0.3,117,0.0,131,0.7,312,0.7,187,0.0,93,268,0.5,,,,,,,,,,,,,,
92,06/19/22 07:35:00,215,1.5,,,0.3,114,0.0,131,1.0,292,0.7,190,0.0,119,265,0.5,,,,,,,,,,,,,,
93,06/19/22 07:40:00,215,2.0,,,0.7,115,0.0,139,1.0,291,0.7,184,0.0,153,268,1.0,,,,,,,,,,,,,,
94,06/19/22 07:45:00,216,2.0,,,0.7,117,0.0,139,0.7,281,0.7,184,0.0,175,295,1.0,,,,,,,,,,,,,,
95,06/19/22 07:50:00,218,2.0,,,0.7,114,0.0,136,1.0,282,0.7,198,0.0,208,284,1.0,,,,,,,,,,,,,,
96,06/19/22 07:55:00,218,1.5,,,0.3,119,0.0,133,0.7,282,0.3,205,0.0,156,278,0.5,,,,,,,,,,,,,,
97,06/19/22 08:00:00,218,1.5,,,0.3,112,0.0,115,0.7,313,0.7,191,0.0,138,265,0.5,,,,,,,,,,,,,,
98,06/19/22 08:05:00,216,2.0,,,0.3,112,0.0,110,0.7,307,0.7,190,0.0,122,265,0.5,,,,,,,,,,,,,,
99,06/19/22 08:10:00,216,2.0,,,0.3,117,0.0,122,0.7,313,0.7,195,0.0,114,271,0.5,,,,,,,,,,,,,,
100,06/19/22 08:15:00,218,2.0,,,0.3,111,0.0,118,0.7,316,0.7,185,0.0,100,258,0.5,,,,,,,,,,,,,,
101,06/19/22 08:20:00,216,2.0,,,0.3,112,0.0,118,0.7,299,0.7,205,0.0,108,268,0.5,,,,,,,,,,,,,,
102,06/19/22 08:25:00,219,1.5,,,0.3,112,0.0,125,0.7,324,0.7,188,0.0,115,274,0.5,,,,,,,,,,,,,,
103,06/19/22 08:30:00,216,1.5,,,0.3,117,0.0,126,0.7,295,0.7,192,0.0,125,271,0.5,,,,,,,,,,,,,,
104,06/19/22 08:35:00,213,1.5,,,1.0,119,0.0,128,1.3,271,0.3,181,0.0,133,270,0.5,,,,,,,,,,,,,,
105,06/19/22 08:40:00,213,1.0,,,0.7,118,0.0,129,1.0,272,0.3,180,0.0,175,157,1.0,,,,,,,,,,,,,,
106,06/19/22 08:45:00,216,1.5,,,0.7,117,0.0,129,0.7,285,0.3,183,0.0,192,272,1.0,,,,,,,,,,,,,,
107,06/19/22 08:50:00,215,1.0,,,1.0,118,0.0,131,1.0,272,0.3,211,0.0,188,263,1.0,,,,,,,,,,,,,,
108,06/19/22 08:55:00,216,1.5,,,1.0,118,0.0,129,1.0,275,0.3,191,0.0,195,270,0.5,,,,,,,,,,,,,,
109,06/19/22 09:00:00,211,1.0,,,0.7,118,0.0,129,1.0,277,0.3,181,0.0,188,264,1.0,,,,,,,,,,,,,,
110,06/19/22 09:05:00,212,1.5,,,1.0,117,0.0,131,1.0,279,0.3,168,0.0,195,136,0.5,,,,,,,,,,,,,,
111,06/19/22 09:10:00,215,2.0,,,0.7,118,0.0,129,1.0,293,0.7,185,0.0,177,254,1.0,,,,,,,,,,,,,,
112,06/19/22 09:15:00,216,1.5,,,1.0,118,0.0,128,1.0,282,0.7,175,0.0,184,272,0.5,,,,,,,,,,,,,,
113,06/19/22 09:20:00,216,2.0,,,0.7,115,0.3,128,1.0,288,0.7,199,0.0,190,284,1.0,,,,,,,,,,,,,,
114,06/19/22 09:25:00,215,2.0,,,0.7,114,0.3,132,1.3,282,0.7,171,0.0,240,268,0.5,,,,,,,,,,,,,,
115,06/19/22 09:30:00,215,2.0,,,0.7,114,0.3,133,1.0,275,0.7,180,0.0,195,288,0.5,,,,,,,,,,,,,,
116,06/19/22 09:35:00,216,2.0,,,0.7,115,0.3,136,1.0,286,0.7,192,0.0,191,284,0.5,,,,,,,,,,,,,,
117,06/19/22 09:40:00,216,2.0,,,1.0,118,0.0,131,1.0,274,0.7,168,0.0,152,274,1.0,,,,,,,,,,,,,,
118,06/19/22 09:45:00,215,1.5,,,1.0,117,0.0,135,1.3,274,0.3,209,0.0,167,289,1.0,,,,,,,,,,,,,,
119,06/19/22 09:50:00,213,1.5,,,0.7,115,0.0,132,1.0,284,0.3,166,0.0,177,264,0.5,,,,,,,,,,,,,,
120,06/19/22 09:55:00,215,1.5,,,0.7,115,0.0,132,1.0,278,0.3,187,0.0,191,268,1.0,,,,,,,,,,,,,,
121,06/19/22 10:00:00,216,2.0,,,0.3,112,0.0,135,0.7,309,0.7,201,0.0,188,277,0.5,,,,,,,,,,,,,,
122,06/19/22 10:05:00,216,2.5,,,0.7,114,0.0,138,1.0,288,0.7,192,0.0,183,281,0.5,,,,,,,,,,,,,,
123,06/19/22 10:10:00,218,2.0,,,0.7,114,0.0,133,1.0,303,1.0,192,0.0,225,278,1.0,,,,,,,,,,,,,,
124,06/19/22 10:15:00,218,2.0,,,0.7,111,0.3,139,0.7,309,0.7,197,0.0,157,272,1.0,,,,,,,,,,,,,,
125,06/19/22 10:20:00,218,2.0,,,0.7,112,0.3,136,1.0,298,1.0,192,0.0,197,274,1.0,,,,,,,,,,,,,,
126,06/19/22 10:25:00,220,2.0,,,0.7,117,0.3,118,0.7,327,1.0,202,0.0,177,268,1.0,,,,,,,,,,,,,,
127,06/19/22 10:30:00,218,2.0,,,0.7,118,0.0,118,1.0,299,0.7,197,0.0,198,277,0.5,,,,,,,,,,,,,,
128,06/19/22 10:35:00,215,2.0,,,0.7,115,0.0,124,1.0,288,0.7,195,0.0,208,277,0.5,,,,,,,,,,,,,,
129,06/19/22 10:40:00,216,2.0,,,0.7,114,0.3,125,1.0,296,0.7,188,0.0,154,275,0.5,,,,,,,,,,,,,,
130,06/19/22 10:45:00,219,2.5,,,0.7,114,0.3,124,1.0,320,1.0,184,0.0,171,292,1.0,,,,,,,,,,,,,,
131,06/19/22 10:50:00,220,2.0,,,0.7,112,0.3,115,0.7,316,1.0,194,0.0,199,268,1.0,,,,,,,,,,,,,,
132,06/19/22 10:55:00,220,2.0,,,0.7,111,0.3,110,0.7,317,0.7,181,0.0,163,278,0.5,,,,,,,,,,,,,,
133,06/19/22 11:00:00,219,2.0,,,0.7,117,0.3,111,0.7,306,0.7,188,0.0,177,285,0.5,,,,,,,,,,,,,,
134,06/19/22 11:05:00,219,2.0,,,0.3,114,0.3,118,1.0,302,0.7,204,0.0,164,272,0.5,,,,,,,,,,,,,,
135,06/19/22 11:10:00,218,2.0,,,0.7,114,0.3,126,1.0,303,1.0,204,0.0,133,274,1.0,,,,,,,,,,,,,,
136,06/19/22 11:15:00,218,2.0,,,0.7,112,0.3,121,1.0,293,1.0,191,0.0,184,271,1.0,,,,,,,,,,,,,,
137,06/19/22 11:20:00,218,2.0,,,0.7,117,0.3,125,1.0,292,0.7,199,0.0,181,275,1.0,,,,,,,,,,,,,,
138,06/19/22 11:25:00,216,2.0,,,0.3,115,0.3,115,1.0,291,0.7,187,0.0,150,261,1.0,,,,,,,,,,,,,,
139,06/19/22 11:30:00,215,1.5,,,0.7,115,0.0,114,1.0,305,0.7,192,0.0,112,284,0.5,,,,,,,,,,,,,,
140,06/19/22 11:35:00,219,2.0,,,0.3,112,0.0,107,1.0,313,0.7,194,0.0,122,263,0.5,,,,,,,,,,,,,,
141,06/19/22 11:40:00,218,1.5,,,0.7,115,0.0,104,0.7,296,0.7,175,0.0,126,274,0.5,,,,,,,,,,,,,,
142,06/19/22 11:45:00,215,2.0,,,0.7,115,0.3,105,0.7,285,0.7,181,0.0,154,264,0.5,,,,,,,,,,,,,,
143,06/19/22 11:50:00,211,0.5,,,1.0,117,0.0,107,1.0,272,0.0,212,0.0,204,254,0.5,,,,,,,,,,,,,,
144,06/19/22 11:55:00,211,1.5,,,1.0,117,0.0,108,1.0,282,0.3,197,0.0,190,263,0.5,,,,,,,,,,,,,,
145,06/19/22 12:00:00,215,1.5,,,1.0,117,0.0,108,1.3,284,0.3,180,0.0,211,285,0.5,,,,,,,,,,,,,,
146,06/19/22 12:05:00,218,2.0,,,0.7,114,0.3,119,1.0,298,0.7,198,0.0,180,261,1.0,,,,,,,,,,,,,,
147,06/19/22 12:10:00,219,2.0,,,0.7,115,0.3,135,1.0,300,1.0,192,0.0,184,270,1.0,,,,,,,,,,,,,,
148,06/19/22 12:15:00,218,2.5,,,0.7,115,0.3,146,1.3,289,1.0,185,0.0,202,268,0.5,,,,,,,,,,,,,,
149,06/19/22 12:20:00,219,2.5,,,0.7,112,0.3,145,1.0,298,1.3,184,0.0,153,274,1.0,,,,,,,,,,,,,,
150,06/19/22 12:25:00,215,2.5,,,1.0,115,0.3,140,1.3,281,1.0,185,0.0,181,274,1.0,,,,,,,,,,,,,,
151,06/19/22 12:30:00,215,3.0,,,1.0,117,0.3,149,1.3,281,1.0,166,0.0,222,279,1.0,,,,,,,,,,,,,,
152,06/19/22 12:35:00,215,2.5,,,0.7,117,0.3,133,1.0,300,1.0,181,0.0,209,288,1.0,,,,,,,,,,,,,,
153,06/19/22 12:40:00,213,2.0,,,1.0,117,0.3,140,1.3,288,0.7,192,0.0,187,267,1.0,,,,,,,,,,,,,,
154,06/19/22 12:45:00,212,1.0,,,1.3,117,0.0,140,1.3,275,0.3,80,0.0,223,264,1.0,,,,,,,,,,,,,,
155,06/19/22 12:50:00,211,1.5,,,1.3,118,0.0,135,1.3,275,0.3,154,0.0,211,285,1.0,,,,,,,,,,,,,,
156,06/19/22 12:55:00,216,2.5,,,1.0,114,0.3,139,1.3,292,1.0,177,0.0,199,289,1.0,,,,,,,,,,,,,,
157,06/19/22 13:00:00,216,2.5,,,1.0,118,0.3,131,1.3,278,1.0,171,0.0,234,268,1.0,,,,,,,,,,,,,,
158,06/19/22 13:05:00,213,2.5,,,1.0,117,0.3,139,1.3,278,1.0,160,0.0,197,250,1.0,,,,,,,,,,,,,,
159,06/19/22 13:10:00,215,2.0,,,1.3,118,0.0,138,1.3,285,0.7,175,0.0,190,272,1.5,,,,,,,,,,,,,,
160,06/19/22 13:15:00,212,2.0,,,1.3,117,0.0,136,1.3,281,0.3,83,0.0,181,270,1.0,,,,,,,,,,,,,,
161,06/19/22 13:20:00,211,2.0,,,1.3,118,0.0,135,1.3,279,0.3,147,0.0,171,256,1.0,,,,,,,,,,,,,,
162,06/19/22 13:25:00,215,1.5,,,1.3,118,0.0,136,1.0,272,0.7,174,0.0,201,272,1.5,,,,,,,,,,,,,,
163,06/19/22 13:30:00,215,2.0,,,1.3,117,0.3,132,1.3,278,0.7,187,0.0,218,270,1.0,,,,,,,,,,,,,,
164,06/19/22 13:35:00,215,2.5,,,1.0,114,0.3,133,1.3,284,1.0,167,0.0,215,275,1.0,,,,,,,,,,,,,,
165,06/19/22 13:40:00,213,2.0,,,1.3,118,0.3,129,1.3,271,0.7,185,0.0,188,275,1.0,,,,,,,,,,,,,,
166,06/19/22 13:45:00,216,2.0,,,1.0,117,0.3,136,1.3,284,1.0,160,0.0,204,265,1.0,,,,,,,,,,,,,,
167,06/19/22 13:50:00,216,2.0,,,1.0,115,0.3,139,1.0,285,1.0,191,0.0,223,257,1.0,,,,,,,,,,,,,,
168,06/19/22 13:55:00,218,2.5,,,0.7,112,0.3,138,1.3,303,1.3,201,0.0,195,277,1.0,,,,,,,,,,,,,,
169,06/19/22 14:00:00,222,2.5,,,0.7,107,0.3,135,1.3,326,1.0,194,0.0,178,267,0.5,,,,,,,,,,,,,,
170,06/19/22 14:05:00,218,2.5,,,0.7,111,0.3,122,1.3,310,1.0,206,0.0,133,267,1.0,,,,,,,,,,,,,,
171,06/19/22 14:10:00,219,2.5,,,0.7,111,0.3,135,1.3,314,1.0,188,0.0,288,277,1.0,,,,,,,,,,,,,,
172,06/19/22 14:15:00,215,3.0,,,1.0,114,0.3,128,1.3,298,1.3,183,0.0,352,270,1.0,,,,,,,,,,,,,,
173,06/19/22 14:20:00,209,1.5,,,2.0,117,0.0,154,1.7,263,0.7,38,0.0,126,257,1.5,,,,,,,,,,,,,,
174,06/19/22 14:25:00,209,1.5,,,1.7,118,0.3,129,1.7,277,0.7,138,0.0,184,265,1.0,,,,,,,,,,,,,,
175,06/19/22 14:30:00,213,2.5,,,1.3,118,0.3,117,1.7,281,1.0,156,0.0,219,285,1.0,,,,,,,,,,,,,,
176,06/19/22 14:35:00,209,1.0,,,2.0,119,0.0,122,2.0,277,0.7,28,0.0,215,285,1.0,,,,,,,,,,,,,,
177,06/19/22 14:40:00,215,2.0,,,1.3,117,0.3,136,1.3,289,1.0,178,0.0,236,271,1.0,,,,,,,,,,,,,,
178,06/19/22 14:45:00,215,3.0,,,1.3,115,0.3,132,2.0,282,1.0,174,0.0,197,277,1.0,,,,,,,,,,,,,,
