"","Date","day","hour","fullname","site","station","sensor","min","max","avg","amp"
"1",2023-09-15 09:00:00,"2023-09-15","09","BEO-BASE","BEO","BASE","21350855",136,136,136,0
"2",2023-09-15 10:00:00,"2023-09-15","10","BEO-BASE","BEO","BASE","21350855",133,133,133,0
"3",2023-09-15 11:00:00,"2023-09-15","11","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"4",2023-09-15 12:00:00,"2023-09-15","12","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"5",2023-09-15 13:00:00,"2023-09-15","13","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"6",2023-09-15 14:00:00,"2023-09-15","14","BEO-BASE","BEO","BASE","21350855",146,146,146,0
"7",2023-09-15 15:00:00,"2023-09-15","15","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"8",2023-09-15 16:00:00,"2023-09-15","16","BEO-BASE","BEO","BASE","21350855",147,147,147,0
"9",2023-09-15 17:00:00,"2023-09-15","17","BEO-BASE","BEO","BASE","21350855",149,149,149,0
"10",2023-09-15 18:00:00,"2023-09-15","18","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"11",2023-09-15 19:00:00,"2023-09-15","19","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"12",2023-09-15 20:00:00,"2023-09-15","20","BEO-BASE","BEO","BASE","21350855",145,145,145,0
"13",2023-09-15 21:00:00,"2023-09-15","21","BEO-BASE","BEO","BASE","21350855",150,150,150,0
"14",2023-09-15 22:00:00,"2023-09-15","22","BEO-BASE","BEO","BASE","21350855",152,152,152,0
"15",2023-09-15 23:00:00,"2023-09-15","23","BEO-BASE","BEO","BASE","21350855",150,150,150,0
"16",2023-09-16,"2023-09-16","00","BEO-BASE","BEO","BASE","21350855",150,150,150,0
"17",2023-09-16 01:00:00,"2023-09-16","01","BEO-BASE","BEO","BASE","21350855",147,147,147,0
"18",2023-09-16 02:00:00,"2023-09-16","02","BEO-BASE","BEO","BASE","21350855",150,150,150,0
"19",2023-09-16 03:00:00,"2023-09-16","03","BEO-BASE","BEO","BASE","21350855",153,153,153,0
"20",2023-09-16 04:00:00,"2023-09-16","04","BEO-BASE","BEO","BASE","21350855",154,154,154,0
"21",2023-09-16 05:00:00,"2023-09-16","05","BEO-BASE","BEO","BASE","21350855",153,153,153,0
"22",2023-09-16 06:00:00,"2023-09-16","06","BEO-BASE","BEO","BASE","21350855",149,149,149,0
"23",2023-09-16 07:00:00,"2023-09-16","07","BEO-BASE","BEO","BASE","21350855",146,146,146,0
"24",2023-09-16 08:00:00,"2023-09-16","08","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"25",2023-09-16 09:00:00,"2023-09-16","09","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"26",2023-09-16 10:00:00,"2023-09-16","10","BEO-BASE","BEO","BASE","21350855",136,136,136,0
"27",2023-09-16 11:00:00,"2023-09-16","11","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"28",2023-09-16 12:00:00,"2023-09-16","12","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"29",2023-09-16 13:00:00,"2023-09-16","13","BEO-BASE","BEO","BASE","21350855",145,145,145,0
"30",2023-09-16 14:00:00,"2023-09-16","14","BEO-BASE","BEO","BASE","21350855",145,145,145,0
"31",2023-09-16 15:00:00,"2023-09-16","15","BEO-BASE","BEO","BASE","21350855",146,146,146,0
"32",2023-09-16 16:00:00,"2023-09-16","16","BEO-BASE","BEO","BASE","21350855",147,147,147,0
"33",2023-09-16 17:00:00,"2023-09-16","17","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"34",2023-09-16 18:00:00,"2023-09-16","18","BEO-BASE","BEO","BASE","21350855",146,146,146,0
"35",2023-09-16 19:00:00,"2023-09-16","19","BEO-BASE","BEO","BASE","21350855",150,150,150,0
"36",2023-09-16 20:00:00,"2023-09-16","20","BEO-BASE","BEO","BASE","21350855",147,147,147,0
"37",2023-09-16 21:00:00,"2023-09-16","21","BEO-BASE","BEO","BASE","21350855",146,146,146,0
"38",2023-09-16 22:00:00,"2023-09-16","22","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"39",2023-09-16 23:00:00,"2023-09-16","23","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"40",2023-09-17,"2023-09-17","00","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"41",2023-09-17 01:00:00,"2023-09-17","01","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"42",2023-09-17 02:00:00,"2023-09-17","02","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"43",2023-09-17 03:00:00,"2023-09-17","03","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"44",2023-09-17 04:00:00,"2023-09-17","04","BEO-BASE","BEO","BASE","21350855",145,145,145,0
"45",2023-09-17 05:00:00,"2023-09-17","05","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"46",2023-09-17 06:00:00,"2023-09-17","06","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"47",2023-09-17 07:00:00,"2023-09-17","07","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"48",2023-09-17 08:00:00,"2023-09-17","08","BEO-BASE","BEO","BASE","21350855",136,136,136,0
"49",2023-09-17 09:00:00,"2023-09-17","09","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"50",2023-09-17 10:00:00,"2023-09-17","10","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"51",2023-09-17 11:00:00,"2023-09-17","11","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"52",2023-09-17 12:00:00,"2023-09-17","12","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"53",2023-09-17 13:00:00,"2023-09-17","13","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"54",2023-09-17 14:00:00,"2023-09-17","14","BEO-BASE","BEO","BASE","21350855",133,133,133,0
"55",2023-09-17 15:00:00,"2023-09-17","15","BEO-BASE","BEO","BASE","21350855",132,132,132,0
"56",2023-09-17 16:00:00,"2023-09-17","16","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"57",2023-09-17 17:00:00,"2023-09-17","17","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"58",2023-09-17 18:00:00,"2023-09-17","18","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"59",2023-09-17 19:00:00,"2023-09-17","19","BEO-BASE","BEO","BASE","21350855",143,143,143,0
"60",2023-09-17 20:00:00,"2023-09-17","20","BEO-BASE","BEO","BASE","21350855",136,136,136,0
"61",2023-09-17 21:00:00,"2023-09-17","21","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"62",2023-09-17 22:00:00,"2023-09-17","22","BEO-BASE","BEO","BASE","21350855",131,131,131,0
"63",2023-09-17 23:00:00,"2023-09-17","23","BEO-BASE","BEO","BASE","21350855",132,132,132,0
"64",2023-09-18,"2023-09-18","00","BEO-BASE","BEO","BASE","21350855",138,138,138,0
"65",2023-09-18 01:00:00,"2023-09-18","01","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"66",2023-09-18 02:00:00,"2023-09-18","02","BEO-BASE","BEO","BASE","21350855",136,136,136,0
"67",2023-09-18 03:00:00,"2023-09-18","03","BEO-BASE","BEO","BASE","21350855",133,133,133,0
"68",2023-09-18 04:00:00,"2023-09-18","04","BEO-BASE","BEO","BASE","21350855",131,131,131,0
"69",2023-09-18 05:00:00,"2023-09-18","05","BEO-BASE","BEO","BASE","21350855",133,133,133,0
"70",2023-09-18 06:00:00,"2023-09-18","06","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"71",2023-09-18 07:00:00,"2023-09-18","07","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"72",2023-09-18 08:00:00,"2023-09-18","08","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"73",2023-09-18 09:00:00,"2023-09-18","09","BEO-BASE","BEO","BASE","21350855",139,139,139,0
"74",2023-09-18 10:00:00,"2023-09-18","10","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"75",2023-09-18 11:00:00,"2023-09-18","11","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"76",2023-09-18 12:00:00,"2023-09-18","12","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"77",2023-09-18 13:00:00,"2023-09-18","13","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"78",2023-09-18 14:00:00,"2023-09-18","14","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"79",2023-09-18 15:00:00,"2023-09-18","15","BEO-BASE","BEO","BASE","21350855",132,132,132,0
"80",2023-09-18 16:00:00,"2023-09-18","16","BEO-BASE","BEO","BASE","21350855",129,129,129,0
"81",2023-09-18 17:00:00,"2023-09-18","17","BEO-BASE","BEO","BASE","21350855",132,132,132,0
"82",2023-09-18 18:00:00,"2023-09-18","18","BEO-BASE","BEO","BASE","21350855",129,129,129,0
"83",2023-09-18 19:00:00,"2023-09-18","19","BEO-BASE","BEO","BASE","21350855",129,129,129,0
"84",2023-09-18 20:00:00,"2023-09-18","20","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"85",2023-09-18 21:00:00,"2023-09-18","21","BEO-BASE","BEO","BASE","21350855",133,133,133,0
"86",2023-09-18 22:00:00,"2023-09-18","22","BEO-BASE","BEO","BASE","21350855",132,132,132,0
"87",2023-09-18 23:00:00,"2023-09-18","23","BEO-BASE","BEO","BASE","21350855",135,135,135,0
"88",2023-09-19,"2023-09-19","00","BEO-BASE","BEO","BASE","21350855",140,140,140,0
"89",2023-09-19 01:00:00,"2023-09-19","01","BEO-BASE","BEO","BASE","21350855",147,147,147,0
"90",2023-09-19 02:00:00,"2023-09-19","02","BEO-BASE","BEO","BASE","21350855",142,142,142,0
"91",2023-09-19 03:00:00,"2023-09-19","03","BEO-BASE","BEO","BASE","21350855",136,136,136,0
