Time,node-03 / PM10_0,node-03 / PM2_5,node-03 / Temperature,node-04 / PM10_0,node-04 / PM2_5,node-04 / Temperature,node-05 / PM10_0,node-05 / PM2_5,node-05 / Temperature,node-06 / PM10_0,node-06 / PM2_5,node-06 / Temperature,node-07 / PM10_0,node-07 / PM2_5,node-07 / Temperature,node-08 / PM10_0,node-08 / PM2_5,node-08 / Temperature,node-09 / PM10_0,node-09 / PM2_5,node-09 / Temperature,node-10 / PM10_0,node-10 / PM2_5,node-10 / Temperature,node-11 / PM10_0,node-11 / PM2_5,node-11 / Temperature,node-12 / PM10_0,node-12 / PM2_5,node-12 / Temperature,node-13 / PM10_0,node-13 / PM2_5,node-13 / Temperature,node-14 / PM10_0,node-14 / PM2_5,node-14 / Temperature,node-15 / PM10_0,node-15 / PM2_5,node-15 / Temperature,node-16 / PM10_0,node-16 / PM2_5,node-16 / Temperature,node-17 / PM10_0,node-17 / PM2_5,node-17 / Temperature,node-18 / PM10_0,node-18 / PM2_5,node-18 / Temperature,node-19 / PM10_0,node-19 / PM2_5,node-19 / Temperature
07-31-2025 04:00,3.0,3.0,2.393886,3.0,3.0,1.409835,3.0,3.0,4.880159,5.0,4.0,-9.036035,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,2.0,4.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0
07-31-2025 05:00,3.0,3.0,2.530503,12.0,10.0,2.73299,,,,6.0,5.0,-9.801344,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,4.0,,,,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0
07-31-2025 06:00,3.0,3.0,3.176367,3.0,3.0,3.725355,3.0,3.0,5.207936,6.0,5.0,-8.42379,0.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,4.0
07-31-2025 07:00,5.0,4.0,4.145163,11.0,9.0,5.04851,3.0,3.0,6.519047,7.0,6.0,-7.046234,0.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,1.0,6.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,5.0,,,,,,,0.0,0.0,5.0
07-31-2025 08:00,3.0,3.0,5.436892,3.0,3.0,5.710088,5.0,4.0,7.502381,5.0,4.0,-5.668679,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,6.0
07-31-2025 09:00,3.0,3.0,6.405688,3.0,3.0,6.040876,3.0,3.0,7.966205,6.0,5.0,-4.291125,0.0,0.0,8.0,1.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,9.0,2.0,0.0,8.0,1.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,7.0
07-31-2025 10:00,3.0,3.0,7.051552,3.0,3.0,7.694819,5.0,4.0,9.141269,6.0,5.0,-4.291125,0.0,0.0,9.0,1.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,9.0,1.0,1.0,9.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,7.0
07-31-2025 11:00,3.0,3.0,6.72862,5.0,4.0,7.694819,4.0,3.0,9.796825,9.0,7.0,-2.91357,0.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,9.0,2.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,8.0
07-31-2025 12:00,3.0,3.0,8.34328,3.0,3.0,9.017974,3.0,3.0,11.763492,7.0,6.0,3.974204,0.0,0.0,13.0,1.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,10.0,1.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,11.0,1.0,0.0,9.0
07-31-2025 13:00,3.0,3.0,8.34328,6.0,5.0,12.325861,5.0,4.0,12.09127,5.0,4.0,13.617088,0.0,0.0,15.0,2.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17.0,1.0,0.0,10.0,40.0,31.0,11.0,1.0,0.0,13.0,1.0,0.0,11.0,1.0,0.0,10.0,0.0,0.0,15.0,1.0,0.0,10.0
07-31-2025 14:00,3.0,3.0,8.989144,3.0,3.0,17.546796,4.0,3.0,16.810308,6.0,5.0,13.617088,1.0,1.0,15.0,0.0,0.0,14.0,1.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,18.0,0.0,0.0,9.0,2.0,2.0,10.0,0.0,0.0,16.0,21.0,9.0,11.0,1.0,0.0,10.0,2.0,1.0,14.0,1.0,0.0,10.0
07-31-2025 15:00,16.0,13.0,9.957941,23.0,18.0,20.264787,3.0,3.0,18.775664,6.0,5.0,13.617088,0.0,0.0,16.0,1.0,0.0,14.0,13.0,2.0,19.0,1.0,0.0,20.0,1.0,0.0,21.0,1.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,11.0,24.0,8.0,13.0,1.0,0.0,11.0
07-31-2025 16:00,3.0,3.0,11.249669,3.0,3.0,22.911095,3.0,3.0,20.74102,7.0,6.0,13.617088,0.0,0.0,20.0,1.0,0.0,14.0,53.0,20.0,21.0,1.0,0.0,23.0,1.0,1.0,24.0,0.0,0.0,24.0,0.0,0.0,11.0,1.0,0.0,13.0,1.0,0.0,18.0,12.0,5.0,14.0,0.0,0.0,12.0,0.0,0.0,13.0,32.0,11.0,12.0
07-31-2025 17:00,18.0,14.0,13.187262,5.0,4.0,24.689856,3.0,3.0,23.689056,10.0,8.0,14.994644,4.0,4.0,22.0,5.0,1.0,14.0,2.0,1.0,20.0,1.0,0.0,22.0,1.0,0.0,26.0,999.0,999.0,26.0,4.0,1.0,12.0,3.0,0.0,13.0,1.0,0.0,20.0,1.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,13.0,1.0,0.0,14.0
