"","Date","fullname","site","station","sensor","max","min","avg","amp"
"1",2023-09-01,"SSMH-BASE","SSMH","BASE","21350820",344,42,193,302
"2",2023-09-01,"SSMH-SA","SSMH","SA","21206911",324,13,168.5,311
"3",2023-09-01,"SSMH-SB","SSMH","SB","21206912",233,0,116.5,233
"4",2023-09-01,"SSMH-SI","SSMH","SI","21398711",345,31,188,314
"5",2023-09-02,"SSMH-BASE","SSMH","BASE","21350820",358,1,179.5,357
"6",2023-09-02,"SSMH-SA","SSMH","SA","21206911",329,282,305.5,47
"7",2023-09-02,"SSMH-SB","SSMH","SB","21206912",256,63,159.5,193
"8",2023-09-02,"SSMH-SI","SSMH","SI","21398711",110,29,69.5,81
"9",2023-09-03,"SSMH-BASE","SSMH","BASE","21350820",358,0,179,358
"10",2023-09-03,"SSMH-SA","SSMH","SA","21206911",316,295,305.5,21
"11",2023-09-03,"SSMH-SB","SSMH","SB","21206912",140,87,113.5,53
"12",2023-09-03,"SSMH-SI","SSMH","SI","21398711",108,77,92.5,31
"13",2023-09-04,"SSMH-BASE","SSMH","BASE","21350820",358,0,179,358
"14",2023-09-04,"SSMH-SA","SSMH","SA","21206911",327,52,189.5,275
"15",2023-09-04,"SSMH-SB","SSMH","SB","21206912",358,1,179.5,357
"16",2023-09-04,"SSMH-SI","SSMH","SI","21398711",355,6,180.5,349
"17",2023-09-05,"SSMH-BASE","SSMH","BASE","21350820",358,13,185.5,345
"18",2023-09-05,"SSMH-SA","SSMH","SA","21206911",358,6,182,352
"19",2023-09-05,"SSMH-SB","SSMH","SB","21206912",358,0,179,358
"20",2023-09-05,"SSMH-SI","SSMH","SI","21398711",358,1,179.5,357
"21",2023-09-06,"SSMH-BASE","SSMH","BASE","21350820",354,3,178.5,351
"22",2023-09-06,"SSMH-SA","SSMH","SA","21206911",358,1,179.5,357
"23",2023-09-06,"SSMH-SB","SSMH","SB","21206912",197,150,173.5,47
"24",2023-09-06,"SSMH-SI","SSMH","SI","21398711",358,1,179.5,357
"25",2023-09-07,"SSMH-BASE","SSMH","BASE","21350820",357,1,179,356
"26",2023-09-07,"SSMH-SA","SSMH","SA","21206911",358,0,179,358
"27",2023-09-07,"SSMH-SB","SSMH","SB","21206912",177,34,105.5,143
"28",2023-09-07,"SSMH-SI","SSMH","SI","21398711",358,4,181,354
"29",2023-09-08,"SSMH-BASE","SSMH","BASE","21350820",351,1,176,350
"30",2023-09-08,"SSMH-SA","SSMH","SA","21206911",358,34,196,324
"31",2023-09-08,"SSMH-SB","SSMH","SB","21206912",140,6,73,134
"32",2023-09-08,"SSMH-SI","SSMH","SI","21398711",298,248,273,50
"33",2023-09-09,"SSMH-BASE","SSMH","BASE","21350820",337,6,171.5,331
"34",2023-09-09,"SSMH-SA","SSMH","SA","21206911",345,0,172.5,345
"35",2023-09-09,"SSMH-SB","SSMH","SB","21206912",324,49,186.5,275
"36",2023-09-09,"SSMH-SI","SSMH","SI","21398711",352,24,188,328
"37",2023-09-10,"SSMH-BASE","SSMH","BASE","21350820",307,202,254.5,105
"38",2023-09-10,"SSMH-SA","SSMH","SA","21206911",300,258,279,42
"39",2023-09-10,"SSMH-SB","SSMH","SB","21206912",355,7,181,348
"40",2023-09-10,"SSMH-SI","SSMH","SI","21398711",73,32,52.5,41
"41",2023-09-11,"SSMH-BASE","SSMH","BASE","21350820",345,13,179,332
"42",2023-09-11,"SSMH-SA","SSMH","SA","21206911",324,274,299,50
"43",2023-09-11,"SSMH-SB","SSMH","SB","21206912",326,24,175,302
"44",2023-09-11,"SSMH-SI","SSMH","SI","21398711",350,18,184,332
"45",2023-09-12,"SSMH-BASE","SSMH","BASE","21350820",350,1,175.5,349
"46",2023-09-12,"SSMH-SA","SSMH","SA","21206911",357,6,181.5,351
"47",2023-09-12,"SSMH-SB","SSMH","SB","21206912",358,1,179.5,357
"48",2023-09-12,"SSMH-SI","SSMH","SI","21398711",357,17,187,340
"49",2023-09-13,"SSMH-BASE","SSMH","BASE","21350820",343,76,209.5,267
"50",2023-09-13,"SSMH-SA","SSMH","SA","21206911",150,58,104,92
"51",2023-09-13,"SSMH-SB","SSMH","SB","21206912",358,1,179.5,357
"52",2023-09-13,"SSMH-SI","SSMH","SI","21398711",355,3,179,352
"53",2023-09-14,"SSMH-BASE","SSMH","BASE","21350820",358,0,179,358
"54",2023-09-14,"SSMH-SA","SSMH","SA","21206911",323,4,163.5,319
"55",2023-09-14,"SSMH-SB","SSMH","SB","21206912",358,0,179,358
"56",2023-09-14,"SSMH-SI","SSMH","SI","21398711",320,55,187.5,265
"57",2023-09-15,"BEO-BASE","BEO","BASE","21350855",152,133,142.5,19
"58",2023-09-15,"SSMH-BASE","SSMH","BASE","21350820",323,260,291.5,63
"59",2023-09-15,"SSMH-SA","SSMH","SA","21206911",309,272,290.5,37
"60",2023-09-15,"SSMH-SB","SSMH","SB","21206912",355,6,180.5,349
"61",2023-09-15,"SSMH-SI","SSMH","SI","21398711",80,38,59,42
"62",2023-09-15,"TNHA-BASE","TNHA","BASE","21167037",213,208,210.5,5
