"","Date","fullname","site","station","sensor","max","min","avg","amp"
"1",2024-06-01,"SSMH-SA","SSMH","SA","21398670",6.45,-1.1,2.675,7.55
"2",2024-06-01,"SSMH-SB","SSMH","SB","21398665",2.34,-1.95,0.195,4.29
"3",2024-06-01,"SSMH-SI","SSMH","SI","21398667",1.56,-2.04,-0.24,3.6
"4",2024-06-01,"TNHA-BASE","TNHA","BASE","21390850",6.62,-2.024,2.298,8.644
"5",2024-06-01,"TNHA-SA","TNHA","SA","21380919",10.12,-1.44,4.34,11.56
"6",2024-06-01,"TNHA-SB","TNHA","SB","21398664",1.39,-2.36,-0.485,3.75
"7",2024-06-01,"TNHA-SC","TNHA","SC","21398674",3.47,-2.79,0.34,6.26
"8",2024-06-01,"TNHA-SD","TNHA","SD","21398666",-0.39,-2.36,-1.375,1.97
"9",2024-06-02,"SSMH-SA","SSMH","SA","21398670",2.46,-3.86,-0.7,6.32
"10",2024-06-02,"SSMH-SB","SSMH","SB","21398665",0.92,-4.25,-1.665,5.17
"11",2024-06-02,"SSMH-SI","SSMH","SI","21398667",0.6,-4.44,-1.92,5.04
"12",2024-06-02,"TNHA-BASE","TNHA","BASE","21390850",1.215,-4.276,-1.5305,5.491
"13",2024-06-02,"TNHA-SA","TNHA","SA","21380919",1.8,-3.84,-1.02,5.64
"14",2024-06-02,"TNHA-SB","TNHA","SB","21398664",0.73,-4.4,-1.835,5.13
"15",2024-06-02,"TNHA-SC","TNHA","SC","21398674",-0.2,-4.57,-2.385,4.37
"16",2024-06-02,"TNHA-SD","TNHA","SD","21398666",-0.05,-4.61,-2.33,4.56
"17",2024-06-03,"SSMH-SA","SSMH","SA","21398670",-1.01,-2.9,-1.955,1.89
"18",2024-06-03,"SSMH-SB","SSMH","SB","21398665",-1.01,-3.69,-2.35,2.68
"19",2024-06-03,"SSMH-SI","SSMH","SI","21398667",-1.31,-3.69,-2.5,2.38
"20",2024-06-03,"TNHA-BASE","TNHA","BASE","21390850",-1.23,-3.504,-2.367,2.274
"21",2024-06-03,"TNHA-SA","TNHA","SA","21380919",-0.41,-3.46,-1.935,3.05
"22",2024-06-03,"TNHA-SB","TNHA","SB","21398664",-0.5,-3.54,-2.02,3.04
"23",2024-06-03,"TNHA-SC","TNHA","SC","21398674",-1.63,-4.23,-2.93,2.6
"24",2024-06-03,"TNHA-SD","TNHA","SD","21398666",-1.57,-4.12,-2.845,2.55
"25",2024-06-04,"SSMH-SA","SSMH","SA","21398670",0.88,-2.98,-1.05,3.86
"26",2024-06-04,"SSMH-SB","SSMH","SB","21398665",-1.08,-4.01,-2.545,2.93
"27",2024-06-04,"SSMH-SI","SSMH","SI","21398667",-1.01,-4.34,-2.675,3.33
"28",2024-06-04,"TNHA-BASE","TNHA","BASE","21390850",-0.758,-3.933,-2.3455,3.175
"29",2024-06-04,"TNHA-SA","TNHA","SA","21380919",-0.99,-3.82,-2.405,2.83
"30",2024-06-04,"TNHA-SB","TNHA","SB","21398664",-1.42,-3.95,-2.685,2.53
"31",2024-06-04,"TNHA-SC","TNHA","SC","21398674",-1.65,-4.66,-3.155,3.01
"32",2024-06-04,"TNHA-SD","TNHA","SD","21398666",-1.65,-4.53,-3.09,2.88
"33",2024-06-05,"SSMH-SA","SSMH","SA","21398670",2.55,-0.22,1.165,2.77
"34",2024-06-05,"SSMH-SB","SSMH","SB","21398665",2.08,-0.99,0.545,3.07
"35",2024-06-05,"SSMH-SI","SSMH","SI","21398667",1.31,-1.14,0.0850000000000001,2.45
"36",2024-06-05,"TNHA-BASE","TNHA","BASE","21390850",1.429,-0.866,0.2815,2.295
"37",2024-06-05,"TNHA-SA","TNHA","SA","21380919",3.06,-0.93,1.065,3.99
"38",2024-06-05,"TNHA-SB","TNHA","SB","21398664",2.83,-1.33,0.75,4.16
"39",2024-06-05,"TNHA-SC","TNHA","SC","21398674",1.31,-1.5,-0.095,2.81
"40",2024-06-05,"TNHA-SD","TNHA","SD","21398666",1.11,-1.53,-0.21,2.64
"41",2024-06-06,"SSMH-SA","SSMH","SA","21398670",1.69,-0.39,0.65,2.08
"42",2024-06-06,"SSMH-SB","SSMH","SB","21398665",2.21,-0.41,0.9,2.62
"43",2024-06-06,"SSMH-SI","SSMH","SI","21398667",1.2,-0.6,0.3,1.8
"44",2024-06-06,"TNHA-BASE","TNHA","BASE","21390850",1.429,-0.673,0.378,2.102
"45",2024-06-06,"TNHA-SA","TNHA","SA","21380919",5.77,-0.13,2.82,5.9
"46",2024-06-06,"TNHA-SB","TNHA","SB","21398664",2.81,-0.41,1.2,3.22
"47",2024-06-06,"TNHA-SC","TNHA","SC","21398674",0.83,-0.67,0.08,1.5
"48",2024-06-06,"TNHA-SD","TNHA","SD","21398666",0.49,-0.73,-0.12,1.22
"49",2024-06-07,"SSMH-SA","SSMH","SA","21398670",3.73,0.08,1.905,3.65
"50",2024-06-07,"SSMH-SB","SSMH","SB","21398665",1.37,0.1,0.735,1.27
"51",2024-06-07,"SSMH-SI","SSMH","SI","21398667",1.69,-0.13,0.78,1.82
"52",2024-06-07,"TNHA-BASE","TNHA","BASE","21390850",4.475,0.014,2.2445,4.461
"53",2024-06-07,"TNHA-SA","TNHA","SA","21380919",2.85,0.28,1.565,2.57
"54",2024-06-07,"TNHA-SB","TNHA","SB","21398664",2.16,0.13,1.145,2.03
"55",2024-06-07,"TNHA-SC","TNHA","SC","21398674",0.71,-0.07,0.32,0.78
"56",2024-06-07,"TNHA-SD","TNHA","SD","21398666",0.83,-0.11,0.36,0.94
"57",2024-06-08,"21981320","SSMH","21981320","21981320",4.625,1.687,3.156,2.938
"58",2024-06-08,"SSMH-SA","SSMH","SA","21398670",6.73,0.25,3.49,6.48
"59",2024-06-08,"SSMH-SB","SSMH","SB","21398665",1.67,-1.12,0.275,2.79
"60",2024-06-08,"SSMH-SI","SSMH","SI","21398667",2.81,-1.03,0.89,3.84
"61",2024-06-08,"TNHA-BASE","TNHA","BASE","21390850",7.971,-0.694,3.6385,8.665
"62",2024-06-08,"TNHA-SA","TNHA","SA","21380919",7.68,-0.37,3.655,8.05
"63",2024-06-08,"TNHA-SB","TNHA","SB","21398664",2.57,-1.12,0.725,3.69
"64",2024-06-08,"TNHA-SC","TNHA","SC","21398674",0.88,-1.16,-0.14,2.04
"65",2024-06-08,"TNHA-SD","TNHA","SD","21398666",1.69,-1.14,0.275,2.83
"66",2024-06-09,"21981320","SSMH","21981320","21981320",1.279,-1.187,0.0459999999999999,2.466
"67",2024-06-09,"SSMH-SA","SSMH","SA","21398670",4.95,-1.01,1.97,5.96
"68",2024-06-09,"SSMH-SB","SSMH","SB","21398665",1.91,-0.88,0.515,2.79
"69",2024-06-09,"SSMH-SI","SSMH","SI","21398667",1.61,-1.16,0.225,2.77
"70",2024-06-09,"TNHA-BASE","TNHA","BASE","21390850",7.327,-1.38,2.9735,8.707
"71",2024-06-09,"TNHA-SA","TNHA","SA","21380919",6.35,-0.5,2.925,6.85
"72",2024-06-09,"TNHA-SB","TNHA","SB","21398664",1.69,-0.99,0.35,2.68
"73",2024-06-09,"TNHA-SC","TNHA","SC","21398674",1.2,-1.23,-0.015,2.43
"74",2024-06-09,"TNHA-SD","TNHA","SD","21398666",0.94,-1.42,-0.24,2.36
"75",2024-06-10,"21981320","SSMH","21981320","21981320",3.81,-0.308,1.751,4.118
"76",2024-06-10,"SSMH-SA","SSMH","SA","21398670",5.34,-0.17,2.585,5.51
"77",2024-06-10,"SSMH-SB","SSMH","SB","21398665",3.67,-0.05,1.81,3.72
"78",2024-06-10,"SSMH-SI","SSMH","SI","21398667",3.43,0,1.715,3.43
"79",2024-06-10,"TNHA-BASE","TNHA","BASE","21390850",4.582,-0.308,2.137,4.89
"80",2024-06-10,"TNHA-SA","TNHA","SA","21380919",8.13,0.08,4.105,8.05
"81",2024-06-10,"TNHA-SB","TNHA","SB","21398664",4.57,0.08,2.325,4.49
"82",2024-06-10,"TNHA-SC","TNHA","SC","21398674",2.12,-0.13,0.995,2.25
"83",2024-06-10,"TNHA-SD","TNHA","SD","21398666",4.07,-0.39,1.84,4.46
"84",2024-06-11,"21981320","SSMH","21981320","21981320",2.244,-1.659,0.2925,3.903
"85",2024-06-11,"SSMH-SA","SSMH","SA","21398670",4.8,-1.59,1.605,6.39
"86",2024-06-11,"SSMH-SB","SSMH","SB","21398665",3.06,-1.05,1.005,4.11
"87",2024-06-11,"SSMH-SI","SSMH","SI","21398667",2.96,-1.18,0.89,4.14
"88",2024-06-11,"TNHA-BASE","TNHA","BASE","21390850",3.167,-1.702,0.7325,4.869
"89",2024-06-11,"TNHA-SA","TNHA","SA","21380919",5.81,-1.29,2.26,7.1
"90",2024-06-11,"TNHA-SB","TNHA","SB","21398664",3.79,-1.29,1.25,5.08
"91",2024-06-11,"TNHA-SC","TNHA","SC","21398674",1.33,-1.08,0.125,2.41
"92",2024-06-11,"TNHA-SD","TNHA","SD","21398666",1.48,-1.68,-0.1,3.16
"93",2024-06-12,"21981320","SSMH","21981320","21981320",2.051,-1.895,0.0780000000000001,3.946
"94",2024-06-12,"SSMH-SA","SSMH","SA","21398670",4.67,-1.57,1.55,6.24
"95",2024-06-12,"SSMH-SB","SSMH","SB","21398665",3.17,-1.55,0.81,4.72
"96",2024-06-12,"SSMH-SI","SSMH","SI","21398667",2.51,-1.78,0.365,4.29
"97",2024-06-12,"TNHA-BASE","TNHA","BASE","21390850",2.18,-1.874,0.153,4.054
"98",2024-06-12,"TNHA-SA","TNHA","SA","21380919",5.75,-1.46,2.145,7.21
"99",2024-06-12,"TNHA-SB","TNHA","SB","21398664",2.81,-1.48,0.665,4.29
"100",2024-06-12,"TNHA-SC","TNHA","SC","21398674",1.52,-1.7,-0.09,3.22
"101",2024-06-12,"TNHA-SD","TNHA","SD","21398666",1.63,-1.91,-0.14,3.54
"102",2024-06-13,"21981320","SSMH","21981320","21981320",4.818,0.593,2.7055,4.225
"103",2024-06-13,"SSMH-SA","SSMH","SA","21398670",6.58,0.68,3.63,5.9
"104",2024-06-13,"SSMH-SB","SSMH","SB","21398665",5.57,1.03,3.3,4.54
"105",2024-06-13,"SSMH-SI","SSMH","SI","21398667",5.21,0.9,3.055,4.31
"106",2024-06-13,"TNHA-BASE","TNHA","BASE","21390850",4.861,0.528,2.6945,4.333
"107",2024-06-13,"TNHA-SA","TNHA","SA","21380919",7.01,0.66,3.835,6.35
"108",2024-06-13,"TNHA-SB","TNHA","SB","21398664",5.85,1.28,3.565,4.57
"109",2024-06-13,"TNHA-SC","TNHA","SC","21398674",4.44,1.37,2.905,3.07
"110",2024-06-13,"TNHA-SD","TNHA","SD","21398666",4.65,0.55,2.6,4.1
"111",2024-06-14,"21981320","SSMH","21981320","21981320",4.775,-1.295,1.74,6.07
"112",2024-06-14,"SSMH-SA","SSMH","SA","21398670",6.33,-1.08,2.625,7.41
"113",2024-06-14,"SSMH-SB","SSMH","SB","21398665",5.53,-0.97,2.28,6.5
"114",2024-06-14,"SSMH-SI","SSMH","SI","21398667",4.95,-1.33,1.81,6.28
"115",2024-06-14,"TNHA-BASE","TNHA","BASE","21390850",4.775,-1.166,1.8045,5.941
"116",2024-06-14,"TNHA-SA","TNHA","SA","21380919",7.18,-0.97,3.105,8.15
"117",2024-06-14,"TNHA-SB","TNHA","SB","21398664",5.83,-1.1,2.365,6.93
"118",2024-06-14,"TNHA-SC","TNHA","SC","21398674",4.67,-0.07,2.3,4.74
