"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2022-09-01,"BEO-BASE","BEO","BASE","21393048","3.5cm",6,2,4,4
"2",2022-09-01,"BEO-BASE","BEO","BASE","21393048","10cm",4.5,2,3.25,2.5
"3",2022-09-01,"BEO-BASE","BEO","BASE","21393048","20cm",4.5,3,3.75,1.5
"4",2022-09-01,"BEO-BASE","BEO","BASE","21393048","30cm",3.5,3,3.25,0.5
"5",2022-09-01,"BEO-BASE","BEO","BASE","21393048","40cm",1,1,1,0
"6",2022-09-01,"BEO-BASE","BEO","BASE","21393048","50cm",0.5,0.5,0.5,0
"7",2022-09-01,"BEO-BASE","BEO","BASE","21393048","55cm",0.5,0.5,0.5,0
"8",2022-09-01,"BEO-BASE","BEO","BASE","21393048","65cm",0.5,0.5,0.5,0
"9",2022-09-01,"BEO-BASE","BEO","BASE","21393048","75cm",-1,-1.5,-1.25,0.5
"10",2022-09-01,"BEO-BASE","BEO","BASE","21393048","85cm",0,0,0,0
"11",2022-09-01,"BEO-BASE","BEO","BASE","21393048","90cm",0,0,0,0
"12",2022-09-01,"BEO-BASE","BEO","BASE","21398591","3.5cm",8,4,6,4
"13",2022-09-01,"BEO-BASE","BEO","BASE","21398591","10cm",5.5,3.5,4.5,2
"14",2022-09-01,"BEO-BASE","BEO","BASE","21398591","20cm",3,2.5,2.75,0.5
"15",2022-09-01,"BEO-BASE","BEO","BASE","21398591","30cm",1.5,1,1.25,0.5
"16",2022-09-01,"BEO-BASE","BEO","BASE","21398591","40cm",1.5,1,1.25,0.5
"17",2022-09-01,"BEO-BASE","BEO","BASE","21398591","50cm",-0.5,-0.5,-0.5,0
"18",2022-09-01,"BEO-BASE","BEO","BASE","21398591","55cm",-0.5,-0.5,-0.5,0
"19",2022-09-01,"BEO-BASE","BEO","BASE","21398591","65cm",-0.5,-1,-0.75,0.5
"20",2022-09-01,"BEO-BASE","BEO","BASE","21398591","75cm",0,-0.5,-0.25,0.5
"21",2022-09-01,"BEO-BASE","BEO","BASE","21398591","85cm",-0.5,-0.5,-0.5,0
"22",2022-09-01,"BEO-BASE","BEO","BASE","21398591","90cm",-1,-1,-1,0
"23",2022-09-01,"SSMH-SA","SSMH","SA","21398599","3.5cm",6.5,4,5.25,2.5
"24",2022-09-01,"SSMH-SA","SSMH","SA","21398599","10cm",6,4.5,5.25,1.5
"25",2022-09-01,"SSMH-SA","SSMH","SA","21398599","20cm",5,4,4.5,1
"26",2022-09-01,"SSMH-SA","SSMH","SA","21398599","30cm",4.5,4,4.25,0.5
"27",2022-09-01,"SSMH-SA","SSMH","SA","21398599","40cm",4,3.5,3.75,0.5
"28",2022-09-01,"SSMH-SA","SSMH","SA","21398599","50cm",3.5,3,3.25,0.5
"29",2022-09-01,"SSMH-SA","SSMH","SA","21398599","55cm",3.5,3.5,3.5,0
"30",2022-09-01,"SSMH-SA","SSMH","SA","21398599","65cm",1.5,1,1.25,0.5
"31",2022-09-01,"SSMH-SA","SSMH","SA","21398599","75cm",-0.5,-0.5,-0.5,0
"32",2022-09-01,"SSMH-SA","SSMH","SA","21398599","85cm",-1,-1,-1,0
"33",2022-09-01,"SSMH-SA","SSMH","SA","21398599","90cm",-0.5,-1,-0.75,0.5
"34",2022-09-01,"SSMH-SB","SSMH","SB","21393044","3.5cm",6.5,3.5,5,3
"35",2022-09-01,"SSMH-SB","SSMH","SB","21393044","10cm",6,4,5,2
"36",2022-09-01,"SSMH-SB","SSMH","SB","21393044","20cm",5,4,4.5,1
"37",2022-09-01,"SSMH-SB","SSMH","SB","21393044","30cm",5,4,4.5,1
"38",2022-09-01,"SSMH-SB","SSMH","SB","21393044","40cm",5,4.5,4.75,0.5
"39",2022-09-01,"SSMH-SB","SSMH","SB","21393044","50cm",3.5,3.5,3.5,0
"40",2022-09-01,"SSMH-SB","SSMH","SB","21393044","55cm",4,3.5,3.75,0.5
"41",2022-09-01,"SSMH-SB","SSMH","SB","21393044","65cm",0.5,0,0.25,0.5
"42",2022-09-01,"SSMH-SB","SSMH","SB","21393044","75cm",-1,-1.5,-1.25,0.5
"43",2022-09-01,"SSMH-SB","SSMH","SB","21393044","85cm",-2.5,-2.5,-2.5,0
"44",2022-09-01,"SSMH-SB","SSMH","SB","21393044","90cm",-3,-3,-3,0
"45",2022-09-01,"SSMH-SD","SSMH","SD","21393049","3.5cm",4.5,3.5,4,1
"46",2022-09-01,"SSMH-SD","SSMH","SD","21393049","10cm",3.5,2.5,3,1
"47",2022-09-01,"SSMH-SD","SSMH","SD","21393049","20cm",3.5,3,3.25,0.5
"48",2022-09-01,"SSMH-SD","SSMH","SD","21393049","30cm",4.5,4,4.25,0.5
"49",2022-09-01,"SSMH-SD","SSMH","SD","21393049","40cm",2,2,2,0
"50",2022-09-01,"SSMH-SD","SSMH","SD","21393049","50cm",4,3.5,3.75,0.5
"51",2022-09-01,"SSMH-SD","SSMH","SD","21393049","55cm",4,3.5,3.75,0.5
"52",2022-09-01,"SSMH-SD","SSMH","SD","21393049","65cm",3.5,3,3.25,0.5
"53",2022-09-01,"SSMH-SD","SSMH","SD","21393049","75cm",-1.5,-1.5,-1.5,0
"54",2022-09-01,"SSMH-SD","SSMH","SD","21393049","85cm",-2,-2.5,-2.25,0.5
"55",2022-09-01,"SSMH-SD","SSMH","SD","21393049","90cm",-2.5,-3,-2.75,0.5
"56",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","3.5cm",5.5,3.3,4.4,2.2
"57",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","10cm",5,3.6,4.3,1.4
"58",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","20cm",3.5,2.8,3.15,0.7
"59",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","30cm",2.3,2.1,2.2,0.2
"60",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","40cm",1.3,1.2,1.25,0.1
"61",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","50cm",0.6,0.5,0.55,0.1
"62",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","55cm",0.5,0.3,0.4,0.2
"63",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","65cm",-0.6,-0.6,-0.6,0
"64",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","75cm",-0.5,-0.6,-0.55,0.1
"65",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","85cm",-1,-1.1,-1.05,0.1
"66",2022-09-01,"TNHA-BASE","TNHA","BASE","21206939","90cm",-1.2,-1.2,-1.2,0
"67",2022-09-01,"TNHA-SA","TNHA","SA","21398593","3.5cm",6,3.5,4.75,2.5
"68",2022-09-01,"TNHA-SA","TNHA","SA","21398593","10cm",5,3.5,4.25,1.5
"69",2022-09-01,"TNHA-SA","TNHA","SA","21398593","20cm",4.5,3.5,4,1
"70",2022-09-01,"TNHA-SA","TNHA","SA","21398593","30cm",4,2.5,3.25,1.5
"71",2022-09-01,"TNHA-SA","TNHA","SA","21398593","40cm",3,2.5,2.75,0.5
"72",2022-09-01,"TNHA-SA","TNHA","SA","21398593","50cm",3,2.5,2.75,0.5
"73",2022-09-01,"TNHA-SA","TNHA","SA","21398593","55cm",2,2,2,0
"74",2022-09-01,"TNHA-SA","TNHA","SA","21398593","65cm",1,0.5,0.75,0.5
