"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","3.5cm",10,2.5,6.25,7.5
"2",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","10cm",7.5,2.5,5,5
"3",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","20cm",6,2.5,4.25,3.5
"4",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","30cm",4.5,3,3.75,1.5
"5",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","40cm",3,2,2.5,1
"6",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","50cm",3,2,2.5,1
"7",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","55cm",3.5,2.5,3,1
"8",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","65cm",-2,-2.5,-2.25,0.5
"9",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","75cm",-5.5,-6,-5.75,0.5
"10",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","85cm",-7.5,-7.5,-7.5,0
"11",2022-06-19,"SSMH-BASE","SSMH","BASE","21398588","90cm",-9,-9.5,-9.25,0.5
"12",2022-06-19,"SSMH-SA","SSMH","SA","21398599","3.5cm",9,1,5,8
"13",2022-06-19,"SSMH-SA","SSMH","SA","21398599","10cm",5,1,3,4
"14",2022-06-19,"SSMH-SA","SSMH","SA","21398599","20cm",1,0,0.5,1
"15",2022-06-19,"SSMH-SA","SSMH","SA","21398599","30cm",0.5,0,0.25,0.5
"16",2022-06-19,"SSMH-SA","SSMH","SA","21398599","40cm",0,-0.5,-0.25,0.5
"17",2022-06-19,"SSMH-SA","SSMH","SA","21398599","50cm",-1,-1,-1,0
"18",2022-06-19,"SSMH-SA","SSMH","SA","21398599","55cm",-0.5,-0.5,-0.5,0
"19",2022-06-19,"SSMH-SA","SSMH","SA","21398599","65cm",-2.5,-2.5,-2.5,0
"20",2022-06-19,"SSMH-SA","SSMH","SA","21398599","75cm",-3.5,-3.5,-3.5,0
"21",2022-06-19,"SSMH-SA","SSMH","SA","21398599","85cm",-4,-4,-4,0
"22",2022-06-19,"SSMH-SA","SSMH","SA","21398599","90cm",-3.5,-4,-3.75,0.5
"23",2022-06-19,"SSMH-SB","SSMH","SB","21393044","3.5cm",11.5,1,6.25,10.5
"24",2022-06-19,"SSMH-SB","SSMH","SB","21393044","10cm",7,1,4,6
"25",2022-06-19,"SSMH-SB","SSMH","SB","21393044","20cm",2.5,0.5,1.5,2
"26",2022-06-19,"SSMH-SB","SSMH","SB","21393044","30cm",-0.5,-1,-0.75,0.5
"27",2022-06-19,"SSMH-SB","SSMH","SB","21393044","40cm",0,-0.5,-0.25,0.5
"28",2022-06-19,"SSMH-SB","SSMH","SB","21393044","50cm",-1,-1.5,-1.25,0.5
"29",2022-06-19,"SSMH-SB","SSMH","SB","21393044","55cm",-1.5,-1.5,-1.5,0
"30",2022-06-19,"SSMH-SB","SSMH","SB","21393044","65cm",-3.5,-3.5,-3.5,0
"31",2022-06-19,"SSMH-SB","SSMH","SB","21393044","75cm",-4.5,-4.5,-4.5,0
"32",2022-06-19,"SSMH-SB","SSMH","SB","21393044","85cm",-5.5,-6.5,-6,1
"33",2022-06-19,"SSMH-SB","SSMH","SB","21393044","90cm",-6.5,-6.5,-6.5,0
"34",2022-06-19,"SSMH-SD","SSMH","SD","21393049","3.5cm",3,0,1.5,3
"35",2022-06-19,"SSMH-SD","SSMH","SD","21393049","10cm",1.5,-1,0.25,2.5
"36",2022-06-19,"SSMH-SD","SSMH","SD","21393049","20cm",1,-0.5,0.25,1.5
"37",2022-06-19,"SSMH-SD","SSMH","SD","21393049","30cm",0.5,0.5,0.5,0
"38",2022-06-19,"SSMH-SD","SSMH","SD","21393049","40cm",-1.5,-2,-1.75,0.5
"39",2022-06-19,"SSMH-SD","SSMH","SD","21393049","50cm",0,0,0,0
"40",2022-06-19,"SSMH-SD","SSMH","SD","21393049","55cm",0,-0.5,-0.25,0.5
"41",2022-06-19,"SSMH-SD","SSMH","SD","21393049","65cm",-0.5,-0.5,-0.5,0
"42",2022-06-19,"SSMH-SD","SSMH","SD","21393049","75cm",-4.5,-4.5,-4.5,0
"43",2022-06-19,"SSMH-SD","SSMH","SD","21393049","85cm",-5.5,-5.5,-5.5,0
"44",2022-06-19,"SSMH-SD","SSMH","SD","21393049","90cm",-5.5,-6,-5.75,0.5
"45",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","3.5cm",11.3,1.1,6.2,10.2
"46",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","10cm",7.5,1.2,4.35,6.3
"47",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","20cm",0.6,0,0.3,0.6
"48",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","30cm",-0.7,-1,-0.85,0.3
"49",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","40cm",-1.7,-2,-1.85,0.3
"50",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","50cm",-2.2,-2.5,-2.35,0.3
"51",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","55cm",-2.2,-2.5,-2.35,0.3
"52",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","65cm",-3,-3.2,-3.1,0.2
"53",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","75cm",-3,-3.2,-3.1,0.2
"54",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","85cm",-3.5,-3.7,-3.6,0.2
"55",2022-06-19,"TNHA-BASE","TNHA","BASE","21206939","90cm",-3.7,-4,-3.85,0.3
"56",2022-06-19,"TNHA-SA","TNHA","SA","21398593","3.5cm",13,3,8,10
"57",2022-06-19,"TNHA-SA","TNHA","SA","21398593","10cm",9,2.5,5.75,6.5
"58",2022-06-19,"TNHA-SA","TNHA","SA","21398593","20cm",6.5,2,4.25,4.5
