"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2024-06-01,"BEO-BASE","BEO","BASE","21398591","0-15cm",0,0,0,0
"2",2024-06-01,"BEO-BASE","BEO","BASE","21398591","15-30cm",0.083,0.063,0.073,0.02
"3",2024-06-01,"BEO-BASE","BEO","BASE","21398591","30-45cm",0.023,0.019,0.021,0.004
"4",2024-06-01,"BEO-BASE","BEO","BASE","21398591","45-60cm",0.136,0.135,0.1355,0.001
"5",2024-06-01,"BEO-BASE","BEO","BASE","21398591","60-75cm",0.13,0.128,0.129,0.002
"6",2024-06-01,"BEO-BASE","BEO","BASE","21398591","75-90cm",0.058,0.056,0.057,0.002
"7",2024-06-01,"SSMH-SA","SSMH","SA","21398599","0-15cm",0.078,0.078,0.078,0
"8",2024-06-01,"SSMH-SA","SSMH","SA","21398599","15-30cm",0.101,0.1,0.1005,0.001
"9",2024-06-01,"SSMH-SA","SSMH","SA","21398599","30-45cm",0.032,0.031,0.0315,0.001
"10",2024-06-01,"SSMH-SA","SSMH","SA","21398599","45-60cm",0.065,0.065,0.065,0
"11",2024-06-01,"SSMH-SA","SSMH","SA","21398599","60-75cm",0.044,0.043,0.0435,0.001
"12",2024-06-01,"SSMH-SA","SSMH","SA","21398599","75-90cm",0.113,0.113,0.113,0
"13",2024-06-01,"SSMH-SB","SSMH","SB","21393044","0-15cm",0.154,0.153,0.1535,0.001
"14",2024-06-01,"SSMH-SB","SSMH","SB","21393044","15-30cm",0.148,0.147,0.1475,0.001
"15",2024-06-01,"SSMH-SB","SSMH","SB","21393044","30-45cm",0.104,0.102,0.103,0.002
"16",2024-06-01,"SSMH-SB","SSMH","SB","21393044","45-60cm",0.125,0.123,0.124,0.002
"17",2024-06-01,"SSMH-SB","SSMH","SB","21393044","60-75cm",0.079,0.079,0.079,0
"18",2024-06-01,"SSMH-SB","SSMH","SB","21393044","75-90cm",0.054,0.054,0.054,0
"19",2024-06-01,"SSMH-SD","SSMH","SD","21393049","0-15cm",0.635,0.614,0.6245,0.021
"20",2024-06-01,"SSMH-SD","SSMH","SD","21393049","15-30cm",0.307,0.276,0.2915,0.031
"21",2024-06-01,"SSMH-SD","SSMH","SD","21393049","30-45cm",0.188,0.175,0.1815,0.013
"22",2024-06-01,"SSMH-SD","SSMH","SD","21393049","45-60cm",0.221,0.213,0.217,0.00800000000000001
"23",2024-06-01,"SSMH-SD","SSMH","SD","21393049","60-75cm",0.203,0.2,0.2015,0.003
"24",2024-06-01,"SSMH-SD","SSMH","SD","21393049","75-90cm",0.068,0.066,0.067,0.002
"25",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","0-15cm",0.276,0.227,0.2515,0.049
"26",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","15-30cm",0.401,0,0.2005,0.401
"27",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","30-45cm",0.214,0,0.107,0.214
"28",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","45-60cm",0.233,0,0.1165,0.233
"29",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","60-75cm",0.252,0,0.126,0.252
"30",2024-06-01,"TNHA-BASE","TNHA","BASE","21206939","75-90cm",0.18,0,0.09,0.18
"31",2024-06-01,"TNHA-SA","TNHA","SA","21398593","0-15cm",0.354,0.34,0.347,0.014
"32",2024-06-01,"TNHA-SA","TNHA","SA","21398593","15-30cm",0.371,0.361,0.366,0.01
"33",2024-06-01,"TNHA-SA","TNHA","SA","21398593","30-45cm",0.375,0.285,0.33,0.09
"34",2024-06-01,"TNHA-SA","TNHA","SA","21398593","45-60cm",0.417,0.37,0.3935,0.047
"35",2024-06-01,"TNHA-SA","TNHA","SA","21398593","60-75cm",0.302,0.287,0.2945,0.015
"36",2024-06-01,"TNHA-SA","TNHA","SA","21398593","75-90cm",0.233,0.226,0.2295,0.00700000000000001
"37",2024-06-01,"TNHA-SD","TNHA","SD","21398601","0-15cm",0.118,0.094,0.106,0.024
"38",2024-06-01,"TNHA-SD","TNHA","SD","21398601","15-30cm",0.08,0.079,0.0795,0.001
"39",2024-06-01,"TNHA-SD","TNHA","SD","21398601","30-45cm",0.125,0.123,0.124,0.002
"40",2024-06-01,"TNHA-SD","TNHA","SD","21398601","45-60cm",0.207,0.203,0.205,0.00399999999999998
"41",2024-06-01,"TNHA-SD","TNHA","SD","21398601","60-75cm",0.172,0.17,0.171,0.00199999999999997
"42",2024-06-01,"TNHA-SD","TNHA","SD","21398601","75-90cm",0.113,0.111,0.112,0.002
"43",2024-06-01,"TNHA-SE","TNHA","SE","21398577","0-15cm",0,0,0,0
"44",2024-06-01,"TNHA-SE","TNHA","SE","21398577","15-30cm",0.022,0.022,0.022,0
"45",2024-06-01,"TNHA-SE","TNHA","SE","21398577","30-45cm",0.084,0.083,0.0835,0.001
"46",2024-06-01,"TNHA-SE","TNHA","SE","21398577","45-60cm",0.068,0.068,0.068,0
"47",2024-06-01,"TNHA-SE","TNHA","SE","21398577","60-75cm",0.011,0.01,0.0105,0.000999999999999999
"48",2024-06-01,"TNHA-SE","TNHA","SE","21398577","75-90cm",0.09,0.088,0.089,0.002
"49",2024-06-02,"BEO-BASE","BEO","BASE","21398591","0-15cm",0,0,0,0
