"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2023-06-01,"BEO-BASE","BEO","BASE","21393048","0-15cm",0.023,0.023,0.023,0
"2",2023-06-01,"BEO-BASE","BEO","BASE","21393048","15-30cm",0,0,0,0
"3",2023-06-01,"BEO-BASE","BEO","BASE","21393048","30-45cm",0,0,0,0
"4",2023-06-01,"BEO-BASE","BEO","BASE","21393048","45-60cm",0,0,0,0
"5",2023-06-01,"BEO-BASE","BEO","BASE","21393048","60-75cm",0,0,0,0
"6",2023-06-01,"BEO-BASE","BEO","BASE","21393048","75-90cm",0,0,0,0
"7",2023-06-01,"BUECI-SB","BUECI","SB","21398583","0-15cm",0.112,0.103,0.1075,0.00900000000000001
"8",2023-06-01,"BUECI-SB","BUECI","SB","21398583","15-30cm",0.192,0.086,0.139,0.106
"9",2023-06-01,"BUECI-SB","BUECI","SB","21398583","30-45cm",0.236,0.21,0.223,0.026
"10",2023-06-01,"BUECI-SB","BUECI","SB","21398583","45-60cm",0.088,0.088,0.088,0
"11",2023-06-01,"BUECI-SB","BUECI","SB","21398583","60-75cm",0.083,0.083,0.083,0
"12",2023-06-01,"BUECI-SB","BUECI","SB","21398583","75-90cm",0.068,0.068,0.068,0
"13",2023-06-01,"BUECI-SE","BUECI","SE","21398579","0-15cm",0.04,0.038,0.039,0.002
"14",2023-06-01,"BUECI-SE","BUECI","SE","21398579","15-30cm",0.007,0.006,0.0065,0.001
"15",2023-06-01,"BUECI-SE","BUECI","SE","21398579","30-45cm",0.042,0.042,0.042,0
"16",2023-06-01,"BUECI-SE","BUECI","SE","21398579","45-60cm",0.034,0.032,0.033,0.002
"17",2023-06-01,"BUECI-SE","BUECI","SE","21398579","60-75cm",0.079,0.078,0.0785,0.001
"18",2023-06-01,"BUECI-SE","BUECI","SE","21398579","75-90cm",0.1,0.098,0.099,0.002
"19",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","0-15cm",0.416,0.404,0.41,0.012
"20",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","15-30cm",0.255,0,0.1275,0.255
"21",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","30-45cm",0.19,0,0.095,0.19
