"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2024-03-01,"BEO-BASE","BEO","BASE","21398576","3.5cm",-22.5,-23.5,-23,1
"2",2024-03-01,"BEO-BASE","BEO","BASE","21398576","10cm",-21,-21,-21,0
"3",2024-03-01,"BEO-BASE","BEO","BASE","21398576","20cm",-19,-20,-19.5,1
"4",2024-03-01,"BEO-BASE","BEO","BASE","21398576","30cm",-19,-19.5,-19.25,0.5
"5",2024-03-01,"BEO-BASE","BEO","BASE","21398576","40cm",-16.5,-17,-16.75,0.5
"6",2024-03-01,"BEO-BASE","BEO","BASE","21398576","50cm",-16.5,-17.5,-17,1
"7",2024-03-01,"BEO-BASE","BEO","BASE","21398576","55cm",-15.5,-16,-15.75,0.5
"8",2024-03-01,"BEO-BASE","BEO","BASE","21398576","65cm",-15.5,-15.5,-15.5,0
"9",2024-03-01,"BEO-BASE","BEO","BASE","21398576","75cm",-13.5,-14,-13.75,0.5
"10",2024-03-01,"BEO-BASE","BEO","BASE","21398576","85cm",-13,-13.5,-13.25,0.5
"11",2024-03-01,"BEO-BASE","BEO","BASE","21398576","90cm",-14,-14.5,-14.25,0.5
"12",2024-03-01,"BEO-BASE","BEO","BASE","21393048","3.5cm",-19.5,-36,-27.75,16.5
"13",2024-03-01,"BEO-BASE","BEO","BASE","21393048","10cm",-24,-35,-29.5,11
"14",2024-03-01,"BEO-BASE","BEO","BASE","21393048","20cm",-24.5,-28,-26.25,3.5
"15",2024-03-01,"BEO-BASE","BEO","BASE","21393048","30cm",-22,-22.5,-22.25,0.5
"16",2024-03-01,"BEO-BASE","BEO","BASE","21393048","40cm",-22,-22.5,-22.25,0.5
"17",2024-03-01,"BEO-BASE","BEO","BASE","21393048","50cm",-20,-20,-20,0
"18",2024-03-01,"BEO-BASE","BEO","BASE","21393048","55cm",-18.5,-19,-18.75,0.5
"19",2024-03-01,"BEO-BASE","BEO","BASE","21393048","65cm",-16.5,-17,-16.75,0.5
"20",2024-03-01,"BEO-BASE","BEO","BASE","21393048","75cm",-17.5,-17.5,-17.5,0
"21",2024-03-01,"BEO-BASE","BEO","BASE","21393048","85cm",-15,-15.5,-15.25,0.5
"22",2024-03-01,"BEO-BASE","BEO","BASE","21393048","90cm",-14.5,-15,-14.75,0.5
"23",2024-03-02,"BEO-BASE","BEO","BASE","21393045","3.5cm",-19.8,-20,-19.9,0.199999999999999
"24",2024-03-02,"BEO-BASE","BEO","BASE","21393045","10cm",-19.1,-19.2,-19.15,0.0999999999999979
"25",2024-03-02,"BEO-BASE","BEO","BASE","21393045","20cm",-18.3,-18.5,-18.4,0.199999999999999
"26",2024-03-02,"BEO-BASE","BEO","BASE","21393045","30cm",-17.5,-17.5,-17.5,0
"27",2024-03-02,"BEO-BASE","BEO","BASE","21393045","40cm",-16.6,-16.6,-16.6,0
"28",2024-03-02,"BEO-BASE","BEO","BASE","21393045","50cm",-16.2,-16.2,-16.2,0
"29",2024-03-02,"BEO-BASE","BEO","BASE","21393045","55cm",-15.8,-16,-15.9,0.199999999999999
"30",2024-03-02,"BEO-BASE","BEO","BASE","21393045","65cm",-15.1,-15.1,-15.1,0
"31",2024-03-02,"BEO-BASE","BEO","BASE","21393045","75cm",-14.5,-14.6,-14.55,0.0999999999999996
