"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2023-12-01,"BEO-BASE","BEO","BASE","21398576","0-15cm",0,0,0,0
"2",2023-12-01,"BEO-BASE","BEO","BASE","21398576","15-30cm",0,0,0,0
"3",2023-12-01,"BEO-BASE","BEO","BASE","21398576","30-45cm",0.037,0.036,0.0365,0.001
"4",2023-12-01,"BEO-BASE","BEO","BASE","21398576","45-60cm",0.216,0.206,0.211,0.01
"5",2023-12-01,"BEO-BASE","BEO","BASE","21398576","60-75cm",0.07,0.069,0.0695,0.001
"6",2023-12-01,"BEO-BASE","BEO","BASE","21398576","75-90cm",0.053,0.053,0.053,0
"7",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","0-15cm",0.101,0.099,0.1,0.002
"8",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","15-30cm",0.08,0.079,0.0795,0.001
"9",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","30-45cm",0.114,0.112,0.113,0.002
"10",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","45-60cm",0.216,0.212,0.214,0.004
"11",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","60-75cm",0.352,0.347,0.3495,0.005
"12",2023-12-01,"TNHA-BASE","TNHA","BASE","21206939","75-90cm",0.267,0.262,0.2645,0.005
"13",2023-12-01,"TNHA-SE","TNHA","SE","21398577","0-15cm",0,0,0,0
"14",2023-12-01,"TNHA-SE","TNHA","SE","21398577","15-30cm",0.02,0.02,0.02,0
"15",2023-12-01,"TNHA-SE","TNHA","SE","21398577","30-45cm",0.084,0.083,0.0835,0.001
"16",2023-12-01,"TNHA-SE","TNHA","SE","21398577","45-60cm",0.06,0.06,0.06,0
"17",2023-12-01,"TNHA-SE","TNHA","SE","21398577","60-75cm",0.011,0.011,0.011,0
"18",2023-12-01,"TNHA-SE","TNHA","SE","21398577","75-90cm",0.116,0.116,0.116,0
"19",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","0-15cm",0.101,0.098,0.0995,0.003
"20",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","15-30cm",0.079,0.078,0.0785,0.001
"21",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","30-45cm",0.112,0.11,0.111,0.002
"22",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","45-60cm",0.212,0.208,0.21,0.004
"23",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","60-75cm",0.347,0.342,0.3445,0.00499999999999995
"24",2023-12-02,"TNHA-BASE","TNHA","BASE","21206939","75-90cm",0.262,0.256,0.259,0.006
"25",2023-12-02,"TNHA-SE","TNHA","SE","21398577","0-15cm",0,0,0,0
"26",2023-12-02,"TNHA-SE","TNHA","SE","21398577","15-30cm",0.021,0.018,0.0195,0.003
"27",2023-12-02,"TNHA-SE","TNHA","SE","21398577","30-45cm",0.084,0.083,0.0835,0.001
"28",2023-12-02,"TNHA-SE","TNHA","SE","21398577","45-60cm",0.061,0.06,0.0605,0.001
