"","Date","fullname","site","station","sensor","depth","max","min","avg","amp"
"1",2023-06-01,"BUECI-SB","BUECI","SB","21398583","3.5cm",-1.5,-1.5,-1.5,0
"2",2023-06-01,"BUECI-SB","BUECI","SB","21398583","10cm",-0.5,-0.5,-0.5,0
"3",2023-06-01,"BUECI-SB","BUECI","SB","21398583","20cm",-1,-1.5,-1.25,0.5
"4",2023-06-01,"BUECI-SB","BUECI","SB","21398583","30cm",0,-0.5,-0.25,0.5
"5",2023-06-01,"BUECI-SB","BUECI","SB","21398583","40cm",-0.5,-0.5,-0.5,0
"6",2023-06-01,"BUECI-SB","BUECI","SB","21398583","50cm",-0.5,-1,-0.75,0.5
"7",2023-06-01,"BUECI-SB","BUECI","SB","21398583","55cm",-1,-1,-1,0
"8",2023-06-01,"BUECI-SB","BUECI","SB","21398583","65cm",-1,-1.5,-1.25,0.5
"9",2023-06-01,"BUECI-SB","BUECI","SB","21398583","75cm",-1.5,-2,-1.75,0.5
"10",2023-06-01,"BUECI-SB","BUECI","SB","21398583","85cm",-1.5,-2,-1.75,0.5
"11",2023-06-01,"BUECI-SB","BUECI","SB","21398583","90cm",-1,-1.5,-1.25,0.5
"12",2023-06-01,"BUECI-SE","BUECI","SE","21398579","3.5cm",-1,-1,-1,0
"13",2023-06-01,"BUECI-SE","BUECI","SE","21398579","10cm",-0.5,-0.5,-0.5,0
"14",2023-06-01,"BUECI-SE","BUECI","SE","21398579","20cm",0,-0.5,-0.25,0.5
"15",2023-06-01,"BUECI-SE","BUECI","SE","21398579","30cm",-2,-2.5,-2.25,0.5
"16",2023-06-01,"BUECI-SE","BUECI","SE","21398579","40cm",-2,-2.5,-2.25,0.5
"17",2023-06-01,"BUECI-SE","BUECI","SE","21398579","50cm",-1.5,-2,-1.75,0.5
"18",2023-06-01,"BUECI-SE","BUECI","SE","21398579","55cm",-3,-3.5,-3.25,0.5
"19",2023-06-01,"BUECI-SE","BUECI","SE","21398579","65cm",-2.5,-2.5,-2.5,0
"20",2023-06-01,"BUECI-SE","BUECI","SE","21398579","75cm",-4.5,-4.5,-4.5,0
"21",2023-06-01,"BUECI-SE","BUECI","SE","21398579","85cm",-3,-3.5,-3.25,0.5
"22",2023-06-01,"BUECI-SE","BUECI","SE","21398579","90cm",-4,-4,-4,0
"23",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","3.5cm",-0.5,-1,-0.75,0.5
"24",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","10cm",-0.5,-0.5,-0.5,0
"25",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","20cm",0.5,0,0.25,0.5
"26",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","30cm",-1,-2,-1.5,1
"27",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","40cm",-2,-2,-2,0
"28",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","50cm",-3,-3,-3,0
"29",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","55cm",-2.5,-2.5,-2.5,0
"30",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","65cm",-3.5,-4,-3.75,0.5
"31",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","75cm",-4,-4.5,-4.25,0.5
"32",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","85cm",-4,-4,-4,0
"33",2023-06-01,"BUECI-SF02","BUECI","SF02","21398598","90cm",-4,-4,-4,0
"34",2023-06-01,"SSMH-SD","SSMH","SD","21393049","3.5cm",2,0,1,2
"35",2023-06-01,"SSMH-SD","SSMH","SD","21393049","10cm",-1,-1.5,-1.25,0.5
"36",2023-06-01,"SSMH-SD","SSMH","SD","21393049","20cm",-0.5,-1,-0.75,0.5
"37",2023-06-01,"SSMH-SD","SSMH","SD","21393049","30cm",0,-0.5,-0.25,0.5
"38",2023-06-01,"SSMH-SD","SSMH","SD","21393049","40cm",-2.5,-2.5,-2.5,0
"39",2023-06-01,"SSMH-SD","SSMH","SD","21393049","50cm",-0.5,-1,-0.75,0.5
"40",2023-06-01,"SSMH-SD","SSMH","SD","21393049","55cm",-0.5,-1,-0.75,0.5
"41",2023-06-01,"SSMH-SD","SSMH","SD","21393049","65cm",-1.5,-1.5,-1.5,0
"42",2023-06-01,"SSMH-SD","SSMH","SD","21393049","75cm",-5.5,-5.5,-5.5,0
"43",2023-06-01,"SSMH-SD","SSMH","SD","21393049","85cm",-6.5,-7,-6.75,0.5
"44",2023-06-01,"SSMH-SD","SSMH","SD","21393049","90cm",-7,-7,-7,0
"45",2023-06-01,"TNHA-SC","TNHA","SC","21393047","3.5cm",0,-0.5,-0.25,0.5
"46",2023-06-01,"TNHA-SC","TNHA","SC","21393047","10cm",-1.5,-1.5,-1.5,0
"47",2023-06-01,"TNHA-SC","TNHA","SC","21393047","20cm",-1,-1,-1,0
"48",2023-06-01,"TNHA-SC","TNHA","SC","21393047","30cm",-3,-3,-3,0
"49",2023-06-01,"TNHA-SC","TNHA","SC","21393047","40cm",-3,-3,-3,0
"50",2023-06-01,"TNHA-SC","TNHA","SC","21393047","50cm",-4,-4,-4,0
"51",2023-06-01,"TNHA-SC","TNHA","SC","21393047","55cm",-3.5,-3.5,-3.5,0
"52",2023-06-01,"TNHA-SC","TNHA","SC","21393047","65cm",-4.5,-5,-4.75,0.5
"53",2023-06-01,"TNHA-SC","TNHA","SC","21393047","75cm",-5,-5.5,-5.25,0.5
"54",2023-06-01,"TNHA-SC","TNHA","SC","21393047","85cm",-4.5,-5,-4.75,0.5
"55",2023-06-01,"TNHA-SC","TNHA","SC","21393047","90cm",-6,-6,-6,0
"56",2023-06-02,"BUECI-SB","BUECI","SB","21398583","3.5cm",-1.5,-1.5,-1.5,0
"57",2023-06-02,"BUECI-SB","BUECI","SB","21398583","10cm",-0.5,-0.5,-0.5,0
"58",2023-06-02,"BUECI-SB","BUECI","SB","21398583","20cm",-1,-1.5,-1.25,0.5
"59",2023-06-02,"BUECI-SB","BUECI","SB","21398583","30cm",-0.5,-0.5,-0.5,0
"60",2023-06-02,"BUECI-SB","BUECI","SB","21398583","40cm",-0.5,-0.5,-0.5,0
"61",2023-06-02,"BUECI-SB","BUECI","SB","21398583","50cm",-0.5,-0.5,-0.5,0
"62",2023-06-02,"BUECI-SB","BUECI","SB","21398583","55cm",-1,-1,-1,0
