"","date","station","sensor","depth","wspeedavg"
"430","2022-10-15","TNHA","TNHA-SC",1,0.38125
"431","2022-10-16","TNHA","TNHA-SC",1,1.16875
"432","2022-10-17","TNHA","TNHA-SC",1,2.69166666666667
"433","2022-10-18","TNHA","TNHA-SC",1,1.26458333333333
"434","2022-10-19","TNHA","TNHA-SC",1,0.377083333333333
"435","2022-10-20","TNHA","TNHA-SC",1,0.820833333333333
"436","2022-10-21","TNHA","TNHA-SC",1,0.825
"437","2022-10-22","TNHA","TNHA-SC",1,0.9875
"438","2022-10-23","TNHA","TNHA-SC",1,1.39166666666667
"439","2022-10-24","TNHA","TNHA-SC",1,1.44375
"440","2022-10-25","TNHA","TNHA-SC",1,1.8625
"441","2022-10-26","TNHA","TNHA-SC",1,1.1
"442","2022-10-27","TNHA","TNHA-SC",1,1.21458333333333
"443","2022-10-28","TNHA","TNHA-SC",1,0.58125
"444","2022-10-29","TNHA","TNHA-SC",1,1.525
"445","2022-10-30","TNHA","TNHA-SC",1,1.13541666666667
"446","2022-10-31","TNHA","TNHA-SC",1,0.7375
"447","2022-11-01","TNHA","TNHA-SC",1,0.297916666666667
"448","2022-11-02","TNHA","TNHA-SC",1,0.108333333333333
"449","2022-11-03","TNHA","TNHA-SC",1,0.15625
"450","2022-11-04","TNHA","TNHA-SC",1,0.516666666666667
"451","2022-11-05","TNHA","TNHA-SC",1,0.547916666666667
"452","2022-11-06","TNHA","TNHA-SC",1,0.608333333333333
"453","2022-11-07","TNHA","TNHA-SC",1,1.08125
"454","2022-11-08","TNHA","TNHA-SC",1,0.933333333333333
"455","2022-11-09","TNHA","TNHA-SC",1,0.45625
"456","2022-11-10","TNHA","TNHA-SC",1,0.947916666666667
"457","2022-11-11","TNHA","TNHA-SC",1,0.475
"458","2022-11-12","TNHA","TNHA-SC",1,0.025
"459","2022-11-13","TNHA","TNHA-SC",1,1.56458333333333
"460","2022-11-14","TNHA","TNHA-SC",1,0.81875
"461","2022-11-15","TNHA","TNHA-SC",1,1.74583333333333
"462","2022-11-16","TNHA","TNHA-SC",1,1.15625
"463","2022-11-17","TNHA","TNHA-SC",1,1.18333333333333
"464","2022-11-18","TNHA","TNHA-SC",1,1.13958333333333
"465","2022-11-19","TNHA","TNHA-SC",1,3.60833333333333
"466","2022-11-20","TNHA","TNHA-SC",1,2.16041666666667
"467","2022-11-21","TNHA","TNHA-SC",1,2.86458333333333
"468","2022-11-22","TNHA","TNHA-SC",1,4.51041666666667
"469","2022-11-23","TNHA","TNHA-SC",1,2.77708333333333
"470","2022-11-24","TNHA","TNHA-SC",1,1.11666666666667
"471","2022-11-25","TNHA","TNHA-SC",1,3.4625
"472","2022-11-26","TNHA","TNHA-SC",1,1.70833333333333
"473","2022-11-27","TNHA","TNHA-SC",1,0.339583333333333
"474","2022-11-28","TNHA","TNHA-SC",1,0.383333333333333
"475","2022-11-29","TNHA","TNHA-SC",1,0.570833333333333
"476","2022-11-30","TNHA","TNHA-SC",1,2.04375
"477","2022-12-01","TNHA","TNHA-SC",1,0.770833333333333
"478","2022-12-02","TNHA","TNHA-SC",1,1.15833333333333
"479","2022-12-03","TNHA","TNHA-SC",1,2.47291666666667
"480","2022-12-04","TNHA","TNHA-SC",1,1.60833333333333
"481","2022-12-05","TNHA","TNHA-SC",1,2.16875
"482","2022-12-06","TNHA","TNHA-SC",1,0.675
"483","2022-12-07","TNHA","TNHA-SC",1,0.4375
"484","2022-12-08","TNHA","TNHA-SC",1,0.85
"485","2022-12-09","TNHA","TNHA-SC",1,0.9625
"486","2022-12-10","TNHA","TNHA-SC",1,0.725
"487","2022-12-11","TNHA","TNHA-SC",1,0.854166666666667
"488","2022-12-12","TNHA","TNHA-SC",1,1.56666666666667
"489","2022-12-13","TNHA","TNHA-SC",1,1.35625
"490","2022-12-14","TNHA","TNHA-SC",1,2.05625
"491","2022-12-15","TNHA","TNHA-SC",1,1.00625
"492","2022-12-16","TNHA","TNHA-SC",1,4.2875
"493","2022-12-17","TNHA","TNHA-SC",1,0.170833333333333
"494","2022-12-18","TNHA","TNHA-SC",1,0.291666666666667
"495","2022-12-19","TNHA","TNHA-SC",1,0.629166666666667
"496","2022-12-20","TNHA","TNHA-SC",1,2.15416666666667
"497","2022-12-21","TNHA","TNHA-SC",1,0.24375
"498","2022-12-22","TNHA","TNHA-SC",1,2.09583333333333
"499","2022-12-23","TNHA","TNHA-SC",1,0.24375
"500","2022-12-24","TNHA","TNHA-SC",1,1.27083333333333
"501","2022-12-25","TNHA","TNHA-SC",1,0
"502","2022-12-26","TNHA","TNHA-SC",1,0.341666666666667
"503","2022-12-27","TNHA","TNHA-SC",1,2.59791666666667
"504","2022-12-28","TNHA","TNHA-SC",1,2.94
"505","2023-03-05","TNHA","TNHA-SC",1,0.925
"506","2023-03-06","TNHA","TNHA-SC",1,1.1
"507","2023-03-07","TNHA","TNHA-SC",1,0.325
"508","2023-03-08","TNHA","TNHA-SC",1,0.5
"509","2023-03-09","TNHA","TNHA-SC",1,4.275
"510","2023-03-10","TNHA","TNHA-SC",1,0.325
"511","2023-03-11","TNHA","TNHA-SC",1,1.825
"512","2023-03-12","TNHA","TNHA-SC",1,1.775
"513","2023-03-13","TNHA","TNHA-SC",1,2.85
"514","2023-03-14","TNHA","TNHA-SC",1,0.4
"515","2023-03-15","TNHA","TNHA-SC",1,0.225
"516","2023-03-16","TNHA","TNHA-SC",1,0.325
"517","2023-03-17","TNHA","TNHA-SC",1,0.414285714285714
"518","2023-03-18","TNHA","TNHA-SC",1,0.341666666666667
"519","2023-03-19","TNHA","TNHA-SC",1,0.441666666666667
"520","2023-03-20","TNHA","TNHA-SC",1,0.1
"521","2023-03-21","TNHA","TNHA-SC",1,0.358333333333333
"522","2023-03-22","TNHA","TNHA-SC",1,0.2
"523","2023-03-23","TNHA","TNHA-SC",1,0.508333333333333
"524","2023-03-24","TNHA","TNHA-SC",1,0.420833333333333
"525","2023-03-25","TNHA","TNHA-SC",1,1.2625
"526","2023-03-26","TNHA","TNHA-SC",1,0.970833333333333
"527","2023-03-27","TNHA","TNHA-SC",1,1.17916666666667
"528","2023-03-28","TNHA","TNHA-SC",1,1.97083333333333
"529","2023-03-29","TNHA","TNHA-SC",1,0.7875
"530","2023-03-30","TNHA","TNHA-SC",1,0.395833333333333
"531","2023-03-31","TNHA","TNHA-SC",1,0.354166666666667
"532","2023-04-01","TNHA","TNHA-SC",1,0.0791666666666667
"533","2023-04-02","TNHA","TNHA-SC",1,0.383333333333333
"534","2023-04-03","TNHA","TNHA-SC",1,1.14166666666667
"535","2023-04-04","TNHA","TNHA-SC",1,1.31666666666667
"536","2023-04-05","TNHA","TNHA-SC",1,2.075
"537","2023-04-06","TNHA","TNHA-SC",1,0.325
"538","2023-04-07","TNHA","TNHA-SC",1,0.254166666666667
"539","2023-04-08","TNHA","TNHA-SC",1,1.0875
"540","2023-04-09","TNHA","TNHA-SC",1,0.9
"541","2023-04-10","TNHA","TNHA-SC",1,0.770833333333333
"542","2023-04-11","TNHA","TNHA-SC",1,0.6125
"543","2023-04-12","TNHA","TNHA-SC",1,0.445833333333333
"544","2023-04-13","TNHA","TNHA-SC",1,0.741666666666667
"545","2023-04-14","TNHA","TNHA-SC",1,0.254166666666667
"546","2023-04-15","TNHA","TNHA-SC",1,0.133333333333333
"547","2023-04-16","TNHA","TNHA-SC",1,0.508333333333333
"548","2023-04-17","TNHA","TNHA-SC",1,0.629166666666667
"549","2023-04-18","TNHA","TNHA-SC",1,0.320833333333333
"550","2023-04-19","TNHA","TNHA-SC",1,0.220833333333333
"551","2023-04-20","TNHA","TNHA-SC",1,0.141666666666667
"552","2023-04-21","TNHA","TNHA-SC",1,1.22916666666667
"553","2023-04-22","TNHA","TNHA-SC",1,3.0625
"554","2023-04-23","TNHA","TNHA-SC",1,1.25
"555","2023-04-24","TNHA","TNHA-SC",1,1.10833333333333
"556","2023-04-25","TNHA","TNHA-SC",1,0.2125
"557","2023-04-26","TNHA","TNHA-SC",1,0
"558","2023-04-27","TNHA","TNHA-SC",1,1.41666666666667
"559","2023-04-28","TNHA","TNHA-SC",1,1.21666666666667
"560","2023-04-29","TNHA","TNHA-SC",1,1.04166666666667
"561","2023-04-30","TNHA","TNHA-SC",1,0.770833333333333
"562","2023-05-01","TNHA","TNHA-SC",1,1.6125
"563","2023-05-02","TNHA","TNHA-SC",1,1.8125
"564","2023-05-03","TNHA","TNHA-SC",1,0.808333333333333
"565","2023-05-04","TNHA","TNHA-SC",1,0.2125
"566","2023-05-05","TNHA","TNHA-SC",1,0.433333333333333
"567","2023-05-06","TNHA","TNHA-SC",1,0.395833333333333
"568","2023-05-07","TNHA","TNHA-SC",1,0.4
"569","2023-05-08","TNHA","TNHA-SC",1,0.0958333333333334
"570","2023-05-09","TNHA","TNHA-SC",1,0.816666666666667
"571","2023-05-10","TNHA","TNHA-SC",1,0.720833333333333
"572","2023-05-11","TNHA","TNHA-SC",1,0.620833333333333
"573","2023-05-12","TNHA","TNHA-SC",1,0.3375
"574","2023-05-13","TNHA","TNHA-SC",1,0.766666666666667
"575","2023-05-14","TNHA","TNHA-SC",1,0.758333333333333
"576","2023-05-15","TNHA","TNHA-SC",1,2.10833333333333
"577","2023-05-16","TNHA","TNHA-SC",1,2.625
"578","2023-05-17","TNHA","TNHA-SC",1,1.06666666666667
"579","2023-05-18","TNHA","TNHA-SC",1,0.470833333333333
"580","2023-05-19","TNHA","TNHA-SC",1,0.8125
"581","2023-05-20","TNHA","TNHA-SC",1,1.71666666666667
"582","2023-05-21","TNHA","TNHA-SC",1,0.475
"583","2023-05-22","TNHA","TNHA-SC",1,0.916666666666667
"584","2023-05-23","TNHA","TNHA-SC",1,1.48333333333333
"585","2023-05-24","TNHA","TNHA-SC",1,2.62916666666667
"586","2023-05-25","TNHA","TNHA-SC",1,0.7125
"587","2023-05-26","TNHA","TNHA-SC",1,1.47083333333333
"588","2023-05-27","TNHA","TNHA-SC",1,3.27083333333333
"589","2023-05-28","TNHA","TNHA-SC",1,1.3375
"590","2023-05-29","TNHA","TNHA-SC",1,0.275
"591","2023-05-30","TNHA","TNHA-SC",1,0.5375
"592","2023-05-31","TNHA","TNHA-SC",1,1.35
"593","2023-06-01","TNHA","TNHA-SC",1,0.916666666666667
"594","2023-06-02","TNHA","TNHA-SC",1,0.579166666666667
"595","2023-06-03","TNHA","TNHA-SC",1,0.283333333333333
"596","2023-06-04","TNHA","TNHA-SC",1,1.0375
"597","2023-06-05","TNHA","TNHA-SC",1,0.566666666666667
"598","2023-06-06","TNHA","TNHA-SC",1,1.04166666666667
"599","2023-06-07","TNHA","TNHA-SC",1,1.17083333333333
"600","2023-06-08","TNHA","TNHA-SC",1,1.71666666666667
"601","2023-06-09","TNHA","TNHA-SC",1,3.77083333333333
"602","2023-06-10","TNHA","TNHA-SC",1,2.43333333333333
"603","2023-06-11","TNHA","TNHA-SC",1,1.17083333333333
"604","2023-06-12","TNHA","TNHA-SC",1,0.404166666666667
"605","2023-06-13","TNHA","TNHA-SC",1,0.733333333333333
"606","2023-06-14","TNHA","TNHA-SC",1,0.6625
"607","2023-06-15","TNHA","TNHA-SC",1,0.675
"608","2023-06-16","TNHA","TNHA-SC",1,1.4
"609","2023-06-17","TNHA","TNHA-SC",1,0.758333333333333
"610","2023-06-18","TNHA","TNHA-SC",1,0.725
"611","2023-06-19","TNHA","TNHA-SC",1,0.252631578947368
"612","2023-07-09","TNHA","TNHA-SC",1,0.55
"613","2023-07-10","TNHA","TNHA-SC",1,0.558333333333333
"614","2023-07-11","TNHA","TNHA-SC",1,0.495833333333333
"615","2023-07-12","TNHA","TNHA-SC",1,1.04583333333333
"616","2023-07-13","TNHA","TNHA-SC",1,0.4625
"617","2023-07-14","TNHA","TNHA-SC",1,3.08333333333333
"618","2023-07-15","TNHA","TNHA-SC",1,4.7
"619","2022-06-17","SSMH","SSMH-SA",1,0.460071942446042
"620","2022-06-18","SSMH","SSMH-SA",1,0.138541666666667
"621","2022-06-19","SSMH","SSMH-SA",1,0.869097222222222
"622","2022-06-20","SSMH","SSMH-SA",1,1.33645833333333
"623","2022-06-21","SSMH","SSMH-SA",1,0.348611111111111
"624","2022-06-22","SSMH","SSMH-SA",1,0.435069444444445
"625","2022-06-23","SSMH","SSMH-SA",1,0.197916666666667
"626","2022-06-24","SSMH","SSMH-SA",1,0.0673611111111111
"627","2022-06-25","SSMH","SSMH-SA",1,1.04375
"628","2022-06-26","SSMH","SSMH-SA",1,0.694097222222222
"629","2022-06-27","SSMH","SSMH-SA",1,0.79375
"630","2022-06-28","SSMH","SSMH-SA",1,0.0590277777777778
"631","2022-06-29","SSMH","SSMH-SA",1,1.28263888888889
"632","2022-06-30","SSMH","SSMH-SA",1,0.694736842105263
"633","2022-07-01","SSMH","SSMH-SA",1,0.10625
"634","2022-07-02","SSMH","SSMH-SA",1,0.910416666666666
"635","2022-07-03","SSMH","SSMH-SA",1,2.01666666666667
"636","2022-07-04","SSMH","SSMH-SA",1,0.914583333333333
"637","2022-07-05","SSMH","SSMH-SA",1,0.122916666666667
"638","2022-07-06","SSMH","SSMH-SA",1,0.441666666666667
"639","2022-07-07","SSMH","SSMH-SA",1,1.53541666666667
"640","2022-07-08","SSMH","SSMH-SA",1,0.366666666666667
"641","2022-07-09","SSMH","SSMH-SA",1,2.39375
"642","2022-07-10","SSMH","SSMH-SA",1,1.16458333333333
"643","2022-07-11","SSMH","SSMH-SA",1,0.616666666666667
"644","2022-07-12","SSMH","SSMH-SA",1,0.0375
"645","2022-07-13","SSMH","SSMH-SA",1,0.03125
"646","2022-07-14","SSMH","SSMH-SA",1,0.03125
"647","2022-07-15","SSMH","SSMH-SA",1,0.247916666666667
"648","2022-07-16","SSMH","SSMH-SA",1,0.558333333333333
"649","2022-07-17","SSMH","SSMH-SA",1,2.90416666666667
"650","2022-07-18","SSMH","SSMH-SA",1,1.91458333333333
"651","2022-07-19","SSMH","SSMH-SA",1,0.733333333333333
"652","2022-07-20","SSMH","SSMH-SA",1,1.23333333333333
"653","2022-07-21","SSMH","SSMH-SA",1,1.74375
"654","2022-07-22","SSMH","SSMH-SA",1,1.15
"655","2022-07-23","SSMH","SSMH-SA",1,0.664583333333333
"656","2022-07-24","SSMH","SSMH-SA",1,0.397916666666667
"657","2022-07-25","SSMH","SSMH-SA",1,2.12916666666667
"658","2022-07-26","SSMH","SSMH-SA",1,2.01702127659574
"659","2022-07-27","SSMH","SSMH-SA",1,0.1
"660","2022-07-28","SSMH","SSMH-SA",1,0.0958333333333334
"661","2022-07-29","SSMH","SSMH-SA",1,0.0125
"662","2022-07-30","SSMH","SSMH-SA",1,0.233333333333333
"663","2022-07-31","SSMH","SSMH-SA",1,0.0770833333333333
"664","2022-08-01","SSMH","SSMH-SA",1,0.772916666666667
"665","2022-08-02","SSMH","SSMH-SA",1,2.00208333333333
"666","2022-08-03","SSMH","SSMH-SA",1,1.44583333333333
"667","2022-08-04","SSMH","SSMH-SA",1,1.02083333333333
"668","2022-08-05","SSMH","SSMH-SA",1,0.39375
"669","2022-08-06","SSMH","SSMH-SA",1,0.225
"670","2022-08-07","SSMH","SSMH-SA",1,0.360416666666667
"671","2022-08-08","SSMH","SSMH-SA",1,2.13333333333333
"672","2022-08-09","SSMH","SSMH-SA",1,0.939583333333333
"673","2022-08-10","SSMH","SSMH-SA",1,1.26041666666667
"674","2022-08-11","SSMH","SSMH-SA",1,1.00833333333333
"675","2022-08-12","SSMH","SSMH-SA",1,1.05208333333333
"676","2022-08-13","SSMH","SSMH-SA",1,0.0541666666666666
"677","2022-08-14","SSMH","SSMH-SA",1,0.279166666666667
"678","2022-08-15","SSMH","SSMH-SA",1,0.98125
"679","2022-08-16","SSMH","SSMH-SA",1,0.93125
"680","2022-08-17","SSMH","SSMH-SA",1,0.68125
"681","2022-08-18","SSMH","SSMH-SA",1,1.36458333333333
"682","2022-08-19","SSMH","SSMH-SA",1,0.74375
"683","2022-08-20","SSMH","SSMH-SA",1,0.74375
"684","2022-08-21","SSMH","SSMH-SA",1,0.958333333333333
"685","2022-08-22","SSMH","SSMH-SA",1,2.75833333333333
"686","2022-08-23","SSMH","SSMH-SA",1,3.40625
"687","2022-08-24","SSMH","SSMH-SA",1,0.81875
"688","2022-08-25","SSMH","SSMH-SA",1,0.24375
"689","2022-08-26","SSMH","SSMH-SA",1,0.727083333333333
"690","2022-08-27","SSMH","SSMH-SA",1,0.04375
"691","2022-08-28","SSMH","SSMH-SA",1,0.30625
"692","2022-08-29","SSMH","SSMH-SA",1,0.854166666666667
"693","2022-08-30","SSMH","SSMH-SA",1,0.914583333333333
"694","2022-08-31","SSMH","SSMH-SA",1,2.24375
"695","2022-09-01","SSMH","SSMH-SA",1,1.93958333333333
"696","2022-09-02","SSMH","SSMH-SA",1,0.59375
"697","2022-09-03","SSMH","SSMH-SA",1,0.704166666666667
"698","2022-09-04","SSMH","SSMH-SA",1,1.15833333333333
"699","2022-09-05","SSMH","SSMH-SA",1,0.641666666666667
"700","2022-09-06","SSMH","SSMH-SA",1,2.94166666666667
"701","2022-09-07","SSMH","SSMH-SA",1,1.34375
"702","2022-09-08","SSMH","SSMH-SA",1,1.62708333333333
"703","2022-09-09","SSMH","SSMH-SA",1,1.55625
"704","2022-09-10","SSMH","SSMH-SA",1,1.70416666666667
"705","2022-09-11","SSMH","SSMH-SA",1,3.08541666666667
"706","2022-09-12","SSMH","SSMH-SA",1,2.50416666666667
"707","2022-09-13","SSMH","SSMH-SA",1,3.58958333333333
"708","2022-09-14","SSMH","SSMH-SA",1,3.06666666666667
"709","2022-09-15","SSMH","SSMH-SA",1,5.22083333333333
"710","2022-09-16","SSMH","SSMH-SA",1,5.38958333333333
"711","2022-09-17","SSMH","SSMH-SA",1,5.15396825396825
"712","2022-09-18","SSMH","SSMH-SA",1,3.45763888888889
"713","2022-09-19","SSMH","SSMH-SA",1,0.863194444444444
"714","2022-09-20","SSMH","SSMH-SA",1,0.778472222222222
"715","2022-09-21","SSMH","SSMH-SA",1,0.420138888888889
"716","2022-09-22","SSMH","SSMH-SA",1,1.04571428571429
"717","2022-09-23","SSMH","SSMH-SA",1,0.860416666666667
"718","2022-09-24","SSMH","SSMH-SA",1,1.18541666666667
"719","2022-09-25","SSMH","SSMH-SA",1,1.53541666666667
"720","2022-09-26","SSMH","SSMH-SA",1,1.40208333333333
"721","2022-09-27","SSMH","SSMH-SA",1,1.14166666666667
"722","2022-09-28","SSMH","SSMH-SA",1,2.7
"723","2022-09-29","SSMH","SSMH-SA",1,2.37916666666667
"724","2022-09-30","SSMH","SSMH-SA",1,0.160416666666667
"725","2022-10-01","SSMH","SSMH-SA",1,0.591666666666667
"726","2022-10-02","SSMH","SSMH-SA",1,1.15625
"727","2022-10-03","SSMH","SSMH-SA",1,2.6125
"728","2022-10-04","SSMH","SSMH-SA",1,0.741666666666666
"729","2022-10-05","SSMH","SSMH-SA",1,0.825
"730","2022-10-06","SSMH","SSMH-SA",1,2.72708333333333
"731","2022-10-07","SSMH","SSMH-SA",1,2.80833333333333
"732","2022-10-08","SSMH","SSMH-SA",1,1.27916666666667
"733","2022-10-09","SSMH","SSMH-SA",1,0.214583333333333
"734","2022-10-10","SSMH","SSMH-SA",1,0.995833333333333
"735","2022-10-11","SSMH","SSMH-SA",1,1.83125
"736","2022-10-12","SSMH","SSMH-SA",1,2.23125
"737","2022-10-13","SSMH","SSMH-SA",1,0.0708333333333334
"738","2022-10-14","SSMH","SSMH-SA",1,0.197916666666667
"739","2022-10-15","SSMH","SSMH-SA",1,0.722916666666667
"740","2022-10-16","SSMH","SSMH-SA",1,1.64791666666667
"741","2022-10-17","SSMH","SSMH-SA",1,1.50416666666667
"742","2022-10-18","SSMH","SSMH-SA",1,0.885416666666667
"743","2022-10-19","SSMH","SSMH-SA",1,0.810416666666667
"744","2022-10-20","SSMH","SSMH-SA",1,2.56875
"745","2022-10-21","SSMH","SSMH-SA",1,4.83541666666667
"746","2022-10-22","SSMH","SSMH-SA",1,5.15416666666667
"747","2022-10-23","SSMH","SSMH-SA",1,4.04166666666667
"748","2022-10-24","SSMH","SSMH-SA",1,3.45208333333333
"749","2022-10-25","SSMH","SSMH-SA",1,3.99166666666667
"750","2022-10-26","SSMH","SSMH-SA",1,1.48125
"751","2022-10-27","SSMH","SSMH-SA",1,1.88958333333333
"752","2022-10-28","SSMH","SSMH-SA",1,1.48333333333333
"753","2022-10-29","SSMH","SSMH-SA",1,1.85
"754","2022-10-30","SSMH","SSMH-SA",1,2.09166666666667
"755","2022-10-31","SSMH","SSMH-SA",1,2.73125
"756","2022-11-01","SSMH","SSMH-SA",1,1.16041666666667
"757","2022-11-02","SSMH","SSMH-SA",1,0.3625
"758","2022-11-03","SSMH","SSMH-SA",1,0.585416666666667
"759","2022-11-04","SSMH","SSMH-SA",1,0.633333333333333
"760","2022-11-05","SSMH","SSMH-SA",1,0.352083333333333
"761","2022-11-06","SSMH","SSMH-SA",1,2.0875
"762","2022-11-07","SSMH","SSMH-SA",1,2.125
"763","2022-11-08","SSMH","SSMH-SA",1,3.50833333333333
"764","2022-11-09","SSMH","SSMH-SA",1,2.275
"765","2022-11-10","SSMH","SSMH-SA",1,1.6
"766","2022-11-11","SSMH","SSMH-SA",1,1.32083333333333
"767","2022-11-12","SSMH","SSMH-SA",1,0.427083333333333
"768","2022-11-13","SSMH","SSMH-SA",1,0
"769","2022-11-14","SSMH","SSMH-SA",1,1
"770","2022-11-15","SSMH","SSMH-SA",1,2.49166666666667
"771","2022-11-16","SSMH","SSMH-SA",1,2.46041666666667
"772","2022-11-17","SSMH","SSMH-SA",1,1.84375
"773","2022-11-18","SSMH","SSMH-SA",1,1.70833333333333
"774","2022-11-19","SSMH","SSMH-SA",1,1.4625
"775","2022-11-20","SSMH","SSMH-SA",1,1.10833333333333
"776","2022-11-21","SSMH","SSMH-SA",1,1.28125
"777","2022-11-22","SSMH","SSMH-SA",1,2
"778","2022-11-26","SSMH","SSMH-SA",1,1.00294117647059
"779","2022-11-27","SSMH","SSMH-SA",1,0.335416666666667
"780","2022-11-28","SSMH","SSMH-SA",1,0.585416666666667
"781","2022-11-29","SSMH","SSMH-SA",1,0.94375
"782","2022-11-30","SSMH","SSMH-SA",1,1.22291666666667
"783","2022-12-01","SSMH","SSMH-SA",1,0.45
"784","2022-12-02","SSMH","SSMH-SA",1,1.65833333333333
"785","2022-12-03","SSMH","SSMH-SA",1,0.58125
"786","2022-12-04","SSMH","SSMH-SA",1,4.2875
"787","2022-12-05","SSMH","SSMH-SA",1,5.125
"788","2022-12-06","SSMH","SSMH-SA",1,1.72291666666667
"789","2022-12-07","SSMH","SSMH-SA",1,3.0875
"790","2022-12-08","SSMH","SSMH-SA",1,0.8
"791","2022-12-09","SSMH","SSMH-SA",1,0.489583333333333
"792","2022-12-10","SSMH","SSMH-SA",1,1.10454545454545
"793","2022-12-11","SSMH","SSMH-SA",1,5.13333333333333
"794","2022-12-12","SSMH","SSMH-SA",1,1.72857142857143
"795","2022-12-13","SSMH","SSMH-SA",1,0.933333333333333
"796","2022-12-14","SSMH","SSMH-SA",1,0.46
"797","2023-03-17","SSMH","SSMH-SA",1,0.3
"798","2023-03-23","SSMH","SSMH-SA",1,1.3
"799","2023-04-04","SSMH","SSMH-SA",1,0.941304347826087
"800","2023-04-05","SSMH","SSMH-SA",1,0.232638888888888
"801","2023-04-06","SSMH","SSMH-SA",1,0
"802","2023-04-07","SSMH","SSMH-SA",1,0.0697916666666665
"803","2023-04-08","SSMH","SSMH-SA",1,0.584027777777778
"804","2023-04-09","SSMH","SSMH-SA",1,0.189236111111111
"805","2023-04-10","SSMH","SSMH-SA",1,0.188888888888889
"806","2023-04-11","SSMH","SSMH-SA",1,0.607638888888889
"807","2023-04-12","SSMH","SSMH-SA",1,0.171180555555556
"808","2023-04-13","SSMH","SSMH-SA",1,0.0229166666666668
"809","2023-04-14","SSMH","SSMH-SA",1,0
"810","2023-04-15","SSMH","SSMH-SA",1,0
"811","2023-04-16","SSMH","SSMH-SA",1,0
"812","2023-04-17","SSMH","SSMH-SA",1,0.214236111111111
"813","2023-04-18","SSMH","SSMH-SA",1,0.825694444444445
"814","2023-04-19","SSMH","SSMH-SA",1,0.986111111111111
"815","2023-04-20","SSMH","SSMH-SA",1,0.848263888888889
"816","2023-04-21","SSMH","SSMH-SA",1,1.090625
"817","2023-04-22","SSMH","SSMH-SA",1,0.992361111111111
"818","2023-04-23","SSMH","SSMH-SA",1,0.320486111111111
"819","2023-04-24","SSMH","SSMH-SA",1,0.702430555555555
"820","2023-04-25","SSMH","SSMH-SA",1,0.113194444444444
"821","2023-04-26","SSMH","SSMH-SA",1,0.161458333333334
"822","2023-04-27","SSMH","SSMH-SA",1,0.645138888888889
"823","2023-04-28","SSMH","SSMH-SA",1,0.801736111111111
"824","2023-04-29","SSMH","SSMH-SA",1,1.30347222222222
"825","2023-04-30","SSMH","SSMH-SA",1,2.04375
"826","2023-05-01","SSMH","SSMH-SA",1,1.67326388888889
"827","2023-05-02","SSMH","SSMH-SA",1,1.540625
"828","2023-05-03","SSMH","SSMH-SA",1,0.846180555555556
"829","2023-05-04","SSMH","SSMH-SA",1,0.131597222222222
"830","2023-05-05","SSMH","SSMH-SA",1,1.17361111111111
"831","2023-05-06","SSMH","SSMH-SA",1,1.00173611111111
"832","2023-05-07","SSMH","SSMH-SA",1,0.125
"833","2023-05-08","SSMH","SSMH-SA",1,0.560069444444444
"834","2023-05-09","SSMH","SSMH-SA",1,0.197916666666667
"835","2023-05-10","SSMH","SSMH-SA",1,0.140284360189574
"836","2023-05-19","SSMH","SSMH-SA",1,1.37777777777778
"837","2023-05-20","SSMH","SSMH-SA",1,0.706410256410256
"838","2023-05-21","SSMH","SSMH-SA",1,0.728125
"839","2023-05-22","SSMH","SSMH-SA",1,0.9625
"840","2023-05-23","SSMH","SSMH-SA",1,0.307432432432433
"841","2023-05-24","SSMH","SSMH-SA",1,0.55625
"842","2023-05-25","SSMH","SSMH-SA",1,1.46190476190476
"843","2023-05-26","SSMH","SSMH-SA",1,2.22372881355932
"844","2023-05-28","SSMH","SSMH-SA",1,1.51428571428571
"845","2023-05-30","SSMH","SSMH-SA",1,0.228571428571429
"846","2023-05-31","SSMH","SSMH-SA",1,0.361904761904762
"847","2023-06-01","SSMH","SSMH-SA",1,0.333333333333333
"848","2023-06-02","SSMH","SSMH-SA",1,1.36144578313253
"849","2023-06-03","SSMH","SSMH-SA",1,0.7
"850","2023-06-04","SSMH","SSMH-SA",1,0.64
"851","2023-06-05","SSMH","SSMH-SA",1,0.55
"852","2023-06-06","SSMH","SSMH-SA",1,0.566666666666667
"853","2023-06-07","SSMH","SSMH-SA",1,1.27142857142857
"854","2023-06-08","SSMH","SSMH-SA",1,1.025
"855","2023-06-09","SSMH","SSMH-SA",1,1.16363636363636
"856","2023-06-10","SSMH","SSMH-SA",1,1.7
"857","2023-06-11","SSMH","SSMH-SA",1,2.5
"858","2023-06-12","SSMH","SSMH-SA",1,1.5
"859","2023-06-13","SSMH","SSMH-SA",1,0.65
"860","2023-06-14","SSMH","SSMH-SA",1,0.325
"861","2023-06-15","SSMH","SSMH-SA",1,0.351851851851852
"862","2023-06-16","SSMH","SSMH-SA",1,0.351111111111111
"863","2023-06-17","SSMH","SSMH-SA",1,1.30540540540541
"864","2023-06-18","SSMH","SSMH-SA",1,1.7561797752809
"865","2023-06-19","SSMH","SSMH-SA",1,0.311881188118812
"866","2023-06-20","SSMH","SSMH-SA",1,0.423404255319149
"867","2023-06-28","SSMH","SSMH-SA",1,1.02279411764706
"868","2023-06-29","SSMH","SSMH-SA",1,2.07083333333333
"869","2023-06-30","SSMH","SSMH-SA",1,0.457986111111111
