"","date","station","sensor","depth","gtavg"
"1","2022-06-19","TNHA","TNHA-BASE",7,4.26736111111111
"2","2022-06-20","TNHA","TNHA-BASE",7,7.87430555555556
"3","2022-06-21","TNHA","TNHA-BASE",7,8.95347222222222
"4","2022-06-22","TNHA","TNHA-BASE",7,6.21354166666667
"5","2022-06-23","TNHA","TNHA-BASE",7,6.09201388888889
"6","2022-06-24","TNHA","TNHA-BASE",7,6.12291666666667
"7","2022-06-25","TNHA","TNHA-BASE",7,6.36145833333333
"8","2022-06-26","TNHA","TNHA-BASE",7,9.74652777777778
"9","2022-06-27","TNHA","TNHA-BASE",7,12.1079861111111
"10","2022-06-28","TNHA","TNHA-BASE",7,9.15694444444444
"11","2022-06-29","TNHA","TNHA-BASE",7,8.70138888888889
"12","2022-06-30","TNHA","TNHA-BASE",7,7.80179372197309
"13","2022-07-01","TNHA","TNHA-BASE",7,10.3229166666667
"14","2022-07-02","TNHA","TNHA-BASE",7,8.86458333333333
"15","2022-07-03","TNHA","TNHA-BASE",7,8.19583333333333
"16","2022-07-04","TNHA","TNHA-BASE",7,6.9625
"17","2022-07-05","TNHA","TNHA-BASE",7,6.2375
"18","2022-07-06","TNHA","TNHA-BASE",7,8.66666666666667
"19","2022-07-07","TNHA","TNHA-BASE",7,8.39583333333333
"20","2022-07-08","TNHA","TNHA-BASE",7,6.98666666666667
"21","2022-08-15","TNHA","TNHA-BASE",7,2.46
"22","2022-08-16","TNHA","TNHA-BASE",7,1.84583333333333
"23","2022-08-17","TNHA","TNHA-BASE",7,2.6
"24","2022-08-18","TNHA","TNHA-BASE",7,2.51666666666667
"25","2022-08-19","TNHA","TNHA-BASE",7,2.04375
"26","2022-08-20","TNHA","TNHA-BASE",7,1.79
"27","2022-08-21","TNHA","TNHA-BASE",7,1.15384615384615
"28","2022-08-22","TNHA","TNHA-BASE",7,1.65952380952381
"29","2022-08-23","TNHA","TNHA-BASE",7,2.26458333333333
"30","2022-08-24","TNHA","TNHA-BASE",7,3.76818181818182
"31","2022-08-25","TNHA","TNHA-BASE",7,6.26521739130435
"32","2022-08-26","TNHA","TNHA-BASE",7,5.94772727272727
"33","2022-08-27","TNHA","TNHA-BASE",7,5.11875
"34","2022-08-28","TNHA","TNHA-BASE",7,5.04255319148936
"35","2022-08-29","TNHA","TNHA-BASE",7,5.26458333333333
"36","2022-08-30","TNHA","TNHA-BASE",7,4.7
"37","2022-08-31","TNHA","TNHA-BASE",7,4.36041666666667
"38","2022-09-01","TNHA","TNHA-BASE",7,5.1
"39","2022-07-04","BUECI","BUECI-SC",7,8.93243243243243
"40","2022-07-05","BUECI","BUECI-SC",7,9.16666666666667
"41","2022-07-06","BUECI","BUECI-SC",7,10.4166666666667
"42","2022-07-07","BUECI","BUECI-SC",7,10.9375
"43","2022-07-08","BUECI","BUECI-SC",7,9.03125
"44","2022-07-09","BUECI","BUECI-SC",7,10.2395833333333
"45","2022-07-10","BUECI","BUECI-SC",7,13.34375
"46","2022-07-11","BUECI","BUECI-SC",7,13.9583333333333
"47","2022-07-12","BUECI","BUECI-SC",7,8.63541666666667
"48","2022-07-13","BUECI","BUECI-SC",7,8.15625
"49","2022-07-14","BUECI","BUECI-SC",7,10.6875
"50","2022-07-15","BUECI","BUECI-SC",7,9.51041666666667
"51","2022-07-16","BUECI","BUECI-SC",7,6.85416666666667
"52","2022-07-17","BUECI","BUECI-SC",7,6.5
"53","2022-07-18","BUECI","BUECI-SC",7,6.76041666666667
"54","2022-07-19","BUECI","BUECI-SC",7,6.73958333333333
"55","2022-07-20","BUECI","BUECI-SC",7,8.48958333333333
"56","2022-07-21","BUECI","BUECI-SC",7,10.3333333333333
"57","2022-07-22","BUECI","BUECI-SC",7,9.36363636363636
"58","2022-06-19","SSMH","SSMH-SB",7,3.29057591623037
"59","2022-06-20","SSMH","SSMH-SB",7,8.72916666666667
"60","2022-06-21","SSMH","SSMH-SB",7,9.203125
"61","2022-06-22","SSMH","SSMH-SB",7,6.30034722222222
"62","2022-06-23","SSMH","SSMH-SB",7,5.94097222222222
"63","2022-06-24","SSMH","SSMH-SB",7,6.31076388888889
"64","2022-06-25","SSMH","SSMH-SB",7,7.11458333333333
"65","2022-06-26","SSMH","SSMH-SB",7,10.0364583333333
"66","2022-06-27","SSMH","SSMH-SB",7,11.5590277777778
"67","2022-06-28","SSMH","SSMH-SB",7,8.98611111111111
"68","2022-06-29","SSMH","SSMH-SB",7,9.39756944444445
"69","2022-06-30","SSMH","SSMH-SB",7,8.96929824561403
"70","2022-07-01","SSMH","SSMH-SB",7,9.54166666666667
"71","2022-07-02","SSMH","SSMH-SB",7,8.96875
"72","2022-07-03","SSMH","SSMH-SB",7,8.84375
"73","2022-07-04","SSMH","SSMH-SB",7,7.26041666666667
"74","2022-07-05","SSMH","SSMH-SB",7,6.1875
"75","2022-07-06","SSMH","SSMH-SB",7,8.64583333333333
"76","2022-07-07","SSMH","SSMH-SB",7,8.32291666666667
"77","2022-07-08","SSMH","SSMH-SB",7,6.57142857142857
"78","2022-08-15","SSMH","SSMH-SB",7,2
"79","2022-08-16","SSMH","SSMH-SB",7,1.20833333333333
"80","2022-08-17","SSMH","SSMH-SB",7,2.22916666666667
"81","2022-08-18","SSMH","SSMH-SB",7,2.27083333333333
"82","2022-08-19","SSMH","SSMH-SB",7,1.8125
"83","2022-08-20","SSMH","SSMH-SB",7,1.26041666666667
"84","2022-08-21","SSMH","SSMH-SB",7,1.32291666666667
"85","2022-08-22","SSMH","SSMH-SB",7,1.79166666666667
"86","2022-08-23","SSMH","SSMH-SB",7,2.47916666666667
"87","2022-08-24","SSMH","SSMH-SB",7,4.15625
"88","2022-08-25","SSMH","SSMH-SB",7,5.04255319148936
"89","2022-08-26","SSMH","SSMH-SB",7,5.8936170212766
"90","2022-08-27","SSMH","SSMH-SB",7,4.33333333333333
"91","2022-08-28","SSMH","SSMH-SB",7,4.3125
"92","2022-08-29","SSMH","SSMH-SB",7,4.64583333333333
"93","2022-08-30","SSMH","SSMH-SB",7,5.05208333333333
"94","2022-08-31","SSMH","SSMH-SB",7,4.70833333333333
"95","2022-09-01","SSMH","SSMH-SB",7,5.5
"96","2022-06-19","TNHA","TNHA-SC",7,2.38269230769231
"97","2022-06-20","TNHA","TNHA-SC",7,7.14409722222222
"98","2022-06-21","TNHA","TNHA-SC",7,8.13368055555556
"99","2022-06-22","TNHA","TNHA-SC",7,6.66666666666667
"100","2022-06-23","TNHA","TNHA-SC",7,6.84895833333333
"101","2022-06-24","TNHA","TNHA-SC",7,6.83506944444444
"102","2022-06-25","TNHA","TNHA-SC",7,7.39930555555556
"103","2022-06-26","TNHA","TNHA-SC",7,10.0694444444444
"104","2022-06-27","TNHA","TNHA-SC",7,10.4895833333333
"105","2022-06-28","TNHA","TNHA-SC",7,8.55729166666667
"106","2022-06-29","TNHA","TNHA-SC",7,8.828125
"107","2022-06-30","TNHA","TNHA-SC",7,9.01576576576577
"108","2022-07-01","TNHA","TNHA-SC",7,8.18571428571429
"109","2022-07-02","TNHA","TNHA-SC",7,7.1195652173913
"110","2022-07-03","TNHA","TNHA-SC",7,6.83333333333333
"111","2022-07-04","TNHA","TNHA-SC",7,5.88541666666667
"112","2022-07-05","TNHA","TNHA-SC",7,5.88541666666667
"113","2022-07-06","TNHA","TNHA-SC",7,7.6875
"114","2022-07-07","TNHA","TNHA-SC",7,8.3125
"115","2022-07-08","TNHA","TNHA-SC",7,5.85416666666667
"116","2022-07-09","TNHA","TNHA-SC",7,7.34375
"117","2022-07-10","TNHA","TNHA-SC",7,9.79166666666667
"118","2022-07-11","TNHA","TNHA-SC",7,7.98958333333333
"119","2022-07-12","TNHA","TNHA-SC",7,4.125
"120","2022-07-13","TNHA","TNHA-SC",7,4.23958333333333
"121","2022-07-14","TNHA","TNHA-SC",7,3.53125
"122","2022-07-15","TNHA","TNHA-SC",7,2.84375
"123","2022-07-16","TNHA","TNHA-SC",7,3.72916666666667
"124","2022-07-17","TNHA","TNHA-SC",7,4.52083333333333
"125","2022-07-18","TNHA","TNHA-SC",7,4.86458333333333
"126","2022-07-19","TNHA","TNHA-SC",7,5.11458333333333
"127","2022-07-20","TNHA","TNHA-SC",7,5.8125
"128","2022-07-21","TNHA","TNHA-SC",7,6.64583333333333
"129","2022-07-22","TNHA","TNHA-SC",7,4.67708333333333
"130","2022-07-23","TNHA","TNHA-SC",7,3.9375
"131","2022-07-24","TNHA","TNHA-SC",7,4.11458333333333
"132","2022-07-25","TNHA","TNHA-SC",7,4.96875
"133","2022-07-26","TNHA","TNHA-SC",7,2.47916666666667
"134","2022-07-27","TNHA","TNHA-SC",7,1.73958333333333
"135","2022-07-28","TNHA","TNHA-SC",7,1.73958333333333
"136","2022-07-29","TNHA","TNHA-SC",7,2.70833333333333
"137","2022-07-30","TNHA","TNHA-SC",7,4.20833333333333
"138","2022-07-31","TNHA","TNHA-SC",7,3.32291666666667
"139","2022-08-01","TNHA","TNHA-SC",7,3.09375
"140","2022-08-02","TNHA","TNHA-SC",7,4.5625
"141","2022-08-03","TNHA","TNHA-SC",7,7.86458333333333
"142","2022-08-04","TNHA","TNHA-SC",7,8.85416666666667
"143","2022-08-05","TNHA","TNHA-SC",7,8.07291666666667
"144","2022-08-06","TNHA","TNHA-SC",7,4.33333333333333
"145","2022-08-07","TNHA","TNHA-SC",7,5.35416666666667
"146","2022-08-08","TNHA","TNHA-SC",7,5.98958333333333
"147","2022-08-09","TNHA","TNHA-SC",7,4.98958333333333
"148","2022-08-10","TNHA","TNHA-SC",7,5.33333333333333
"149","2022-08-11","TNHA","TNHA-SC",7,6.51041666666667
"150","2022-08-12","TNHA","TNHA-SC",7,8.16666666666667
"151","2022-08-13","TNHA","TNHA-SC",7,3.8125
"152","2022-08-14","TNHA","TNHA-SC",7,3.09375
"153","2022-08-15","TNHA","TNHA-SC",7,2.625
"154","2022-08-16","TNHA","TNHA-SC",7,2.0625
"155","2022-08-17","TNHA","TNHA-SC",7,2.85416666666667
"156","2022-08-18","TNHA","TNHA-SC",7,3.09375
"157","2022-08-19","TNHA","TNHA-SC",7,2.57291666666667
"158","2022-08-20","TNHA","TNHA-SC",7,1.95833333333333
"159","2022-08-21","TNHA","TNHA-SC",7,1.36458333333333
"160","2022-08-22","TNHA","TNHA-SC",7,1.67708333333333
"161","2022-08-23","TNHA","TNHA-SC",7,2.76041666666667
"162","2022-08-24","TNHA","TNHA-SC",7,4.5
"163","2022-08-25","TNHA","TNHA-SC",7,5.17708333333333
"164","2022-08-26","TNHA","TNHA-SC",7,6.41666666666667
"165","2022-08-27","TNHA","TNHA-SC",7,4.625
"166","2022-08-28","TNHA","TNHA-SC",7,4.22916666666667
"167","2022-08-29","TNHA","TNHA-SC",7,4.78125
"168","2022-08-30","TNHA","TNHA-SC",7,5.02083333333333
"169","2022-08-31","TNHA","TNHA-SC",7,4.53125
"170","2022-09-01","TNHA","TNHA-SC",7,5
"171","2022-07-04","BEO","BEO-BASE",7,5.17105263157895
"172","2022-07-05","BEO","BEO-BASE",7,6.82291666666667
"173","2022-07-06","BEO","BEO-BASE",7,10.4583333333333
"174","2022-07-07","BEO","BEO-BASE",7,8.02083333333333
"175","2022-07-08","BEO","BEO-BASE",7,5.68229166666667
"176","2022-07-09","BEO","BEO-BASE",7,9.04166666666666
"177","2022-07-10","BEO","BEO-BASE",7,11.921875
"178","2022-07-11","BEO","BEO-BASE",7,8.16666666666666
"179","2022-07-12","BEO","BEO-BASE",7,2.09375
"180","2022-07-13","BEO","BEO-BASE",7,3.98958333333333
"181","2022-07-14","BEO","BEO-BASE",7,4.23958333333333
"182","2022-07-15","BEO","BEO-BASE",7,2.83333333333333
"183","2022-07-16","BEO","BEO-BASE",7,2.97916666666667
"184","2022-07-17","BEO","BEO-BASE",7,3.125
"185","2022-07-18","BEO","BEO-BASE",7,3.90625
"186","2022-07-19","BEO","BEO-BASE",7,5.625
"187","2022-07-20","BEO","BEO-BASE",7,7.21276595744681
"188","2022-07-21","BEO","BEO-BASE",7,7.54761904761905
"189","2022-07-22","BEO","BEO-BASE",7,3.9375
"190","2022-07-23","BEO","BEO-BASE",7,2.94791666666667
"191","2022-07-24","BEO","BEO-BASE",7,3.08333333333333
"192","2022-07-25","BEO","BEO-BASE",7,3.4375
"193","2022-07-26","BEO","BEO-BASE",7,0.0833333333333332
"194","2022-07-27","BEO","BEO-BASE",7,-0.322916666666667
"195","2022-07-28","BEO","BEO-BASE",7,0.0208333333333332
"196","2022-07-29","BEO","BEO-BASE",7,1.97916666666667
"197","2022-07-30","BEO","BEO-BASE",7,2.98958333333333
"198","2022-07-31","BEO","BEO-BASE",7,2.41666666666667
"199","2022-08-01","BEO","BEO-BASE",7,2.03125
"200","2022-08-02","BEO","BEO-BASE",7,4.11458333333333
"201","2022-08-03","BEO","BEO-BASE",7,10.5104166666667
"202","2022-08-04","BEO","BEO-BASE",7,10.2604166666667
"203","2022-08-05","BEO","BEO-BASE",7,9.08333333333333
"204","2022-08-06","BEO","BEO-BASE",7,2.8125
"205","2022-08-07","BEO","BEO-BASE",7,6.09375
"206","2022-08-08","BEO","BEO-BASE",7,7.44791666666667
"207","2022-08-09","BEO","BEO-BASE",7,4.07291666666667
"208","2022-08-10","BEO","BEO-BASE",7,4.29166666666667
"209","2022-08-11","BEO","BEO-BASE",7,5.1875
"210","2022-08-12","BEO","BEO-BASE",7,7.47916666666667
"211","2022-08-13","BEO","BEO-BASE",7,2.17708333333333
"212","2022-08-14","BEO","BEO-BASE",7,1.78125
"213","2022-08-15","BEO","BEO-BASE",7,0.5625
"214","2022-08-16","BEO","BEO-BASE",7,1.38421052631579
"215","2022-08-17","BEO","BEO-BASE",7,2.65625
"216","2022-08-18","BEO","BEO-BASE",7,2.421875
"217","2022-08-19","BEO","BEO-BASE",7,2.578125
"218","2022-08-20","BEO","BEO-BASE",7,1.13020833333333
"219","2022-08-21","BEO","BEO-BASE",7,0.8125
"220","2022-08-22","BEO","BEO-BASE",7,0.942708333333332
"221","2022-08-23","BEO","BEO-BASE",7,2.421875
"222","2022-08-24","BEO","BEO-BASE",7,6.484375
"223","2022-08-25","BEO","BEO-BASE",7,5.58333333333333
"224","2022-08-26","BEO","BEO-BASE",7,6.06770833333333
"225","2022-08-27","BEO","BEO-BASE",7,4.6875
"226","2022-08-28","BEO","BEO-BASE",7,4.33333333333333
"227","2022-08-29","BEO","BEO-BASE",7,4.28645833333333
"228","2022-08-30","BEO","BEO-BASE",7,4.86458333333333
"229","2022-08-31","BEO","BEO-BASE",7,4.19791666666667
"230","2022-09-01","BEO","BEO-BASE",7,5.25
"231","2022-06-19","SSMH","SSMH-SD",7,1.28645833333333
"232","2022-06-20","SSMH","SSMH-SD",7,5.86284722222222
"233","2022-06-21","SSMH","SSMH-SD",7,5.00694444444445
"234","2022-06-22","SSMH","SSMH-SD",7,4.78125
"235","2022-06-23","SSMH","SSMH-SD",7,5.47743055555555
"236","2022-06-24","SSMH","SSMH-SD",7,5.63194444444445
"237","2022-06-25","SSMH","SSMH-SD",7,6.53993055555556
"238","2022-06-26","SSMH","SSMH-SD",7,9.36631944444444
"239","2022-06-27","SSMH","SSMH-SD",7,9.38888888888889
"240","2022-06-28","SSMH","SSMH-SD",7,7.57986111111111
"241","2022-06-29","SSMH","SSMH-SD",7,7.33506944444445
"242","2022-06-30","SSMH","SSMH-SD",7,7.67105263157895
"243","2022-07-01","SSMH","SSMH-SD",7,8.23958333333333
"244","2022-07-02","SSMH","SSMH-SD",7,6.69791666666667
"245","2022-07-03","SSMH","SSMH-SD",7,5.6875
"246","2022-07-04","SSMH","SSMH-SD",7,5.27083333333333
"247","2022-07-05","SSMH","SSMH-SD",7,6.67857142857143
"248","2022-08-15","SSMH","SSMH-SD",7,3
"249","2022-08-16","SSMH","SSMH-SD",7,1.94791666666667
"250","2022-08-17","SSMH","SSMH-SD",7,2.89583333333333
"251","2022-08-18","SSMH","SSMH-SD",7,2.75
"252","2022-08-19","SSMH","SSMH-SD",7,2.39583333333333
"253","2022-08-20","SSMH","SSMH-SD",7,2.06410256410256
"254","2022-08-21","SSMH","SSMH-SD",7,1.11111111111111
"255","2022-08-22","SSMH","SSMH-SD",7,1.23958333333333
"256","2022-08-23","SSMH","SSMH-SD",7,1.84375
"257","2022-08-24","SSMH","SSMH-SD",7,3.68478260869565
"258","2022-08-25","SSMH","SSMH-SD",7,4.70833333333333
"259","2022-08-26","SSMH","SSMH-SD",7,5.52083333333333
"260","2022-08-27","SSMH","SSMH-SD",7,4.59375
"261","2022-08-28","SSMH","SSMH-SD",7,4.30208333333333
"262","2022-08-29","SSMH","SSMH-SD",7,4.47916666666667
"263","2022-08-30","SSMH","SSMH-SD",7,4.57291666666667
"264","2022-08-31","SSMH","SSMH-SD",7,4.0625
"265","2022-09-01","SSMH","SSMH-SD",7,4.5
"266","2022-07-04","BUECI","BUECI-SF-1",7,3.41891891891892
"267","2022-07-05","BUECI","BUECI-SF-1",7,3.38541666666667
"268","2022-07-06","BUECI","BUECI-SF-1",7,5.375
"269","2022-07-07","BUECI","BUECI-SF-1",7,5.57291666666667
"270","2022-07-08","BUECI","BUECI-SF-1",7,3.83333333333333
"271","2022-07-04","BUECI","BUECI-SE",7,4.5945945945946
"272","2022-07-05","BUECI","BUECI-SE",7,4.20833333333333
"273","2022-07-06","BUECI","BUECI-SE",7,6.34375
"274","2022-07-07","BUECI","BUECI-SE",7,6.98958333333333
"275","2022-07-08","BUECI","BUECI-SE",7,5.0625
"276","2022-07-09","BUECI","BUECI-SE",7,6.16666666666667
"277","2022-07-10","BUECI","BUECI-SE",7,8.71875
"278","2022-07-11","BUECI","BUECI-SE",7,8.34375
"279","2022-07-12","BUECI","BUECI-SE",7,3.33333333333333
"280","2022-07-13","BUECI","BUECI-SE",7,3.17708333333333
"281","2022-07-14","BUECI","BUECI-SE",7,3.38541666666667
"282","2022-07-15","BUECI","BUECI-SE",7,2.39583333333333
"283","2022-07-16","BUECI","BUECI-SE",7,2.51041666666667
"284","2022-07-17","BUECI","BUECI-SE",7,2.70833333333333
"285","2022-07-18","BUECI","BUECI-SE",7,3.5
"286","2022-07-19","BUECI","BUECI-SE",7,4.17708333333333
"287","2022-07-20","BUECI","BUECI-SE",7,5.27173913043478
"288","2022-07-21","BUECI","BUECI-SE",7,6.95714285714286
"289","2022-07-22","BUECI","BUECI-SE",7,4.3125
"290","2022-07-23","BUECI","BUECI-SE",7,3.1875
"291","2022-07-24","BUECI","BUECI-SE",7,2.75
"292","2022-07-25","BUECI","BUECI-SE",7,3.42708333333333
"293","2022-07-26","BUECI","BUECI-SE",7,1.42708333333333
"294","2022-07-27","BUECI","BUECI-SE",7,0.489583333333333
"295","2022-07-28","BUECI","BUECI-SE",7,0.447916666666667
"296","2022-07-29","BUECI","BUECI-SE",7,1.125
"297","2022-07-30","BUECI","BUECI-SE",7,1.5625
"298","2022-07-31","BUECI","BUECI-SE",7,1.6875
"299","2022-08-01","BUECI","BUECI-SE",7,1.73958333333333
"300","2022-08-02","BUECI","BUECI-SE",7,2.5625
"301","2022-08-03","BUECI","BUECI-SE",7,6.26041666666667
"302","2022-08-04","BUECI","BUECI-SE",7,7.73958333333333
"303","2022-08-05","BUECI","BUECI-SE",7,9.4375
"304","2022-07-04","BUECI","BUECI-SB",7,4.13513513513514
"305","2022-07-05","BUECI","BUECI-SB",7,4.51041666666667
"306","2022-07-06","BUECI","BUECI-SB",7,6.13157894736842
"307","2022-07-07","BUECI","BUECI-SB",7,6.91860465116279
"308","2022-07-08","BUECI","BUECI-SB",7,4.17105263157895
"309","2022-07-09","BUECI","BUECI-SB",7,3.71153846153846
"310","2022-07-10","BUECI","BUECI-SB",7,8.2875
"311","2022-07-11","BUECI","BUECI-SB",7,7.95833333333333
"312","2022-07-12","BUECI","BUECI-SB",7,3.66666666666667
"313","2022-07-13","BUECI","BUECI-SB",7,2.85897435897436
"314","2022-07-14","BUECI","BUECI-SB",7,3.17241379310345
"315","2022-07-15","BUECI","BUECI-SB",7,2.51785714285714
"316","2022-07-16","BUECI","BUECI-SB",7,3.3125
"317","2022-07-17","BUECI","BUECI-SB",7,2.77083333333333
"318","2022-07-18","BUECI","BUECI-SB",7,3.19791666666667
"319","2022-07-19","BUECI","BUECI-SB",7,3.53030303030303
"320","2022-07-20","BUECI","BUECI-SB",7,2.5
"321","2022-07-21","BUECI","BUECI-SB",7,4.82352941176471
"322","2022-07-23","BUECI","BUECI-SB",7,1.175
"323","2022-07-24","BUECI","BUECI-SB",7,2.24193548387097
"324","2022-07-25","BUECI","BUECI-SB",7,3.27083333333333
"325","2022-07-26","BUECI","BUECI-SB",7,0.75
"326","2022-07-27","BUECI","BUECI-SB",7,-0.135416666666667
"327","2022-07-28","BUECI","BUECI-SB",7,0
"328","2022-07-29","BUECI","BUECI-SB",7,1.19791666666667
"329","2022-07-30","BUECI","BUECI-SB",7,1.64583333333333
"330","2022-07-31","BUECI","BUECI-SB",7,1.26388888888889
"331","2022-08-01","BUECI","BUECI-SB",7,1.48936170212766
"332","2022-08-02","BUECI","BUECI-SB",7,2.59375
"333","2022-08-03","BUECI","BUECI-SB",7,5.85416666666667
"334","2022-08-04","BUECI","BUECI-SB",7,8.4375
"335","2022-08-05","BUECI","BUECI-SB",7,8.3125
"336","2022-07-04","BUECI","BUECI-SD",7,8.41891891891892
"337","2022-07-05","BUECI","BUECI-SD",7,8.85416666666667
"338","2022-07-06","BUECI","BUECI-SD",7,10
"339","2022-07-07","BUECI","BUECI-SD",7,12.8571428571429
"340","2022-07-04","BUECI","BUECI-BASE",7,5.66842105263158
"341","2022-07-05","BUECI","BUECI-BASE",7,7.13541666666667
"342","2022-07-06","BUECI","BUECI-BASE",7,8.57291666666667
"343","2022-07-07","BUECI","BUECI-BASE",7,8.83695652173913
"344","2022-07-08","BUECI","BUECI-BASE",7,7.38333333333333
"345","2022-07-09","BUECI","BUECI-BASE",7,7.31111111111111
"346","2022-07-10","BUECI","BUECI-BASE",7,9.29459459459459
"347","2022-07-11","BUECI","BUECI-BASE",7,8.53541666666667
"348","2022-07-12","BUECI","BUECI-BASE",7,5.98541666666667
"349","2022-07-13","BUECI","BUECI-BASE",7,6.1375
"350","2022-07-14","BUECI","BUECI-BASE",7,5.12083333333333
"351","2022-07-15","BUECI","BUECI-BASE",7,4.24375
"352","2022-07-16","BUECI","BUECI-BASE",7,4.86666666666667
"353","2022-07-17","BUECI","BUECI-BASE",7,4.45416666666667
"354","2022-07-18","BUECI","BUECI-BASE",7,4.73958333333333
"355","2022-07-19","BUECI","BUECI-BASE",7,5.33103448275862
"356","2022-07-20","BUECI","BUECI-BASE",7,4.16
"357","2022-07-21","BUECI","BUECI-BASE",7,7.18780487804878
"358","2022-07-22","BUECI","BUECI-BASE",7,5.73541666666667
"359","2022-07-23","BUECI","BUECI-BASE",7,5.625
"360","2022-07-24","BUECI","BUECI-BASE",7,5.57708333333333
"361","2022-07-25","BUECI","BUECI-BASE",7,5.325
"362","2022-07-26","BUECI","BUECI-BASE",7,3.12916666666667
"363","2022-07-27","BUECI","BUECI-BASE",7,2.29791666666667
"364","2022-07-28","BUECI","BUECI-BASE",7,2.15625
"365","2022-07-29","BUECI","BUECI-BASE",7,3.21458333333333
"366","2022-07-30","BUECI","BUECI-BASE",7,4.80833333333333
"367","2022-07-31","BUECI","BUECI-BASE",7,5.18333333333333
"368","2022-08-01","BUECI","BUECI-BASE",7,4.4
"369","2022-08-02","BUECI","BUECI-BASE",7,4.56875
"370","2022-08-03","BUECI","BUECI-BASE",7,6.49166666666667
"371","2022-08-04","BUECI","BUECI-BASE",7,8.66041666666667
"372","2022-08-05","BUECI","BUECI-BASE",7,9.35
"373","2022-06-19","SSMH","SSMH-BASE",7,4.63368055555556
"374","2022-06-20","SSMH","SSMH-BASE",7,9.02777777777778
"375","2022-06-21","SSMH","SSMH-BASE",7,9.15972222222222
"376","2022-06-22","SSMH","SSMH-BASE",7,7.92013888888889
"377","2022-06-23","SSMH","SSMH-BASE",7,8.55902777777778
"378","2022-06-24","SSMH","SSMH-BASE",7,9.06076388888889
"379","2022-06-25","SSMH","SSMH-BASE",7,9.484375
"380","2022-06-26","SSMH","SSMH-BASE",7,12.9392361111111
"381","2022-06-27","SSMH","SSMH-BASE",7,13.7274305555556
"382","2022-06-28","SSMH","SSMH-BASE",7,11.7465277777778
"383","2022-06-29","SSMH","SSMH-BASE",7,11.0260416666667
"384","2022-06-30","SSMH","SSMH-BASE",7,11.2543859649123
"385","2022-07-01","SSMH","SSMH-BASE",7,12.3958333333333
"386","2022-07-02","SSMH","SSMH-BASE",7,10.3229166666667
"387","2022-07-03","SSMH","SSMH-BASE",7,9.5
"388","2022-07-04","SSMH","SSMH-BASE",7,11.875
"389","2022-07-04","BUECI","BUECI-SA",7,6.09459459459459
"390","2022-07-05","BUECI","BUECI-SA",7,6.9375
"391","2022-07-06","BUECI","BUECI-SA",7,10.7291666666667
"392","2022-07-07","BUECI","BUECI-SA",7,10.2307692307692
"393","2022-06-19","TNHA","TNHA-SA",7,6.64930555555556
"394","2022-06-20","TNHA","TNHA-SA",7,9.546875
"395","2022-06-21","TNHA","TNHA-SA",7,10.5972222222222
"396","2022-06-22","TNHA","TNHA-SA",7,7.19444444444444
"397","2022-06-23","TNHA","TNHA-SA",7,6.25347222222222
"398","2022-06-24","TNHA","TNHA-SA",7,6.36631944444445
"399","2022-06-25","TNHA","TNHA-SA",7,6.67534722222222
"400","2022-06-26","TNHA","TNHA-SA",7,9.90277777777778
"401","2022-06-27","TNHA","TNHA-SA",7,12.609375
"402","2022-06-28","TNHA","TNHA-SA",7,9.78298611111112
"403","2022-06-29","TNHA","TNHA-SA",7,9.10416666666666
"404","2022-06-30","TNHA","TNHA-SA",7,7.9932735426009
"405","2022-07-01","TNHA","TNHA-SA",7,11.6770833333333
"406","2022-07-02","TNHA","TNHA-SA",7,12.0104166666667
"407","2022-07-03","TNHA","TNHA-SA",7,10.15625
"408","2022-07-04","TNHA","TNHA-SA",7,8.69791666666667
"409","2022-07-05","TNHA","TNHA-SA",7,8.41666666666667
"410","2022-07-06","TNHA","TNHA-SA",7,9.75
"411","2022-07-07","TNHA","TNHA-SA",7,9.42708333333333
"412","2022-07-08","TNHA","TNHA-SA",7,7.47916666666667
"413","2022-07-09","TNHA","TNHA-SA",7,9.875
"414","2022-07-10","TNHA","TNHA-SA",7,13.28125
"415","2022-07-11","TNHA","TNHA-SA",7,12.34375
"416","2022-07-12","TNHA","TNHA-SA",7,6.04166666666667
"417","2022-07-13","TNHA","TNHA-SA",7,6.44791666666667
"418","2022-07-14","TNHA","TNHA-SA",7,8.31818181818182
"419","2022-07-15","TNHA","TNHA-SA",7,5.87142857142857
"420","2022-07-16","TNHA","TNHA-SA",7,4.79166666666667
"421","2022-07-17","TNHA","TNHA-SA",7,5.88541666666667
"422","2022-07-18","TNHA","TNHA-SA",7,6.625
"423","2022-07-19","TNHA","TNHA-SA",7,5.46875
"424","2022-07-20","TNHA","TNHA-SA",7,7.22916666666667
"425","2022-07-21","TNHA","TNHA-SA",7,9.85555555555556
"426","2022-07-22","TNHA","TNHA-SA",7,6.52941176470588
"427","2022-07-23","TNHA","TNHA-SA",7,5.89583333333333
"428","2022-07-24","TNHA","TNHA-SA",7,5.95833333333333
"429","2022-07-25","TNHA","TNHA-SA",7,5.41666666666667
"430","2022-07-26","TNHA","TNHA-SA",7,2.95833333333333
"431","2022-07-27","TNHA","TNHA-SA",7,2.03125
"432","2022-07-28","TNHA","TNHA-SA",7,1.65625
"433","2022-07-29","TNHA","TNHA-SA",7,2.5
"434","2022-07-30","TNHA","TNHA-SA",7,4.08333333333333
"435","2022-07-31","TNHA","TNHA-SA",7,4.38541666666667
