time,Pm2.5,Pm10 0
2024-07-05T23:16:54.000Z,,
2024-07-05T23:28:33.000Z,,
2024-07-05T23:40:12.000Z,,
2024-07-05T23:51:51.000Z,,
2024-07-06T00:03:30.000Z,5,6
2024-07-06T00:15:09.000Z,,
2024-07-06T00:26:48.000Z,,
2024-07-06T00:38:27.000Z,,
2024-07-06T00:50:06.000Z,,
2024-07-06T01:01:45.000Z,,
2024-07-06T01:13:24.000Z,4,4
2024-07-06T01:25:03.000Z,,
2024-07-06T01:36:42.000Z,,
2024-07-06T01:48:21.000Z,,
2024-07-06T02:00:00.000Z,,
2024-07-06T02:11:39.000Z,5,6
2024-07-06T02:23:18.000Z,,
2024-07-06T02:34:57.000Z,,
2024-07-06T02:46:36.000Z,,
2024-07-06T02:58:15.000Z,,
2024-07-06T03:09:54.000Z,4,4
2024-07-06T03:21:33.000Z,,
2024-07-06T03:33:12.000Z,,
2024-07-06T03:44:51.000Z,,
2024-07-06T03:56:30.000Z,,
2024-07-06T04:08:09.000Z,5,6
2024-07-06T04:19:48.000Z,,
2024-07-06T04:31:27.000Z,,
2024-07-06T04:43:06.000Z,,
2024-07-06T04:54:45.000Z,,
2024-07-06T05:06:24.000Z,,
2024-07-06T05:18:03.000Z,4,4
2024-07-06T05:29:42.000Z,,
2024-07-06T05:41:21.000Z,,
2024-07-06T05:53:00.000Z,,
2024-07-06T06:04:39.000Z,,
2024-07-06T06:16:18.000Z,4,5
2024-07-06T06:27:57.000Z,,
2024-07-06T06:39:36.000Z,,
2024-07-06T06:51:15.000Z,,
2024-07-06T07:02:54.000Z,,
2024-07-06T07:14:33.000Z,4,4
2024-07-06T07:26:12.000Z,,
2024-07-06T07:37:51.000Z,,
2024-07-06T07:49:30.000Z,,
2024-07-06T08:01:09.000Z,,
2024-07-06T08:12:48.000Z,4,5
2024-07-06T08:24:27.000Z,,
2024-07-06T08:36:06.000Z,,
2024-07-06T08:47:45.000Z,,
2024-07-06T08:59:24.000Z,,
2024-07-06T09:11:03.000Z,,
2024-07-06T09:22:42.000Z,4,4
2024-07-06T09:34:21.000Z,,
2024-07-06T09:46:00.000Z,,
2024-07-06T09:57:39.000Z,,
2024-07-06T10:09:18.000Z,,
2024-07-06T10:20:57.000Z,4,5
2024-07-06T10:32:36.000Z,,
2024-07-06T10:44:15.000Z,,
2024-07-06T10:55:54.000Z,,
2024-07-06T11:07:33.000Z,,
2024-07-06T11:19:12.000Z,4,4
2024-07-06T11:30:51.000Z,,
2024-07-06T11:42:30.000Z,,
2024-07-06T11:54:09.000Z,,
2024-07-06T12:05:48.000Z,,
2024-07-06T12:17:27.000Z,,
2024-07-06T12:29:06.000Z,4,5
2024-07-06T12:40:45.000Z,,
2024-07-06T12:52:24.000Z,,
2024-07-06T13:04:03.000Z,,
2024-07-06T13:15:42.000Z,,
2024-07-06T13:27:21.000Z,4,4
2024-07-06T13:39:00.000Z,,
2024-07-06T13:50:39.000Z,,
2024-07-06T14:02:18.000Z,,
2024-07-06T14:13:57.000Z,,
2024-07-06T14:25:36.000Z,4,5
2024-07-06T14:37:15.000Z,,
2024-07-06T14:48:54.000Z,,
2024-07-06T15:00:33.000Z,,
2024-07-06T15:12:12.000Z,,
2024-07-06T15:23:51.000Z,,
2024-07-06T15:35:30.000Z,4,4
2024-07-06T15:47:09.000Z,,
2024-07-06T15:58:48.000Z,,
2024-07-06T16:10:27.000Z,,
2024-07-06T16:22:06.000Z,,
2024-07-06T16:33:45.000Z,4,5
2024-07-06T16:45:24.000Z,,
2024-07-06T16:57:03.000Z,,
2024-07-06T17:08:42.000Z,,
2024-07-06T17:20:21.000Z,,
2024-07-06T17:32:00.000Z,4,4
2024-07-06T17:43:39.000Z,,
2024-07-06T17:55:18.000Z,,
2024-07-06T18:06:57.000Z,,
2024-07-06T18:18:36.000Z,,
2024-07-06T18:30:15.000Z,,
2024-07-06T18:41:54.000Z,4,5
2024-07-06T18:53:33.000Z,,
2024-07-06T19:05:12.000Z,,
2024-07-06T19:16:51.000Z,,
2024-07-06T19:28:30.000Z,,
2024-07-06T19:40:09.000Z,4,4
2024-07-06T19:51:48.000Z,,
2024-07-06T20:03:27.000Z,,
2024-07-06T20:15:06.000Z,,
2024-07-06T20:26:45.000Z,,
2024-07-06T20:38:24.000Z,5,6
2024-07-06T20:50:03.000Z,,
2024-07-06T21:01:42.000Z,,
2024-07-06T21:13:21.000Z,,
2024-07-06T21:25:00.000Z,,
2024-07-06T21:36:39.000Z,267,354
2024-07-06T21:48:18.000Z,,
2024-07-06T21:59:57.000Z,,
2024-07-06T22:11:36.000Z,,
2024-07-06T22:23:15.000Z,,
2024-07-06T22:34:54.000Z,4,5
2024-07-06T22:46:33.000Z,,
2024-07-06T22:58:12.000Z,,
2024-07-06T23:09:51.000Z,,
2024-07-06T23:21:30.000Z,,
2024-07-06T23:33:09.000Z,,
2024-07-06T23:44:48.000Z,4,4
2024-07-06T23:56:27.000Z,,
2024-07-07T00:08:06.000Z,,
2024-07-07T00:19:45.000Z,,
2024-07-07T00:31:24.000Z,,
2024-07-07T00:43:03.000Z,4,5
2024-07-07T00:54:42.000Z,,
2024-07-07T01:06:21.000Z,,
2024-07-07T01:18:00.000Z,,
2024-07-07T01:29:39.000Z,,
2024-07-07T01:41:18.000Z,4,4
2024-07-07T01:52:57.000Z,,
2024-07-07T02:04:36.000Z,,
2024-07-07T02:16:15.000Z,,
2024-07-07T02:27:54.000Z,,
2024-07-07T02:39:33.000Z,4,5
2024-07-07T02:51:12.000Z,,
2024-07-07T03:02:51.000Z,,
2024-07-07T03:14:30.000Z,,
2024-07-07T03:26:09.000Z,,
2024-07-07T03:37:48.000Z,,
2024-07-07T03:49:27.000Z,4,4
2024-07-07T04:01:06.000Z,,
2024-07-07T04:12:45.000Z,,
2024-07-07T04:24:24.000Z,,
2024-07-07T04:36:03.000Z,,
2024-07-07T04:47:42.000Z,4,5
2024-07-07T04:59:21.000Z,,
2024-07-07T05:11:00.000Z,,
2024-07-07T05:22:39.000Z,,
2024-07-07T05:34:18.000Z,,
2024-07-07T05:45:57.000Z,4,4
2024-07-07T05:57:36.000Z,,
2024-07-07T06:09:15.000Z,,
2024-07-07T06:20:54.000Z,,
2024-07-07T06:32:33.000Z,,
2024-07-07T06:44:12.000Z,,
2024-07-07T06:55:51.000Z,4,5
2024-07-07T07:07:30.000Z,,
2024-07-07T07:19:09.000Z,,
2024-07-07T07:30:48.000Z,,
2024-07-07T07:42:27.000Z,,
2024-07-07T07:54:06.000Z,4,4
2024-07-07T08:05:45.000Z,,
2024-07-07T08:17:24.000Z,,
2024-07-07T08:29:03.000Z,,
2024-07-07T08:40:42.000Z,,
2024-07-07T08:52:21.000Z,4,5
2024-07-07T09:04:00.000Z,,
2024-07-07T09:15:39.000Z,,
2024-07-07T09:27:18.000Z,,
2024-07-07T09:38:57.000Z,,
2024-07-07T09:50:36.000Z,4,4
2024-07-07T10:02:15.000Z,,
2024-07-07T10:13:54.000Z,,
2024-07-07T10:25:33.000Z,,
2024-07-07T10:37:12.000Z,,
2024-07-07T10:48:51.000Z,,
2024-07-07T11:00:30.000Z,4,5
2024-07-07T11:12:09.000Z,,
2024-07-07T11:23:48.000Z,,
2024-07-07T11:35:27.000Z,,
2024-07-07T11:47:06.000Z,,
2024-07-07T11:58:45.000Z,4,4
2024-07-07T12:10:24.000Z,,
2024-07-07T12:22:03.000Z,,
2024-07-07T12:33:42.000Z,,
2024-07-07T12:45:21.000Z,,
2024-07-07T12:57:00.000Z,4,4
2024-07-07T13:08:39.000Z,,
2024-07-07T13:20:18.000Z,,
2024-07-07T13:31:57.000Z,,
2024-07-07T13:43:36.000Z,,
2024-07-07T13:55:15.000Z,,
2024-07-07T14:06:54.000Z,4,4
2024-07-07T14:18:33.000Z,,
2024-07-07T14:30:12.000Z,,
2024-07-07T14:41:51.000Z,,
2024-07-07T14:53:30.000Z,,
2024-07-07T15:05:09.000Z,7,9
2024-07-07T15:16:48.000Z,,
2024-07-07T15:28:27.000Z,,
2024-07-07T15:40:06.000Z,,
2024-07-07T15:51:45.000Z,,
2024-07-07T16:03:24.000Z,4,4
2024-07-07T16:15:03.000Z,,
2024-07-07T16:26:42.000Z,,
2024-07-07T16:38:21.000Z,,
2024-07-07T16:50:00.000Z,,
2024-07-07T17:01:39.000Z,,
2024-07-07T17:13:18.000Z,4,5
2024-07-07T17:24:57.000Z,,
2024-07-07T17:36:36.000Z,,
2024-07-07T17:48:15.000Z,,
2024-07-07T17:59:54.000Z,,
2024-07-07T18:11:33.000Z,4,4
2024-07-07T18:23:12.000Z,,
2024-07-07T18:34:51.000Z,,
2024-07-07T18:46:30.000Z,,
2024-07-07T18:58:09.000Z,,
2024-07-07T19:09:48.000Z,5,6
2024-07-07T19:21:27.000Z,,
2024-07-07T19:33:06.000Z,,
2024-07-07T19:44:45.000Z,,
2024-07-07T19:56:24.000Z,,
2024-07-07T20:08:03.000Z,4,4
2024-07-07T20:19:42.000Z,,
2024-07-07T20:31:21.000Z,,
2024-07-07T20:43:00.000Z,,
2024-07-07T20:54:39.000Z,,
2024-07-07T21:06:18.000Z,,
2024-07-07T21:17:57.000Z,5,6
2024-07-07T21:29:36.000Z,,
2024-07-07T21:41:15.000Z,,
2024-07-07T21:52:54.000Z,,
2024-07-07T22:04:33.000Z,,
2024-07-07T22:16:12.000Z,4,4
2024-07-07T22:27:51.000Z,,
2024-07-07T22:39:30.000Z,,
2024-07-07T22:51:09.000Z,,
2024-07-07T23:02:48.000Z,,
2024-07-07T23:14:27.000Z,4,5
2024-07-07T23:26:06.000Z,,
2024-07-07T23:37:45.000Z,,
2024-07-07T23:49:24.000Z,,
2024-07-08T00:01:03.000Z,,
2024-07-08T00:12:42.000Z,4,4
2024-07-08T00:24:21.000Z,,
2024-07-08T00:36:00.000Z,,
2024-07-08T00:47:39.000Z,,
2024-07-08T00:59:18.000Z,,
2024-07-08T01:10:57.000Z,,
2024-07-08T01:22:36.000Z,4,5
2024-07-08T01:34:15.000Z,,
2024-07-08T01:45:54.000Z,,
2024-07-08T01:57:33.000Z,,
2024-07-08T02:09:12.000Z,,
2024-07-08T02:20:51.000Z,4,4
2024-07-08T02:32:30.000Z,,
2024-07-08T02:44:09.000Z,,
2024-07-08T02:55:48.000Z,,
2024-07-08T03:07:27.000Z,,
2024-07-08T03:19:06.000Z,5,6
2024-07-08T03:30:45.000Z,,
2024-07-08T03:42:24.000Z,,
2024-07-08T03:54:03.000Z,,
2024-07-08T04:05:42.000Z,,
2024-07-08T04:17:21.000Z,4,4
2024-07-08T04:29:00.000Z,,
2024-07-08T04:40:39.000Z,,
2024-07-08T04:52:18.000Z,,
2024-07-08T05:03:57.000Z,,
2024-07-08T05:15:36.000Z,,
2024-07-08T05:27:15.000Z,7,8
2024-07-08T05:38:54.000Z,,
2024-07-08T05:50:33.000Z,,
2024-07-08T06:02:12.000Z,,
2024-07-08T06:13:51.000Z,,
2024-07-08T06:25:30.000Z,4,4
2024-07-08T06:37:09.000Z,,
2024-07-08T06:48:48.000Z,,
2024-07-08T07:00:27.000Z,,
2024-07-08T07:12:06.000Z,,
2024-07-08T07:23:45.000Z,4,5
2024-07-08T07:35:24.000Z,,
2024-07-08T07:47:03.000Z,,
2024-07-08T07:58:42.000Z,,
2024-07-08T08:10:21.000Z,,
2024-07-08T08:22:00.000Z,,
2024-07-08T08:33:39.000Z,4,4
2024-07-08T08:45:18.000Z,,
2024-07-08T08:56:57.000Z,,
2024-07-08T09:08:36.000Z,,
2024-07-08T09:20:15.000Z,,
2024-07-08T09:31:54.000Z,4,5
2024-07-08T09:43:33.000Z,,
2024-07-08T09:55:12.000Z,,
2024-07-08T10:06:51.000Z,,
2024-07-08T10:18:30.000Z,,
2024-07-08T10:30:09.000Z,4,4
2024-07-08T10:41:48.000Z,,
2024-07-08T10:53:27.000Z,,
2024-07-08T11:05:06.000Z,,
2024-07-08T11:16:45.000Z,,
2024-07-08T11:28:24.000Z,4,5
2024-07-08T11:40:03.000Z,,
2024-07-08T11:51:42.000Z,,
2024-07-08T12:03:21.000Z,,
2024-07-08T12:15:00.000Z,,
2024-07-08T12:26:39.000Z,,
2024-07-08T12:38:18.000Z,4,4
2024-07-08T12:49:57.000Z,,
2024-07-08T13:01:36.000Z,,
2024-07-08T13:13:15.000Z,,
2024-07-08T13:24:54.000Z,,
2024-07-08T13:36:33.000Z,6,7
2024-07-08T13:48:12.000Z,,
2024-07-08T13:59:51.000Z,,
2024-07-08T14:11:30.000Z,,
2024-07-08T14:23:09.000Z,,
2024-07-08T14:34:48.000Z,4,4
2024-07-08T14:46:27.000Z,,
2024-07-08T14:58:06.000Z,,
2024-07-08T15:09:45.000Z,,
2024-07-08T15:21:24.000Z,,
2024-07-08T15:33:03.000Z,,
2024-07-08T15:44:42.000Z,7,9
2024-07-08T15:56:21.000Z,,
2024-07-08T16:08:00.000Z,,
2024-07-08T16:19:39.000Z,,
2024-07-08T16:31:18.000Z,,
2024-07-08T16:42:57.000Z,4,4
2024-07-08T16:54:36.000Z,,
2024-07-08T17:06:15.000Z,,
2024-07-08T17:17:54.000Z,,
2024-07-08T17:29:33.000Z,,
2024-07-08T17:41:12.000Z,5,6
2024-07-08T17:52:51.000Z,,
2024-07-08T18:04:30.000Z,,
2024-07-08T18:16:09.000Z,,
2024-07-08T18:27:48.000Z,,
2024-07-08T18:39:27.000Z,4,4
2024-07-08T18:51:06.000Z,,
2024-07-08T19:02:45.000Z,,
2024-07-08T19:14:24.000Z,,
2024-07-08T19:26:03.000Z,,
2024-07-08T19:37:42.000Z,,
2024-07-08T19:49:21.000Z,4,5
2024-07-08T20:01:00.000Z,,
2024-07-08T20:12:39.000Z,,
2024-07-08T20:24:18.000Z,,
2024-07-08T20:35:57.000Z,,
2024-07-08T20:47:36.000Z,4,4
2024-07-08T20:59:15.000Z,,
2024-07-08T21:10:54.000Z,,
2024-07-08T21:22:33.000Z,,
2024-07-08T21:34:12.000Z,,
2024-07-08T21:45:51.000Z,4,5
2024-07-08T21:57:30.000Z,,
2024-07-08T22:09:09.000Z,,
2024-07-08T22:20:48.000Z,,
2024-07-08T22:32:27.000Z,,
2024-07-08T22:44:06.000Z,4,4
2024-07-08T22:55:45.000Z,,
2024-07-08T23:07:24.000Z,,
2024-07-08T23:19:03.000Z,,
2024-07-08T23:30:42.000Z,,
2024-07-08T23:42:21.000Z,,
2024-07-08T23:54:00.000Z,4,5
2024-07-09T00:05:39.000Z,,
2024-07-09T00:17:18.000Z,,
2024-07-09T00:28:57.000Z,,
2024-07-09T00:40:36.000Z,,
2024-07-09T00:52:15.000Z,4,4
2024-07-09T01:03:54.000Z,,
2024-07-09T01:15:33.000Z,,
2024-07-09T01:27:12.000Z,,
2024-07-09T01:38:51.000Z,,
2024-07-09T01:50:30.000Z,4,5
2024-07-09T02:02:09.000Z,,
2024-07-09T02:13:48.000Z,,
2024-07-09T02:25:27.000Z,,
2024-07-09T02:37:06.000Z,,
2024-07-09T02:48:45.000Z,4,4
2024-07-09T03:00:24.000Z,,
2024-07-09T03:12:03.000Z,,
2024-07-09T03:23:42.000Z,,
2024-07-09T03:35:21.000Z,,
2024-07-09T03:47:00.000Z,,
2024-07-09T03:58:39.000Z,4,5
2024-07-09T04:10:18.000Z,,
2024-07-09T04:21:57.000Z,,
2024-07-09T04:33:36.000Z,,
2024-07-09T04:45:15.000Z,,
2024-07-09T04:56:54.000Z,4,4
2024-07-09T05:08:33.000Z,,
2024-07-09T05:20:12.000Z,,
2024-07-09T05:31:51.000Z,,
2024-07-09T05:43:30.000Z,,
2024-07-09T05:55:09.000Z,4,5
2024-07-09T06:06:48.000Z,,
2024-07-09T06:18:27.000Z,,
2024-07-09T06:30:06.000Z,,
2024-07-09T06:41:45.000Z,,
2024-07-09T06:53:24.000Z,4,4
2024-07-09T07:05:03.000Z,,
2024-07-09T07:16:42.000Z,,
2024-07-09T07:28:21.000Z,,
2024-07-09T07:40:00.000Z,,
2024-07-09T07:51:39.000Z,,
2024-07-09T08:03:18.000Z,4,5
2024-07-09T08:14:57.000Z,,
2024-07-09T08:26:36.000Z,,
2024-07-09T08:38:15.000Z,,
2024-07-09T08:49:54.000Z,,
2024-07-09T09:01:33.000Z,4,4
2024-07-09T09:13:12.000Z,,
2024-07-09T09:24:51.000Z,,
2024-07-09T09:36:30.000Z,,
2024-07-09T09:48:09.000Z,,
2024-07-09T09:59:48.000Z,4,5
2024-07-09T10:11:27.000Z,,
2024-07-09T10:23:06.000Z,,
2024-07-09T10:34:45.000Z,,
2024-07-09T10:46:24.000Z,,
2024-07-09T10:58:03.000Z,4,4
2024-07-09T11:09:42.000Z,,
2024-07-09T11:21:21.000Z,,
2024-07-09T11:33:00.000Z,,
2024-07-09T11:44:39.000Z,,
2024-07-09T11:56:18.000Z,,
2024-07-09T12:07:57.000Z,4,5
2024-07-09T12:19:36.000Z,,
2024-07-09T12:31:15.000Z,,
2024-07-09T12:42:54.000Z,,
2024-07-09T12:54:33.000Z,,
2024-07-09T13:06:12.000Z,4,4
2024-07-09T13:17:51.000Z,,
2024-07-09T13:29:30.000Z,,
2024-07-09T13:41:09.000Z,,
2024-07-09T13:52:48.000Z,,
2024-07-09T14:04:27.000Z,4,5
2024-07-09T14:16:06.000Z,,
2024-07-09T14:27:45.000Z,,
2024-07-09T14:39:24.000Z,,
2024-07-09T14:51:03.000Z,,
2024-07-09T15:02:42.000Z,4,4
2024-07-09T15:14:21.000Z,,
2024-07-09T15:26:00.000Z,,
2024-07-09T15:37:39.000Z,,
2024-07-09T15:49:18.000Z,,
2024-07-09T16:00:57.000Z,,
2024-07-09T16:12:36.000Z,4,5
2024-07-09T16:24:15.000Z,,
